DateTime,Ksed_oxy,RMSE
7/3/20 9:16,40.2826682,104.377557
7/3/20 9:16,33.03081692,104.7206125
7/3/20 9:14,33.61292567,106.8124889
7/3/20 9:14,41.49187012,107.4183282
7/3/20 9:15,32.94689685,110.0478466
7/3/20 9:14,36.22095423,114.5592591
7/3/20 9:15,46.90170307,116.9509368
7/3/20 9:16,31.76595227,119.3162143
7/3/20 9:14,29.97745134,121.1594103
7/3/20 9:16,37.66656279,126.0096177
7/3/20 9:12,32.82090656,126.8233592
7/3/20 9:13,14.30209772,127.7436421
7/3/20 9:13,27.72586377,131.787915
7/3/20 9:13,1,133.5378645
7/3/20 9:15,47.52871123,136.4784637
7/3/20 9:15,17.67926171,137.3121688
7/3/20 9:13,10.29178404,140.7951397
7/3/20 9:15,45.54169667,141.3716216
7/3/20 9:16,50,145.5525755
7/3/20 9:14,50,145.5525755
7/3/20 9:14,39.147357,147.5347155
7/3/20 9:13,25.3082156,149.8464535
7/3/20 9:16,44.1037722,163.7419427
7/3/20 9:15,24.91502699,177.5116269
