DateTime,sw_factor,lw_factor,coef_mix_hyp,ch,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_mean,sed_temp_mean.1,sed_temp_peak_doy,sed_temp_peak_doy.1,RMSE
2020-06-29 18:09:12,1.02188241197178,0.925733357805996,0.588935524981163,0.00106630114702078,3.215909950605,10.098302464056,11.1717575901766,11.3712066722596,266.568246653271,262.41939323901,1.78512937737421
