DateTime,Ksed_oxy,Fsed_oxy,Fsed_oxy.1,RMSE
2020-06-22 15:15:38,11.1448212975808,-21.9489203348289,-5.79174195523527,83.5054709034673
2020-06-22 15:15:30,11.1448212975808,-21.9489203348289,-5.79174195523527,83.5054709034673
2020-06-22 15:15:22,10.6421119776436,-22.0436488884649,-6.27717397103459,84.4491076671695
2020-06-22 15:15:14,10.6811346541283,-22.0563080887936,-6.25806509196269,84.6818890106052
2020-06-22 15:15:06,10.5559502780529,-22.1712316788257,-6.30930833558743,85.1653126837417
2020-06-22 15:14:58,10.7278910078646,-22.1025204146814,-6.14174969990446,84.5637271356448
2020-06-22 15:14:49,10.6217442297413,-22.1012393934665,-6.20751126111267,85.5928492614036
2020-06-22 15:14:41,10.7701743173511,-22.1715741286174,-6.14237808416051,85.3472230863663
2020-06-22 15:14:33,11.1448212975808,-21.9489203348289,-5.79174195523527,83.5054709034673
2020-06-22 15:14:25,10.792721224173,-22.0663122313001,-6.12590475731924,82.4991448200848
2020-06-22 15:14:17,10.4198550341975,-22.2687899897195,-6.44749133173418,85.6448065869649
2020-06-22 15:14:09,10.6003107799785,-22.2175074207031,-6.22277625783664,86.1651489980496
2020-06-22 15:14:01,10.5633511705295,-22.1845809711214,-6.31927418286211,85.1425581351739
2020-06-22 15:13:53,10.9403944077792,-21.9631069251853,-5.93867936856787,83.4481195708488
2020-06-22 15:13:45,10.3723645305835,-22.1426334004519,-6.5718367490679,85.0202202091662
2020-06-22 15:13:37,10.8303561590906,-22.0513552272324,-6.11630604729314,84.8272208997896
2020-06-22 15:13:27,10.6587675115998,-21.9979722492659,-6.23137541900071,84.9791008005176
2020-06-22 15:13:18,10.8233488218412,-21.9872937789964,-6.11559240898221,84.616764801226
2020-06-22 15:13:08,10.9241934822074,-21.7562982218387,-6.12372221324246,87.1111434217266
2020-06-22 15:12:56,10.919552904259,-21.7564695559839,-6.11174337684663,85.8443508153972
2020-06-22 15:12:44,10.6119528532102,-22.1411263714905,-6.28368787842738,83.9251528915782
2020-06-22 15:12:32,10.5865461689828,-22.0668797027442,-6.37458743905143,85.7460409488731
2020-06-22 15:12:21,10.9768265905642,-21.9588104635849,-5.94802630162643,85.3203174082435
2020-06-22 15:12:09,10.8547789857934,-22.0932766786446,-6.00491343786625,86.6722003336857
2020-06-22 15:11:57,10.8307704362932,-21.9019317849181,-6.0994396582481,85.9137236452189
2020-06-22 15:11:46,10.8129282346973,-22.0006836828221,-6.06446830333518,86.2089337446624
2020-06-22 15:11:34,10.7654262098631,-21.8103169541784,-6.22457178199814,84.8117743019375
2020-06-22 15:11:21,10.6959679242025,-21.9231790063889,-6.24392486810299,84.8676404127025
2020-06-22 15:11:06,10.487483751842,-22.0792658737299,-6.44433809680202,84.7120214762063
2020-06-22 15:10:51,10.9257127439963,-21.9089319145243,-6.02648488623068,83.0518753836168
2020-06-22 15:10:33,10.2318014714483,-22.2750904023399,-6.62268823344871,85.9444732422574
2020-06-22 15:10:17,10.8436394130149,-21.9559380712281,-6.05936704873748,84.6274444894773
2020-06-22 15:10:02,10.8525101446677,-21.892329140103,-6.09738292495621,84.7801234519237
2020-06-22 15:09:33,10.4966193059006,-22.2113150072461,-6.41100062248134,84.9609239100458
2020-06-22 15:09:14,10.6449504965066,-22.0220631899077,-6.35146328162195,85.4600050985275
2020-06-22 15:09:02,10.1890851377448,-22.1791544974589,-6.71397183968998,86.0648955744223
2020-06-22 15:08:45,10.2159869114448,-22.2069982888174,-6.63158005780213,84.8840825268772
2020-06-22 15:08:28,10.8188948925293,-22.0337679708263,-6.1456781113757,86.0875268568503
2020-06-22 15:08:14,10.2691779741649,-22.2263282883591,-6.57950757813694,85.8241420182737
2020-06-22 15:08:01,10.5672719497947,-22.0045384770454,-6.32162695578144,85.0287164056881
