DateTime,Fsed_nit,Ksed_nit,RMSE
6/9/20 20:53,-0.001,107.4880659,0.285631894
6/9/20 20:53,-0.001,1,0.285039638
6/9/20 20:51,-0.001,45.84771974,0.285952057
6/9/20 20:50,-0.001,36.11688319,0.298316695
6/9/20 20:50,-0.001,89.51934619,0.280277097
6/10/20 8:39,-0.001,41.39275734,0.285391514
6/10/20 8:38,-0.001,153.5491662,0.294126694
6/10/20 8:37,-0.001,66.43427119,0.300081574
6/10/20 8:35,-0.001,179.3431351,0.290163944
6/10/20 8:34,-0.001,74.08418765,0.287703527
6/10/20 8:34,-0.001,0.1,0.304660623
6/10/20 8:34,-0.001,0.1,0.304660623
6/10/20 8:36,-0.083112835,73.26014646,0.202774013
6/10/20 8:38,-0.152093403,100.4450297,0.185036138
6/10/20 8:44,-0.158047529,210,0.193014375
6/10/20 8:36,-0.17111,67.9799101,0.176498816
6/10/20 8:43,-0.187538378,210,0.195158379
6/10/20 8:41,-0.198552235,147.3258713,0.182224127
6/10/20 8:39,-0.222254706,117.9836778,0.183832233
6/10/20 8:37,-0.227967732,0.1,0.174347575
6/10/20 8:37,-0.242283949,52.73190034,0.174047868
6/10/20 8:46,-0.247749753,151.2172048,0.174401754
6/10/20 8:39,-0.275438979,78.74817658,0.171826165
6/10/20 8:39,-0.284766158,141.7259064,0.175393778
6/10/20 8:38,-0.309324579,108.3144359,0.171572229
6/10/20 8:43,-0.333119953,133.7524264,0.172959301
6/9/20 20:51,-0.353194296,121.5780415,0.17207128
6/10/20 8:37,-0.40635944,134.1159849,0.172743451
6/10/20 8:45,-0.406588501,210,0.172620218
6/10/20 8:43,-0.406922964,199.4812432,0.170345799
6/10/20 8:50,-0.41552586,198.4079213,0.173079704
6/10/20 8:47,-0.41691457,210,0.176504275
6/9/20 20:50,-0.421917199,1,0.173158529
6/10/20 8:46,-0.426517322,151.1318049,0.172575431
6/10/20 8:48,-0.439829725,187.1744656,0.174307668
6/10/20 8:52,-0.439842229,210,0.173610445
6/10/20 8:50,-0.440309681,194.5864899,0.173133212
6/10/20 8:53,-0.451077869,203.5637226,0.173847407
6/10/20 8:34,-0.453356351,26.33739484,0.172836018
6/10/20 8:35,-0.457176891,0.1,0.17278781
6/10/20 8:40,-0.457509375,127.7607239,0.171908918
6/10/20 8:53,-0.459941929,202.4990353,0.173548193
6/10/20 8:36,-0.461540635,0.1,0.172840405
6/10/20 8:43,-0.462433745,187.1920859,0.171300365
6/10/20 8:50,-0.464381002,184.4122887,0.175356554
6/10/20 8:52,-0.464916833,203.4963738,0.172972732
6/10/20 8:47,-0.47224742,195.4243342,0.171536834
6/10/20 8:51,-0.475210851,203.7230501,0.170793545
6/10/20 8:50,-0.477197938,186.9909474,0.17295595
6/10/20 8:48,-0.478003558,183.5510915,0.172632644
6/10/20 8:51,-0.479485264,210,0.170571821
6/10/20 8:55,-0.484186578,202.9702931,0.175586203
