DateTime,Rnitrif,Knitrif,Kanmx_amm,Kdnra_oxy,Fsed_amm,Ksed_amm,RMSE
6/9/20 13:46,0.001,58.33466733,0.638611329,0.361009793,24.20556171,2.066887594,3.949117404
6/9/20 13:37,0.001,54.72480399,0.614250632,0.28212563,25.2504131,1.626815969,3.953959717
6/9/20 13:26,0.001,69.9423729,0.498358122,0.169577117,25.30105392,1.552568037,3.95947079
6/9/20 13:46,0.001,60.31345583,0.990659653,0.43182484,28.43927727,1.984145737,3.970537385
6/9/20 13:23,0.001,60.55281637,0.717228675,0.141103576,28.00529171,1,3.974657574
6/9/20 14:00,0.001,59.45685601,0.871743803,0.549615222,26.567543,1.528082591,3.984375336
6/9/20 14:15,0.001,59.05931139,0.824359822,0.527171959,28.66127976,1.435132025,3.984712449
6/9/20 14:15,0.001,59.05931139,0.824359822,0.527171959,28.66127976,1.435132025,3.984712449
6/9/20 14:15,0.001,59.05931139,0.824359822,0.527171959,28.66127976,1.435132025,3.984712449
6/9/20 13:53,0.013586755,62.0220875,0.866665508,0.360533985,25.56295172,1.897990933,3.985394484
6/9/20 13:00,0.001,61.2924653,0.545158282,0.01,16.5521581,2.785108082,3.98747359
6/9/20 13:29,0.003188023,65.27605928,0.449275893,0.388182209,24.70606127,1.777457564,3.987678586
6/9/20 14:03,0.003723664,55.92384098,0.906796039,0.604649677,27.6546217,1.652060515,3.98977786
6/9/20 14:12,0.001,58.02321423,1.0507788,0.636247899,30,1.014437353,3.991568656
6/9/20 14:14,0.001,59.86108089,0.917149544,0.735346406,28.74960883,1.382536828,3.991740669
6/9/20 13:37,0.01289746,62.97095835,0.648005728,0.158319868,26.9741998,1.869998745,3.992033159
6/9/20 13:27,0.001,65.18092039,0.401961816,0.377252205,22.75431291,2.347865943,3.992135815
6/9/20 14:08,0.006097266,57.63549582,0.942703562,0.671931387,28.98919185,1.505377908,3.994606832
6/9/20 13:40,0.001,56.92411062,0.675221593,0.271283246,25.6079641,2.01571686,3.996664412
6/9/20 13:31,0.001,66.66648283,0.417475479,0.296182779,26.37169494,1.948042974,3.999182342
6/9/20 14:09,0.003378448,58.91390703,0.916564611,0.619008082,28.65380112,1.684142599,3.999843529
6/9/20 13:46,0.012591509,60.57215422,0.703584267,0.33147358,26.37208004,1.937862389,4.000668942
6/9/20 13:09,0.001,57.49965834,0.021106184,0.06861212,21.00878518,1.84655083,4.002456349
6/9/20 14:02,0.001,60.16081012,0.926420095,0.592740402,27.51912857,1.785101382,4.005552363
6/9/20 14:15,0.001,61.85213698,0.979046156,0.57642457,28.90826169,1.394096841,4.005723188
6/9/20 13:34,0.001,62.40553109,0.618876502,0.221122712,25.78382215,2.209361684,4.005750914
6/9/20 13:42,0.010348992,57.95117544,0.784477545,0.278257254,26.29476781,1.988528126,4.006727051
6/9/20 14:11,0.001,59.84649965,0.815884872,0.565836324,28.6819508,1.632457895,4.007785748
6/9/20 14:13,0.001,57.38682368,1.060540785,0.707624904,30,1.219029029,4.007887115
6/9/20 14:07,0.00133781,59.05588485,0.931954812,0.569393067,26.80838001,1.921755062,4.008281527
6/9/20 13:43,0.012516061,59.60899381,0.936554015,0.439413981,26.64874545,1.886994489,4.008861682
6/9/20 14:12,0.001,57.27837592,0.982418208,0.666048336,29.6864204,1.345291525,4.011094199
6/9/20 14:08,0.008419367,56.20532188,0.997887432,0.540176385,28.77637524,1.54923257,4.013082728
6/9/20 14:02,0.004278454,59.28872354,0.894989341,0.389534717,27.71091732,1.488708969,4.015661798
6/9/20 14:10,0.001,58.27029452,0.964270949,0.580419299,30,1.479233729,4.016122322
6/9/20 12:48,0.011745844,47.56368205,1.19278004,2.09988372,2.966759145,19.95996021,4.016845489
6/9/20 13:10,0.001,80,0.278883276,0.081254881,20.3357278,2.091208236,4.01732174
6/9/20 13:43,0.001,65.18010471,0.774206395,0.3711739,24.24871431,1.786099737,4.017959221
6/9/20 13:58,0.001,60.9321256,0.81947746,0.477720403,27.29591246,1.613965903,4.018587575
6/9/20 14:07,0.006515667,59.09626116,0.946728995,0.596969583,27.91147365,1.95929724,4.021222973
6/9/20 14:02,0.001698309,59.09733846,0.910983333,0.583005796,27.14924704,1.878852682,4.021274934
6/9/20 14:03,0.011847505,64.4577242,0.734059709,0.517974663,25.94858235,1.859628184,4.024430775
6/9/20 13:45,0.001,57.63856677,0.863436575,0.233046874,27.3040153,1.590269129,4.025648469
6/9/20 14:13,0.001,60.00065303,0.811649529,0.57683628,28.7798128,1.740509704,4.02671739
6/9/20 13:58,0.014092251,62.33518925,0.70015725,0.313215218,24.83849221,1.837060421,4.027472436
6/9/20 13:40,0.01878499,55.56915886,0.980576228,0.272946445,26.76030303,1.835007863,4.02755609
6/9/20 13:40,0.004534153,63.65486741,0.648136926,0.20383291,27.23864345,2.036421511,4.027994403
6/9/20 14:11,0.002197737,59.31590758,1.018658071,0.670128005,28.4572994,1.667336097,4.028189179
6/9/20 13:31,0.001,60.87434443,0.667978149,0.190487609,21.53317845,2.560856395,4.029068952
6/9/20 12:58,0.001,67.99572793,0.210447341,0.35709872,10.46991328,4.4322575,4.029592767
6/9/20 14:13,0.001,56.69311255,0.956661607,0.579942276,30,1.487907902,4.029675013
