DateTime,Fsed_rsi,Ksed_rsi,RMSE
2020-07-03 11:48:04,1,1.00016468408086,37.55033537526
2020-07-03 11:47:46,1.0018757734256,1.00245703679147,37.5520521344322
2020-07-03 11:47:27,1,1,37.5502894145273
2020-07-03 11:47:11,1.00131087800073,1,37.5510421622307
2020-07-03 11:46:55,1.00069551245369,1.00452901306623,37.5519503690415
2020-07-03 11:46:38,1,1.00452152588252,37.5515478100064
2020-07-03 11:46:22,1.00227013037358,1,37.5515928879954
2020-07-03 11:46:06,1.00019197461409,1,37.5503996479887
2020-07-03 11:45:51,1,1.00627272951452,37.5520344125904
2020-07-03 11:45:35,1.00222861796937,1,37.5515693413542
2020-07-03 11:45:21,1,1.00543630182933,37.5518018570338
2020-07-03 11:45:04,1,1.0003489278867,37.5503866244978
2020-07-03 11:44:48,1,1,37.5502894145273
2020-07-03 11:44:32,1,1,37.5502894145273
2020-07-03 11:44:13,1,1,37.5502894145273
2020-07-03 11:43:57,1.0020721190617,1,37.5514791762162
2020-07-03 11:43:42,1.00434344913993,1.00025821269494,37.5528558290761
2020-07-03 11:43:26,1.00214151644235,1,37.5515193769847
2020-07-03 11:43:09,1,1,37.5502894145273
2020-07-03 11:42:52,1.00096575980035,1,37.5508440571334
2020-07-03 11:42:36,1.00354306003598,1.00004100040872,37.5523355178295
2020-07-03 11:42:21,1.00111204976205,1,37.5509278917283
2020-07-03 11:42:07,1.00127622966152,1,37.5510220641695
2020-07-03 11:41:51,1.00200735302464,1.01209759791257,37.5548106444722
2020-07-03 11:41:36,1.00567850812049,1,37.5535511848131
2020-07-03 11:41:20,1.00128940690047,1.03239106975831,37.5600021980878
2020-07-03 11:41:04,1.00193831555913,1,37.5514022215742
2020-07-03 11:40:49,1,1.00959303729626,37.5529560168353
2020-07-03 11:40:32,1,1.00974333611759,37.5529976240342
2020-07-03 11:40:16,1.0028224460458,1,37.5519099195412
2020-07-03 11:40:00,1,1.03607484398411,37.5602600014665
2020-07-03 11:39:44,1.00067180230642,1,37.5506752448017
2020-07-03 11:39:28,1.00861444391616,1.00673675069549,37.5571302973421
2020-07-03 11:39:11,1.01012399188635,1.00241093719332,37.556785060498
2020-07-03 11:38:56,1.00289754983398,1.01550933774728,37.5562733692909
2020-07-03 11:38:41,1.00037761703421,1.01173010016922,37.5537669570485
2020-07-03 11:38:27,1,1,37.5502894145273
2020-07-03 11:38:13,1,1,37.5502894145273
2020-07-03 11:38:02,1.01749765075149,1,37.5603479381559
2020-07-03 11:37:51,1.01147177345434,1,37.5568811423641
2020-07-03 11:37:39,1,1.01413112665062,37.5542135712577
2020-07-03 11:37:28,1.01212869261047,1.02356133696467,37.5638791135868
2020-07-03 11:37:16,1.02158031799259,1,37.5626980205602
2020-07-03 11:37:05,1.0317444927789,1,37.5685555231507
2020-07-03 11:36:53,1,1.00403132989674,37.5514112941023
2020-07-03 11:36:39,1,1.01506309434414,37.5544715368791
2020-07-03 11:36:26,1,1.00533221418053,37.5517729552839
2020-07-03 11:36:13,1.00419004518493,1.02571253144557,37.5598523898991
2020-07-03 11:36:01,1.01584220115322,1.01238347814526,37.5628973895729
2020-07-03 11:35:49,1.04578719970315,1.02760424594816,37.5847079171441
2020-07-03 11:35:36,1,1.01432500696213,37.5542672765627
2020-07-03 11:35:23,1.00574860167796,1.01586117420232,37.5580232729111
2020-07-03 11:35:07,1.00566648722756,1,37.5535437151746
2020-07-03 11:34:52,1.00457688409031,1,37.5529180382559
2020-07-03 11:34:37,1.02008123754344,1.06115292902365,37.5790342340259
2020-07-03 11:34:20,1.020778879113,1.14173041953215,37.6014817273732
2020-07-03 11:34:05,1.00490723789779,1,37.5531076271059
2020-07-03 11:33:47,1.02043410991655,1,37.562038110156
2020-07-03 11:33:31,1.01746946578275,1,37.5603312471828
2020-07-03 11:33:15,1,1,37.5502894145273
2020-07-03 11:33:04,1,1,37.5502894145273
2020-07-03 11:32:52,1,1.00118710988828,37.5506199787978
2020-07-03 11:32:38,1.03445377891009,1.04655885146989,37.5834663218742
2020-07-03 11:32:26,1,1,37.5502894145273
2020-07-03 11:32:14,1.03123301131162,1.11035410937592,37.5993717894127
2020-07-03 11:32:01,1,1.05656262956346,37.5658546714528
2020-07-03 11:31:46,1.00096136415429,1.29055530008759,37.6273308151349
2020-07-03 11:31:29,1.00533813998915,1.12615165772248,37.5877872466718
2020-07-03 11:31:18,1,1.05639429333711,37.5658087181478
2020-07-03 11:31:07,1.0231204161098,1.22069732171838,37.6239346543359
2020-07-03 11:30:57,1.02275142052521,1.03635822278907,37.573682784394
2020-07-03 11:30:45,1.03780534586911,1.07300537092224,37.5929436222419
2020-07-03 11:30:34,1.00746589943973,1,37.5545781040016
2020-07-03 11:30:23,1.0388549716891,1,37.572658589715
2020-07-03 11:30:10,1,1,37.5502894145273
2020-07-03 11:29:59,1.05757584994133,1.39821479922158,37.6931279237625
2020-07-03 11:29:48,1,1.30143312104646,37.6294008973648
2020-07-03 11:29:30,1.01707995288563,1.19174270986137,37.612469157322
2020-07-03 11:29:13,1.05198247697105,1.02480458950781,37.5875270899314
2020-07-03 11:28:56,1,1.1702980002929,37.5960876181143
