DateTime,Rnitrif,Knitrif,Kanmx_amm,Kdnra_oxy,Fsed_amm,Ksed_amm,RMSE
2020-06-09 13:46:11,0.001,58.3346673292273,0.638611328693679,0.361009793054746,24.2055617090066,2.06688759449953,3.94911740365393
