DateTime,Fsed_amm,Fsed_amm.1,Ksed_amm,RMSE
2020-06-18 13:24:33,22.1558565363503,9.57172561379912,1.40314266709225,3.7322316646245
2020-06-18 13:24:24,22.1558565363503,9.57172561379912,1.40314266709225,3.7322316646245
2020-06-18 13:24:17,22.1246663832028,9.60841669629266,1.41567303528105,3.86765577076614
2020-06-18 13:24:09,22.1057953958468,9.5487458366632,1.40546103740075,3.90211132337043
2020-06-18 13:24:01,22.1295353594175,9.56964330075353,1.38572186855966,3.92450649934188
2020-06-18 13:23:53,22.0911774035836,9.5898010284809,1.39282151920477,3.89110392106445
2020-06-18 13:23:45,22.1558565363503,9.57172561379912,1.40314266709225,3.7322316646245
2020-06-18 13:23:37,22.0869259922119,9.6206644022099,1.40995047154048,3.84935220472064
2020-06-18 13:23:29,22.1393675621004,9.57892509631572,1.4151324306427,3.86686281306631
2020-06-18 13:23:21,22.156319045534,9.5745199601125,1.39877638464151,3.87978367058026
2020-06-18 13:23:13,22.1263376677877,9.60749683085119,1.40767247751666,3.88982898252921
2020-06-18 13:23:05,22.1370606907941,9.57510449890081,1.42766292123007,3.81764610439197
2020-06-18 13:22:57,22.2256333562398,9.54628183286436,1.39648505747229,3.86282100381057
2020-06-18 13:22:50,22.0889733532964,9.55958209593259,1.39937642053993,3.83492412958066
2020-06-18 13:22:42,22.1316636852351,9.54321388313597,1.39575469459146,3.95036721016949
2020-06-18 13:22:34,22.1253913212511,9.59417449131192,1.40096804859679,3.74980329998463
2020-06-18 13:22:26,22.1203807901706,9.55793443495296,1.38924033250389,3.7469232534406
2020-06-18 13:22:18,22.1936785968814,9.54643958152104,1.39973458934216,3.97158319043456
2020-06-18 13:22:10,22.1050618071356,9.52340968037712,1.39087904973585,3.85387733558632
2020-06-18 13:22:02,22.1248157615393,9.5358318208044,1.42234197110399,3.9030118263926
2020-06-18 13:21:54,22.1825911752746,9.57148306157178,1.3988263487254,3.88652510832647
2020-06-18 13:21:46,22.1226932504867,9.56654616764978,1.42052723503797,3.66568349769724
2020-06-18 13:21:38,22.1438860584495,9.54861237861649,1.3998580656828,3.90763053532776
2020-06-18 13:21:30,22.2290735885867,9.54818165945331,1.40506650974698,3.87745409113465
2020-06-18 13:21:21,22.2398402418107,9.64022553941731,1.38926369129583,3.89364376428213
2020-06-18 13:21:13,22.1612425975103,9.6109762549903,1.43530606666162,3.91090610997986
2020-06-18 13:21:05,22.2065514928782,9.61972685304521,1.37982418011293,3.86728367829824
