time,FLOW
2013-05-15,0.0253
2013-05-16,0.0236
2013-05-17,0.0239
2013-05-18,0.0317
2013-05-19,0.0446
2013-05-20,0.0661
2013-05-21,0.0437
2013-05-22,0.0394
2013-05-23,0.0394
2013-05-24,0.0304
2013-05-25,0.0255
2013-05-26,0.0235
2013-05-27,0.0222
2013-05-28,0.0222
2013-05-29,0.022
2013-05-30,0.0208
2013-05-31,0.0225
2013-06-01,0.0216
2013-06-02,0.0324
2013-06-03,0.0293
2013-06-04,0.0212
2013-06-05,0.0194
2013-06-06,0.1038
2013-06-07,0.0873
2013-06-08,0.056
2013-06-09,0.0416
2013-06-10,0.0452
2013-06-11,0.0479
2013-06-12,0.0379
2013-06-13,0.0366
2013-06-14,0.0305
2013-06-15,0.0251
2013-06-16,0.0239
2013-06-17,0.0245
2013-06-18,0.0312
2013-06-19,0.0295
2013-06-20,0.0244
2013-06-21,0.0204
2013-06-22,0.02
2013-06-23,0.0193
2013-06-24,0.0189
2013-06-25,0.0186
2013-06-26,0.0278
2013-06-27,0.0235
2013-06-28,0.019
2013-06-29,0.0191
2013-06-30,0.021
2013-07-01,0.0193
2013-07-02,0.0811
2013-07-03,0.1605
2013-07-04,0.1786
2013-07-05,0.1066
2013-07-06,0.0592
2013-07-07,0.0497
2013-07-08,0.0434
2013-07-09,0.0351
2013-07-10,0.1332
2013-07-11,0.1323
2013-07-12,0.0949
2013-07-13,0.0715
2013-07-14,0.0697
2013-07-15,0.0555
2013-07-16,0.0477
2013-07-17,0.0429
2013-07-18,0.0395
2013-07-19,0.0371
2013-07-20,0.0351
2013-07-21,0.0349
2013-07-22,0.0342
2013-07-23,0.0325
2013-07-24,0.0292
2013-07-25,0.0272
2013-07-26,0.0259
2013-07-27,0.0319
2013-07-28,0.0307
2013-07-29,0.0241
2013-07-30,0.0223
2013-07-31,0.0221
2013-08-01,0.0258
2013-08-02,0.0234
2013-08-03,0.0202
2013-08-04,0.0196
2013-08-05,0.0177
2013-08-06,0.0227
2013-08-07,0.0231
2013-08-08,0.0399
2013-08-09,0.034
2013-08-10,0.0228
2013-08-11,0.0253
2013-08-12,0.0244
2013-08-13,0.0225
2013-08-14,0.0196
2013-08-15,0.0161
2013-08-16,0.0159
2013-08-17,0.0239
2013-08-18,0.0395
2013-08-19,0.0248
2013-08-20,0.021
2013-08-21,0.0189
2013-08-22,0.019
2013-08-23,0.0165
2013-08-24,0.0156
2013-08-25,0.0139
2013-08-26,0.0135
2013-08-27,0.0142
2013-08-28,0.0155
2013-08-29,0.0155
2013-08-30,0.0136
2013-08-31,0.0156
2013-09-01,0.0153
2013-09-02,0.013
2013-09-03,0.0123
2013-09-04,0.0109
2013-09-05,0.0109
2013-09-06,0.0098
2013-09-07,0.0098
2013-09-08,0.0104
2013-09-09,0.0099
2013-09-10,0.02
2013-09-11,0.038
2013-09-12,0.0353
2013-09-13,0.0334
2013-09-14,0.0326
2013-09-15,0.0321
2013-09-16,0.0329
2013-09-17,0.0319
2013-09-18,0.0312
2013-09-19,0.0311
2013-09-20,0.0383
2013-09-21,0.0465
2013-09-22,0.0392
2013-09-23,0.0327
2013-09-24,0.0315
2013-09-25,0.0316
2013-09-26,0.0319
2013-09-27,0.0314
2013-09-28,0.03
2013-09-29,0.0305
2013-09-30,0.0292
2013-10-01,0.0292
2013-10-02,0.0291
2013-10-03,0.0283
2013-10-04,0.0283
2013-10-05,0.0284
2013-10-06,0.027
2013-10-07,0.0594
2013-10-08,0.0444
2013-10-09,0.0291
2013-10-10,0.0342
2013-10-11,0.0321
2013-10-12,0.0312
2013-10-13,0.03
2013-10-14,0.0327
2013-10-15,0.0308
2013-10-16,0.0275
2013-10-17,0.028
2013-10-18,0.0284
2013-10-19,0.0263
2013-10-20,0.0272
2013-10-21,0.026
2013-10-22,0.0258
2013-10-23,0.0285
2013-10-24,0.028
2013-10-25,0.0284
2013-10-26,0.0268
2013-10-27,0.0271
2013-10-28,0.0273
2013-10-29,0.0265
2013-10-30,0.0263
2013-10-31,0.0251
2013-11-01,0.0283
2013-11-02,0.0293
2013-11-03,0.0307
2013-11-04,0.0296
2013-11-05,0.0289
2013-11-06,0.028
2013-11-07,0.0306
2013-11-08,0.0321
2013-11-09,0.031
2013-11-10,0.0319
2013-11-11,0.0307
2013-11-12,0.0338
2013-11-13,0.0334
2013-11-14,0.032
2013-11-15,0.035
2013-11-16,0.0396
2013-11-17,0.0334
2013-11-18,0.0374
2013-11-19,0.0357
2013-11-20,0.0335
2013-11-21,0.0317
2013-11-22,0.0308
2013-11-23,0.0342
2013-11-24,0.0366
2013-11-25,0.0338
2013-11-26,0.1009
2013-11-27,0.1064
2013-11-28,0.0429
2013-11-29,0.0338
2013-11-30,0.0309
2013-12-01,0.031
2013-12-02,0.0314
2013-12-03,0.0327
2013-12-04,0.0297
2013-12-05,0.0264
2013-12-06,0.04
2013-12-07,0.0585
2013-12-08,0.0391
2013-12-09,0.0422
2013-12-10,0.0649
2013-12-11,0.0581
2013-12-12,0.0379
2013-12-13,0.0346
2013-12-14,0.0429
2013-12-15,0.0466
2013-12-16,0.0362
2013-12-17,0.0361
2013-12-18,0.037
2013-12-19,0.0319
2013-12-20,0.0303
2013-12-21,0.0286
2013-12-22,0.0344
2013-12-23,0.0795
2013-12-24,0.0581
2013-12-25,0.0405
