time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_ch4,SIL_rsi
2013-05-15,0.016,15.6645,0,292.2598,0.388,0.7016,0.1264,16.2365,146.1282,16.2365,1.169,10.5212,2.338,0.0176,0.1586,7.1359,64.7434,0.009,126.3866
2013-05-16,0.015,15.3409,0,294.2972,0.379,0.7194,0.1271,16.2332,146.0986,16.2332,1.1674,10.5062,2.3347,0.0445,0.4007,16.1124,64.7557,0.0096,126.3866
2013-05-17,0.0141,15.2883,0,294.6308,0.37,0.7372,0.1278,16.2299,146.0689,16.2299,1.1657,10.4912,2.3314,0.0421,0.3786,15.3005,64.7679,0.0103,126.3866
2013-05-18,0.017,14.9034,0,297.0926,0.361,0.7551,0.1286,16.2266,146.0393,16.2266,1.164,10.4763,2.3281,0.0396,0.3565,14.4887,64.7802,0.0109,126.3866
2013-05-19,0.0241,14.6352,0,298.83,0.3519,0.7729,0.1293,16.2233,146.0097,16.2233,1.1624,10.4613,2.3247,0.0372,0.3344,13.6768,64.7925,0.0116,126.3866
2013-05-20,0.0385,14.3989,0,300.376,0.3429,0.7907,0.13,16.22,145.98,16.22,1.1607,10.4464,2.3214,0.0347,0.3122,12.865,64.8048,0.0123,126.3866
2013-05-21,0.0264,15.2562,0,294.8347,0.3339,0.8085,0.1308,16.2167,145.9504,16.2167,1.159,10.4314,2.3181,0.0322,0.2901,12.0531,64.817,0.0129,126.3866
2013-05-22,0.0204,16.0264,0,290.0111,0.3249,0.8263,0.1315,16.2134,145.9207,16.2134,1.1574,10.4165,2.3148,0.0298,0.268,11.2413,64.8293,0.0136,126.3866
2013-05-23,0.0197,15.6816,0,292.1532,0.3158,0.8441,0.1322,16.2101,145.8911,16.2101,1.1557,10.4015,2.3114,0.0273,0.2459,10.4294,64.8416,0.0142,126.3866
2013-05-24,0.0186,13.7595,0,304.6305,0.3068,0.862,0.133,16.2068,145.8614,16.2068,1.1541,10.3866,2.3081,0.0279,0.2509,10.6232,64.8538,0.0148,126.3866
2013-05-25,0.0162,11.8135,0,318.2634,0.2978,0.8798,0.1337,16.2035,145.8318,16.2035,1.1524,10.3716,2.3048,0.0284,0.256,10.8169,64.8661,0.0157,126.3866
2013-05-26,0.0149,12.6713,0,312.1235,0.2888,0.8976,0.1344,16.2002,145.8022,16.2002,1.1507,10.3566,2.3015,0.029,0.261,11.0107,64.8784,0.0164,126.3866
2013-05-27,0.0141,12.9692,0,310.0399,0.2797,0.9154,0.1352,16.1969,145.7725,16.1969,1.1491,10.3417,2.2982,0.0296,0.266,11.2044,64.8907,0.0171,126.3866
2013-05-28,0.0141,14.819,0,297.6378,0.2707,0.9332,0.1359,16.1937,145.7429,16.1937,1.1474,10.3267,2.2948,0.0301,0.2711,11.3981,64.9029,0.0179,126.3866
