time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_ch4,SIL_rsi
2013-05-15,0.0093,16.4003,0,287.7195,0.0216,0.0062,0.0721,24.6172,221.5545,24.6172,0.2975,2.6779,0.5951,7.00E-04,0.0066,0.0171,98.4421,13.1111,120.9013
2013-05-16,0.0087,18.3691,0,276.1702,0.0211,0.0062,0.0725,24.6113,221.5019,24.6113,0.2974,2.6763,0.5947,0.0044,0.0394,0.1021,98.4608,13.788,120.9013
2013-05-17,0.0098,18.4792,0,275.549,0.0206,0.0063,0.0729,24.6055,221.4493,24.6055,0.2972,2.6746,0.5944,0.004,0.0363,0.0941,98.4795,14.4649,120.9013
2013-05-18,0.0147,18.5892,0,274.9303,0.0201,0.0064,0.0734,24.5996,221.3967,24.5996,0.297,2.6729,0.594,0.0037,0.0332,0.0861,98.4982,15.1505,120.9013
2013-05-19,0.0205,18.6993,0,274.3141,0.0196,0.0065,0.0738,24.5938,221.3442,24.5938,0.2968,2.6713,0.5936,0.0033,0.0301,0.0781,98.5168,15.8771,120.9013
2013-05-20,0.0276,18.8093,0,273.7004,0.0191,0.0066,0.0742,24.588,221.2916,24.588,0.2966,2.6696,0.5932,0.003,0.0271,0.0701,98.5355,16.6038,120.9013
2013-05-21,0.0174,18.9194,0,273.0891,0.0185,0.0067,0.0746,24.5821,221.239,24.5821,0.2964,2.6679,0.5929,0.0027,0.024,0.0621,98.5542,17.3305,120.9013
2013-05-22,0.019,19.9817,0,267.3122,0.018,0.0068,0.075,24.5763,221.1864,24.5763,0.2963,2.6663,0.5925,0.0023,0.0209,0.0542,98.5728,18.0572,120.9013
2013-05-23,0.0197,21.0439,0,261.7492,0.0175,0.0069,0.0755,24.5704,221.1338,24.5704,0.2961,2.6646,0.5921,0.002,0.0178,0.0462,98.5915,18.6921,120.9013
2013-05-24,0.0118,21.1968,0,260.9656,0.017,0.007,0.0759,24.5646,221.0812,24.5646,0.2959,2.6629,0.5918,0.002,0.0184,0.0477,98.6102,19.3269,120.9013
2013-05-25,0.0094,21.3496,0,260.1862,0.0165,0.0071,0.0763,24.5587,221.0287,24.5587,0.2957,2.6613,0.5914,0.0021,0.019,0.0492,98.6288,20.2551,120.9013
2013-05-26,0.0086,21.5025,0,259.4108,0.016,0.0071,0.0767,24.5529,220.9761,24.5529,0.2955,2.6596,0.591,0.0022,0.0196,0.0508,98.6475,21.0301,120.9013
2013-05-27,0.0082,21.6553,0,258.6396,0.0155,0.0072,0.0771,24.5471,220.9235,24.5471,0.2953,2.6579,0.5907,0.0022,0.0202,0.0523,98.6662,21.8051,120.9013
2013-05-28,0.0081,21.8082,0,257.8723,0.015,0.0073,0.0775,24.5412,220.8709,24.5412,0.2951,2.6563,0.5903,0.0023,0.0208,0.0539,98.6848,22.5802,120.9013
2013-05-29,0.0081,21.961,0,257.1091,0.0145,0.0074,0.078,24.5354,220.8183,24.5354,0.295,2.6546,0.5899,0.0024,0.0214,0.0554,98.7035,23.3553,120.9013
2013-05-30,0.0076,22.1139,0,256.3499,0.014,0.0075,0.0784,24.5295,220.7657,24.5295,0.2948,2.6529,0.5895,0.0024,0.022,0.057,98.7222,25.1576,120.9013
2013-05-31,0.0083,22.4279,0,254.8029,0.0135,0.0076,0.0788,24.5237,220.7132,24.5237,0.2946,2.6513,0.5892,0.0024,0.0217,0.0564,98.7408,26.9598,120.9013
2013-06-01,0.008,22.7418,0,253.2722,0.013,0.0077,0.0792,24.5178,220.6606,24.5178,0.2944,2.6496,0.5888,0.0024,0.0215,0.0558,98.7595,36.6999,120.9013
2013-06-02,0.0149,23.0558,0,251.7576,0.0125,0.0078,0.0796,24.512,220.608,24.512,0.2942,2.6479,0.5884,0.0024,0.0213,0.0552,98.7782,36.9544,120.9013
2013-06-03,0.0138,23.3697,0,250.2589,0.012,0.0079,0.0801,24.5062,220.5554,24.5062,0.294,2.6463,0.5881,0.0023,0.021,0.0546,98.7969,37.2088,120.9013
2013-06-04,0.0079,23.6837,0,248.7757,0.0115,0.0079,0.0805,24.5003,220.5028,24.5003,0.2938,2.6446,0.5877,0.0023,0.0208,0.054,98.8155,37.4632,120.9013
2013-06-05,0.0072,22.821,0,252.8887,0.011,0.008,0.0809,24.4945,220.4502,24.4945,0.2937,2.6429,0.5873,0.0023,0.0206,0.0534,98.8342,37.7175,120.9013
2013-06-06,0.0461,21.9583,0,257.1228,0.0105,0.0081,0.0813,24.4886,220.3977,24.4886,0.2935,2.6413,0.5869,0.0023,0.0204,0.0528,98.8529,36.0291,120.9013
2013-06-07,0.0414,22.195,0,255.9485,0.01,0.0082,0.0817,24.4828,220.3451,24.4828,0.2933,2.6396,0.5866,0.0022,0.0201,0.0522,98.8715,34.3407,120.9013
2013-06-08,0.0228,22.4318,0,254.7836,0.0095,0.0083,0.0822,24.4769,220.2925,24.4769,0.2931,2.6379,0.5862,0.0022,0.0199,0.0516,98.8902,33.8998,120.9013
2013-06-09,0.0171,22.6685,0,253.6281,0.009,0.0084,0.0826,24.4711,220.2399,24.4711,0.2929,2.6363,0.5858,0.0022,0.0197,0.051,98.9089,33.3811,120.9013
2013-06-10,0.0187,22.9053,0,252.4817,0.0085,0.0085,0.083,24.4653,220.1873,24.4653,0.2927,2.6346,0.5855,0.0022,0.0194,0.0504,98.9275,32.8624,120.9013
2013-06-11,0.0193,23.142,0,251.3444,0.008,0.0086,0.0834,24.4594,220.1347,24.4594,0.2925,2.6329,0.5851,0.0021,0.0192,0.0498,98.9462,33.1358,120.9013
2013-06-12,0.0146,23.3788,0,250.2161,0.0075,0.0087,0.0838,24.4536,220.0821,24.4536,0.2924,2.6313,0.5847,0.0021,0.019,0.0492,98.9649,30.649,120.9013
2013-06-13,0.0147,23.6155,0,249.0966,0.007,0.0088,0.0843,24.4477,220.0296,24.4477,0.2922,2.6296,0.5844,0.0021,0.0187,0.0486,98.9835,29.1523,120.9013
2013-06-14,0.0123,23.5204,0,249.5455,0.0065,0.0088,0.0847,24.4419,219.977,24.4419,0.292,2.6279,0.584,0.0021,0.0192,0.0497,99.0022,27.6556,120.9013
2013-06-15,0.0092,23.4252,0,249.9957,0.006,0.0089,0.0851,24.436,219.9244,24.436,0.2918,2.6263,0.5836,0.0022,0.0196,0.0507,99.0209,26.8221,120.9013
2013-06-16,0.0088,23.3301,0,250.4474,0.0055,0.009,0.0855,24.4302,219.8718,24.4302,0.2916,2.6246,0.5832,0.0022,0.02,0.0518,99.0395,27.0649,120.9013
2013-06-17,0.0094,23.2349,0,250.9005,0.005,0.0091,0.0859,24.4244,219.8192,24.4244,0.2914,2.6229,0.5829,0.0023,0.0204,0.0529,99.0582,27.3077,120.9013
2013-06-18,0.0137,23.1398,0,251.3551,0.0045,0.0092,0.0864,24.4185,219.7666,24.4185,0.2913,2.6213,0.5825,0.0023,0.0208,0.054,99.0769,26.2273,120.9013
2013-06-19,0.0145,23.0446,0,251.8111,0.004,0.0093,0.0868,24.4127,219.7141,24.4127,0.2911,2.6196,0.5821,0.0024,0.0212,0.0551,99.0956,27.4402,120.9013
2013-06-20,0.0107,22.9495,0,252.2686,0.0035,0.0094,0.0872,24.4068,219.6615,24.4068,0.2909,2.6179,0.5818,0.0024,0.0217,0.0562,99.1142,28.6531,120.9013
2013-06-21,0.0076,23.5784,0,249.2717,0.003,0.0095,0.0876,24.401,219.6089,24.401,0.2907,2.6163,0.5814,0.0025,0.0221,0.0573,99.1329,29.6333,120.9013
2013-06-22,0.0075,24.2072,0,246.3365,0.0025,0.0096,0.088,24.3951,219.5563,24.3951,0.2905,2.6146,0.581,0.0025,0.0225,0.0583,99.1516,29.6352,120.9013
2013-06-23,0.0071,24.8361,0,243.4611,0.002,0.0096,0.0884,24.3893,219.5037,24.3893,0.2903,2.6129,0.5806,0.0025,0.0229,0.0594,99.1702,28.0124,120.9013
2013-06-24,0.0072,25.4649,0,240.6433,0.0015,0.0097,0.0889,24.3835,219.4511,24.3835,0.2901,2.6113,0.5803,0.0026,0.0233,0.0605,99.1889,26.77,120.9013
2013-06-25,0.0071,26.0938,0,237.8814,0.001,0.0098,0.0893,24.3776,219.3986,24.3776,0.29,2.6096,0.5799,0.0026,0.0238,0.0616,99.2076,26.3564,120.9013
2013-06-26,0.0123,25.7529,0,239.3718,5.00E-04,0.0099,0.0897,24.3718,219.346,24.3718,0.2898,2.6079,0.5795,0.0027,0.0242,0.0627,99.2262,25.9428,120.9013
2013-06-27,0.0108,25.412,0,240.8784,0,0.01,0.0901,24.3659,219.2934,24.3659,0.2896,2.6063,0.5792,0.0027,0.0246,0.0638,99.2449,25.7013,120.9013
2013-06-28,0.0071,25.1847,0,241.8918,0.0062,0.0089,0.0861,24.3601,219.2408,24.3601,0.2889,2.6005,0.5779,0.0035,0.0311,0.0806,99.2636,25.4835,120.9013
2013-06-29,0.0078,24.9575,0,242.9127,0.0123,0.0078,0.0821,24.3542,219.1882,24.3542,0.2883,2.5947,0.5766,0.0042,0.0376,0.0975,99.2822,25.5958,120.9013
2013-06-30,0.0097,24.7302,0,243.9411,0.0185,0.0067,0.0781,24.3484,219.1356,24.3484,0.2877,2.589,0.5753,0.0049,0.0441,0.1143,99.3009,26.2134,120.9013
2013-07-01,0.0084,24.5029,0,244.9771,0.0246,0.0055,0.0741,24.3426,219.083,24.3426,0.287,2.5832,0.5741,0.0056,0.0506,0.1312,99.3196,26.831,120.9013
2013-07-02,0.0404,24.2757,0,246.0207,0.0308,0.0044,0.0701,24.3367,219.0305,24.3367,0.2864,2.5775,0.5728,0.0063,0.0571,0.148,99.3382,27.4486,120.9013
2013-07-03,0.0789,24.0484,0,247.0721,0.037,0.0033,0.0661,24.3309,218.9779,24.3309,0.2857,2.5717,0.5715,0.0071,0.0636,0.1649,99.3569,28.0662,120.9013
2013-07-04,0.0839,23.9306,0,247.6201,0.0366,0.0033,0.0653,24.325,218.9253,24.325,0.2856,2.57,0.5711,0.0068,0.0608,0.1577,99.3756,28.6839,120.9013
2013-07-05,0.0482,23.8128,0,248.1702,0.0362,0.0033,0.0646,24.3192,218.8727,24.3192,0.2854,2.5683,0.5707,0.0065,0.0581,0.1505,99.3943,29.3015,120.9013
2013-07-06,0.022,23.695,0,248.7225,0.0358,0.0033,0.0638,24.3133,218.8201,24.3133,0.2852,2.5666,0.5704,0.0061,0.0553,0.1433,99.4129,29.9191,120.9013
2013-07-07,0.0196,23.5772,0,249.2769,0.0354,0.0034,0.0631,24.3075,218.7675,24.3075,0.285,2.5649,0.57,0.0058,0.0525,0.1362,99.4316,31.5647,120.9013
2013-07-08,0.0171,23.4595,0,249.8335,0.035,0.0034,0.0623,24.3017,218.715,24.3017,0.2848,2.5632,0.5696,0.0055,0.0498,0.129,99.4503,32.5734,120.9013
2013-07-09,0.0129,23.3417,0,250.3922,0.0346,0.0034,0.0616,24.2958,218.6624,24.2958,0.2846,2.5615,0.5692,0.0052,0.047,0.1218,99.4689,32.8432,120.9013
2013-07-10,0.0569,23.2239,0,250.9532,0.0343,0.0034,0.0608,24.29,218.6098,24.29,0.2844,2.5598,0.5689,0.0049,0.0442,0.1146,99.4876,33.113,120.9013
2013-07-11,0.0576,23.1061,0,251.5164,0.0339,0.0034,0.0601,24.2841,218.5572,24.2841,0.2842,2.5581,0.5685,0.0046,0.0415,0.1075,99.5063,33.5033,120.9013
2013-07-12,0.0358,23.2395,0,250.8788,0.0343,0.0036,0.0609,24.2783,218.5046,24.2783,0.284,2.5557,0.5679,0.0041,0.0371,0.0963,99.5249,33.8937,120.9013
2013-07-13,0.0278,23.3728,0,250.2441,0.0348,0.0038,0.0618,24.2724,218.452,24.2724,0.2837,2.5532,0.5674,0.0036,0.0328,0.0851,99.5436,32.1176,120.9013
2013-07-14,0.0274,23.5062,0,249.6123,0.0352,0.004,0.0627,24.2666,218.3995,24.2666,0.2834,2.5507,0.5668,0.0032,0.0285,0.074,99.5623,30.5749,120.9013
2013-07-15,0.0207,23.6396,0,248.9831,0.0356,0.0043,0.0635,24.2608,218.3469,24.2608,0.2831,2.5483,0.5663,0.0027,0.0242,0.0628,99.5809,29.0321,120.9013
2013-07-16,0.0183,24.6754,0,244.1904,0.0361,0.0045,0.0644,24.2549,218.2943,24.2549,0.2829,2.5458,0.5657,0.003,0.0269,0.0697,99.5996,27.4567,120.9013
2013-07-17,0.0165,25.7111,0,239.5555,0.0365,0.0047,0.0652,24.2491,218.2417,24.2491,0.2826,2.5434,0.5652,0.0033,0.0295,0.0766,99.6183,25.8814,120.9013
2013-07-18,0.0145,26.7469,0,235.07,0.037,0.0049,0.0661,24.2432,218.1891,24.2432,0.2823,2.5409,0.5646,0.0036,0.0322,0.0835,99.637,24.5294,120.9013
2013-07-19,0.0136,26.4782,0,236.2197,0.0374,0.0051,0.0669,24.2374,218.1365,24.2374,0.282,2.5384,0.5641,0.0039,0.0349,0.0904,99.6556,25.0906,120.9013
2013-07-20,0.0129,26.2095,0,237.3791,0.0378,0.0053,0.0678,24.2315,218.0839,24.2315,0.2818,2.536,0.5635,0.0042,0.0376,0.0975,99.6743,27.588,120.9013
