"DateTime","Depth","Secchi_m","extc_coef"
2017-07-13,1,1.29,0.758823529411765
2017-07-17,1,1.41,0.829411764705882
2017-07-24,1,1.08,0.635294117647059
2017-08-07,1,2.55,1.5
2017-08-14,1,2.47,1.45294117647059
2017-08-21,1,2.94,1.72941176470588
2017-08-28,1,2.36,1.38823529411765
2017-09-04,1,1.87,1.1
2017-09-11,1,1.88,1.10588235294118
2017-09-25,1,2.5,1.47058823529412
2017-10-23,1,2.2,1.29411764705882
2017-11-06,1,2.5,1.47058823529412
2018-01-15,1,2.5,1.47058823529412
2018-02-19,1,1.61,0.947058823529412
2018-03-19,1,1.5,0.882352941176471
2018-04-04,1,1.53,0.9
2018-04-10,1,1.95,1.14705882352941
2018-04-23,1,2.81,1.65294117647059
2018-04-30,1,2.8,1.64705882352941
2018-05-07,1,3.14,1.84705882352941
2018-05-14,1,3.68,2.16470588235294
2018-05-21,1,1.3,0.764705882352941
2018-05-28,1,1.58,0.929411764705882
2018-06-04,1,2.62,1.54117647058824
2018-06-11,1,2.04,1.2
2018-06-18,1,2.65,1.55882352941176
2018-06-25,1,1.84,1.08235294117647
2018-07-02,1,2.37,1.39411764705882
2018-07-09,1,2.07,1.21764705882353
2018-07-23,1,1.54,0.905882352941176
2018-07-30,1,1.13,0.664705882352941
2018-08-06,1,1.86,1.09411764705882
2018-08-27,1,1.86,1.09411764705882
2018-09-03,1,1.58,0.929411764705882
2018-09-10,1,1.66,0.976470588235294
2018-09-17,1,1.2,0.705882352941177
2018-09-24,1,3.39,1.99411764705882
2018-10-01,1,2.22,1.30588235294118
2018-10-08,1,2.34,1.37647058823529
2018-10-15,1,1.28,0.752941176470588
2018-10-21,1,1.5,0.882352941176471
2018-10-22,1,1.68,0.988235294117647
2018-10-29,1,1.92,1.12941176470588
2019-01-21,1,2.1,1.23529411764706
2019-02-08,1,2.14,1.25882352941176
2019-03-18,1,2,1.17647058823529
2019-04-01,1,1.9,1.11764705882353
2019-04-29,1,2.14,1.25882352941176
2019-05-06,1,2.36,1.38823529411765
2019-05-13,1,2.35,1.38235294117647
2019-05-20,1,2.78,1.63529411764706
2019-05-27,1,3.39,1.99411764705882
2019-05-30,1,2.4,1.41176470588235
2019-06-10,1,2.13,1.25294117647059
2019-06-13,1,2,1.17647058823529
2019-06-17,1,1.47,0.864705882352941
2019-06-20,1,1.65,0.970588235294118
2019-06-24,1,1.55,0.911764705882353
2019-06-27,1,1.44,0.847058823529412
2019-07-01,1,1.5,0.882352941176471
2019-07-08,1,1.5,0.882352941176471
2019-07-15,1,1.34,0.788235294117647
2019-07-25,1,0.97,0.570588235294118
2019-07-27,1,1.1,0.647058823529412
2019-07-29,1,0.9,0.529411764705882
2019-08-01,1,1,0.588235294117647
2019-08-08,1,1.18,0.694117647058824
2019-08-14,1,1.3,0.764705882352941
2019-08-19,1,1,0.588235294117647
2019-08-28,1,0.9,0.529411764705882
2019-09-20,1,1.2,0.705882352941177
2019-10-11,1,0.7,0.411764705882353
2019-10-16,1,0.75,0.441176470588235
2019-10-25,1,0.9,0.529411764705882
2019-10-28,1,0.7,0.411764705882353
2019-10-30,1,0.5,0.294117647058824
2019-11-04,1,1.1,0.647058823529412
2019-11-08,1,0.94,0.552941176470588
2019-11-20,1,1.1,0.647058823529412
2019-12-06,1,1.14,0.670588235294118
