"DateTime","Depth","PHY_TCHLA"
2017-05-04,3,2.979
2017-05-04,4,6.3262
2017-05-04,5,8.5793
2017-05-04,6,8.8374
2017-05-04,7,8.8071
2017-05-04,8,9.0831
2017-05-04,9,8.3492
2017-05-04,9.2,8.734
2017-05-07,0.1,1.3371
2017-05-07,1,1.7852
2017-05-07,2,1.8404
2017-05-07,3,2.4355
2017-05-07,4,5.7629
2017-05-07,5,6.6288
2017-05-07,6,6.7341
2017-05-07,7,6.7389
2017-05-07,8,6.7977
2017-05-07,9,6.8354
2017-05-07,9.2,6.8919
2017-05-09,0.1,2.0693
2017-05-09,1,2.5576
2017-05-09,2,3.329
2017-05-09,3,2.3677
2017-05-09,4,4.3873
2017-05-09,5,5.5938
2017-05-09,6,5.8561
2017-05-09,7,6.0363
2017-05-09,8,5.9261
2017-05-09,9,5.9103
2017-05-09,9.2,6.0406
2017-05-14,0.1,0.7738
2017-05-14,1,0.9355
2017-05-14,2,1.5334
2017-05-14,3,2.8833
2017-05-14,4,4.2656
2017-05-14,5,4.5494
2017-05-14,6,4.7069
2017-05-14,7,4.8541
2017-05-14,8,4.917
2017-05-14,9,4.8501
2017-05-14,9.2,5.0016
2018-04-20,0.1,0.4552
2018-04-20,1,0.5988
2018-04-20,2,1.7897
2018-04-20,3,2.3038
2018-04-20,4,4.4444
2018-04-20,5,5.815
2018-04-20,6,4.966
2018-04-20,7,4.1091
2018-04-20,8,3.6587
2018-04-20,9,2.9414
2018-04-20,9.2,2.8294
2018-04-23,0.1,1.1247
2018-04-23,1,1.8008
2018-04-23,2,2.486
2018-04-23,3,3.3972
2018-04-23,4,4.6504
2018-04-23,5,6.5965
2018-04-23,6,7.0123
2018-04-23,7,6.3044
2018-04-23,8,5.0019
2018-04-23,9,4.6448
2018-04-23,9.2,4.6236
2018-04-30,0.1,0.2649
2018-04-30,1,0.4573
2018-04-30,2,0.6406
2018-04-30,3,1.2252
2018-04-30,4,3.2105
2018-04-30,5,5.4561
2018-04-30,6,6.1092
2018-04-30,7,7.0778
2018-04-30,8,7.1445
2018-04-30,9,7.017
2018-04-30,9.2,7.262
2018-05-04,0.1,0.4115
2018-05-04,1,0.7124
2018-05-04,2,0.9386
2018-05-04,3,0.9672
2018-05-04,4,0.7545
2018-05-04,5,1.7864
2018-05-04,6,2.6089
2018-05-04,7,4.882
2018-05-04,8,5.0735
2018-05-04,9,5.1037
2018-05-04,9.2,5.1143
2018-05-07,0.1,0.9537
2018-05-07,1,1.1589
2018-05-07,2,1.1654
2018-05-07,3,1.9907
2018-05-07,4,1.0863
2018-05-07,5,0.5562
2018-05-07,6,0.5774
2018-05-07,7,0.5393
2018-05-07,8,0.6622
2018-05-07,9,0.5377
2018-05-07,9.2,0.5381
2018-05-11,0.1,0.8558
2018-05-11,1,0.8232
2018-05-11,2,1.7592
2018-05-11,3,2.3378
2018-05-11,4,1.5644
2018-05-11,5,0.5054
2018-05-11,6,0.4899
2018-05-11,7,0.6404
2018-05-11,8,0.632
2018-05-11,9,0.5743
2018-05-11,9.2,0.6675
2018-05-14,0.1,0.5492
2018-05-14,1,0.8976
2018-05-14,2,1.8919
2018-05-14,3,2.7264
2018-05-14,4,2.7124
2018-05-14,5,0.7939
2018-05-14,6,0.6144
2018-05-14,7,0.6246
2018-05-14,8,0.6903
2018-05-14,9,0.6697
2018-05-14,9.2,0.6717
2018-05-17,0.1,1.6377
2018-05-17,1,2.7578
2018-05-17,2,3.9749
2018-05-17,3,3.0409
2018-05-17,4,2.8508
2018-05-17,5,0.8452
2018-05-17,6,0.6915
2018-05-17,7,0.9503
2018-05-17,8,0.8775
2018-05-17,9,1.0029
2018-05-17,9.2,0.8896
2018-05-21,0.1,1.7711
2018-05-21,1,2.495
2018-05-21,2,3.979
2018-05-21,3,3.0853
2018-05-21,4,1.4477
2018-05-21,5,0.7319
2018-05-21,6,0.7966
2018-05-21,7,0.9139
2018-05-21,8,0.829
2018-05-21,9,0.7441
2018-05-21,9.2,0.8209
2018-05-28,0.1,3.5018
2018-05-28,1,4.0598
2018-05-28,2,4.8726
2018-05-28,3,2.7133
2018-05-28,4,1.8318
2018-05-28,5,1.5326
2018-05-28,6,1.6418
2018-05-28,7,1.6984
2018-05-28,8,1.7631
2018-05-28,9,1.573
2018-05-28,9.2,1.4719
2018-06-04,0.1,1.1573
2018-06-04,1,1.5844
2018-06-04,2,1.9028
2018-06-04,3,2.5378
2018-06-04,4,1.7838
2018-06-04,5,1.2065
2018-06-04,6,1.092
2018-06-04,7,1.2313
2018-06-04,8,1.2875
2018-06-04,9,1.1704
2018-06-04,9.2,1.0062
2018-06-07,0.1,1.0538
2018-06-07,1,1.3246
2018-06-07,2,1.4331
2018-06-07,3,1.7014
2018-06-07,4,2.5246
2018-06-07,5,1.964
2018-06-07,6,1.7635
2018-06-07,7,1.7566
2018-06-07,8,1.8944
2018-06-07,9,1.6722
2018-06-07,9.2,1.74
2018-06-11,0.1,1.5546
2018-06-11,1,1.6397
2018-06-11,2,1.8858
2018-06-11,3,1.6936
2018-06-11,4,2.3986
2018-06-11,5,2.4436
2018-06-11,6,2.5908
2018-06-11,7,2.5878
2018-06-11,8,2.5986
2018-06-11,9,2.6026
2018-06-11,9.2,2.5534
2018-06-14,0.1,1.7298
2018-06-14,1,2.247
2018-06-14,2,2.2974
2018-06-14,3,2.8068
2018-06-14,4,4.1436
2018-06-14,5,1.3145
2018-06-14,6,1.1763
2018-06-14,7,1.4178
2018-06-14,8,1.3252
2018-06-14,9,1.1048
2018-06-14,9.2,1.0466
2018-06-18,0.1,0.6996
2018-06-18,1,1.2657
2018-06-18,2,2.1068
2018-06-18,3,1.8399
2018-06-18,4,3.4937
2018-06-18,5,1.755
2018-06-18,6,1.4679
2018-06-18,7,1.4679
2018-06-18,8,1.5164
2018-06-18,9,1.4517
2018-06-18,9.2,1.4962
2018-06-25,0.1,2.8023
2018-06-25,1,2.8993
2018-06-25,2,4.1933
2018-06-25,3,4.9333
2018-06-25,4,3.3805
2018-06-25,5,1.5407
2018-06-25,6,1.2212
2018-06-25,7,1.0231
2018-06-25,8,1.0878
2018-06-25,9,1.019
2018-06-25,9.2,0.9139
2018-07-02,0.1,1.2697
2018-07-02,1,1.7914
2018-07-02,2,11.8398
2018-07-02,3,2.5556
2018-07-02,4,2.3413
2018-07-02,5,1.6579
2018-07-02,6,1.3223
2018-07-02,7,1.3668
2018-07-02,8,1.3142
2018-07-02,9,1.2333
2018-07-02,9.2,1.3102
2018-07-05,0.1,2.0825
2018-07-05,1,3.5059
2018-07-05,2,6.2717
2018-07-05,3,3.9021
2018-07-05,4,3.3118
2018-07-05,5,1.7671
2018-07-05,6,1.3627
2018-07-05,7,1.4234
2018-07-05,8,1.3789
2018-07-05,9,1.6013
2018-07-05,9.2,1.4355
2018-07-09,0.1,1.9895
2018-07-09,1,2.6769
2018-07-09,2,3.4412
2018-07-09,3,5.3942
2018-07-09,4,3.5099
2018-07-09,5,2.9721
2018-07-09,6,1.3789
2018-07-09,7,1.4113
2018-07-09,8,1.573
2018-07-09,9,1.294
2018-07-09,9.2,1.4113
2018-07-16,0.1,1.8075
2018-07-16,1,2.4424
2018-07-16,2,7.412
2018-07-16,3,8.9607
2018-07-16,4,4.4197
2018-07-16,5,1.6337
2018-07-16,6,1.0271
2018-07-16,7,0.8371
2018-07-16,8,0.8937
2018-07-16,9,0.8977
2018-07-16,9.2,0.829
2018-07-19,0.1,2.4842
2018-07-19,1,2.586
2018-07-19,2,5.3156
2018-07-19,3,8.7633
2018-07-19,4,6.2212
2018-07-19,5,2.0541
2018-07-19,6,1.0302
2018-07-19,7,1.0339
2018-07-19,8,0.8702
2018-07-19,9,0.9607
2018-07-19,9.2,0.8838
2018-07-26,0.1,2.3599
2018-07-26,1,4.1489
2018-07-26,2,5.3064
2018-07-26,3,2.4039
2018-07-26,4,1.276
2018-07-26,5,0.3209
2018-07-26,6,0.2969
2018-07-26,7,0.2688
2018-07-26,8,0.2909
2018-07-26,9,0.2989
2018-07-26,9.2,0.3164
2018-07-30,0.1,4.9475
2018-07-30,1,4.6621
2018-07-30,2,6.0797
2018-07-30,3,2.6098
2018-07-30,4,1.919
2018-07-30,5,0.6658
2018-07-30,6,0.4849
2018-07-30,7,0.4761
2018-07-30,8,0.5223
2018-07-30,9,0.4687
2018-07-30,9.2,0.4624
2018-08-02,0.1,2.41
2018-08-02,1,2.495
2018-08-02,2,3.4857
2018-08-02,3,1.3749
2018-08-02,4,2.0704
2018-08-02,5,0.5944
2018-08-02,6,0.5378
2018-08-02,7,0.3235
2018-08-02,8,0.3559
2018-08-02,9,2.0259
2018-08-02,9.2,1.7024
2018-08-06,0.1,2.2872
2018-08-06,1,2.4096
2018-08-06,2,2.3024
2018-08-06,3,2.0833
2018-08-06,4,2.081
2018-08-06,5,0.9666
2018-08-06,6,1.3263
2018-08-06,7,1.5064
2018-08-06,8,1.3936
2018-08-06,9,1.9229
2018-08-06,9.2,1.3175
2018-08-09,0.1,3.3805
2018-08-09,1,4.6826
2018-08-09,4,2.1553
2018-08-09,5,1.112
2018-08-09,6,0.8937
2018-08-09,7,1.2819
2018-08-09,8,0.6632
2018-08-09,9,0.7481
2018-08-09,9.2,0.6875
2018-08-10,0.1,4.6098
2018-08-10,1,5.0182
2018-08-10,4,1.9288
2018-08-10,5,1.0676
2018-08-10,6,0.829
2018-08-10,7,1.0878
2018-08-10,8,1.0999
2018-08-10,9,1.0959
2018-08-10,9.2,1.1686
2018-08-13,0.1,4.8079
2018-08-13,1,6.1221
2018-08-13,2,7.0926
2018-08-13,3,6.3445
2018-08-13,4,2.6648
2018-08-13,5,1.0029
2018-08-13,6,0.9462
2018-08-13,7,0.7602
2018-08-13,8,0.7036
2018-08-13,9,0.8613
2018-08-13,9.2,0.8654
2018-08-14,0.1,2.5385
2018-08-14,1,5.2766
2018-08-14,4,2.1405
2018-08-14,5,0.8497
2018-08-14,6,0.8835
2018-08-14,7,0.8483
2018-08-14,8,0.9003
2018-08-14,9,3.8976
2018-08-14,9.2,2.6463
2018-08-16,0.1,2.4586
2018-08-16,1,3.4493
2018-08-16,2,4.9616
2018-08-16,4,4.5693
2018-08-16,5,1.8035
2018-08-16,6,0.9139
2018-08-16,7,0.8532
2018-08-16,8,0.9826
2018-08-16,9,2.1391
2018-08-16,9.2,2.3575
2018-08-20,0.1,3.8132
2018-08-20,1,4.3146
2018-08-20,2,4.533
2018-08-20,3,6.8661
2018-08-20,4,4.6826
2018-08-20,5,1.3627
2018-08-20,6,0.9422
2018-08-20,7,1.6822
2018-08-20,8,1.1565
2018-08-20,9,2.0744
2018-08-20,9.2,2.2159
2018-08-24,0.1,3.3563
2018-08-24,1,5.002
2018-08-24,2,8.3057
2018-08-24,4,3.7444
2018-08-24,5,1.2455
2018-08-24,6,1.0716
2018-08-24,7,0.8371
2018-08-24,8,0.8613
2018-08-24,9,2.4383
2018-08-24,9.2,2.4181
2018-08-27,0.1,3.6393
2018-08-27,1,3.8415
2018-08-27,2,6.6276
2018-08-27,3,7.9215
2018-08-27,4,3.514
2018-08-27,5,1.662
2018-08-27,6,0.8007
2018-08-27,7,0.6713
2018-08-27,8,1.2738
2018-08-27,9,2.1189
2018-08-27,9.2,2.0178
2018-09-03,0.1,2.0264
2018-09-03,1,3.0763
2018-09-03,2,4.871
2018-09-03,3,15.9722
2018-09-03,4,8.005
2018-09-03,5,1.7904
2018-09-03,6,1.153
2018-09-03,7,0.8076
2018-09-03,8,0.8593
2018-09-03,9,0.9784
2018-09-03,9.2,0.9311
2018-09-10,0.1,5.5843
2018-09-10,1,5.188
2018-09-10,2,5.653
2018-09-10,3,7.0319
2018-09-10,4,2.6001
2018-09-10,5,1.4355
2018-09-10,6,0.6591
2018-09-10,7,0.6187
2018-09-10,8,0.6713
2018-09-10,9,0.6551
2018-09-10,9.2,0.74
2018-09-17,0.1,5.5184
2018-09-17,1,4.8154
2018-09-17,2,4.7205
2018-09-17,3,4.0339
2018-09-17,4,2.3592
2018-09-17,5,3.7774
2018-09-17,6,3.2464
2018-09-17,7,3.0164
2018-09-17,8,3.0536
2018-09-17,9,2.8829
2018-09-17,9.2,2.6129
2018-09-21,0.1,3.1783
2018-09-21,1,4.258
2018-09-21,2,6.2677
2018-09-21,3,4.2135
2018-09-21,4,2.8548
2018-09-21,5,3.9062
2018-09-21,6,3.0692
2018-09-21,7,2.9721
2018-09-21,8,3.2552
2018-09-21,9,3.7606
2018-09-21,9.2,3.6029
2018-09-24,0.1,3.4735
2018-09-24,1,4.258
2018-09-24,2,4.6502
2018-09-24,3,2.5799
2018-09-24,4,2.131
2018-09-24,5,5.1476
2018-09-24,6,3.1622
2018-09-24,7,2.9923
2018-09-24,8,2.9802
2018-09-24,9,3.3279
2018-09-24,9.2,3.4493
2018-10-01,0.1,3.2147
2018-10-01,1,3.7606
2018-10-01,2,3.6797
2018-10-01,3,2.3575
2018-10-01,4,0.7764
2018-10-01,5,5.5924
2018-10-01,6,3.0449
2018-10-01,7,3.2066
2018-10-01,8,3.2309
2018-10-01,9,3.239
2018-10-01,9.2,3.3522
2018-10-05,0.1,2.0542
2018-10-05,1,3.2673
2018-10-05,4,1.9288
2018-10-05,5,3.0975
2018-10-05,6,3.4533
2018-10-05,7,3.3643
2018-10-05,8,3.3724
2018-10-05,9,3.2592
2018-10-05,9.2,3.239
2018-10-08,0.1,2.1836
2018-10-08,1,2.5556
2018-10-08,2,5.9887
2018-10-08,4,5.8835
2018-10-08,5,2.41
2018-10-08,6,3.332
2018-10-08,7,3.4048
2018-10-08,8,3.5625
2018-10-08,9,3.1298
2018-10-08,9.2,3.1379
2018-10-15,0.1,2.7133
2018-10-15,1,2.1715
2018-10-15,2,1.4921
2018-10-15,3,1.2859
2018-10-15,4,1.0554
2018-10-15,5,1.1646
2018-10-15,6,0.9988
2018-10-15,7,3.1177
2018-10-15,8,3.1824
2018-10-15,9,2.8751
2018-10-15,9.2,2.8548
2018-10-19,0.1,3.2592
2018-10-19,1,1.9491
2018-10-19,2,1.383
2018-10-19,3,1.1606
2018-10-19,4,1.8318
2018-10-19,5,1.9572
2018-10-19,6,1.6903
2018-10-19,7,1.7752
2018-10-19,8,2.6001
2018-10-19,9,2.7052
2018-10-19,9.2,2.8751
2018-10-22,0.1,1.8561
2018-10-22,1,2.3858
2018-10-22,2,2.495
2018-10-22,3,2.4505
2018-10-22,4,2.6324
2018-10-22,5,2.034
2018-10-22,6,2.3777
2018-10-22,7,2.495
2018-10-22,8,1.8399
2018-10-22,9,2.5718
2018-10-22,9.2,2.6486
2018-10-29,0.1,1.3061
2018-10-29,1,1.5932
2018-10-29,2,2.1634
2018-10-29,3,2.0582
2018-10-29,4,2.2443
2018-10-29,5,2.309
2018-10-29,6,2.1391
2018-10-29,7,2.3736
2018-10-29,8,1.941
2018-10-29,9,2.1391
2018-10-29,9.2,2.3736
2018-11-02,0.1,2.3131
2018-11-02,1,1.6737
2018-11-02,2,1.347
2018-11-02,3,1.1485
2018-11-02,4,1.0807
2018-11-02,5,1.0502
2018-11-02,6,1.0052
2018-11-02,7,0.9398
2018-11-02,8,0.8946
2018-11-02,9,0.8141
2018-11-02,9.2,0.8912
2018-11-07,0.1,0.9698
2018-11-07,1,1.4238
2018-11-07,2,2.4574
2018-11-07,3,3.6213
2018-11-07,4,2.2827
2018-11-07,5,1.1852
2018-11-07,6,0.7824
2018-11-07,7,0.7142
2018-11-07,8,0.7198
2018-11-07,9,0.7684
2018-11-07,9.2,0.7149
2018-11-13,0.1,1.3827
2018-11-13,1,1.5889
2018-11-13,2,1.5267
2018-11-13,3,1.8461
2018-11-13,4,1.9698
2018-11-13,5,1.6491
2018-11-13,6,1.6497
2018-11-13,7,1.8932
2018-11-13,8,1.6577
2018-11-13,9,1.5769
2018-11-13,9.2,1.3877
2018-11-19,0.1,1.1853
2018-11-19,1,1.5063
2018-11-19,2,1.6502
2018-11-19,3,1.7876
2018-11-19,4,2.0477
2018-11-19,5,2.0022
2018-11-19,6,2.1024
2018-11-19,7,2.0439
2018-11-19,8,1.9611
2018-11-19,9,1.6512
2018-11-19,9.2,1.5348
2018-12-06,0.1,2.7457
2018-12-06,1,3.3118
2018-12-06,2,3.518
2018-12-06,3,3.5665
2018-12-06,4,3.8577
2018-12-06,5,3.8819
2018-12-06,6,4.4036
2018-12-06,7,3.7444
2018-12-06,8,4.0962
2018-12-06,9,3.8253
2018-12-06,9.2,3.9426
2018-12-17,0.1,1.205
2018-12-17,1,2.6244
2018-12-17,2,3.6717
2018-12-17,3,3.6231
2018-12-17,4,4.2256
2018-12-17,5,3.4331
2018-12-17,6,4.5613
2018-12-17,7,4.7837
2018-12-17,8,3.9426
2018-12-17,9,3.9062
2018-12-17,9.2,3.7364
2019-02-08,0.1,0.9923
2019-02-08,1,0.9923
2019-02-08,2,1.9765
2019-02-08,3,4.2043
2019-02-08,4,4.2692
2019-02-08,5,4.2348
2019-02-08,6,4.17
2019-02-08,7,4.2768
2019-02-08,8,4.1433
2019-02-08,9,4.3035
2019-02-08,9.2,4.2272
2019-06-03,0.1,1.1601
2019-06-03,1,1.3623
2019-06-03,2,1.5759
2019-06-03,3,2.255
2019-06-03,4,4.189
2019-06-03,5,6.7526
2019-06-03,6,2.6326
2019-06-03,7,1.4233
2019-06-03,8,1.1029
2019-06-03,9,2.7661
2019-06-03,9.2,2.2969
2019-06-06,0.1,0.7138
2019-06-06,1,1.4424
2019-06-06,2,1.5836
2019-06-06,3,2.3885
2019-06-06,4,3.6092
2019-06-06,5,5.8103
2019-06-06,6,2.3656
2019-06-06,7,1.9498
2019-06-06,8,1.7743
2019-06-06,9,1.8086
2019-06-06,9.2,1.9917
2019-06-10,0.1,2.7814
2019-06-10,1,3.2735
2019-06-10,2,1.7972
2019-06-10,3,2.4838
2019-06-10,4,2.6517
2019-06-10,5,2.6479
2019-06-10,6,1.6751
2019-06-10,7,1.3814
2019-06-10,8,1.5263
2019-06-10,9,1.6026
2019-06-10,9.2,1.3165
2019-06-13,0.1,1.7481
2019-06-13,1,2.416
2019-06-13,2,2.605
2019-06-13,3,3.211
2019-06-13,4,4.161
2019-06-13,5,2.0158
2019-06-13,6,1.8736
2019-06-13,7,1.443
2019-06-13,8,1.5203
2019-06-13,9,1.424
2019-06-13,9.2,1.5252
2019-06-17,0.1,0.8472
2019-06-17,1,1.4759
2019-06-17,2,2.0271
2019-06-17,3,2.3016
2019-06-17,4,3.152
2019-06-17,5,1.2518
2019-06-17,6,1.1541
2019-06-17,7,1.1581
2019-06-17,8,1.1874
2019-06-17,9,1.1317
2019-06-17,9.2,1.0217
2019-06-20,0.1,2.0948
2019-06-20,1,3.0809
2019-06-20,2,3.2553
2019-06-20,3,3.4578
2019-06-20,4,3.1565
2019-06-20,5,1.0757
2019-06-20,6,0.6073
2019-06-20,7,0.6562
2019-06-20,8,0.5321
2019-06-20,9,0.495
2019-06-20,9.2,0.4765
2019-06-24,0.1,1.5783
2019-06-24,1,1.8449
2019-06-24,2,2.9799
2019-06-24,3,3.0393
2019-06-24,4,3.1773
2019-06-24,5,0.8534
2019-06-24,6,0.7004
2019-06-24,7,0.5619
2019-06-24,8,0.4934
2019-06-24,9,0.4434
2019-06-24,9.2,1.1729
2019-06-27,0.1,1.0012
2019-06-27,1,1.7488
2019-06-27,2,2.9881
2019-06-27,3,4.2132
2019-06-27,4,3.7595
2019-06-27,5,2.6439
2019-06-27,6,0.6818
2019-06-27,7,0.7202
2019-06-27,8,0.793
2019-06-27,9,0.5274
2019-06-27,9.2,1.117
2019-07-01,0.1,1.9082
2019-07-01,1,2.7327
2019-07-01,2,3.8332
2019-07-01,3,6.1653
2019-07-01,4,5.2108
2019-07-01,5,2.7076
2019-07-01,6,1.0913
2019-07-01,7,0.5647
2019-07-01,8,0.5001
2019-07-01,9,0.6188
2019-07-01,9.2,0.6242
2019-07-03,0.1,2.2987
2019-07-03,1,2.5569
2019-07-03,2,2.6998
2019-07-03,3,5.1106
2019-07-03,4,5.5651
2019-07-03,5,3.3363
2019-07-03,6,1.3117
2019-07-03,7,0.7283
2019-07-03,8,0.6836
2019-07-03,9,0.6316
2019-07-03,9.2,0.7821
2019-07-08,0.1,1.9994
2019-07-08,1,2.8691
2019-07-08,2,3.7618
2019-07-08,3,3.2048
2019-07-08,4,6.4664
2019-07-08,5,2.9912
2019-07-08,6,1.2402
2019-07-08,7,0.5612
2019-07-08,8,0.4887
2019-07-08,9,0.5879
2019-07-08,9.2,0.8969
2019-07-15,0.1,4.3896
2019-07-15,1,4.7817
2019-07-15,2,5.5049
2019-07-15,3,4.6998
2019-07-15,4,5.0817
2019-07-15,5,2.4843
2019-07-15,6,1.6552
2019-07-15,7,1.6903
2019-07-15,8,1.7738
2019-07-15,9,1.8662
2019-07-15,9.2,1.8988
2019-07-18,0.1,7.8681
2019-07-18,1,7.6782
2019-07-18,2,8.0082
2019-07-18,3,6.2715
2019-07-18,4,5.1909
2019-07-18,5,2.7145
2019-07-18,6,1.4881
2019-07-18,7,1.4171
2019-07-18,8,1.5805
2019-07-18,9,1.4778
2019-07-18,9.2,1.5258
2019-07-22,0.1,13.0698
2019-07-22,1,11.9139
2019-07-22,2,13.3864
2019-07-22,3,6.0392
2019-07-22,4,5.4517
2019-07-22,5,2.1901
2019-07-22,6,0.9808
2019-07-22,7,0.9656
2019-07-22,8,0.9045
2019-07-22,9,1.1525
2019-07-22,9.2,1.1334
2019-07-29,0.1,5.8855
2019-07-29,1,7.7133
2019-07-29,2,22.4771
2019-07-29,3,15.9553
2019-07-29,4,5.6297
2019-07-29,5,2.4361
2019-07-29,6,1.257
2019-07-29,7,0.9766
2019-07-29,8,2.6304
2019-07-29,9,3.7873
2019-07-29,9.2,3.8406
2019-08-01,0.1,7.2768
2019-08-01,1,10.3468
2019-08-01,2,14.0188
2019-08-01,3,17.7725
2019-08-01,4,4.1089
2019-08-01,5,1.8972
2019-08-01,6,1.35
2019-08-01,7,1.1357
2019-08-01,8,0.9199
2019-08-01,9,3.3587
2019-08-01,9.2,3.3623
2019-08-05,0.1,3.786
2019-08-05,1,4.6688
2019-08-05,2,6.6893
2019-08-05,3,5.4768
2019-08-05,4,3.8331
2019-08-05,5,1.4862
2019-08-05,6,0.9193
2019-08-05,7,1.1071
2019-08-05,8,2.1826
2019-08-05,9,3.1625
2019-08-05,9.2,2.8149
2019-08-08,0.1,2.7481
2019-08-08,1,3.82
2019-08-08,3,3.5547
2019-08-08,4,3.5549
2019-08-08,5,1.6476
2019-08-08,6,1.04
2019-08-08,7,1.0209
2019-08-08,8,1.1447
2019-08-08,9,1.101
2019-08-08,9.2,1.0196
2019-08-12,0.1,3.6011
2019-08-12,1,4.9
2019-08-12,4,5.0383
2019-08-12,5,1.8485
2019-08-12,6,1.02
2019-08-12,7,0.898
2019-08-12,8,0.9663
2019-08-12,9,0.9709
2019-08-12,9.2,1.0235
2019-08-15,0.1,3.9025
2019-08-15,1,5.4095
2019-08-15,4,3.8885
2019-08-15,5,1.23
2019-08-15,6,0.9737
2019-08-15,7,0.9254
2019-08-15,8,1.1828
2019-08-15,9,0.9882
2019-08-15,9.2,1.2831
2019-08-19,0.1,2.9299
2019-08-19,1,3.283
2019-08-19,4,2.4086
2019-08-19,5,1.7304
2019-08-19,6,0.975
2019-08-19,7,0.9868
2019-08-19,8,0.8614
2019-08-19,9,0.8017
2019-08-19,9.2,0.8777
2019-08-22,0.1,3.1847
2019-08-22,1,3.6492
2019-08-22,4,2.6092
2019-08-22,5,1.3337
2019-08-22,6,0.6327
2019-08-22,7,0.58
2019-08-22,8,5.8245
2019-08-22,9,4.7206
2019-08-22,9.2,4.6327
2019-08-28,0.1,2.4998
2019-08-28,2,3.2917
2019-08-28,4,2.6808
2019-08-28,5,1.1452
2019-08-28,6,0.7165
2019-08-28,7,2.3802
2019-08-28,8,2.4303
2019-08-28,9,2.6525
2019-08-28,9.2,2.4324
2019-09-02,4,4.0292
2019-09-02,5,1.5842
2019-09-02,6,1.835
2019-09-02,7,2.5581
2019-09-02,8,2.7359
2019-09-02,9,2.7846
2019-09-02,9.2,2.681
2019-09-11,0.1,1.3849
2019-09-11,1,1.6319
2019-09-11,4,4.6748
2019-09-11,5,1.146
2019-09-11,6,0.8977
2019-09-11,7,1.0741
2019-09-11,8,1.2561
2019-09-11,9,1.0992
2019-09-11,9.2,1.143
2019-09-20,4,3.918
2019-09-20,5,1.5189
2019-09-20,6,0.6478
2019-09-20,7,0.7451
2019-09-20,8,0.7103
2019-09-20,9,0.7809
2019-09-20,9.2,0.9274
2019-09-27,0.1,2.2703
2019-09-27,1,2.5035
2019-09-27,4,4.0386
2019-09-27,5,0.6635
2019-09-27,6,0.2783
2019-09-27,7,0.3453
2019-09-27,8,0.267
2019-09-27,9,0.2985
2019-09-27,9.2,0.2981
2019-10-02,0.1,1.5929
2019-10-02,1,1.7605
2019-10-02,4,3.7366
2019-10-02,5,0.4002
2019-10-02,6,0.275
2019-10-02,7,0.2631
2019-10-02,8,0.2051
2019-10-02,9,0.1949
2019-10-02,9.2,0.2651
2019-10-04,0.1,1.6101
2019-10-04,1,2.0262
2019-10-04,4,4.1048
2019-10-04,5,0.3359
2019-10-04,6,0.2721
2019-10-04,7,0.27
2019-10-04,8,0.2593
2019-10-04,9,0.2301
2019-10-04,9.2,0.2278
2019-10-11,0.1,2.1703
2019-10-11,3,1.0822
2019-10-11,4,3.8386
2019-10-11,5,0.5488
2019-10-11,6,0.2576
2019-10-11,7,0.2388
2019-10-11,8,0.2027
2019-10-11,9,0.2566
2019-10-11,9.2,0.2446
2019-10-22,0.1,2.6672
2019-10-22,1,3.0938
2019-10-22,2,1.6236
2019-10-22,3,1.4858
2019-10-22,4,1.2031
2019-10-22,5,1.032
2019-10-22,6,0.7678
2019-10-22,7,0.4278
2019-10-22,8,0.5012
2019-10-22,9,0.4949
2019-10-22,9.2,0.4854
2019-10-23,0.1,2.2476
2019-10-23,1,2.4153
2019-10-23,2,2.9089
2019-10-23,3,3.014
2019-10-23,4,2.7183
2019-10-23,5,2.8419
2019-10-23,6,0.4329
2019-10-23,7,0.3434
2019-10-23,8,0.402
2019-10-23,9,0.416
2019-10-23,9.2,0.4198
2019-10-25,0.1,3.347
2019-10-25,1,2.8575
2019-10-25,2,3.8996
2019-10-25,3,3.5922
2019-10-25,4,2.3531
2019-10-25,5,1.3189
2019-10-25,6,0.9958
2019-10-25,7,0.8842
2019-10-25,8,0.8875
2019-10-25,9,0.7752
2019-10-25,9.2,0.7833
2019-10-28,0.1,4.2593
2019-10-28,1,4.7309
2019-10-28,2,2.0084
2019-10-28,3,1.3783
2019-10-28,4,0.9837
2019-10-28,5,0.71
2019-10-28,6,0.6862
2019-10-28,7,0.6039
2019-10-28,8,0.6958
2019-10-28,9,0.6769
2019-10-28,9.2,0.6775
2019-10-30,0.1,3.9527
2019-10-30,1,5.1259
2019-10-30,2,2.3845
2019-10-30,3,1.4832
2019-10-30,4,1.0737
2019-10-30,5,0.7643
2019-10-30,6,0.7167
2019-10-30,7,0.6688
2019-10-30,8,0.6722
2019-10-30,9,0.6027
2019-10-30,9.2,0.5382
2019-11-04,0.1,2.2317
2019-11-04,1,2.293
2019-11-04,2,2.2749
2019-11-04,3,2.4907
2019-11-04,4,2.4268
2019-11-04,5,2.4931
2019-11-04,6,2.3813
2019-11-04,7,2.1126
2019-11-04,8,2.1474
2019-11-04,9,2.6407
2019-11-04,9.2,3.017
2019-11-08,0.1,2.4463
2019-11-08,1,2.643
2019-11-08,2,3.1952
2019-11-08,3,2.8961
2019-11-08,4,2.6488
2019-11-08,5,2.8279
2019-11-08,6,3.2305
2019-11-08,7,2.8056
2019-11-08,8,2.9969
2019-11-08,9,3.5274
