DateTime,Depth,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,CAR_dic
2015-03-31,8,0.776053215,0.14516129,0.042117943,34.13821815,307.2439634,NA
2015-04-13,8,1.829268293,0.064516129,0.052647429,14.15487094,127.3938385,NA
2015-04-21,8,3.54767184,0.112903226,0.052647429,14.15487094,127.3938385,NA
2015-04-28,8,2.050997783,0.064516129,0.052647429,19.98334721,179.8501249,NA
2015-05-05,8,3.32594235,0.112903226,0.063176914,18.31806828,164.8626145,NA
2015-05-18,8,0.776053215,0.064516129,0.0737064,17.48542881,157.3688593,NA
2015-05-25,8,0.44345898,0.064516129,0.052647429,16.65278934,149.8751041,NA
2015-06-01,8,0.22172949,0.032258065,0.105294857,15.82014988,142.3813489,NA
2015-06-08,8,4.101995565,0.064516129,0.052647429,16.65278934,149.8751041,NA
2015-06-15,8,0.277161863,0.032258065,0.063176914,17.48542881,157.3688593,NA
2015-06-29,8,0.554323725,0.064516129,0.063176914,19.15070774,172.3563697,NA
2015-07-06,8,5.210643016,0.064516129,0.052647429,31.64029975,284.7626978,NA
2015-07-13,8,10.36585366,0.064516129,0.031588457,16.65278934,149.8751041,NA
2015-07-20,8,15.96452328,0.112903226,0.052647429,16.65278934,149.8751041,NA
2015-07-27,8,16.18625277,0.14516129,0.042117943,21.64862614,194.8376353,NA
2015-08-03,8,22.39467849,0.14516129,0.052647429,20.81598668,187.3438801,NA
2015-08-10,8,30.654102,0.193548387,0.052647429,19.15070774,172.3563697,NA
2015-08-24,8,19.78935698,0.161290323,0.063176914,19.15070774,172.3563697,NA
2015-08-31,8,49.11308204,0.322580645,0.052647429,19.98334721,179.8501249,NA
2015-09-07,8,42.1286031,0.5,0.063176914,20.81598668,187.3438801,NA
2015-09-14,8,51.99556541,0.338709677,0.0737064,19.15070774,172.3563697,NA
2016-01-11,8,0.055432373,0.016129032,0.0737064,15.82014988,142.3813489,NA
2016-02-05,8,2.937915743,0.419354839,0.063176914,12.48959201,112.4063281,NA
2016-03-30,8,0.66518847,0.064516129,0.063176914,15.82014988,142.3813489,NA
2016-04-11,8,0.277161863,0.048387097,0.042117943,13.32223147,119.9000833,NA
2016-04-18,8,0.498891353,0.032258065,0.042117943,12.48959201,112.4063281,NA
2016-04-25,8,1.10864745,0.064516129,0.052647429,14.15487094,127.3938385,NA
2016-05-02,8,1.884700665,0.112903226,0.052647429,14.15487094,127.3938385,NA
2016-05-09,8,1.884700665,0.177419355,0.063176914,14.98751041,134.8875937,NA
2016-05-16,8,0.332594235,0.14516129,0.063176914,12.48959201,112.4063281,NA
2016-05-23,8,0.166297118,0.064516129,0.042117943,9.991673605,89.92506245,NA
2016-05-30,8,0.44345898,0.096774194,0.052647429,13.32223147,119.9000833,NA
2016-05-31,8,0.554323725,0.080645161,0.084235886,12.48959201,112.4063281,NA
2016-06-02,8,0.942350333,0.096774194,0.042117943,13.32223147,119.9000833,NA
2016-06-06,8,0.554323725,0.096774194,0.052647429,12.48959201,112.4063281,NA
2016-06-13,8,0.44345898,0.129032258,0.063176914,10.82431307,97.41881765,NA
2016-06-20,8,0.997782705,0.112903226,0.0737064,10.82431307,97.41881765,NA
2016-06-27,8,1.77383592,0.209677419,0.042117943,13.32223147,119.9000833,NA
2016-06-28,8,2.328159645,0.290322581,0.042117943,9.991673605,89.92506245,NA
2016-06-30,8,1.55210643,0.193548387,0.084235886,11.65695254,104.9125729,NA
2016-07-05,8,1.99556541,0.306451613,0.063176914,13.32223147,119.9000833,NA
2016-07-11,8,1.829268293,0.274193548,0.0737064,10.82431307,97.41881765,NA
2016-07-18,8,0.388026608,0.225806452,0.052647429,11.65695254,104.9125729,NA
2016-07-25,8,0.277161863,0.048387097,0.021058971,9.991673605,89.92506245,NA
2016-07-27,8,0.388026608,0.032258065,0.052647429,11.65695254,104.9125729,NA
2016-08-01,8,0.88691796,0.032258065,0.084235886,13.32223147,119.9000833,NA
2016-08-08,8,0.942350333,0,0.063176914,13.32223147,119.9000833,NA
