Reservoir,Site,DateTime,Depth_m,Temp_C,DO_mgL,DOSat,Cond_uScm,PAR_umolm2s,ORP_mV,pH,Flag_Temp,Flag_DO,Flag_DOSat,Flag_Cond,Flag_PAR,Flag_ORP,Flag_pH
FCR,50,7/17/17 10:00,8,14.8,8.06,82.3,NA,0.01,NA,NA,0,0,0,1,0,1,1
FCR,50,7/17/17 10:00,9,13.8,8.16,82.8,NA,0,NA,NA,0,0,0,1,0,1,1
FCR,20,7/17/17 10:26,-0.1,NA,NA,NA,NA,919.2,NA,NA,1,1,1,1,0,1,1
FCR,20,7/17/17 10:26,0.1,NA,NA,NA,NA,424.3,NA,NA,1,1,1,1,0,1,1
FCR,20,7/17/17 10:26,0.8,NA,NA,NA,NA,114.2,NA,NA,1,1,1,1,0,1,1
FCR,20,7/17/17 10:26,1.6,NA,NA,NA,NA,35.19,NA,NA,1,1,1,1,0,1,1
FCR,20,7/17/17 10:26,2.8,NA,NA,NA,NA,5.75,NA,NA,1,1,1,1,0,1,1
FCR,20,7/17/17 10:26,3.8,NA,NA,NA,NA,1.19,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,-0.1,NA,NA,NA,NA,923.3,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,0.1,NA,NA,NA,NA,633.8,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,0.8,NA,NA,NA,NA,176.7,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,1.6,NA,NA,NA,NA,60.16,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,2.8,NA,NA,NA,NA,9.36,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,3.8,NA,NA,NA,NA,4.44,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,5,NA,NA,NA,NA,1.07,NA,NA,1,1,1,1,0,1,1
FCR,45,7/17/17 11:10,6.2,NA,NA,NA,NA,0.16,NA,NA,1,1,1,1,0,1,1
FCR,50,7/17/17 12:00,0.1,19.91,8.67,100.5,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,100,7/17/17 12:00,0.1,19.91,8.67,100.5,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,50,7/24/17 10:08,-0.1,NA,NA,NA,NA,129.5,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,-0.1,NA,NA,NA,NA,672.9,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,0.1,NA,NA,NA,NA,445.9,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,0.8,NA,NA,NA,NA,96.92,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,1.6,NA,NA,NA,NA,29.13,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,2.8,NA,NA,NA,NA,10.01,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,3.8,NA,NA,NA,NA,4.84,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,5,NA,NA,NA,NA,1.58,NA,NA,1,1,1,1,0,1,1
FCR,45,7/24/17 10:58,6.2,NA,NA,NA,NA,0.24,NA,NA,1,1,1,1,0,1,1
FCR,50,7/24/17 11:00,0.1,28.6,9.48,130,NA,70.85,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,0.8,28.5,9.6,131.4,NA,19.84,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,1.6,26.6,12.71,168.5,NA,7.6,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,2.8,24.3,10.65,136.9,NA,3.48,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,3.8,21.6,7.5,90.3,NA,2.28,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,5,18.3,2.43,27.8,NA,0.44,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,6.2,14.5,7.12,74.1,NA,0.18,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,8,14.2,7.53,77.9,NA,0,NA,NA,0,0,0,1,0,1,1
FCR,50,7/24/17 11:00,9,14.1,7.64,78.6,NA,0,NA,NA,0,0,0,1,0,1,1
FCR,20,7/24/17 11:26,-0.1,NA,NA,NA,NA,643.5,NA,NA,1,1,1,1,0,1,1
FCR,20,7/24/17 11:26,0.1,NA,NA,NA,NA,288.1,NA,NA,1,1,1,1,0,1,1
FCR,20,7/24/17 11:26,0.8,NA,NA,NA,NA,51.15,NA,NA,1,1,1,1,0,1,1
FCR,20,7/24/17 11:26,1.6,NA,NA,NA,NA,22.67,NA,NA,1,1,1,1,0,1,1
FCR,20,7/24/17 11:26,2.8,NA,NA,NA,NA,3.4,NA,NA,1,1,1,1,0,1,1
FCR,20,7/24/17 11:26,3.8,NA,NA,NA,NA,0.9,NA,NA,1,1,1,1,0,1,1
FCR,50,7/24/17 12:00,0.1,20.7,8.56,101.3,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,100,7/24/17 12:00,0.1,20.7,8.56,101.3,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,50,7/31/17 10:30,-0.1,NA,NA,NA,NA,615.6,NA,NA,1,1,1,1,0,1,1
FCR,50,7/31/17 10:30,0.1,24.6,8.17,104.5,NA,405.1,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,0.8,24.5,8.15,103,NA,194.4,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,1.6,24.3,8.12,102,NA,121.2,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,2.8,23.6,8.57,104.6,NA,38.33,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,3.8,20.8,5.92,69.2,NA,31.3,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,5,17.9,0.72,8,NA,26.37,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,6.2,15,7.05,72.8,NA,22.22,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,8,14.4,7.58,78.6,NA,20.31,NA,NA,0,0,0,1,0,1,1
FCR,50,7/31/17 10:30,9,14.3,7.65,78.8,NA,19.26,NA,NA,0,0,0,1,0,1,1
FCR,20,7/31/17 11:40,-0.1,NA,NA,NA,NA,988.4,NA,NA,1,1,1,1,0,1,1
FCR,20,7/31/17 11:40,0.1,NA,NA,NA,NA,607.1,NA,NA,1,1,1,1,0,1,1
FCR,20,7/31/17 11:40,0.8,NA,NA,NA,NA,260.1,NA,NA,1,1,1,1,0,1,1
FCR,20,7/31/17 11:40,1.6,NA,NA,NA,NA,134.7,NA,NA,1,1,1,1,0,1,1
FCR,20,7/31/17 11:40,2.8,NA,NA,NA,NA,46.7,NA,NA,1,1,1,1,0,1,1
FCR,20,7/31/17 11:40,3.8,NA,NA,NA,NA,17.15,NA,NA,1,1,1,1,0,1,1
FCR,50,7/31/17 12:00,0.1,18.8,8.41,95.6,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,100,7/31/17 12:00,0.1,18.8,8.41,95.6,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,45,7/31/17 12:45,-0.1,NA,NA,NA,NA,1019,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,0.1,NA,NA,NA,NA,677.3,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,0.8,NA,NA,NA,NA,261.6,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,1.6,NA,NA,NA,NA,136.4,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,2.8,NA,NA,NA,NA,58.1,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,3.8,NA,NA,NA,NA,34.6,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,5,NA,NA,NA,NA,18.22,NA,NA,1,1,1,1,0,1,1
FCR,45,7/31/17 12:45,6.2,NA,NA,NA,NA,13.57,NA,NA,1,1,1,1,0,1,1
FCR,50,8/2/17 12:00,0.5,NA,8.12,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,1,NA,8.19,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,1.5,NA,7.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,2,NA,10.82,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,2.5,NA,9.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,3,NA,3.17,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,3.5,NA,1.31,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,4,NA,1.55,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,4.5,NA,2.08,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,5,NA,3.19,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,5.5,NA,4.4,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,6,NA,4.66,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,6.5,NA,4.71,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,7,NA,4.29,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,7.5,NA,3.73,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,8,NA,4.14,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,8.5,NA,2.92,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,9,NA,1.81,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/2/17 12:00,9.5,NA,0.12,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,0.5,NA,7.67,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,1,NA,7.81,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,1.5,NA,7.82,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,2,NA,11.33,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,2.5,NA,11.66,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,3,NA,10.81,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,3.5,NA,5.85,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,4,NA,2.19,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,4.5,NA,2.06,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,5,NA,2.49,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,5.5,NA,4.1,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,6,NA,4.61,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,6.5,NA,4.63,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,7,NA,4.76,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,7.5,NA,4.79,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,8,NA,4.82,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,8.5,NA,4.82,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,9,NA,4.82,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/6/17 12:00,9.5,NA,4.83,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/7/17 10:00,-0.1,NA,NA,NA,NA,57.78,NA,NA,1,1,1,1,0,1,1
FCR,50,8/7/17 10:00,0.1,24.3,7.02,90.2,NA,39.31,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,0.8,24.4,7.06,89.1,NA,24.44,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,1.6,24.3,6.84,87.4,NA,12.92,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,2.8,23.7,6.44,80.6,NA,4.95,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,3.8,20.7,3.4,40.5,NA,2.92,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,5,17.6,0.89,9.8,NA,1.38,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,6.2,15,6.42,67.6,NA,0.2,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,8,14.7,6.75,70.3,NA,0.01,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 10:00,9,14.6,6.78,70.8,NA,0,NA,NA,0,0,0,1,0,1,1
FCR,50,8/7/17 12:00,0.1,18.8,8.77,99.5,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,100,8/7/17 12:00,0.1,18.8,8.77,99.5,NA,NA,NA,NA,0,0,0,1,1,1,1
FCR,20,8/7/17 12:45,-0.1,NA,NA,NA,NA,253,NA,NA,1,1,1,1,0,1,1
FCR,20,8/7/17 12:45,0.1,NA,NA,NA,NA,147,NA,NA,1,1,1,1,0,1,1
FCR,20,8/7/17 12:45,0.8,NA,NA,NA,NA,35.7,NA,NA,1,1,1,1,0,1,1
FCR,20,8/7/17 12:45,1.6,NA,NA,NA,NA,22.2,NA,NA,1,1,1,1,0,1,1
FCR,20,8/7/17 12:45,2.8,NA,NA,NA,NA,11.81,NA,NA,1,1,1,1,0,1,1
FCR,20,8/7/17 12:45,3.8,NA,NA,NA,NA,3.93,NA,NA,1,1,1,1,0,1,1
FCR,20,8/7/17 12:45,5,NA,NA,NA,NA,0,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,-0.1,NA,NA,NA,NA,495,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,0.1,NA,NA,NA,NA,274,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,0.8,NA,NA,NA,NA,98,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,1.6,NA,NA,NA,NA,55.8,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,2.8,NA,NA,NA,NA,22.05,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,3.8,NA,NA,NA,NA,9.61,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,5,NA,NA,NA,NA,3.3,NA,NA,1,1,1,1,0,1,1
FCR,45,8/7/17 13:35,6.2,NA,NA,NA,NA,0.47,NA,NA,1,1,1,1,0,1,1
FCR,40,8/9/17 12:00,0.5,NA,7.98,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,0.5,NA,7.98,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,0.5,NA,7.95,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,1,NA,7.96,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,1,NA,7.99,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,1,NA,7.87,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,1.5,NA,8.66,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,1.5,NA,9.56,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,1.5,NA,9.11,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,2,NA,8.18,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,2,NA,8.7,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,2,NA,10.63,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,2.5,NA,9.13,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,2.5,NA,11.05,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,2.5,NA,10.74,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,3,NA,11.36,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,3,NA,11.59,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,3,NA,10.5,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,3.5,NA,5.84,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,3.5,NA,6.97,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,3.5,NA,5.85,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,4,NA,0.37,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,4,NA,2.55,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,4,NA,3.52,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,4.5,NA,0.49,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,4.5,NA,1.65,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,4.5,NA,1.81,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,5,NA,0.32,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,5,NA,2.05,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,5,NA,1.05,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,5.5,NA,4.35,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,5.5,NA,4.78,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,5.5,NA,4.39,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,6,NA,4.95,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,6,NA,5.08,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,6,NA,4.98,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,6.5,NA,4.9,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,6.5,NA,5.09,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,6.5,NA,5.08,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,7,NA,4.83,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,7,NA,5.07,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,7,NA,5.09,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/9/17 12:00,7.5,NA,0.35,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,7.5,NA,5.06,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,7.5,NA,5.11,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,8,NA,5.01,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,8,NA,5.1,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,8.5,NA,4.72,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,8.5,NA,5.09,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/9/17 12:00,9,NA,0.44,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,9,NA,5.08,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/9/17 12:00,9.5,NA,5.09,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,0.5,NA,8.09,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,0.5,NA,7.93,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,0.5,NA,7.41,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,1,NA,7.9,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,1,NA,7.89,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,1,NA,7.51,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,1.5,NA,8.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,1.5,NA,7.49,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,1.5,NA,7.94,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,2,NA,10.15,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,2,NA,11.25,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,2,NA,10.88,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,2.5,NA,9.32,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,2.5,NA,10.51,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,2.5,NA,11.24,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,3,NA,9.45,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,3,NA,9.22,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,3,NA,10.25,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,3.5,NA,5.75,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,3.5,NA,6.29,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,3.5,NA,4.87,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,4,NA,0.92,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,4,NA,3.04,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,4,NA,2.73,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,4.5,NA,0.37,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,4.5,NA,0.72,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,4.5,NA,2.06,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,5,NA,1.44,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,5,NA,3.1,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,5,NA,2.53,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,5.5,NA,5.3,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,5.5,NA,5.38,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,5.5,NA,5.23,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,6,NA,5.43,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,6,NA,5.49,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,6,NA,5.45,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,6.5,NA,5.4,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,6.5,NA,5.51,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,6.5,NA,5.31,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,7,NA,4.82,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,7,NA,5.47,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,7,NA,5.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,40,8/13/17 12:00,7.5,NA,0.34,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,7.5,NA,5.48,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,7.5,NA,5.58,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,8,NA,5.46,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,8,NA,5.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,8.5,NA,5.26,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,8.5,NA,5.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,45,8/13/17 12:00,9,NA,0.31,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,9,NA,5.57,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/13/17 12:00,9.5,NA,5.6,NA,NA,NA,NA,NA,1,0,1,1,1,1,1
FCR,50,8/14/17 10:30,0.1,24.8,8.55,109.2,NA,115.6,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,0.8,24.9,8.34,107.5,NA,80.64,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,1.6,24.9,8.31,106.5,NA,36.05,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,2.8,23.7,6.58,82.1,NA,12.99,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,3.8,21.6,2.42,28.9,NA,7.85,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,5,17.5,0.48,5.3,NA,2.69,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,6.2,15.3,5.82,61.5,NA,0.3,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,8,15,6.14,64.2,NA,0.01,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 10:30,9,14.8,6.19,64.9,NA,0,NA,NA,0,0,0,1,0,1,1
FCR,50,8/14/17 11:00,-0.1,NA,NA,NA,NA,165.8,NA,NA,1,1,1,1,0,1,1
