"DateTime","Depth","SIL_rsi"
2014-04-21,9,59.5532789613848
2014-04-21,0.1,133.263115845539
2014-04-23,9,191.896271637816
2014-04-28,9,89.6332889480693
2014-04-28,0.1,115.961767643142
2014-05-05,5,74.3725033288948
2014-05-05,9,93.4277962716378
2014-05-05,0.1,102.716777629827
2014-05-12,0.1,58.5330559254328
2014-05-12,9,60.2003661784288
2014-05-19,9,52.9800599201065
2014-05-19,5,97.7148468708389
2014-05-19,0.1,184.839680426099
2014-05-26,5,67.7032623169108
2014-05-26,9,93.4277962716378
2014-05-26,0.1,230.950099866844
2014-06-02,9,81.0417443408788
2014-06-02,0.1,83.5427097203728
2014-06-09,9,66.8696071904128
2014-06-09,5,73.6356857523302
2014-06-09,0.1,116.055259653795
2014-06-16,9,62.7013315579228
2014-06-16,0.1,131.894707057257
2014-06-23,9,86.0436750998668
2014-06-23,0.1,130.227396804261
2014-06-29,9,135.444607190413
2014-06-29,0.1,140.534753661784
2014-06-29,5,206.706657789614
2014-06-30,9,97.6320905459388
2014-06-30,5,136.171770972037
2014-06-30,0.1,165.258322237017
2014-07-07,0.1,117.992676431425
2014-07-07,5,123.809986684421
2014-07-07,9,164.531158455393
2014-07-14,9,91.0876165113182
2014-07-14,5,120.174167776298
2014-07-14,0.1,128.900133155792
2014-07-21,5,70.7270306258322
2014-07-21,9,83.0888149134488
2014-07-21,0.1,143.443408788282
2014-07-28,5,32.9145139813582
2014-07-28,9,66.3640479360852
2014-07-28,0.1,67.0912117177097
2014-08-04,5,39.4589880159787
2014-08-04,0.1,75.0900133155792
2014-08-04,9,115.811185086551
2014-08-11,5,59.8195739014647
2014-08-11,9,104.176564580559
2014-08-11,0.1,128.172969374168
2014-08-18,5,52.5479360852197
2014-08-18,9,92.5419440745673
2014-08-18,0.1,117.2655126498
2014-08-25,9,75.4633655126498
2014-08-25,5,88.4807090545939
2014-08-25,0.1,137.657340213049
2014-09-03,9,60.9996504660453
2014-09-03,5,61.7228362183755
2014-09-03,0.1,125.26431424767
2014-09-08,9,42.9200066577896
2014-09-08,5,63.169207723036
2014-09-08,0.1,106.56035286285
2014-09-15,0.1,64.6155792276964
2014-09-15,5,76.18655126498
2014-09-15,9,76.9097370173103
2014-09-22,9,55.9373501997337
2014-09-22,5,88.4807090545939
2014-09-22,0.1,133.318225699068
2014-09-29,5,63.169207723036
2014-09-29,9,74.0169940079894
2014-09-29,0.1,104.390795605859
2014-10-06,9,53.0446071904128
2014-10-06,5,80.5256657789614
2014-10-06,0.1,95.7125665778961
2014-10-15,9,60.9996504660453
2014-10-15,5,72.5706225033289
2014-10-15,0.1,92.096637816245
2014-10-23,0.1,86.3111517976032
2014-10-23,5,95.7125665778961
2014-10-23,9,119.447003994674
2014-11-10,5,75.4633655126498
2014-11-10,0.1,90.6502663115846
2014-11-10,9,96.9049267643143
