"DateTime","Depth","TOT_tn","TOT_tp"
2013-04-04,0.8,NA,1.04281683229052
2013-04-04,1.6,NA,0.991160270938664
2013-04-04,2.8,NA,1.14935849007871
2013-04-04,5,NA,1.14935849007871
2013-04-04,6.2,NA,1.3624418056551
2013-04-04,8,NA,1.54646830547108
2013-04-11,0.1,NA,0.871704472812506
2013-04-11,0.8,NA,1.00407441127663
2013-04-11,1.6,NA,1.94680665594793
2013-04-11,2.8,NA,1.45929785818983
2013-04-11,3.8,NA,0.871704472812506
2013-04-11,5,NA,0.97178906043172
2013-04-11,6.2,NA,1.68529531410418
2013-04-11,8,NA,1.3269279197257
2013-04-18,0.1,NA,0.839419121967598
2013-04-18,0.8,NA,1.03635976212154
2013-04-18,1.6,NA,1.16550116550117
2013-04-18,2.8,NA,0.800676700953709
2013-04-18,3.8,NA,1.12998727957177
2013-04-18,5,NA,0.852333262305562
2013-04-18,6.2,NA,0.774848420277783
2013-04-18,8,NA,0.978246130600701
2013-04-25,0.1,NA,0.900761288572923
2013-04-25,0.8,NA,0.900761288572923
2013-04-25,1.6,NA,1.00407441127663
2013-04-25,2.8,NA,1.6078104720764
2013-04-25,3.8,NA,0.774848420277783
2013-04-25,5,NA,0.774848420277783
2013-04-25,6.2,NA,1.07833071821991
2013-04-25,8,NA,1.27849989345834
2013-05-02,0.1,NA,1.15904409533218
2013-05-02,0.8,NA,2.28580283981946
2013-05-02,1.6,NA,1.49804027920371
2013-05-02,2.8,NA,0.76193427993982
2013-05-02,3.8,NA,0.594050455546301
2013-05-02,5,NA,0.76193427993982
2013-05-02,6.2,NA,0.594050455546301
2013-05-02,8,NA,0.933046639417831
2013-05-09,0.1,NA,0.707049183503477
2013-05-09,0.8,NA,0.652164087067134
2013-05-09,1.6,NA,0.849104727221071
2013-05-09,2.8,NA,1.01698855161459
2013-05-09,3.8,NA,0.707049183503477
2013-05-09,5,NA,1.15904409533218
2013-05-09,6.2,NA,0.903989823657414
2013-05-09,8,NA,0.790991095700237
2013-05-16,0.1,NA,0.745791604517366
2013-05-16,0.8,NA,0.855561797390052
2013-05-16,1.6,NA,0.881390078065978
2013-05-16,2.8,NA,0.584364850292828
2013-05-16,3.8,NA,1.69175238427316
2013-05-16,5,NA,0.774848420277783
2013-05-16,6.2,NA,0.991160270938664
2013-05-16,8,NA,0.745791604517366
2013-05-23,0.1,NA,0.826504981629635
2013-05-23,0.8,NA,0.774848420277783
2013-05-23,1.6,NA,0.694135043165514
2013-05-23,2.8,NA,0.907218358741905
2013-05-23,3.8,NA,0.665078227405097
2013-05-23,5,NA,0.800676700953709
2013-05-23,6.2,NA,0.962103455178248
2013-05-23,8,NA,0.610193130968754
2013-05-30,0.1,NA,0.71996332384144
2013-05-30,0.8,NA,1.12675874448728
2013-05-30,1.6,NA,0.768391350108802
2013-05-30,2.8,NA,0.84587619213658
2013-05-30,3.8,NA,1.05250243754399
2013-05-30,5,NA,0.871704472812506
2013-05-30,6.2,NA,0.820047911460654
2013-05-30,8,NA,0.97501759551621
2013-06-06,0.1,NA,0.913675428910886
2013-06-06,0.8,NA,0.832962051798617
2013-06-06,1.6,NA,1.33984206006367
2013-06-06,2.8,NA,1.07187364805093
2013-06-06,3.8,NA,0.884618613150469
2013-06-06,5,NA,0.700592113334496
2013-06-06,6.2,NA,1.04604536737501
2013-06-06,8,NA,1.1525870251632
2013-06-13,0.1,NA,0.700592113334496
2013-06-13,1.6,NA,0.700592113334496
2013-06-13,3.8,NA,0.726420394010422
2013-06-13,5,NA,0.755477209770839
2013-06-13,6.2,NA,0.616650201137736
2013-06-13,8,NA,0.59082192046181
2013-06-20,0.1,NA,1.18487237600811
2013-06-20,0.8,NA,1.21070065668404
2013-06-20,1.6,NA,1.21070065668404
2013-06-20,2.8,NA,1.26235721803589
2013-06-20,3.8,NA,1.23652893735996
2013-06-20,5,NA,1.02990269195255
