Reservoir,Site,DateTime,Secchi_m,Flag_Secchi
FCR,50,2014-06-09,2.7,0
FCR,50,2014-06-09,2.7,0
FCR,50,2014-06-16,3,0
FCR,50,2014-06-16,3,0
FCR,50,2014-06-23,3,0
FCR,50,2014-06-23,3,0
FCR,50,2014-06-30,3.25,0
FCR,50,2014-06-30,3.25,0
FCR,50,2014-07-07,3.25,0
FCR,50,2014-07-14,3.25,0
FCR,50,2014-07-14,3.25,0
FCR,50,2014-07-21,3.12,0
FCR,50,2014-07-28,3,0
FCR,50,2014-07-28,3,0
FCR,50,2014-08-04,3.2,0
FCR,50,2014-08-04,3.2,0
FCR,50,2014-08-11,2.8,0
FCR,50,2014-08-11,2.8,0
FCR,50,2014-08-18,2.55,0
FCR,50,2014-08-25,2.3,0
FCR,50,2014-08-25,2.3,0
FCR,50,2014-09-03,3.2,0
FCR,50,2014-09-03,3.2,0
FCR,50,2014-09-08,2.8,0
FCR,50,2014-09-15,2.4,0
FCR,50,2014-09-15,2.4,0
FCR,50,2014-09-22,2,0
FCR,50,2014-09-22,2,0
FCR,50,2014-09-29,1.7,0
FCR,50,2014-10-04,1.3,0
FCR,50,2014-10-15,1.1,0
FCR,50,2014-10-23,1.1,0
FCR,50,2014-11-10,1,0
FCR,50,2015-02-05,1.75,0
FCR,50,2015-03-06,1.8,0
FCR,50,2015-03-31,2,1
FCR,50,2015-04-07,2.25,1
FCR,50,2015-04-13,2.1,1
FCR,50,2015-04-21,1.4,1
FCR,50,2015-04-25,1.5,1
FCR,50,2015-04-28,2,1
FCR,50,2015-05-04,2.5,1
FCR,50,2015-05-04,2.5,0
FCR,50,2015-05-05,2.5,0
FCR,50,2015-05-11,3,1
FCR,50,2015-05-11,3,0
FCR,50,2015-05-18,2.8,1
FCR,50,2015-05-18,2.8,0
FCR,50,2015-05-25,2.5,1
FCR,50,2015-05-25,2.5,0
FCR,50,2015-06-01,2.9,1
FCR,50,2015-06-01,2.9,0
FCR,50,2015-06-08,1.7,1
FCR,50,2015-06-08,1.7,0
FCR,50,2015-06-15,2.4,1
FCR,50,2015-06-15,2.4,0
FCR,50,2015-06-22,2.33,1
FCR,50,2015-06-22,2.33,1
FCR,50,2015-06-22,2.33,0
FCR,50,2015-06-29,2.45,1
FCR,50,2015-06-29,2.45,0
FCR,50,2015-07-06,1.24,1
FCR,50,2015-07-06,1.24,0
FCR,50,2015-07-13,1.35,1
FCR,50,2015-07-13,1.35,0
FCR,50,2015-07-20,2.4,1
FCR,50,2015-07-20,2.4,0
FCR,50,2015-07-27,2.85,1
FCR,50,2015-07-27,2.85,0
FCR,50,2015-08-03,2.5,0
FCR,50,2015-08-03,2.5,0
FCR,50,2015-08-10,1.7,1
FCR,50,2015-08-10,1.7,0
FCR,50,2015-08-17,1.6,1
FCR,50,2015-08-17,1.6,0
FCR,50,2015-08-24,1.25,1
FCR,50,2015-08-24,1.25,0
FCR,50,2015-08-31,1.4,1
FCR,50,2015-08-31,1.4,0
FCR,50,2015-10-05,1.6,1
FCR,50,2015-10-05,1.6,0
FCR,50,2015-12-07,1.5,0
FCR,50,2016-01-11,2.11,1
FCR,50,2016-02-05,2.6,1
FCR,50,2016-03-23,2.45,1
FCR,50,2016-03-28,2.5,1
FCR,50,2016-03-30,3,1
FCR,50,2016-04-11,2.43,1
FCR,50,2016-04-18,3.12,1
FCR,50,2016-04-25,3.04,0
FCR,50,2016-05-02,2.96,1
FCR,50,2016-05-09,1.92,1
FCR,50,2016-05-12,2.13,1
FCR,50,2016-05-16,3.2,1
FCR,50,2016-05-19,3.1,1
FCR,50,2016-05-23,3.4,1
FCR,50,2016-05-26,2.94,1
FCR,50,2016-05-30,2.48,1
FCR,50,2016-05-31,2.45,1
FCR,50,2016-06-02,2.2,1
FCR,50,2016-06-06,1.72,1
FCR,50,2016-06-13,2.3,1
FCR,50,2016-06-20,2.23,1
FCR,50,2016-06-27,2.03,1
FCR,50,2016-06-28,2.26,1
FCR,50,2016-06-30,2.03,1
FCR,50,2016-07-05,2.32,1
FCR,50,2016-07-11,2.69,1
FCR,50,2016-07-18,2.23,1
FCR,50,2016-07-25,2.67,1
FCR,50,2016-07-27,2.46,1
FCR,50,2016-07-28,2.64,1
FCR,50,2016-08-01,2.72,1
FCR,50,2016-08-08,3.14,1
FCR,50,2016-08-15,3.3,1
FCR,50,2016-08-26,2.14,1
FCR,50,2016-09-02,1.67,1
FCR,50,2016-09-09,2.1,1
FCR,50,2016-09-20,2.08,1
FCR,50,2016-09-30,1.5,1
FCR,50,2016-10-07,1.45,1
FCR,50,2016-10-14,1.68,1
FCR,50,2017-02-06,1.35,0
FCR,50,2017-02-27,1.39,0
FCR,50,2017-03-27,1.25,0
FCR,50,2017-04-10,1.4,0
FCR,50,2017-04-17,1.71,0
FCR,50,2017-04-24,2,0
FCR,50,2017-05-08,1.01,0
FCR,50,2017-05-29,1.3,0
FCR,50,2017-05-29,1.65,0
FCR,50,2017-05-29,1.43,0
FCR,20,2017-05-30,1.3,0
FCR,30,2017-05-30,1.4,0
FCR,45,2017-05-30,1.4,0
FCR,50,2017-05-30,1.45,0
FCR,50,2017-06-01,1.98,0
FCR,10,2017-06-05,1.95,0
FCR,20,2017-06-05,2.14,0
FCR,30,2017-06-05,2.68,0
FCR,45,2017-06-05,2.7,0
FCR,50,2017-06-05,2.84,0
FCR,50,2017-06-08,2.18,0
FCR,50,2017-06-12,3.15,0
FCR,50,2017-06-19,2.29,0
FCR,50,2017-06-26,2.58,0
FCR,50,2017-07-10,1.79,0
FCR,50,2017-07-13,1.29,0
FCR,50,2017-07-17,1.41,0
FCR,50,2017-07-24,1.08,0
FCR,50,2017-08-07,2.55,0
FCR,50,2017-08-14,2.47,0
FCR,50,2017-08-21,2.94,0
FCR,50,2017-08-28,2.36,0
FCR,50,2017-09-04,1.87,0
FCR,50,2017-09-11,1.88,0
FCR,50,2017-09-25,2.5,0
FCR,50,2017-10-23,2.2,0
FCR,50,2017-11-06,2.5,0
FCR,50,2018-01-15,2.5,0
FCR,50,2018-02-19,1.61,0
FCR,50,2018-03-19,1.5,0
FCR,50,2018-04-04,1.53,0
FCR,50,2018-04-10,1.95,0
FCR,50,2018-04-23,2.81,0
FCR,50,2018-04-30,2.8,0
FCR,50,2018-05-07,3.14,0
FCR,50,2018-05-14,3.68,0
FCR,50,2018-05-21,1.3,0
FCR,50,2018-05-28,1.58,0
FCR,50,2018-06-04,2.62,0
FCR,50,2018-06-11,2.04,0
FCR,50,2018-06-18,2.65,0
FCR,50,2018-06-25,1.84,0
FCR,50,2018-07-02,2.37,0
FCR,50,2018-07-09,2.07,0
FCR,50,2018-07-23,1.54,0
FCR,50,2018-07-30,1.13,0
FCR,50,2018-08-06,1.86,0
FCR,50,2018-08-27,1.86,0
FCR,50,2018-09-03,1.58,0
FCR,50,2018-09-10,1.66,0
FCR,50,2018-09-17,1.2,0
FCR,50,2018-09-24,3.39,0
FCR,50,2018-10-01,2.22,0
FCR,50,2018-10-08,2.34,0
FCR,50,2018-10-15,1.28,0
FCR,50,2018-10-21,1.5,0
FCR,50,2018-10-22,1.68,0
FCR,50,2018-10-29,1.92,0
FCR,50,2019-01-21,2.1,0
FCR,50,2019-02-08,2.14,0
FCR,50,2019-03-18,2,0
FCR,50,2019-04-01,1.9,0
FCR,50,2019-04-29,2.14,0
FCR,50,2019-05-06,2.36,0
FCR,50,2019-05-13,2.35,0
FCR,50,2019-05-20,2.78,0
FCR,50,2019-05-27,3.39,0
FCR,50,2019-05-30,2.4,0
FCR,50,2019-06-10,2.13,0
FCR,50,2019-06-13,2,0
FCR,50,2019-06-17,1.47,0
FCR,50,2019-06-20,1.65,0
FCR,100,2019-06-24,0.148,0
FCR,50,2019-06-24,1.55,0
FCR,50,2019-06-27,1.44,0
FCR,50,2019-07-01,1.5,0
FCR,50,2019-07-08,1.5,0
FCR,50,2019-07-15,1.34,0
FCR,50,2019-07-25,0.97,0
FCR,50,2019-07-27,1.1,0
FCR,50,2019-07-29,0.9,0
FCR,50,2019-08-01,1,0
FCR,50,2019-08-08,1.18,0
FCR,50,2019-08-14,1.3,0
FCR,50,2019-08-19,1,0
FCR,50,2019-08-28,0.9,0
FCR,50,2019-09-20,1.2,0
FCR,50,2019-10-11,0.7,0
FCR,50,2019-10-16,0.75,0
FCR,50,2019-10-25,0.9,0
FCR,50,2019-10-28,0.7,0
FCR,50,2019-10-30,0.5,0
FCR,50,2019-11-04,1.1,0
FCR,50,2019-11-08,0.94,0
FCR,50,2019-11-20,1.1,0
FCR,50,2019-12-06,1.14,0
GWR,50,2013-09-17,2.1,1
GWR,50,2014-04-18,2.9,0
GWR,50,2014-04-26,2,0
GWR,50,2014-05-09,3.5,0
GWR,50,2014-05-16,3.5,0
GWR,50,2014-06-04,3.7,0
GWR,50,2014-06-16,3.7,0
GWR,50,2014-06-29,4,0
GWR,50,2014-07-09,3.7,0
GWR,50,2014-07-25,3.6,0
GWR,50,2014-08-11,3.2,0
GWR,50,2014-08-22,4.4,0
GWR,50,2014-09-07,4.1,0
GWR,50,2014-09-30,3.3,0
GWR,50,2015-05-09,2.2,0
GWR,50,2015-05-20,2.7,0
GWR,50,2015-05-30,2.6,0
GWR,50,2015-06-10,3.1,0
GWR,50,2015-06-22,4.2,0
GWR,50,2015-07-06,3.1,0
GWR,50,2015-07-20,4.1,0
GWR,50,2015-08-03,3.7,0
GWR,50,2015-08-15,4.5,0
GWR,50,2015-08-30,3.4,0
GWR,50,2015-09-17,2.5,0
GWR,50,2016-04-06,2.7,1
GWR,50,2016-04-13,3.2,1
GWR,50,2016-04-29,3.7,1
GWR,50,2016-04-29,3.4,1
GWR,50,2016-04-30,0,1
GWR,50,2016-04-30,0,1
GWR,50,2016-04-30,3,1
GWR,50,2016-04-30,3.1,1
GWR,50,2016-05-13,3,1
GWR,50,2016-05-25,3.75,1
GWR,50,2016-06-10,3.2,1
GWR,50,2016-06-25,3.6,1
GWR,50,2016-06-25,2,1
GWR,50,2016-06-26,1.4,1
GWR,50,2016-06-26,1.9,1
GWR,50,2016-06-26,3.5,1
GWR,50,2016-06-26,4,1
GWR,50,2016-07-08,3.8,1
GWR,50,2016-07-22,4.4,1
GWR,50,2016-08-09,3.3,1
GWR,50,2016-08-24,3.2,1
GWR,50,2016-09-04,2.8,1
GWR,50,2016-09-04,1.75,1
GWR,50,2016-09-05,0.83,1
GWR,50,2016-09-05,0.83,1
GWR,50,2016-09-05,2.7,1
GWR,50,2016-09-05,2.7,1
GWR,50,2016-09-23,3.3,1
GWR,50,2016-10-03,3.3,1
SHR,50,2013-08-30,6.5,1
SHR,50,2014-05-02,8,0
SHR,50,2014-05-08,9.5,0
SHR,50,2014-05-30,9.5,0
SHR,50,2014-06-12,8.5,0
SHR,50,2014-06-26,8.2,0
SHR,50,2014-07-10,9,0
SHR,50,2014-07-24,11.5,0
SHR,50,2014-08-07,10.3,0
SHR,50,2014-09-05,9.5,0
SHR,50,2014-10-03,8,0
SHR,50,2014-10-24,6.2,0
SHR,50,2015-05-08,7.25,0
SHR,50,2015-05-22,5.2,0
SHR,50,2015-05-29,4.8,0
SHR,50,2015-06-12,5.2,0
SHR,50,2015-06-26,6,0
SHR,50,2015-07-10,10.1,0
SHR,50,2015-07-24,13.5,0
SHR,50,2015-08-07,11.5,0
SHR,50,2015-08-26,11.3,0
SHR,50,2015-09-09,8.5,0
SHR,50,2015-10-28,12.4,0
SHR,50,2016-06-29,10.8,1
SHR,50,2016-07-29,11.1,1
SHR,50,2016-08-17,11.3,1
