time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_ch4,SIL_rsi
2013-05-15,0.016,15.6645,0,292.2598,0.388,0.5484,0.1053,16.2365,146.1282,16.2365,1.1922,10.7298,2.3844,0.0182,0.1642,0.4258,64.7434,0.009,126.3866
2013-05-16,0.015,15.3409,0,294.2972,0.379,0.5698,0.1065,16.2255,146.0293,16.2255,1.1902,10.7121,2.3805,0.0451,0.4063,1.0533,64.7557,0.0096,126.3866
2013-05-17,0.0141,15.2883,0,294.6308,0.37,0.5911,0.1077,16.2145,145.9304,16.2145,1.1883,10.6943,2.3765,0.0427,0.384,0.9956,64.7679,0.0103,126.3866
2013-05-18,0.017,14.9034,0,297.0926,0.361,0.6125,0.109,16.2035,145.8316,16.2035,1.1863,10.6765,2.3726,0.0402,0.3618,0.9379,64.7802,0.0109,126.3866
2013-05-19,0.0241,14.6352,0,298.83,0.3519,0.6339,0.1102,16.1925,145.7327,16.1925,1.1843,10.6587,2.3686,0.0377,0.3395,0.8802,64.7925,0.0116,126.3866
2013-05-20,0.0385,14.3989,0,300.376,0.3429,0.6553,0.1114,16.1815,145.6338,16.1815,1.1823,10.6409,2.3647,0.0353,0.3173,0.8226,64.8048,0.0123,126.3866
2013-05-21,0.0264,15.2562,0,294.8347,0.3339,0.6767,0.1126,16.1705,145.5349,16.1705,1.1804,10.6232,2.3607,0.0328,0.295,0.7649,64.817,0.0129,126.3866
2013-05-22,0.0204,16.0264,0,290.0111,0.3249,0.698,0.1139,16.1596,145.436,16.1596,1.1784,10.6054,2.3568,0.0303,0.2728,0.7072,64.8293,0.0136,126.3866
2013-05-23,0.0197,15.6816,0,292.1532,0.3158,0.7194,0.1151,16.1486,145.3371,16.1486,1.1764,10.5876,2.3528,0.0278,0.2505,0.6495,64.8416,0.0142,126.3866
2013-05-24,0.0186,13.7595,0,304.6305,0.3068,0.7408,0.1163,16.1376,145.2382,16.1376,1.1744,10.5698,2.3489,0.0284,0.2554,0.6622,64.8538,0.0148,126.3866
2013-05-25,0.0162,11.8135,0,318.2634,0.2978,0.7622,0.1175,16.1266,145.1393,16.1266,1.1725,10.5521,2.3449,0.0289,0.2603,0.6749,64.8661,0.0157,126.3866
2013-05-26,0.0149,12.6713,0,312.1235,0.2888,0.7836,0.1188,16.1156,145.0404,16.1156,1.1705,10.5343,2.341,0.0295,0.2652,0.6876,64.8784,0.0164,126.3866
2013-05-27,0.0141,12.9692,0,310.0399,0.2797,0.805,0.12,16.1046,144.9415,16.1046,1.1685,10.5165,2.337,0.03,0.2701,0.7003,64.8907,0.0171,126.3866
2013-05-28,0.0141,14.819,0,297.6378,0.2707,0.8263,0.1212,16.0936,144.8426,16.0936,1.1665,10.4987,2.333,0.0306,0.275,0.713,64.9029,0.0179,126.3866
2013-05-29,0.014,16.2132,0,288.8619,0.2617,0.8477,0.1224,16.0826,144.7437,16.0826,1.1645,10.4809,2.3291,0.0311,0.2799,0.7257,64.9152,0.0186,126.3866
2013-05-30,0.0132,16.7999,0,285.3063,0.2527,0.8691,0.1237,16.0717,144.6449,16.0717,1.1626,10.4632,2.3251,0.0316,0.2848,0.7384,64.9275,0.02,126.3866
2013-05-31,0.0143,17.0846,0,283.609,0.2436,0.8905,0.1249,16.0607,144.546,16.0607,1.1606,10.4454,2.3212,0.0315,0.2836,0.7353,64.9397,0.0214,126.3866
2013-06-01,0.0136,17.2773,0,282.4703,0.2346,0.9119,0.1261,16.0497,144.4471,16.0497,1.1586,10.4276,2.3172,0.0314,0.2824,0.7322,64.952,0.0302,126.3866
2013-06-02,0.0175,16.9819,0,284.2192,0.2256,0.9332,0.1273,16.0387,144.3482,16.0387,1.1566,10.4098,2.3133,0.0312,0.2812,0.7291,64.9643,0.0302,126.3866
2013-06-03,0.0155,16.8058,0,285.2707,0.2166,0.9546,0.1286,16.0277,144.2493,16.0277,1.1547,10.3921,2.3093,0.0311,0.28,0.726,64.9766,0.0301,126.3866
2013-06-04,0.0133,16.4354,0,287.506,0.2075,0.976,0.1298,16.0167,144.1504,16.0167,1.1527,10.3743,2.3054,0.031,0.2788,0.7228,64.9888,0.03,126.3866
2013-06-05,0.0123,16.0664,0,289.7645,0.1985,0.9974,0.131,16.0057,144.0515,16.0057,1.1507,10.3565,2.3014,0.0308,0.2776,0.7197,65.0011,0.03,126.3866
2013-06-06,0.0577,15.2289,0,295.0089,0.1895,1.0188,0.1322,15.9947,143.9526,15.9947,1.1487,10.3387,2.2975,0.0307,0.2764,0.7166,65.0134,0.0287,126.3866
2013-06-07,0.0459,15.0014,0,296.4629,0.1805,1.0401,0.1335,15.9837,143.8537,15.9837,1.1468,10.3209,2.2935,0.0306,0.2752,0.7135,65.0256,0.0274,126.3866
2013-06-08,0.0332,15.4024,0,293.9083,0.1715,1.0615,0.1347,15.9728,143.7548,15.9728,1.1448,10.3032,2.2896,0.0304,0.274,0.7104,65.0379,0.0273,126.3866
2013-06-09,0.0245,16.302,0,288.3189,0.1624,1.0829,0.1359,15.9618,143.6559,15.9618,1.1428,10.2854,2.2856,0.0303,0.2728,0.7073,65.0502,0.0271,126.3866
2013-06-10,0.0265,16.6768,0,286.0458,0.1534,1.1043,0.1371,15.9508,143.5571,15.9508,1.1408,10.2676,2.2817,0.0302,0.2716,0.7041,65.0624,0.0269,126.3866
2013-06-11,0.0286,16.4208,0,287.5946,0.1444,1.1257,0.1384,15.9398,143.4582,15.9398,1.1389,10.2498,2.2777,0.03,0.2704,0.701,65.0747,0.0275,126.3866
2013-06-12,0.0233,17.17,0,283.1032,0.1354,1.147,0.1396,15.9288,143.3593,15.9288,1.1369,10.2321,2.2738,0.0299,0.2692,0.6979,65.087,0.0254,126.3866
2013-06-13,0.0219,17.817,0,279.324,0.1263,1.1684,0.1408,15.9178,143.2604,15.9178,1.1349,10.2143,2.2698,0.0298,0.268,0.6948,65.0993,0.024,126.3866
2013-06-14,0.0182,16.3374,0,288.1028,0.1173,1.1898,0.142,15.9068,143.1615,15.9068,1.1329,10.1965,2.2659,0.0302,0.2716,0.7041,65.1115,0.0226,126.3866
2013-06-15,0.0159,16.3401,0,288.0862,0.1083,1.2112,0.1432,15.8958,143.0626,15.8958,1.131,10.1787,2.2619,0.0306,0.2752,0.7134,65.1238,0.0218,126.3866
2013-06-16,0.0151,16.9004,0,284.7049,0.0993,1.2326,0.1445,15.8849,142.9637,15.8849,1.129,10.1609,2.258,0.031,0.2788,0.7227,65.1361,0.0221,126.3866
2013-06-17,0.0151,17.4589,0,281.4049,0.0902,1.2539,0.1457,15.8739,142.8648,15.8739,1.127,10.1432,2.254,0.0314,0.2824,0.732,65.1483,0.0223,126.3866
