"DateTime","Runoff_m3s"
2013-05-15,0
2013-05-16,0
2013-05-17,0.00219699496458333
2013-05-18,0.00669485501770833
2013-05-19,0.00898526510625
2013-05-20,0.00738203753541667
2013-05-21,0.00289463248229167
2013-05-22,0.009976619946875
2013-05-23,0.0114922974822917
2013-05-24,0.00151941753541667
2013-05-25,3.74e-06
2013-05-26,0
2013-05-27,0
2013-05-28,0
2013-05-29,0
2013-05-30,0
2013-05-31,0
2013-06-01,0.00010812
2013-06-02,0.006546104840625
2013-06-03,0.006733359840625
2013-06-04,0.000295375
2013-06-05,8.21525e-05
2013-06-06,0.0175193499822917
2013-06-07,0.0204642600177083
2013-06-08,0.005011855053125
2013-06-09,0.003987605053125
2013-06-10,0.00458804501770833
2013-06-11,0.00385402753541667
2013-06-12,0.001597745053125
2013-06-13,0.00281277757083333
2013-06-14,0.00248382757083333
2013-06-15,0
2013-06-16,0.0001850875
2013-06-17,0.0009329175
2013-06-18,0.00489247258854167
2013-06-19,0.00797733510625
2013-06-20,0.00383269251770833
2013-06-21,0.00030685
2013-06-22,0.0003123325
2013-06-23,5.4825e-06
2013-06-24,0.000561339982291667
2013-06-25,0.000561339982291667
2013-06-26,0.00451430742916667
2013-06-27,0.00470156242916667
2013-06-28,0.000278715
2013-06-29,0.00175537753541667
2013-06-30,0.00434447757083333
2013-07-01,0.00289348503541667
2013-07-02,0.0232033426947917
2013-07-03,0.0437030475354167
2013-07-04,0.04019301446875
2013-07-05,0.019804022128125
2013-07-06,0.00065433
2013-07-07,0.002952007446875
2013-07-08,0.002627944946875
2013-07-09,6.63e-06
2013-07-10,0.0176059220572917
2013-07-11,0.0197842171458333
2013-07-12,0.00232717258854167
2013-07-13,0.00346948746458333
2013-07-14,0.00404990998229167
2013-07-15,0.000827007517708333
2013-07-16,0.00173608253541667
2013-07-17,0.00164500503541667
2013-07-18,6.63e-06
2013-07-19,9.97475e-05
2013-07-20,0.0001014475
2013-07-21,0.000220745
2013-07-22,0.00164521753541667
2013-07-23,0.00152383753541667
2013-07-24,9.7665e-05
2013-07-25,0.0003449725
2013-07-26,0.0003449725
2013-07-27,0.005264050053125
2013-07-28,0.005264050053125
2013-07-29,0
2013-07-30,0
2013-07-31,0.000289085
2013-08-01,0.00317738496458333
2013-08-02,0.00288829996458333
2013-08-03,2.21e-06
2013-08-04,2.21e-06
2013-08-05,0
2013-08-06,0.00467967503541667
2013-08-07,0.005161242553125
2013-08-08,0.00826582508854167
2013-08-09,0.0102158100177083
2013-08-10,0.002434612446875
2013-08-11,0.002723612553125
2013-08-12,0.003300422553125
2013-08-13,0.00239351501770833
2013-08-14,0.00181364501770833
2013-08-15,0
2013-08-16,0
2013-08-17,0.0102152574291667
2013-08-18,0.0112335149291667
2013-08-19,0.0034530825
2013-08-20,0.002434825
2013-08-21,0.0017057375
2013-08-22,0.0018565275
2013-08-23,0.00065093
2013-08-24,0.00050014
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,0.000706350017708333
2013-08-29,0.0016878025
2013-08-30,0.000981452482291667
2013-08-31,0.00205682996458333
2013-09-01,0.00217145246458333
2013-09-02,0.0001146225
2013-09-03,0
2013-09-04,2.7795e-05
2013-09-05,2.7795e-05
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,0.0001557625
2013-09-11,0.0005687775
2013-09-12,0.000466055
2013-09-13,5.304e-05
2013-09-14,0
2013-09-15,0
2013-09-16,3.7825e-06
2013-09-17,3.7825e-06
2013-09-18,0
2013-09-19,0
2013-09-20,0.00594902262395833
2013-09-21,0.0105653300885417
2013-09-22,0.00462068496458333
2013-09-23,4.3775e-06
2013-09-24,0
2013-09-25,9.66875e-05
2013-09-26,9.673e-05
2013-09-27,4.25e-08
2013-09-28,0
2013-09-29,0
2013-09-30,0
2013-10-01,0
2013-10-02,0
2013-10-03,0
2013-10-04,0
2013-10-05,0
2013-10-06,0
2013-10-07,0.018116007446875
2013-10-08,0.018171682446875
2013-10-09,0.000153255
2013-10-10,0.00171236748229167
2013-10-11,0.00161478748229167
2013-10-12,0.0011575725
2013-10-13,0.001352775
2013-10-14,0.00375610753541667
2013-10-15,0.00367459253541667
2013-10-16,0.00011849
2013-10-17,0.000578765
2013-10-18,0.0005739625
2013-10-19,0
2013-10-20,0
2013-10-21,0
2013-10-22,0
2013-10-23,0.00024293
2013-10-24,0.00024293
2013-10-25,5.1e-07
2013-10-26,8.075e-07
2013-10-27,2.975e-07
2013-10-28,0
2013-10-29,1.04975e-05
2013-10-30,0.0002337925
2013-10-31,0.0002249525
2013-11-01,0.00047039
2013-11-02,0.0004693275
2013-11-03,5.95e-07
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0.0035748025
2013-11-16,0.0048489525
2013-11-17,0.0029449525
2013-11-18,0.002222155
2013-11-19,0.0005513525
2013-11-20,0
2013-11-21,0
2013-11-22,2.8305e-05
2013-11-23,2.8305e-05
2013-11-24,0
2013-11-25,1.6745e-05
2013-11-26,0.0563296729607107
2013-11-27,0.0608030902454187
2013-11-28,0.00486443953362945
2013-11-29,0.00104842049412981
2013-11-30,0.00105346493083618
2013-12-01,0.00188840776076857
