time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,PHS_frp_ads,CAR_dic,SIL_rsi
2013-05-15,0.016,15.6645,0,292.2598,0.388,0.5484,0.1053,16.2365,146.1282,16.2365,11.922,2.3844,0.1825,0.4258,0.1053,64.7434,126.3866
2013-05-16,0.015,15.3409,0,294.2972,0.379,0.5698,0.1065,16.2255,146.0293,16.2255,11.9023,2.3805,0.4514,1.0533,0.1065,64.7557,126.3866
2013-05-17,0.0141,15.2883,0,294.6308,0.37,0.5911,0.1077,16.2145,145.9304,16.2145,11.8825,2.3765,0.4267,0.9956,0.1077,64.7679,126.3866
2013-05-18,0.017,14.9034,0,297.0926,0.361,0.6125,0.109,16.2035,145.8316,16.2035,11.8628,2.3726,0.402,0.9379,0.109,64.7802,126.3866
2013-05-19,0.0241,14.6352,0,298.83,0.3519,0.6339,0.1102,16.1925,145.7327,16.1925,11.843,2.3686,0.3772,0.8802,0.1102,64.7925,126.3866
2013-05-20,0.0385,14.3989,0,300.376,0.3429,0.6553,0.1114,16.1815,145.6338,16.1815,11.8233,2.3647,0.3525,0.8226,0.1114,64.8048,126.3866
2013-05-21,0.0264,15.2562,0,294.8347,0.3339,0.6767,0.1126,16.1705,145.5349,16.1705,11.8035,2.3607,0.3278,0.7649,0.1126,64.817,126.3866
2013-05-22,0.0204,16.0264,0,290.0111,0.3249,0.698,0.1139,16.1596,145.436,16.1596,11.7838,2.3568,0.3031,0.7072,0.1139,64.8293,126.3866
2013-05-23,0.0197,15.6816,0,292.1532,0.3158,0.7194,0.1151,16.1486,145.3371,16.1486,11.764,2.3528,0.2784,0.6495,0.1151,64.8416,126.3866
2013-05-24,0.0186,13.7595,0,304.6305,0.3068,0.7408,0.1163,16.1376,145.2382,16.1376,11.7443,2.3489,0.2838,0.6622,0.1163,64.8538,126.3866
2013-05-25,0.0162,11.8135,0,318.2634,0.2978,0.7622,0.1175,16.1266,145.1393,16.1266,11.7245,2.3449,0.2892,0.6749,0.1175,64.8661,126.3866
2013-05-26,0.0149,12.6713,0,312.1235,0.2888,0.7836,0.1188,16.1156,145.0404,16.1156,11.7048,2.341,0.2947,0.6876,0.1188,64.8784,126.3866
2013-05-27,0.0141,12.9692,0,310.0399,0.2797,0.805,0.12,16.1046,144.9415,16.1046,11.685,2.337,0.3001,0.7003,0.12,64.8907,126.3866
2013-05-28,0.0141,14.819,0,297.6378,0.2707,0.8263,0.1212,16.0936,144.8426,16.0936,11.6652,2.333,0.3056,0.713,0.1212,64.9029,126.3866
2013-05-29,0.014,16.2132,0,288.8619,0.2617,0.8477,0.1224,16.0826,144.7437,16.0826,11.6455,2.3291,0.311,0.7257,0.1224,64.9152,126.3866
2013-05-30,0.0132,16.7999,0,285.3063,0.2527,0.8691,0.1237,16.0717,144.6449,16.0717,11.6257,2.3251,0.3165,0.7384,0.1237,64.9275,126.3866
2013-05-31,0.0143,17.0846,0,283.609,0.2436,0.8905,0.1249,16.0607,144.546,16.0607,11.606,2.3212,0.3151,0.7353,0.1249,64.9397,126.3866
2013-06-01,0.0136,17.2773,0,282.4703,0.2346,0.9119,0.1261,16.0497,144.4471,16.0497,11.5862,2.3172,0.3138,0.7322,0.1261,64.952,126.3866
2013-06-02,0.0175,16.9819,0,284.2192,0.2256,0.9332,0.1273,16.0387,144.3482,16.0387,11.5665,2.3133,0.3125,0.7291,0.1273,64.9643,126.3866
2013-06-03,0.0155,16.8058,0,285.2707,0.2166,0.9546,0.1286,16.0277,144.2493,16.0277,11.5467,2.3093,0.3111,0.726,0.1286,64.9766,126.3866
2013-06-04,0.0133,16.4354,0,287.506,0.2075,0.976,0.1298,16.0167,144.1504,16.0167,11.527,2.3054,0.3098,0.7228,0.1298,64.9888,126.3866
2013-06-05,0.0123,16.0664,0,289.7645,0.1985,0.9974,0.131,16.0057,144.0515,16.0057,11.5072,2.3014,0.3085,0.7197,0.131,65.0011,126.3866
2013-06-06,0.0577,15.2289,0,295.0089,0.1895,1.0188,0.1322,15.9947,143.9526,15.9947,11.4875,2.2975,0.3071,0.7166,0.1322,65.0134,126.3866
2013-06-07,0.0459,15.0014,0,296.4629,0.1805,1.0401,0.1335,15.9837,143.8537,15.9837,11.4677,2.2935,0.3058,0.7135,0.1335,65.0256,126.3866
2013-06-08,0.0332,15.4024,0,293.9083,0.1715,1.0615,0.1347,15.9728,143.7548,15.9728,11.448,2.2896,0.3044,0.7104,0.1347,65.0379,126.3866
2013-06-09,0.0245,16.302,0,288.3189,0.1624,1.0829,0.1359,15.9618,143.6559,15.9618,11.4282,2.2856,0.3031,0.7073,0.1359,65.0502,126.3866
2013-06-10,0.0265,16.6768,0,286.0458,0.1534,1.1043,0.1371,15.9508,143.5571,15.9508,11.4085,2.2817,0.3018,0.7041,0.1371,65.0624,126.3866
2013-06-11,0.0286,16.4208,0,287.5946,0.1444,1.1257,0.1384,15.9398,143.4582,15.9398,11.3887,2.2777,0.3004,0.701,0.1384,65.0747,126.3866
2013-06-12,0.0233,17.17,0,283.1032,0.1354,1.147,0.1396,15.9288,143.3593,15.9288,11.369,2.2738,0.2991,0.6979,0.1396,65.087,126.3866
2013-06-13,0.0219,17.817,0,279.324,0.1263,1.1684,0.1408,15.9178,143.2604,15.9178,11.3492,2.2698,0.2978,0.6948,0.1408,65.0993,126.3866
2013-06-14,0.0182,16.3374,0,288.1028,0.1173,1.1898,0.142,15.9068,143.1615,15.9068,11.3294,2.2659,0.3018,0.7041,0.142,65.1115,126.3866
2013-06-15,0.0159,16.3401,0,288.0862,0.1083,1.2112,0.1432,15.8958,143.0626,15.8958,11.3097,2.2619,0.3057,0.7134,0.1432,65.1238,126.3866
2013-06-16,0.0151,16.9004,0,284.7049,0.0993,1.2326,0.1445,15.8849,142.9637,15.8849,11.2899,2.258,0.3097,0.7227,0.1445,65.1361,126.3866
2013-06-17,0.0151,17.4589,0,281.4049,0.0902,1.2539,0.1457,15.8739,142.8648,15.8739,11.2702,2.254,0.3137,0.732,0.1457,65.1483,126.3866
2013-06-18,0.0175,17.2315,0,282.7403,0.0812,1.2753,0.1469,15.8629,142.7659,15.8629,11.2504,2.2501,0.3177,0.7414,0.1469,65.1606,126.3866
2013-06-19,0.015,16.8644,0,284.9203,0.0722,1.2967,0.1481,15.8519,142.667,15.8519,11.2307,2.2461,0.3217,0.7507,0.1481,65.1729,126.3866
