time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,PHS_frp_ads,CAR_dic,SIL_rsi
2013-06-20,0.0137,17.1284,0,283.3491,0.0632,1.3181,0.1494,15.8409,142.5681,15.8409,11.2109,2.2422,0.3257,0.76,0.1494,65.1852,126.3866
2013-06-21,0.0128,17.1276,0,283.3541,0.0541,1.3395,0.1506,15.8299,142.4693,15.8299,11.1912,2.2382,0.3297,0.7693,0.1506,65.1974,126.3866
2013-06-22,0.0125,16.9172,0,284.6048,0.0451,1.3608,0.1518,15.8189,142.3704,15.8189,11.1714,2.2343,0.3337,0.7786,0.1518,65.2097,126.3866
2013-06-23,0.0122,17.9521,0,278.5466,0.0361,1.3822,0.153,15.8079,142.2715,15.8079,11.1517,2.2303,0.3377,0.7879,0.153,65.222,126.3866
2013-06-24,0.0117,18.4985,0,275.4399,0.0271,1.4036,0.1543,15.797,142.1726,15.797,11.1319,2.2264,0.3417,0.7972,0.1543,65.2342,126.3866
2013-06-25,0.0115,18.6259,0,274.7245,0.018,1.425,0.1555,15.786,142.0737,15.786,11.1122,2.2224,0.3457,0.8066,0.1555,65.2465,126.3866
2013-06-26,0.0155,18.5155,0,275.3443,0.009,1.4464,0.1567,15.775,141.9748,15.775,11.0924,2.2185,0.3497,0.8159,0.1567,65.2588,126.3866
2013-06-27,0.0127,18.0691,0,277.8763,0,1.4677,0.1579,15.764,141.8759,15.764,11.0727,2.2145,0.3537,0.8252,0.1579,65.2711,126.3866
2013-06-28,0.0119,18.8083,0,273.706,0.1109,1.3038,0.1509,15.753,141.777,15.753,11.1075,2.2215,0.4002,0.9337,0.1509,65.2833,126.3866
2013-06-29,0.0113,18.5847,0,274.9558,0.2217,1.1398,0.1439,15.742,141.6781,15.742,11.1423,2.2285,0.4467,1.0422,0.1439,65.2956,126.3866
2013-06-30,0.0113,18.5663,0,275.0592,0.3326,0.9758,0.1369,15.731,141.5792,15.731,11.1771,2.2354,0.4932,1.1507,0.1369,65.3079,126.3866
2013-07-01,0.0109,18.6531,0,274.5722,0.4435,0.8118,0.1299,15.72,141.4803,15.72,11.2119,2.2424,0.5397,1.2592,0.1299,65.3201,126.3866
2013-07-02,0.0407,18.3465,0,276.2982,0.5543,0.6478,0.1228,15.709,141.3814,15.709,11.2467,2.2493,0.5862,1.3677,0.1228,65.3324,126.3866
2013-07-03,0.0816,17.1885,0,282.9937,0.6652,0.4839,0.1158,15.6981,141.2826,15.6981,11.2815,2.2563,0.6327,1.4762,0.1158,65.3447,126.3866
2013-07-04,0.0947,17.1304,0,283.3374,0.6583,0.4859,0.1145,15.6871,141.1837,15.6871,11.2761,2.2552,0.6087,1.4204,0.1145,65.357,126.3866
2013-07-05,0.0584,17.2282,0,282.7594,0.6513,0.4879,0.1132,15.6761,141.0848,15.6761,11.2708,2.2542,0.5848,1.3645,0.1132,65.3692,126.3866
2013-07-06,0.0372,17.5745,0,280.7301,0.6444,0.4899,0.1119,15.6651,140.9859,15.6651,11.2654,2.2531,0.5608,1.3086,0.1119,65.3815,126.3866
2013-07-07,0.0302,17.6027,0,280.5658,0.6375,0.4919,0.1106,15.6541,140.887,15.6541,11.26,2.252,0.5369,1.2528,0.1106,65.3938,126.3866
2013-07-08,0.0263,17.4857,0,281.2478,0.6305,0.494,0.1092,15.6431,140.7881,15.6431,11.2547,2.2509,0.513,1.1969,0.1092,65.406,126.3866
2013-07-09,0.0222,18.0057,0,278.2388,0.6236,0.496,0.1079,15.6321,140.6892,15.6321,11.2493,2.2499,0.489,1.141,0.1079,65.4183,126.3866
2013-07-10,0.0763,18.1316,0,277.5193,0.6167,0.498,0.1066,15.6211,140.5903,15.6211,11.244,2.2488,0.4651,1.0852,0.1066,65.4306,126.3866
2013-07-11,0.0748,17.1228,0,283.3824,0.6098,0.5,0.1053,15.6102,140.4914,15.6102,11.2386,2.2477,0.4411,1.0293,0.1053,65.4428,126.3866
2013-07-12,0.059,16.7647,0,285.5175,0.6889,0.7258,0.1068,15.5992,140.3925,15.5992,10.975,2.195,0.4073,0.9503,0.1068,65.4551,126.3866
2013-07-13,0.0437,16.7162,0,285.8084,0.7681,0.9516,0.1083,15.5882,140.2936,15.5882,10.7114,2.1423,0.3734,0.8712,0.1083,65.4674,126.3866
2013-07-14,0.0423,17.545,0,280.9019,0.8473,1.1774,0.1098,15.5772,140.1948,15.5772,10.4477,2.0895,0.3395,0.7922,0.1098,65.4797,126.3866
2013-07-15,0.0348,17.6819,0,280.106,0.9265,1.4032,0.1113,15.5662,140.0959,15.5662,10.1841,2.0368,0.3056,0.7132,0.1113,65.4919,126.3866
2013-07-16,0.0294,18.1255,0,277.5538,1.0057,1.629,0.1128,15.5552,139.997,15.5552,9.9205,1.9841,0.3289,0.7675,0.1128,65.5042,126.3866
2013-07-17,0.0264,18.5191,0,275.3244,1.0849,1.8548,0.1143,15.5442,139.8981,15.5442,9.6569,1.9314,0.3522,0.8218,0.1143,65.5165,126.3866
2013-07-18,0.025,18.5864,0,274.9464,1.1641,2.0806,0.1158,15.5332,139.7992,15.5332,9.3933,1.8787,0.3755,0.8761,0.1158,65.5287,126.3866
2013-07-19,0.0234,18.7781,0,273.8742,1.1007,1.9171,0.1173,15.5223,139.7003,15.5223,9.5729,1.9146,0.3988,0.9305,0.1173,65.541,126.3866
2013-07-20,0.0222,18.7441,0,274.0641,1.0374,1.7535,0.1188,15.5113,139.6014,15.5113,9.7526,1.9505,0.4225,0.9859,0.1188,65.5533,126.3866
2013-07-21,0.022,18.5808,0,274.9774,0.974,1.5899,0.1203,15.5003,139.5025,15.5003,9.9323,1.9865,0.4463,1.0414,0.1203,65.5656,126.3866
2013-07-22,0.0209,18.5806,0,274.9786,0.9107,1.4263,0.1218,15.4893,139.4036,15.4893,10.1119,2.0224,0.4701,1.0968,0.1218,65.5778,126.3866
2013-07-23,0.0199,18.6673,0,274.493,0.8473,1.2627,0.1233,15.4783,139.3047,15.4783,10.2916,2.0583,0.4938,1.1523,0.1233,65.5901,126.3866
2013-07-24,0.0185,18.6218,0,274.7478,0.784,1.0991,0.1248,15.4673,139.2058,15.4673,10.4713,2.0943,0.5176,1.2077,0.1248,65.6024,126.3866
2013-07-25,0.0171,17.882,0,278.9497,0.7206,0.9355,0.1264,15.4563,139.107,15.4563,10.6509,2.1302,0.5414,1.2632,0.1264,65.6146,126.3866
2013-07-26,0.0163,17.6117,0,280.5137,0.5405,0.9677,0.129,15.4453,139.0081,15.4453,10.7647,2.1529,0.5231,1.2207,0.129,65.6269,126.3866
2013-07-27,0.0178,17.5374,0,280.9462,0.3603,1,0.1316,15.4344,138.9092,15.4344,10.8785,2.1757,0.5049,1.1781,0.1316,65.6392,126.3866
2013-07-28,0.017,17.6271,0,280.4241,0.1802,1.0323,0.1343,15.4234,138.8103,15.4234,10.9923,2.1985,0.4867,1.1356,0.1343,65.6515,126.3866
2013-07-29,0.0152,17.2864,0,282.4169,0,1.0645,0.1369,15.4124,138.7114,15.4124,11.1061,2.2212,0.4685,1.0931,0.1369,65.6637,126.3866
2013-07-30,0.0141,16.7171,0,285.8034,0.1293,1.0108,0.1369,15.4014,138.6125,15.4014,11.0336,2.2067,0.5547,1.2942,0.1369,65.676,126.3866
2013-07-31,0.0139,16.8929,0,284.7497,0.2587,0.957,0.1369,15.3904,138.5136,15.3904,10.9612,2.1922,0.6409,1.4954,0.1369,65.6883,126.3866
2013-08-01,0.0149,17.3035,0,282.3158,0.388,0.9032,0.1369,15.3794,138.4147,15.3794,10.8888,2.1778,0.7271,1.6966,0.1369,65.7005,126.3866
2013-08-02,0.0135,17.4836,0,281.2599,0.5266,0.9597,0.1395,15.3684,138.3158,15.3684,10.7168,2.1434,0.6224,1.4523,0.1395,65.7128,126.3866
2013-08-03,0.0128,17.4031,0,281.7311,0.6652,1.0161,0.1421,15.3574,138.2169,15.3574,10.5448,2.109,0.5177,1.2081,0.1421,65.7251,126.3866
2013-08-04,0.0124,17.6832,0,280.0981,0.8038,1.0726,0.1448,15.3464,138.118,15.3464,10.3728,2.0746,0.4131,0.9638,0.1448,65.7373,126.3866
2013-08-05,0.0112,16.978,0,284.2422,0.9424,1.129,0.1474,15.3355,138.0191,15.3355,10.2008,2.0402,0.3084,0.7195,0.1474,65.7496,126.3866
2013-08-06,0.0122,17.6144,0,280.498,0.7576,1.1075,0.1544,15.3245,137.9203,15.3245,10.3633,2.0727,0.388,0.9052,0.1544,65.7619,126.3866
2013-08-07,0.0123,17.7993,0,279.4266,0.5728,1.086,0.1615,15.3135,137.8214,15.3135,10.5257,2.1051,0.4675,1.0909,0.1615,65.7742,126.3866
2013-08-08,0.0215,18.2041,0,277.1063,0.388,1.0645,0.1685,15.3025,137.7225,15.3025,10.6882,2.1376,0.5471,1.2766,0.1685,65.7864,126.3866
2013-08-09,0.0168,18.6922,0,274.3538,0.4804,1.0968,0.1685,15.2915,137.6236,15.2915,10.5748,2.115,0.4863,1.1348,0.1685,65.7987,126.3866
2013-08-10,0.0133,19.0254,0,272.5026,0.5728,1.129,0.1685,15.2805,137.5247,15.2805,10.4615,2.0923,0.4256,0.993,0.1685,65.811,126.3866
2013-08-11,0.0148,18.9965,0,272.6626,0.6652,1.1613,0.1685,15.2695,137.4258,15.2695,10.3482,2.0696,0.3648,0.8512,0.1685,65.8232,126.3866
2013-08-12,0.0139,19.0271,0,272.4934,0.7576,1.1935,0.1685,15.2585,137.3269,15.2585,10.2349,2.047,0.304,0.7093,0.1685,65.8355,126.3866
2013-08-13,0.0132,18.6297,0,274.7035,0.85,1.2258,0.1685,15.2476,137.228,15.2476,10.1215,2.0243,0.3544,0.8269,0.1685,65.8478,126.3866
2013-08-14,0.0116,17.4462,0,281.4786,0.9424,1.2581,0.1685,15.2366,137.1291,15.2366,10.0082,2.0016,0.4047,0.9444,0.1685,65.8601,126.3866
2013-08-15,0.0102,15.8383,0,291.1757,0.4435,1,0.1579,15.2256,137.0302,15.2256,10.6295,2.1259,0.4583,1.0693,0.1579,65.8723,126.3866
2013-08-16,0.0101,15.5866,0,292.7483,0.5913,1,0.1562,15.2146,136.9313,15.2146,10.4969,2.0994,0.447,1.043,0.1562,65.8846,126.3866
2013-08-17,0.0104,15.5488,0,292.9858,0.7391,1,0.1544,15.2036,136.8325,15.2036,10.3643,2.0729,0.4357,1.0167,0.1544,65.8969,126.3866
2013-08-18,0.0199,16.0686,0,289.7503,0.8869,1,0.1527,15.1926,136.7336,15.1926,10.2316,2.0463,0.4245,0.9905,0.1527,65.9091,126.3866
2013-08-19,0.0142,16.4855,0,287.2018,1.0347,1,0.1509,15.1816,136.6347,15.1816,10.099,2.0198,0.4132,0.9642,0.1509,65.9214,126.3866
2013-08-20,0.0122,17.3446,0,282.0746,1.1826,1,0.1492,15.1706,136.5358,15.1706,9.9664,1.9933,0.402,0.9379,0.1492,65.9337,126.3866
2013-08-21,0.0112,17.8079,0,279.3766,1.3304,1,0.1474,15.1597,136.4369,15.1597,9.8337,1.9667,0.3907,0.9117,0.1474,65.946,126.3866
2013-08-22,0.0112,18.0519,0,277.9746,1.2789,1.0207,0.1504,15.1487,136.338,15.1487,9.8499,1.97,0.3883,0.906,0.1504,65.9582,126.3866
2013-08-23,0.0102,18.065,0,277.8995,1.2274,1.0415,0.1534,15.1377,136.2391,15.1377,9.866,1.9732,0.3859,0.9003,0.1534,65.9705,126.3866
2013-08-24,0.0097,17.0582,0,283.7653,1.176,1.0622,0.1564,15.1267,136.1402,15.1267,9.8822,1.9764,0.3834,0.8947,0.1564,65.9828,126.3866
2013-08-25,0.0088,16.7041,0,285.8817,1.1245,1.0829,0.1594,15.1157,136.0413,15.1157,9.8983,1.9797,0.381,0.889,0.1594,65.995,126.3866
2013-08-26,0.0086,16.8538,0,284.9838,1.073,1.1037,0.1625,15.1047,135.9424,15.1047,9.9145,1.9829,0.3786,0.8834,0.1625,66.0073,126.3866
2013-08-27,0.009,17.9018,0,278.8358,1.0215,1.1244,0.1655,15.0937,135.8435,15.0937,9.9307,1.9861,0.3762,0.8777,0.1655,66.0196,126.3866
2013-08-28,0.0095,18.3146,0,276.4788,0.9701,1.1452,0.1685,15.0827,135.7447,15.0827,9.9468,1.9894,0.3737,0.8721,0.1685,66.0318,126.3866
2013-08-29,0.0091,19.0448,0,272.3956,0.9186,1.1659,0.1715,15.0718,135.6458,15.0718,9.963,1.9926,0.3713,0.8664,0.1715,66.0441,126.3866
2013-08-30,0.0082,18.8238,0,273.6202,0.8671,1.1866,0.1745,15.0608,135.5469,15.0608,9.9791,1.9958,0.3689,0.8607,0.1745,66.0564,126.3866
2013-08-31,0.0089,18.7622,0,273.963,0.8156,1.2074,0.1775,15.0498,135.448,15.0498,9.9953,1.9991,0.3665,0.8551,0.1775,66.0687,126.3866
2013-09-01,0.0087,18.7164,0,274.2188,0.7642,1.2281,0.1805,15.0388,135.3491,15.0388,10.0114,2.0023,0.364,0.8494,0.1805,66.0809,126.3866
2013-09-02,0.0082,18.9865,0,272.7179,0.7127,1.2488,0.1835,15.0278,135.2502,15.0278,10.0276,2.0055,0.3616,0.8438,0.1835,66.0932,126.3866
2013-09-03,0.0078,19.0504,0,272.3646,0.6612,1.2696,0.1865,15.0168,135.1513,15.0168,10.0438,2.0088,0.3592,0.8381,0.1865,66.1055,126.3866
2013-09-04,0.0069,17.6296,0,280.4095,0.6098,1.2903,0.1895,15.0058,135.0524,15.0058,10.0599,2.012,0.3568,0.8325,0.1895,66.1177,126.3866
2013-09-05,0.0069,17.5768,0,280.7168,0.5781,1.1659,0.1835,14.9948,134.9535,14.9948,10.1805,2.0361,0.3946,0.9206,0.1835,66.13,126.3866
2013-09-06,0.0062,17.1275,0,283.3547,0.5464,1.0415,0.1775,14.9838,134.8546,14.9838,10.3012,2.0602,0.4323,1.0088,0.1775,66.1423,126.3866
2013-09-07,0.0062,16.5518,0,286.8005,0.5147,0.9171,0.1715,14.9729,134.7557,14.9729,10.4218,2.0844,0.4701,1.0969,0.1715,66.1546,126.3866
2013-09-08,0.0066,17.4705,0,281.3366,0.4831,0.7926,0.1655,14.9619,134.6568,14.9619,10.5424,2.1085,0.5079,1.1851,0.1655,66.1668,126.3866
2013-09-09,0.0063,17.9387,0,278.6232,0.4514,0.6682,0.1594,14.9509,134.558,14.9509,10.663,2.1326,0.5457,1.2733,0.1594,66.1791,126.3866
2013-09-10,0.0126,18.5992,0,274.8745,0.4197,0.5438,0.1534,14.9399,134.4591,14.9399,10.7837,2.1567,0.5835,1.3614,0.1534,66.1914,126.3866
2013-09-11,0.0238,20.0938,0,266.7152,0.388,0.4194,0.1474,14.9289,134.3602,14.9289,10.9043,2.1809,0.6213,1.4496,0.1474,66.2036,126.3866
2013-09-12,0.0221,20.4671,0,264.7442,0.388,0.4009,0.1414,14.9179,134.2613,14.9179,10.9102,2.182,0.5845,1.3637,0.1414,66.2159,126.3866
2013-09-13,0.0211,19.1359,0,271.8935,0.388,0.3825,0.1354,14.9069,134.1624,14.9069,10.9161,2.1832,0.5477,1.2779,0.1354,66.2282,126.3866
2013-09-14,0.0207,16.9036,0,284.6856,0.388,0.3641,0.1294,14.8959,134.0635,14.8959,10.922,2.1844,0.5108,1.192,0.1294,66.2405,126.3866
2013-09-15,0.0203,16.9534,0,284.3886,0.388,0.3456,0.1233,14.885,133.9646,14.885,10.9279,2.1856,0.474,1.1061,0.1233,66.2527,126.3866
2013-09-16,0.0208,17.9103,0,278.7866,0.388,0.3272,0.1173,14.874,133.8657,14.874,10.9338,2.1868,0.4372,1.0202,0.1173,66.265,126.3866
2013-09-17,0.0202,16.5175,0,287.008,0.388,0.3088,0.1113,14.863,133.7668,14.863,10.9397,2.1879,0.4004,0.9344,0.1113,66.2773,126.3866
2013-09-18,0.0198,15.8106,0,291.3481,0.388,0.2903,0.1053,14.852,133.6679,14.852,10.9456,2.1891,0.3636,0.8485,0.1053,66.2895,126.3866
2013-09-19,0.0197,17.0147,0,284.024,0.4157,0.2984,0.1053,14.841,133.569,14.841,10.9064,2.1813,0.3718,0.8675,0.1053,66.3018,126.3866
2013-09-20,0.0215,17.6203,0,280.4635,0.4435,0.3065,0.1053,14.83,133.4702,14.83,10.8671,2.1734,0.38,0.8866,0.1053,66.3141,126.3866
2013-09-21,0.0246,17.5779,0,280.7101,0.4712,0.3145,0.1053,14.819,133.3713,14.819,10.8278,2.1656,0.3881,0.9056,0.1053,66.3264,126.3866
2013-09-22,0.0227,16.6645,0,286.12,0.4989,0.3226,0.1053,14.808,133.2724,14.808,10.7885,2.1577,0.3963,0.9247,0.1053,66.3386,126.3866
2013-09-23,0.0207,15.9394,0,290.5488,0.5266,0.3306,0.1053,14.7971,133.1735,14.7971,10.7493,2.1499,0.4045,0.9437,0.1053,66.3509,126.3866
2013-09-24,0.02,16.178,0,289.0778,0.5543,0.3387,0.1053,14.7861,133.0746,14.7861,10.71,2.142,0.4126,0.9628,0.1053,66.3632,126.3866
2013-09-25,0.0199,16.464,0,287.3327,0.582,0.3468,0.1053,14.7751,132.9757,14.7751,10.6707,2.1341,0.4208,0.9818,0.1053,66.3754,126.3866
2013-09-26,0.0201,16.8006,0,285.3019,0.6098,0.3548,0.1053,14.7641,132.8768,14.7641,10.6314,2.1263,0.4201,0.9802,0.1053,66.3877,126.3866
2013-09-27,0.0199,16.13,0,289.3727,0.6375,0.3629,0.1053,14.7531,132.7779,14.7531,10.5922,2.1184,0.4194,0.9785,0.1053,66.4,126.3866
2013-09-28,0.019,16.0029,0,290.1559,0.6652,0.371,0.1053,14.7421,132.679,14.7421,10.5529,2.1106,0.4186,0.9768,0.1053,66.4122,126.3866
2013-09-29,0.0193,15.3435,0,294.2807,0.7105,0.3651,0.1053,14.7311,132.5801,14.7311,10.5105,2.1021,0.4179,0.9752,0.1053,66.4245,126.3866
2013-09-30,0.0185,15.7184,0,291.9227,0.7559,0.3592,0.1053,14.7201,132.4812,14.7201,10.4682,2.0936,0.4172,0.9735,0.1053,66.4368,126.3866
2013-10-01,0.0185,16.5038,0,287.0913,0.8012,0.3534,0.1053,14.7091,132.3823,14.7091,10.4258,2.0852,0.4165,0.9719,0.1053,66.4491,126.3866
2013-10-02,0.0185,16.8859,0,284.7914,0.8466,0.3475,0.1053,14.6982,132.2835,14.6982,10.3834,2.0767,0.4158,0.9702,0.1053,66.4613,126.3866
2013-10-03,0.018,17.4533,0,281.4372,0.892,0.3416,0.1053,14.6872,132.1846,14.6872,10.3411,2.0682,0.4151,0.9685,0.1053,66.4736,126.3866
2013-10-04,0.0179,17.9701,0,278.4431,0.9373,0.3358,0.1053,14.6762,132.0857,14.6762,10.2987,2.0597,0.4144,0.9669,0.1053,66.4859,126.3866
2013-10-05,0.018,18.4749,0,275.573,0.9827,0.3299,0.1053,14.6652,131.9868,14.6652,10.2564,2.0513,0.4137,0.9652,0.1053,66.4981,126.3866
2013-10-06,0.0171,18.5284,0,275.2717,1.028,0.324,0.1053,14.6542,131.8879,14.6542,10.214,2.0428,0.4129,0.9635,0.1053,66.5104,126.3866
2013-10-07,0.0293,17.5443,0,280.9061,1.0734,0.3182,0.1053,14.6432,131.789,14.6432,10.1716,2.0343,0.4122,0.9619,0.1053,66.5227,126.3866
2013-10-08,0.0198,15.1973,0,295.2098,1.1187,0.3123,0.1053,14.6322,131.6901,14.6322,10.1293,2.0259,0.4115,0.9602,0.1053,66.535,126.3866
2013-10-09,0.0184,14.646,0,298.7595,1.1641,0.3065,0.1053,14.6212,131.5912,14.6212,10.0869,2.0174,0.4108,0.9586,0.1053,66.5472,126.3866
2013-10-10,0.0209,14.5663,0,299.2796,1.0611,0.2719,0.1038,14.6103,131.4923,14.6103,10.192,2.0384,0.4105,0.9579,0.1038,66.5595,126.3866
2013-10-11,0.0196,15.8493,0,291.1078,0.9582,0.2373,0.1023,14.5993,131.3934,14.5993,10.2972,2.0594,0.4103,0.9573,0.1023,66.5718,126.3866
2013-10-12,0.0192,16.096,0,289.5816,0.8552,0.2028,0.1008,14.5883,131.2945,14.5883,10.4023,2.0805,0.41,0.9567,0.1008,66.584,126.3866
2013-10-13,0.0184,16.1608,0,289.1833,0.7523,0.1682,0.0993,14.5773,131.1957,14.5773,10.5074,2.1015,0.4098,0.9561,0.0993,66.5963,126.3866
2013-10-14,0.019,15.8554,0,291.0696,0.6494,0.1336,0.0978,14.5663,131.0968,14.5663,10.6126,2.1225,0.4095,0.9555,0.0978,66.6086,126.3866
2013-10-15,0.0178,15.185,0,295.2882,0.5464,0.0991,0.0963,14.5553,130.9979,14.5553,10.7177,2.1435,0.4092,0.9549,0.0963,66.6209,126.3866
2013-10-16,0.0174,15.4341,0,293.7083,0.4435,0.0645,0.0948,14.5443,130.899,14.5443,10.8228,2.1646,0.409,0.9543,0.0948,66.6331,126.3866
2013-10-17,0.0175,16.0059,0,290.1372,0.4514,0.0645,0.0948,14.5333,130.8001,14.5333,10.8068,2.1614,0.4083,0.9526,0.0948,66.6454,126.3866
2013-10-18,0.0177,14.1977,0,301.703,0.4593,0.0645,0.0948,14.5224,130.7012,14.5224,10.7907,2.1581,0.4076,0.951,0.0948,66.6577,126.3866
