"DateTime","Depth","Observed_SIL_rsi","Modeled_SIL_rsi"
2014-04-21,0.1,133.263115845539,84.8458005544452
2014-04-21,9,59.5532789613848,61.8618892263123
2014-04-23,9,191.896271637816,62.0590209965862
2014-04-28,0.1,115.961767643142,94.1299693078114
2014-04-28,9,89.6332889480693,62.6158265732611
2014-05-05,0.1,102.716777629827,100.338591214123
2014-05-05,5,74.3725033288948,84.2499860084693
2014-05-05,9,93.4277962716378,63.5753345710436
2014-05-12,0.1,58.5330559254328,105.497444984798
2014-05-12,9,60.2003661784288,63.9432853662977
2014-05-19,0.1,184.839680426099,109.319327505638
2014-05-19,5,97.7148468708389,86.7614340621068
2014-05-19,9,52.9800599201065,64.2791653585834
2014-05-26,0.1,230.950099866844,112.631345512782
2014-05-26,5,67.7032623169108,87.9020162718889
2014-05-26,9,93.4277962716378,64.5609384330614
2014-06-02,0.1,83.5427097203728,115.446569398308
2014-06-02,9,81.0417443408788,64.747600373417
2014-06-09,0.1,116.055259653795,116.929676578618
2014-06-09,5,73.6356857523302,89.9888973712383
2014-06-09,9,66.8696071904128,65.0842822069261
2014-06-16,0.1,131.894707057257,116.75988327492
2014-06-16,9,62.7013315579228,65.3865319584084
2014-06-23,0.1,130.227396804261,118.60342934586
2014-06-23,9,86.0436750998668,65.5829256184259
2014-06-29,0.1,140.534753661784,120.48266073675
2014-06-29,5,206.706657789614,92.1599144968609
2014-06-29,9,135.444607190413,65.781614329373
2014-06-30,0.1,165.258322237017,120.758954364013
2014-06-30,5,136.171770972037,92.2375803360513
2014-06-30,9,97.6320905459388,65.8148193230147
2014-07-07,0.1,117.992676431425,120.007811200733
2014-07-07,5,123.809986684421,92.8162279672326
2014-07-07,9,164.531158455393,65.9812496675824
2014-07-14,0.1,128.900133155792,121.151896999754
2014-07-14,5,120.174167776298,93.5442961696077
2014-07-14,9,91.0876165113182,66.2058764231832
2014-07-21,0.1,143.443408788282,122.02883007317
2014-07-21,5,70.7270306258322,93.9885103956877
2014-07-21,9,83.0888149134488,66.3634457880594
2014-07-28,0.1,67.0912117177097,122.128711300287
2014-07-28,5,32.9145139813582,94.6764657492847
2014-07-28,9,66.3640479360852,66.5487108823719
2014-08-04,0.1,75.0900133155792,122.325753733515
2014-08-04,5,39.4589880159787,95.5672771942546
2014-08-04,9,115.811185086551,66.7955846496955
2014-08-11,0.1,128.172969374168,120.155093414337
2014-08-11,5,59.8195739014647,96.2626450036348
2014-08-11,9,104.176564580559,66.9388904159422
2014-08-18,0.1,117.2655126498,121.101774179119
2014-08-18,5,52.5479360852197,97.24796034372
2014-08-18,9,92.5419440745673,67.3102185039516
2014-08-25,0.1,137.657340213049,119.26064102733
2014-08-25,5,88.4807090545939,97.9414917398385
2014-08-25,9,75.4633655126498,67.6044606178854
2014-09-03,0.1,125.26431424767,120.87967672076
2014-09-03,5,61.7228362183755,98.7439942026799
2014-09-03,9,60.9996504660453,67.9401642792785
2014-09-08,0.1,106.56035286285,120.792071786617
2014-09-08,5,63.169207723036,99.0613218342249
2014-09-08,9,42.9200066577896,68.056781327789
2014-09-15,0.1,64.6155792276964,120.64100440655
2014-09-15,5,76.18655126498,100.514978391948
2014-09-15,9,76.9097370173103,68.2631228179958
2014-09-22,0.1,133.318225699068,120.150431565536
2014-09-22,5,88.4807090545939,106.512965333562
2014-09-22,9,55.9373501997337,68.6348405398701
2014-09-29,0.1,104.390795605859,119.750310391816
2014-09-29,5,63.169207723036,108.730246146705
2014-09-29,9,74.0169940079894,69.2353874700101
2014-10-06,0.1,95.7125665778961,119.11587753029
2014-10-06,5,80.5256657789614,117.611712615703
2014-10-06,9,53.0446071904128,79.8379220668125
2014-10-15,0.1,92.096637816245,115.802601544934
2014-10-15,5,72.5706225033289,116.387772263708
2014-10-15,9,60.9996504660453,90.2001217450528
2014-10-23,0.1,86.3111517976032,115.418526007495
2014-10-23,5,95.7125665778961,115.42639607797
2014-10-23,9,119.447003994674,122.025385531254
2014-11-10,0.1,90.6502663115846,98.907201612269
2014-11-10,5,75.4633655126498,98.9234833218488
2014-11-10,9,96.9049267643143,98.924029426841
