DateTime,Fsed_oxy,Fsed_oxy.1,RMSE
2022-01-09 15:44:35,-28.1875083635307,-2.88744636238151,106.114415807592
2022-01-09 15:44:24,-28.1875083635307,-2.88744636238151,106.114415807592
2022-01-09 15:44:13,-28.0120122803729,-2.82808479120355,131.364774731821
2022-01-09 15:44:03,-28.2193900279103,-2.89796268806979,230.248388466867
2022-01-09 15:43:52,-28.9914140292095,-2.89587234995159,230.186590246488
2022-01-09 15:43:41,-28.9373846155723,-2.91463102170303,293.730232920497
2022-01-09 15:43:30,-28.7021818175124,-2.8429226402866,145.571634698435
2022-01-09 15:43:19,-28.1875083635307,-2.88744636238151,106.114415807592
2022-01-09 15:43:08,-29.8360880747101,-2.87900430297895,162.007762701951
2022-01-09 15:42:57,-28.6638060625251,-2.92667233944376,190.751834236383
2022-01-09 15:42:46,-29.5324861697569,-2.89802553290846,133.429018450726
2022-01-09 15:42:36,-29.7337448705974,-2.95330345589889,217.198219841369
2022-01-09 15:42:25,-29.5565836018484,-2.84642578613732,199.792156783735
2022-01-09 15:42:14,-28.4908085291947,-2.91430562474877,170.373014349462
2022-01-09 15:42:03,-26.9280864143524,-2.88995986320937,254.940546838654
2022-01-09 15:41:52,-31.9018954809149,-2.90949528559535,183.738370101483
2022-01-09 15:41:41,-28.9591161645481,-2.95567127844451,103.431088341566
2022-01-09 15:41:30,-27.7901106057464,-2.82984464836138,262.346982677975
2022-01-09 15:41:20,-30.5367323559737,-2.80827535545814,221.833937611174
2022-01-09 15:41:07,-30.5042669269748,-2.87243585010535,290.770753076593
2022-01-09 15:40:53,-31.7156356029301,-2.88256949067142,274.430678056003
2022-01-09 15:40:39,-27.5770139326612,-2.86190169053324,133.18879191637
2022-01-09 15:40:24,-29.991381613215,-2.93128516532349,107.309885761647
2022-01-09 15:40:12,-31.031923852619,-2.80081129087617,208.532687431932
2022-01-09 15:39:59,-30.5489015615864,-2.95740364613688,332.047111077593
2022-01-09 15:39:44,-31.6603721820077,-2.85893641662951,228.741057355356
2022-01-09 15:39:33,-32.2192122741713,-3.03409060298864,235.000613580084
2022-01-09 15:39:22,-31.4406916565047,-2.974904148272,219.500096567074
2022-01-09 15:39:10,-29.8398165319196,-2.88986385819685,225.404228740877
2022-01-09 15:38:57,-32.0080620320942,-2.9097934469068,122.127487496572
2022-01-09 15:38:45,-29.3538377936665,-2.84929278567625,104.879464281388
2022-01-09 15:38:33,-27.1539895993257,-2.99240414917144,370.711181463638
2022-01-09 15:38:20,-26.0257959752053,-2.84045534997317,289.10005292663
2022-01-09 15:38:06,-27.8379711437739,-2.8846670614208,345.331463868042
2022-01-09 15:37:52,-28.9466472422706,-2.97440899481568,188.707906154369
2022-01-09 15:37:42,-31.25406870393,-2.90363664665553,292.54421653227
2022-01-09 15:37:31,-30.8125118734824,-2.96642723392312,139.052762585306
2022-01-09 15:37:20,-30.4298326288055,-2.94394610223243,216.036440137324
2022-01-09 15:37:10,-30.2710312366196,-2.85463110281228,164.054715714805
2022-01-09 15:36:59,-29.3176149706232,-2.83660743585722,205.324846372457
2022-01-09 15:36:49,-32.631414600257,-3.01869796358475,137.2125550849
2022-01-09 15:36:38,-28.5555498837592,-2.86357649759169,113.986622292466
2022-01-09 15:36:28,-22.9448302617252,-2.8,346.778323774114
2022-01-09 15:36:17,-33.2477196759016,-2.92759074746756,248.344686468203
2022-01-09 15:36:07,-23.8926762122233,-2.8497314578539,270.143134896919
2022-01-09 15:35:56,-26.5035040749907,-2.81941560099222,240.238955789268
2022-01-09 15:35:46,-25.7313640522687,-2.8,222.255733783921
2022-01-09 15:35:35,-28.3632594536772,-2.96156667972031,360.127605366957
2022-01-09 15:35:25,-30.6539902113148,-2.88423555416049,161.396922468001
2022-01-09 15:35:14,-29.5782744931451,-2.89459466402868,105.502391403454
2022-01-09 15:35:03,-28.5630376626071,-2.91469128095646,223.448801221335
2022-01-09 15:34:53,-26.7177282463985,-2.86138393488487,166.631811004469
2022-01-09 15:34:43,-27.3055583126524,-2.86814016213434,133.846092756734
2022-01-09 15:34:32,-24.9809189657672,-2.89365065502586,238.906625321762
2022-01-09 15:34:21,-30.355038294799,-2.91041703533615,158.912319923867
2022-01-09 15:34:11,-24.2698267288505,-2.8,273.454157457866
2022-01-09 15:34:00,-27.892474265287,-2.87326010456901,117.115936552715
2022-01-09 15:33:50,-28.2189916488994,-2.97221661043775,171.04278783119
2022-01-09 15:33:39,-28.6272503385695,-2.93589449322153,241.646873425327
2022-01-09 15:33:29,-27.9522407829484,-2.87934212841622,105.908472051076
2022-01-09 15:33:18,-25.7470052158029,-2.8920109393728,157.762176630082
2022-01-09 15:33:08,-23.4565124596059,-2.80091334058656,253.780995463387
2022-01-09 15:32:57,-23.5780394692718,-2.96954524885802,320.109328411627
2022-01-09 15:32:47,-25.1649799335663,-2.91142564429651,215.063972661989
2022-01-09 15:32:35,-27.3859019394218,-3.03751729945186,254.101416628073
2022-01-09 15:32:25,-24.4759256219754,-2.8324637420065,304.596851184588
2022-01-09 15:32:14,-27.121877600649,-2.88162687132403,176.271606104201
2022-01-09 15:32:04,-25.9415167897159,-2.88445264230242,132.554927349089
2022-01-09 15:31:53,-27.4308327041462,-2.97778826487572,245.19588452174
2022-01-09 15:31:42,-26.9224265400105,-2.97421072670605,271.920113802228
2022-01-09 15:31:32,-25.6321482605889,-2.89391007648581,222.792550726332
2022-01-09 15:31:21,-27.37179903139,-2.93324089317376,216.482408276536
2022-01-09 15:31:10,-24.3876075463106,-2.87303211125582,130.725753004278
2022-01-09 15:31:00,-25.2173827533856,-2.86043718215867,282.820083956548
2022-01-09 15:30:49,-28.0279682610487,-3.0033243993545,170.547129501582
2022-01-09 15:30:39,-27.6592635760824,-2.99167143837128,203.525786318933
2022-01-09 15:30:28,-27.836192237015,-2.98334589090151,257.936198535872
2022-01-09 15:30:18,-27.2881353173391,-2.94664630489142,143.385995089909
2022-01-09 15:30:07,-26.5898327762692,-2.93052189049522,120.321522885729
2022-01-09 15:29:56,-29.210205985856,-2.9948988110752,271.783163747621
2022-01-09 15:29:46,-27.4889595706484,-2.93069948275141,277.935225569897
2022-01-09 15:29:36,-27.4765258493614,-2.96608205564136,132.848912961556
2022-01-09 15:29:25,-26.9053607721704,-3.00376593331759,207.958314743689
2022-01-09 15:29:14,-28.4901301517523,-2.95225081355746,247.348525974414
2022-01-09 15:29:04,-27.9876754820497,-3.00535040017919,214.784688689824
2022-01-09 15:28:53,-27.5386532466237,-2.98018142752068,254.950120266707
2022-01-09 15:28:43,-26.1083483221269,-2.9351666785627,242.636158803734
2022-01-09 15:28:31,-26.8202125670875,-2.98454596944204,189.082694841261
2022-01-09 15:28:20,-24.8495198532121,-3.00724356076065,193.869875827991
2022-01-09 15:28:10,-28.5612946995762,-3.11904309773555,320.931232249525
2022-01-09 15:27:59,-28.4343117693481,-3.00331803711199,182.160044535544
2022-01-09 15:27:49,-26.6138206968639,-2.95498695471144,139.114572300603
2022-01-09 15:27:38,-27.4299925394121,-3.03024137612797,103.762617640057
2022-01-09 15:27:27,-25.9324806050349,-2.98039173796106,215.611759061437
2022-01-09 15:27:17,-28.1968347142499,-3.04547697345046,106.788870248698
2022-01-09 15:27:06,-27.6925033590634,-2.96705349575335,142.84191942991
2022-01-09 15:26:55,-27.3296564322139,-2.97758844104808,161.635269713004
2022-01-09 15:26:45,-25.5769162804139,-2.91011434441562,271.398722464371
2022-01-09 15:26:34,-29.6779842681014,-3.07038766560434,217.693765454774
2022-01-09 15:26:24,-28.8499886035591,-2.9839233423387,130.321230702495
2022-01-09 15:26:13,-25.1211128089747,-2.94888323567569,170.23527047324
2022-01-09 15:26:02,-25.4796633857001,-2.96355891722035,155.600010995783
2022-01-09 15:25:52,-27.6608222782502,-2.98532996731766,288.29864833066
2022-01-09 15:25:41,-26.5567275694205,-2.98612468165504,249.155506699555
2022-01-09 15:25:31,-28.2235515777578,-3.09198430254211,172.337479478345
2022-01-09 15:25:20,-28.5021446938104,-3.02757564576064,168.732453801284
2022-01-09 15:25:09,-27.2311035035347,-3.00206682370749,130.359112839822
2022-01-09 15:24:59,-27.1486105744855,-2.99160359291661,125.037831007277
2022-01-09 15:24:48,-30.2910775651575,-3.1044251558648,144.340181841076
2022-01-09 15:24:38,-28.322722251449,-3.0744451553879,323.003054217375
2022-01-09 15:24:27,-28.7205046706596,-3.0556041049476,256.534459400256
2022-01-09 15:24:16,-28.731693567188,-3.04806766599663,220.048096022584
2022-01-09 15:24:06,-28.4622232879458,-3.06663625065767,238.451692071779
2022-01-09 15:23:55,-28.5380282602401,-3.0394401279116,147.826721603664
2022-01-09 15:23:44,-28.3220377900941,-3.04980021348129,236.282872831507
2022-01-09 15:23:33,-27.442771033041,-3.03764720181765,102.236589389589
2022-01-09 15:23:22,-28.9228217428952,-3.0546824029658,250.538474078671
2022-01-09 15:23:12,-29.1022331164448,-3.05615854656202,112.376353231878
2022-01-09 15:23:01,-27.447219425329,-3.07473474424556,201.628565550743
2022-01-09 15:22:51,-28.5735696005963,-3.10311366961568,255.131119991712
2022-01-09 15:22:40,-28.3004521071054,-3.05929739435248,119.86213994811
2022-01-09 15:22:30,-28.4174346652776,-3.0559107600766,271.085659866952
2022-01-09 15:22:19,-29.729501243734,-3.05401295443654,193.627142976972
2022-01-09 15:22:08,-29.4245050793931,-3.08101188586328,167.570233317109
2022-01-09 15:21:57,-28.4263525246732,-3.05293040408672,164.608774114559
2022-01-09 15:21:46,-29.3728248797198,-3.04060930572254,201.056194797173
2022-01-09 15:21:36,-29.6819408265068,-3.05064573490086,232.417266359572
2022-01-09 15:21:25,-28.8293234010485,-3.06112819306997,224.46107708322
2022-01-09 15:21:15,-30.0109491862801,-3.05754485160654,245.570854010729
2022-01-09 15:21:04,-27.5558204206731,-3.00425893579153,157.998080603975
2022-01-09 15:20:54,-30.328797557679,-3.05129842562059,231.275866867085
2022-01-09 15:20:43,-29.1656011003359,-3.06150340247311,108.311590212314
2022-01-09 15:20:33,-30.2700916053146,-3.05487465658164,132.363914970648
2022-01-09 15:20:22,-28.4586208084669,-3.03648580944196,168.918498839934
2022-01-09 15:20:12,-29.14280333318,-3.02292403835181,263.235917734331
2022-01-09 15:20:01,-28.2157145660653,-3.06198509587423,156.628091622758
