"DateTime","Depth","Observed_NIT_nit","Modeled_NIT_nit"
2014-04-21,0.1,0.0483870967741935,0.0317429362805781
2014-04-21,9,0.032258064516129,0.000239029913037024
2014-04-28,0.1,0.0806451612903226,0.044056002654008
2014-04-28,9,0.0967741935483871,0.000337569449707397
2014-05-05,0.1,0.0967741935483871,0.0296957892011006
2014-05-05,5,0.032258064516129,0.000111112181558795
2014-05-05,9,0.0483870967741935,0.000439150161215729
2014-05-12,0.1,0,0.00923543573115397
2014-05-12,9,0.0483870967741935,0.00056980078650767
2014-05-19,0.1,0.032258064516129,0.00957980614012851
2014-05-19,5,0.0161290322580645,0.000190291144842633
2014-05-19,9,0.0483870967741935,0.000345763265502146
2014-05-26,0.1,0.032258064516129,0.00673341626537962
2014-05-26,5,0.0161290322580645,0
2014-05-26,9,0.0483870967741935,0.000800532966676084
2014-06-02,0.1,0.0645161290322581,0.0215298916032854
2014-06-02,9,0.032258064516129,0.000893089262643878
2014-06-09,0.1,0.032258064516129,0.061883359060736
2014-06-09,5,0.0806451612903226,0.000677175733095907
2014-06-09,9,1.19354838709677,0
2014-06-16,0.1,0.0483870967741935,0.0971312364897948
2014-06-16,9,0.0967741935483871,0
2014-06-23,0.1,0.0645161290322581,0.140920927351041
2014-06-23,9,0.145161290322581,1.53496296810071e-05
2014-06-29,0.1,0,0.178101971022127
2014-06-29,5,0.0161290322580645,0.0342725687803464
2014-06-29,9,0.032258064516129,0
2014-06-30,0.1,0.0161290322580645,0.181694368728805
2014-06-30,5,0.032258064516129,0.0376963627012914
2014-06-30,9,0.032258064516129,0
2014-07-07,0.1,0.0161290322580645,0.149687012919944
2014-07-07,5,0.0161290322580645,0.0633145249621873
2014-07-07,9,0.0161290322580645,0.00547330054194675
2014-07-14,0.1,0.0161290322580645,0.083171538163407
2014-07-14,5,0.032258064516129,0.0803501060294399
2014-07-14,9,0.032258064516129,0.0502284829640755
2014-07-21,0.1,0.0161290322580645,0.0782659999073405
2014-07-21,5,0.0645161290322581,0.0695838977704594
2014-07-21,9,0.0967741935483871,0.144950355469505
2014-07-28,0.1,0.032258064516129,0.0537709381237912
2014-07-28,5,0.0806451612903226,0.0225882597199818
2014-07-28,9,0.0645161290322581,0.286831395250729
2014-08-04,0.1,0.0483870967741935,0.0328724818080903
2014-08-04,5,0.0806451612903226,0
2014-08-04,9,0,0.468834077608016
2014-08-11,0.1,0.0967741935483871,0.0440036460007105
2014-08-11,5,0.0645161290322581,0
2014-08-11,9,0.0645161290322581,0.673767298074021
2014-08-18,0.1,0.0645161290322581,0.0620604564851071
2014-08-18,5,0.0806451612903226,0
2014-08-18,9,0.0967741935483871,0.815357708357113
2014-08-25,0.1,0.0967741935483871,0.0376690868517027
2014-08-25,5,0.0483870967741935,0
2014-08-25,9,0.0806451612903226,0.981715613366891
2014-09-03,0.1,0.0483870967741935,0.0440116824903034
2014-09-03,5,0.0161290322580645,0
2014-09-03,9,0.0161290322580645,1.47646465338746
2014-09-08,0.1,0.032258064516129,0.0495806950453207
2014-09-08,5,0.0161290322580645,0
2014-09-08,9,0.032258064516129,1.84331649831206
2014-09-15,0.1,0.0161290322580645,0.0240631747205049
2014-09-15,5,0.0483870967741935,0.0434839122674876
2014-09-15,9,0.0483870967741935,2.43055350643038
2014-09-22,0.1,0.0161290322580645,0.0410592230306074
2014-09-22,5,0.0161290322580645,0.311623110162869
2014-09-22,9,0.032258064516129,3.0670869100324
2014-09-29,0.1,0.0161290322580645,0.0158449211548765
2014-09-29,5,0.0161290322580645,0.410566996101875
2014-09-29,9,0.0483870967741935,3.71688857418686
2014-10-06,5,0.0161290322580645,0.181353088127017
2014-10-06,9,0.0161290322580645,3.89457991103056
2014-10-15,0.1,0,0.00777247838527071
2014-10-15,5,0.032258064516129,0.535420152195738
2014-10-15,9,0.0161290322580645,3.61414361935566
2014-10-23,0.1,0.0967741935483871,0.107790762062407
2014-10-23,5,0.0161290322580645,0.108520406825365
2014-10-23,9,0.0161290322580645,0.127394282041575
2014-11-10,0.1,0.032258064516129,5.24145990380156e-05
2014-11-10,5,0.0161290322580645,5.69990685868705e-05
2014-11-10,9,0.032258064516129,5.77797764733622e-05
2015-03-31,1.6,0.0483870967741935,0.0226299434981805
2015-03-31,3.8,0.0806451612903226,0.0221043534885161
2015-03-31,8,0.145161290322581,0.0156721085457183
2015-03-31,9,0.0806451612903226,0.0163588668801168
2015-04-07,1.6,0.0483870967741935,0.0172438647738618
2015-04-07,3.8,0.0483870967741935,0.00897522315436236
2015-04-07,5,0.032258064516129,8.93819366592378e-05
2015-04-07,6.2,0.032258064516129,0
2015-04-07,9,0.0483870967741935,0
2015-04-13,0.1,0.0161290322580645,0.0157303923549662
2015-04-13,1.6,0.0483870967741935,0.0156024661064957
