"DateTime","Depth","Observed_OGM_doc","Modeled_OGM_doc"
2014-04-21,0.1,15.8201498751041,12.7241313202543
2014-04-21,9,17.4854288093256,10.8872428927673
2014-04-28,0.1,19.150707743547,15.5488681492758
2014-04-28,9,15.8201498751041,11.2188228063761
2014-05-05,0.1,15.8201498751041,18.7264552790473
2014-05-05,5,14.9875104079933,13.3837381766336
2014-05-05,9,14.9875104079933,11.6049337734032
2014-05-12,0.1,15.8201498751041,18.8716943066127
2014-05-12,9,14.9875104079933,11.9581320218827
2014-05-19,0.1,16.6527893422148,18.283035663961
2014-05-19,5,14.9875104079933,14.1951131946729
2014-05-19,9,14.9875104079933,12.2954194076123
2014-05-26,0.1,15.8201498751041,18.233485257131
2014-05-26,5,17.4854288093256,14.4648769465478
2014-05-26,9,16.6527893422148,12.5959884371264
2014-06-02,0.1,15.8201498751041,18.4253456880771
2014-06-02,9,16.6527893422148,12.8596179072115
2014-06-09,0.1,15.8201498751041,18.6231995382355
2014-06-09,5,19.150707743547,14.9189676801544
2014-06-09,9,17.4854288093256,13.1274465438049
2014-06-16,0.1,18.3180682764363,18.2559930402079
2014-06-16,9,14.9875104079933,13.4722952925592
2014-06-23,0.1,16.6527893422148,18.1996017795314
2014-06-23,9,17.4854288093256,13.9292794594845
2014-06-29,0.1,19.150707743547,18.7170006586666
2014-06-29,5,14.9875104079933,15.7655055198982
2014-06-29,9,24.1465445462115,14.4569163753305
2014-06-30,0.1,16.6527893422148,18.907809965245
2014-06-30,5,15.8201498751041,15.8195519078243
2014-06-30,9,15.8201498751041,14.5590088235758
2014-07-07,0.1,14.9875104079933,19.7210937958864
2014-07-07,5,15.8201498751041,16.2020565617855
2014-07-07,9,16.6527893422148,15.2623147882052
2014-07-14,0.1,19.9833472106578,21.5966350959144
2014-07-14,5,16.6527893422148,16.5624325756403
2014-07-14,9,16.6527893422148,15.9454469151276
2014-07-21,0.1,19.150707743547,22.988838371928
2014-07-21,5,34.1382181515404,16.8906430784168
2014-07-21,9,15.8201498751041,16.6127578207197
2014-07-28,0.1,19.9833472106578,24.075407380864
2014-07-28,5,14.1548709408826,17.215106849045
2014-07-28,9,16.6527893422148,17.2410851891777
2014-08-04,0.1,17.4854288093256,24.4611542313962
2014-08-04,5,14.9875104079933,17.555637003284
2014-08-04,9,18.3180682764363,17.9199561299818
2014-08-11,0.1,18.3180682764363,24.2635152878333
2014-08-11,5,13.3222314737719,18.0256508218854
2014-08-11,9,23.3139050791007,18.9714282738892
2014-08-18,0.1,19.9833472106578,24.3523638995183
2014-08-18,5,16.6527893422148,18.7806195883682
2014-08-18,9,24.1465445462115,20.6350864577738
2014-08-25,0.1,19.9833472106578,23.82150030072
2014-08-25,5,13.3222314737719,19.4425333747942
2014-08-25,9,15.8201498751041,22.394141367077
2014-09-03,0.1,17.4854288093256,24.4123129179031
2014-09-03,5,16.6527893422148,20.061949235111
2014-09-03,9,15.8201498751041,24.0218041518672
2014-09-08,0.1,21.6486261448793,24.8598447137682
2014-09-08,5,15.8201498751041,20.31248654847
2014-09-08,9,15.8201498751041,24.7512589899975
2014-09-15,0.1,21.6486261448793,25.8391665401017
2014-09-15,5,13.3222314737719,20.5076055485073
2014-09-15,9,17.4854288093256,25.6157981919817
2014-09-22,0.1,18.3180682764363,26.6957317281663
2014-09-22,5,14.9875104079933,20.2419619789613
2014-09-22,9,14.1548709408826,26.3253715153954
2014-09-29,0.1,19.9833472106578,27.946554066109
