"time","depth","temp","OXY_oxy","NIT_amm","NIT_nit","PHS_frp","OGM_doc","TN_ugL","TP_ugL","NP","CN","CP","doy"
2014-02-24,9,NA,NA,0.498891352549889,0.0967741935483871,0.021058971437717,NA,NA,NA,NA,NA,NA,55
2014-03-07,9,NA,NA,0.443458980044346,0.032258064516129,0.021058971437717,NA,NA,NA,NA,NA,NA,66
2014-03-20,9,NA,NA,0.443458980044346,0.032258064516129,0.0421179428754341,NA,14,0.623183726186632,22.4652849740933,NA,NA,79
2014-04-01,9,NA,NA,0.554323725055432,0.129032258064516,0.0105294857188585,NA,13,0.626412657410397,20.7530927835052,NA,NA,91
2014-04-08,9,NA,NA,0.388026607538803,0.0161290322580645,0.021058971437717,NA,15.2142857142857,0.668388763319341,22.7626293995859,NA,NA,98
2014-04-16,9,NA,NA,0.831485587583149,0.0161290322580645,0.0421179428754341,NA,17.3571428571429,0.652244107200517,26.6114214992928,NA,NA,106
2014-04-21,9,NA,NA,0.498891352549889,0.032258064516129,0.0315884571565756,174.854288093256,18.2142857142857,0.710364869228285,25.6407467532467,9.59984326786502,246.147150102188,111
2014-04-23,9,NA,NA,NA,NA,NA,NA,29.9285714285714,0.506942202131095,59.0374431301183,NA,NA,113
2014-04-28,9,NA,NA,0.554323725055432,0.0967741935483871,0.0421179428754341,158.201498751041,11.5,0.364869228285438,31.5181415929204,13.7566520653079,433.584107638914,118
2014-05-05,9,7.6969,164.6596875,1.10864745011086,0.0483870967741935,0.021058971437717,149.875104079933,11.1428571428571,0.348724572166613,31.9531746031746,13.4503298533274,429.780738273661,125
2014-05-12,9,8.6937,238.63375,0.554323725055432,0.0483870967741935,0.0105294857188585,149.875104079933,15.7857142857143,0.516628995802389,30.5552232142857,9.49435048470166,290.101998334721,132
2014-05-19,9,9.1357,260.0896875,0.498891352549889,0.0483870967741935,0.0421179428754341,149.875104079933,12,0.342266709719083,35.0603773584906,12.4895920066611,437.889808807126,139
2014-05-26,9,9.4783,283.4453125,0.498891352549889,0.0483870967741935,0.0315884571565756,166.527893422148,11.5,0.348724572166613,32.9773148148148,14.4806863845346,477.534153637401,146
2014-06-02,9,9.8116,296.7628125,0.498891352549889,0.032258064516129,0.0315884571565756,166.527893422148,12.7142857142857,0.555376170487569,22.8931063122924,13.0976994826409,299.847026702554,153
2014-06-09,9,9.6145,118.205,2.60532150776053,1.19354838709677,0.0315884571565756,174.854288093256,20.4285714285714,0.800774943493704,25.5110023041475,8.55930081575377,218.356342832586,160
2014-06-16,9,9.6232,43.0209375,6.87361419068736,0.0967741935483871,0.0421179428754341,149.875104079933,18.0142857142857,0.487568614788505,36.9471807000946,8.31979166185197,307.392845917585,167
2014-06-23,9,9.6975,29.610625,9.81152993348115,0.145161290322581,0.0947653714697267,174.854288093256,22.2785714285714,0.561834032935099,39.6532963875205,7.84854130588515,311.220534611961,174
2014-06-29,9,9.9393,82.0053125,11.1973392461197,0.032258064516129,0.0947653714697267,241.465445462115,25,0.665159832095576,37.5849514563107,9.6586178184846,363.018681842801,180
2014-06-30,9,10.0784,132.60375,3.21507760532151,0.032258064516129,0.0421179428754341,158.201498751041,18.7857142857143,0.355182434614143,52.8903246753247,8.42137255708963,445.409128756339,181
2014-07-07,9,10.4811,164.020625,1.77383592017738,0.0161290322580645,0.0737064000320096,166.527893422148,18,0.758798837584759,23.7217021276596,9.25154963456379,219.46250465038,188
2014-07-14,9,10.7946,185.6003125,2.10643015521064,0.032258064516129,0.0631769143131511,166.527893422148,15.2857142857143,0.894413948982887,17.0902011346055,10.8943481678041,186.186601418192,195
2014-07-21,9,10.9852,201.5328125,0.554323725055432,0.0967741935483871,0.0526474285942926,158.201498751041,14.7857142857143,0.548918308040039,26.9360924369748,10.6996182730173,288.205906842337,202
