"","DateTime","Depth","Observed_temp","Modeled_temp"
"12",2013-05-21,0.1,18.9194,18.9445046140546
"13",2013-05-21,1,17.4362,18.9438305617398
"14",2013-05-21,2,15.1035,14.1110287160295
"15",2013-05-21,3,13.5105,8.12526655148404
"16",2013-05-21,4,11.1806,7.08422488344427
"17",2013-05-21,5,8.8232,7.02829261606469
"18",2013-05-21,6,8.6623,7.02829261606469
"19",2013-05-21,7,8.6405,7.02829261606469
"20",2013-05-21,8,8.6389,7.02829261606469
"21",2013-05-21,9,8.5793,7.02829261606469
"22",2013-05-21,9.2,8.5808,7.02829261606469
"23",2013-05-23,0.1,21.0439,21.4275712136636
"24",2013-05-23,1,18.9733,21.0985503575986
"25",2013-05-23,2,15.155,17.4327020811821
"26",2013-05-23,3,13.0946,8.42353770678126
"27",2013-05-23,4,9.7319,7.56239676091836
"28",2013-05-23,5,8.7984,7.46407520107936
"29",2013-05-23,6,8.7454,7.46407520107936
"30",2013-05-23,7,8.7063,7.46407520107936
"31",2013-05-23,8,8.6967,7.46407520107936
"32",2013-05-23,9,8.6999,7.46407520107936
"33",2013-05-23,9.2,8.6967,7.46407520107936
"34",2013-05-30,0.1,22.1139,18.9592113748725
"35",2013-05-30,1,20.1045,18.9590546108379
"36",2013-05-30,2,17.4293,18.5768372396391
"37",2013-05-30,3,14.3122,14.6538501733161
"38",2013-05-30,4,10.4886,8.96258465490417
"39",2013-05-30,5,9.3129,8.74141507787334
"40",2013-05-30,6,9.2378,8.6023403712577
"41",2013-05-30,7,9.2088,8.6023403712577
"42",2013-05-30,8,9.1933,8.6023403712577
"43",2013-05-30,9,9.1663,8.6023403712577
"44",2013-05-30,9.2,9.1481,8.6023403712577
"45",2013-06-04,0.1,23.6841,22.4460917951692
"46",2013-06-04,1,22.9911,22.2317810374365
"47",2013-06-04,2,18.5316,21.8759483683637
"48",2013-06-04,3,14.8309,17.6368895304099
"49",2013-06-04,4,10.9825,9.78392100655922
"50",2013-06-04,5,9.5937,9.43516426733873
"51",2013-06-04,6,9.5137,9.12851399395102
"52",2013-06-04,7,9.4918,9.12851399395102
"53",2013-06-04,8,9.4638,9.12851399395102
"54",2013-06-04,9,9.4483,9.12851399395102
"55",2013-06-04,9.2,9.4378,9.12851399395102
"56",2013-06-06,0.1,21.9342,21.4960907747625
"57",2013-06-06,1,22.1384,21.4960031567741
"58",2013-06-06,2,19.1041,21.3297920728937
"59",2013-06-06,3,14.7292,17.566023899247
"60",2013-06-06,4,10.6863,10.1055389292924
"61",2013-06-06,5,9.6415,9.69486235703604
"62",2013-06-06,6,9.6125,9.3027738066146
"63",2013-06-06,7,9.5995,9.3027738066146
"64",2013-06-06,8,9.587,9.3027738066146
"65",2013-06-06,9,9.5774,9.3027738066146
"66",2013-06-06,9.2,9.564,9.3027738066146
"67",2013-06-13,0.1,23.6155,22.965024519868
"68",2013-06-13,1,21.2973,22.7215470073306
"69",2013-06-13,2,17.8329,21.9892451636068
"70",2013-06-13,3,15.0406,18.137376818799
"71",2013-06-13,4,11.1132,11.2778790958296
"72",2013-06-13,5,9.9824,10.5342245277252
"73",2013-06-13,6,9.9076,9.82794720397284
"74",2013-06-13,7,9.899,9.82794720397284
"75",2013-06-13,8,9.8665,9.82794720397284
"76",2013-06-13,9,9.8544,9.82794720397284
"77",2013-06-13,9.2,9.8544,9.82794720397284
"78",2013-06-20,0.1,22.9495,23.238317469065
"79",2013-06-20,1,22.0662,22.7589958690915
"80",2013-06-20,2,19.4899,22.0189560756174
"81",2013-06-20,3,16.0306,18.7888672768625
"82",2013-06-20,4,12.3289,12.3658359206096
"83",2013-06-20,5,10.2437,11.351939422704
"84",2013-06-20,6,10.1438,10.2858211146367
"85",2013-06-20,7,10.1072,10.2858211146367
"86",2013-06-20,8,10.0617,10.2858211146367
"87",2013-06-20,9,10.0393,10.2858211146367
"88",2013-06-20,9.2,10.0393,10.2858211146367
"89",2013-06-25,0.1,26.0938,25.0206772071795
"90",2013-06-25,1,24.8265,24.4614172296339
"91",2013-06-25,2,20.5779,23.623549068056
"92",2013-06-25,3,16.5833,19.8647160999347
"93",2013-06-25,4,12.032,12.8055286825025
"94",2013-06-25,5,10.3535,11.861516743635
"95",2013-06-25,6,10.2116,10.5932457615497
"96",2013-06-25,7,10.1434,10.5932457615497
"97",2013-06-25,8,10.064,10.5932457615497
"98",2013-06-25,9,9.989,10.5932457615497
"99",2013-06-25,9.2,9.946,10.5932457615497
"100",2013-06-27,0.1,25.412,24.5856254936278
"101",2013-06-27,1,24.645,24.5855448088818
"102",2013-06-27,2,20.5132,24.442141206547
"103",2013-06-27,3,15.6251,20.4937125358335
"104",2013-06-27,4,11.767,13.0236144930807
"105",2013-06-27,5,10.3672,12.0752497181526
"106",2013-06-27,6,10.1705,10.7157175205152
"107",2013-06-27,7,10.1031,10.7157175205152
"108",2013-06-27,8,10.0414,10.7157175205152
"109",2013-06-27,9,9.9304,10.7157175205152
