"DateTime","Depth","Observed_PHY_TCHLA","Modeled_PHY_TCHLA"
2014-07-07,5,3.9991,0.145829387138984
2014-07-07,6,2.9121,0.0780945013882994
2014-07-07,7,2.7256,0.0780419797302654
2014-07-07,8,2.5312,0.0780414355429224
2014-07-07,9,2.8407,0.0780417744041669
2014-07-07,9.2,2.5986,0.0780417744041669
2014-07-09,0.1,1.0672,1.85454772090134
2014-07-09,1,1.456,1.85409766988145
2014-07-09,2,1.9718,1.85371299925463
2014-07-09,3,3.2612,1.42403708034355
2014-07-09,4,4.4514,0.311685809685757
2014-07-09,5,4.8481,0.141402307395832
2014-07-09,6,2.5193,0.0729409171004358
2014-07-09,7,2.5193,0.0728894092198232
2014-07-09,8,2.5986,0.0728889223269964
2014-07-09,9,2.8049,0.0728892279574321
2014-07-09,9.2,2.5391,0.0728892279574321
2014-07-14,0.1,0.8967,2.47892772072018
2014-07-14,1,1.218,2.47837723593401
2014-07-14,2,1.9242,2.47779837096723
2014-07-14,3,4.6934,1.27477993868957
2014-07-14,4,5.3123,0.27999922430959
2014-07-14,5,4.6339,0.119414781555408
2014-07-14,6,2.7216,0.0611242557604298
2014-07-14,7,3.1382,0.0610806767006645
2014-07-14,8,2.4122,0.0610802913796112
2014-07-14,9,2.6859,0.0610805333561338
2014-07-14,9.2,2.4122,0.0610805333561338
2014-07-16,0.1,1.4521,2.61617829267784
2014-07-16,1,1.7774,2.61564606680009
2014-07-16,2,1.9083,2.615026121802
2014-07-16,3,3.3881,1.13154779098854
2014-07-16,4,6.6493,0.272351962806404
2014-07-16,5,4.864,0.112843145608522
2014-07-16,6,2.7375,0.056926023957207
2014-07-16,7,2.5272,0.056885512653623
2014-07-16,8,2.3527,0.0568851626827432
2014-07-16,9,1.8964,0.0568853827298064
2014-07-16,9.2,1.9242,0.0568853827298064
2014-07-21,0.1,1.9758,2.65130954750421
2014-07-21,1,2.92,2.63297562701364
2014-07-21,2,3.5786,2.51611634054102
2014-07-21,3,7.8355,2.14920384164108
2014-07-21,4,7.2603,0.24608326978337
2014-07-21,5,4.257,0.0917761357996294
2014-07-21,6,2.7494,0.0473116770613925
2014-07-21,7,2.3368,0.0472804602311449
2014-07-21,8,2.3566,0.0472801936761906
2014-07-21,9,2.5352,0.0472803634276925
2014-07-21,9.2,2.3408,0.0472803634276925
2014-07-23,0.1,1.337,2.83331171481672
2014-07-23,1,1.7853,2.77693793054082
2014-07-23,2,2.4638,2.58252304235753
2014-07-23,3,3.9912,2.13650703202798
2014-07-23,4,8.9186,0.256157966758807
2014-07-23,5,4.2292,0.0846955194323745
2014-07-23,6,3.3009,0.0438520164912509
2014-07-23,7,3.5667,0.0438240393884649
2014-07-23,8,3.3802,0.0438237988084829
2014-07-23,9,3.4556,0.0438239523444957
2014-07-23,9.2,3.2929,0.0438239523444957
2014-07-28,0.1,1.5989,2.76355801793153
2014-07-28,1,1.9123,2.76292838294756
2014-07-28,2,2.5431,2.76095588129435
2014-07-28,3,4.6537,2.04333872884768
2014-07-28,4,9.5613,0.299070763279791
2014-07-28,5,3.8722,0.075759561289377
2014-07-28,6,3.9872,0.0370702393440434
2014-07-28,7,3.7293,0.0370495149623528
2014-07-28,8,3.3762,0.0370493239156316
2014-07-28,9,3.4834,0.0370494453584416
2014-07-28,9.2,3.5349,0.0370494453584416
2014-07-30,0.1,1.2616,2.72074898583192
2014-07-30,1,1.6981,2.72026438248591
2014-07-30,2,2.2852,2.71986715142277
2014-07-30,3,4.9671,2.71958233997701
2014-07-30,4,10.8785,0.383986068766451
2014-07-30,5,5.4591,0.0827816112049601
2014-07-30,6,3.9277,0.0348222052889468
2014-07-30,7,3.5984,0.0348049494475753
2014-07-30,8,3.6738,0.0348047805948591
2014-07-30,9,3.4913,0.034804889476007
2014-07-30,9.2,3.8047,0.034804889476007
2014-08-02,0.1,3.1104,2.80970658616166
2014-08-02,1,3.2572,2.79282290367675
2014-08-02,2,3.8801,2.7281494651278
2014-08-02,3,8.018,2.56646898826059
2014-08-02,4,10.577,0.380908067405457
2014-08-02,5,6.0304,0.0759429753965019
2014-08-02,6,4.5942,0.0316999924559349
2014-08-02,7,3.6143,0.031686271638809
2014-08-02,8,3.1223,0.031686271638809
2014-08-02,9,2.924,0.031686271638809
2014-08-02,9.2,3.1739,0.031686271638809
2014-08-04,0.1,1.4521,2.82333283012449
2014-08-04,1,1.7615,2.8163601240797
2014-08-04,2,2.1662,2.69374593501378
2014-08-04,3,2.9557,2.33886521445321
2014-08-04,4,12.6717,0.3648884523741
2014-08-04,5,5.2211,0.0705905639800219
2014-08-04,6,2.6542,0.0298712930439558
2014-08-04,7,2.0115,0.0298595785963379
2014-08-04,8,2.0075,0.0298595785963379
2014-08-04,9,5.6495,0.0298595785963379
2014-08-04,9.2,11.2078,0.0298595785963379
2014-08-06,0.1,1.0871,2.83337598865223
2014-08-06,1,1.341,2.82057667510674
2014-08-06,2,1.8567,2.61111924927729
2014-08-06,3,3.4953,2.27920077525198
2014-08-06,4,7.8514,0.350154834735806
2014-08-06,5,6.5898,0.0652591860696342
2014-08-06,6,4.6379,0.0281538197881587
2014-08-06,7,4.3919,0.02814386343553
2014-08-06,8,3.4318,0.02814386343553
2014-08-06,9,7.3595,0.02814386343553
2014-08-06,9.2,9.2598,0.02814386343553
2014-08-09,0.1,3.0946,2.73361581437217
2014-08-09,1,3.5508,2.7332844509974
2014-08-09,2,3.5429,2.63454237026197
2014-08-09,3,5.717,1.76846507650617
2014-08-09,4,5.7725,0.333671144309853
2014-08-09,5,8.6409,0.0603968788240905
2014-08-09,6,4.1102,0.025782266484764
2014-08-09,7,3.039,0.0257744897212116
2014-08-09,8,4.8521,0.0257744897212116
2014-08-09,9,5.4155,0.0257744897212116
2014-08-09,9.2,6.2169,0.0257744897212116
2014-08-10,0.1,3.9753,2.64126424503515
2014-08-10,1,4.495,2.64086794029033
2014-08-10,2,4.7886,2.64040493533119
2014-08-10,3,4.2411,1.65056129806706
2014-08-10,4,4.4792,0.325763440159487
2014-08-10,5,7.8871,0.058737674605188
2014-08-10,6,2.0908,0.025040886146367
2014-08-10,7,1.4441,0.0250334017562716
2014-08-10,8,1.6465,0.0250334017562716
2014-08-10,9,3.289,0.0250334017562716
2014-08-10,9.2,3.0628,0.0250334017562716
2014-08-11,0.1,2.7058,2.58359945755904
2014-08-11,1,3.9317,2.58316827462122
2014-08-11,2,5.6971,2.58266469551741
2014-08-11,3,4.1657,1.52861625981323
2014-08-11,4,2.7058,0.314418680768833
2014-08-11,5,12.9375,0.0568298970876021
2014-08-11,6,1.456,0.0243261505451751
2014-08-11,7,1.1466,0.0243192723554266
2014-08-11,8,2.8367,0.0243192723554266
2014-08-11,9,3.1818,0.0243192723554266
2014-08-11,9.2,3.4278,0.0243192723554266
2014-08-13,0.1,1.5909,2.40540496223625
2014-08-13,1,2.2019,2.40499817352906
2014-08-13,2,3.0906,2.21680107965552
2014-08-13,3,5.9511,1.64837816435866
2014-08-13,4,2.7137,0.304726883142395
2014-08-13,5,11.5529,0.0561066804719352
2014-08-13,6,1.1466,0.022975763923616
2014-08-13,7,0.8173,0.0229702405500542
2014-08-13,8,2.2733,0.0229701512836511
2014-08-13,9,2.8248,0.0229702060509178
2014-08-13,9.2,2.8565,0.0229702060509178
2014-08-18,0.1,1.7734,2.41056739009701
2014-08-18,1,3.7452,2.41021399559823
2014-08-18,2,7.1413,2.40966791959397
2014-08-18,3,7.0143,2.36456871095666
2014-08-18,4,4.1221,0.389365372652704
2014-08-18,5,7.1532,0.0599666742452947
2014-08-18,6,2.9795,0.0199712921820456
2014-08-18,7,2.551,0.0199689902909368
2014-08-18,8,2.3527,0.0199689051936464
2014-08-18,9,4.13,0.0199689583463087
2014-08-18,9.2,4.2649,0.0199689583463087
2014-08-19,0.1,2.7296,2.43165662756986
2014-08-19,1,3.7373,2.42515217052721
2014-08-19,2,6.7048,2.42051291717977
2014-08-19,3,5.7844,2.23398430873369
2014-08-19,4,6.9072,0.380611178451147
2014-08-19,5,3.6302,0.0580501745380225
2014-08-19,6,2.1107,0.0194297263169397
2014-08-19,7,1.7853,0.019427871563905
2014-08-19,8,1.8448,0.019427871563905
2014-08-19,9,1.7139,0.019427871563905
2014-08-19,9.2,1.9559,0.019427871563905
2014-08-21,0.1,1.702,2.48693360181184
2014-08-21,1,2.8565,2.4866021900587
2014-08-21,2,5.598,2.48628054244127
2014-08-21,3,7.8078,1.90038528215809
2014-08-21,4,4.376,0.3503181171845
2014-08-21,5,9.4661,0.0533021415014669
2014-08-21,6,2.8803,0.0184099384471507
2014-08-21,7,2.6502,0.0184087105545862
2014-08-21,8,2.436,0.0184087105545862
2014-08-21,9,2.5907,0.0184087105545862
2014-08-21,9.2,2.5907,0.0184087105545862
2014-08-25,0.1,1.7893,2.4306624932204
2014-08-25,1,3.4675,2.43016552023245
2014-08-25,2,6.443,2.42964542077808
2014-08-25,3,9.7835,1.40285315551071
2014-08-25,4,8.7758,0.318383750702926
2014-08-25,5,3.6659,0.0498450076109916
2014-08-25,6,2.0194,0.0159172361449649
2014-08-25,7,2.1305,0.0159221473845776
2014-08-25,8,2.1702,0.0159221473845776
2014-08-25,9,2.2297,0.0159221473845776
2014-08-25,9.2,2.2932,0.0159221473845776
2014-09-03,0.1,2.3606,2.83630565834317
2014-09-03,1,2.2416,2.83596015424019
2014-09-03,2,2.8208,2.83570444225208
2014-09-03,3,5.8558,2.72645751088321
2014-09-03,4,8.7679,0.403636635934335
2014-09-03,5,5.8162,0.0498086815101601
2014-09-03,6,4.1737,0.0142504208978681
2014-09-03,7,3.9515,0.0142503375357787
2014-09-03,8,4.0626,0.0142503365516508
2014-09-03,9,4.4435,0.0142503392759733
2014-09-03,9.2,4.618,0.0142503392759733
2014-09-08,0.1,3.7611,3.00262312930849
2014-09-08,1,4.1975,3.00219380886953
2014-09-08,2,4.1419,3.00171717118267
2014-09-08,3,6.9786,2.9560646642821
2014-09-08,4,19.0592,0.370115597643815
2014-09-08,5,4.1618,0.0448691650993168
2014-09-08,6,2.7573,0.0142503339601758
2014-09-08,7,2.7613,0.014250333964469
2014-09-08,8,2.6304,0.014250333964469
2014-09-08,9,2.4876,0.014250333964469
2014-09-08,9.2,2.4955,0.014250333964469
2014-09-15,0.1,3.7016,3.29539165182509
2014-09-15,1,4.7053,3.27919219702781
2014-09-15,2,4.8323,3.2733665757606
2014-09-15,3,5.0306,2.94495034103104
2014-09-15,4,6.0185,0.35836072298485
2014-09-15,5,3.6698,0.0597980659666065
2014-09-15,6,1.3846,0.014250047487577
2014-09-15,7,1.3688,0.014250047487577
2014-09-15,8,1.2577,0.014250047487577
2014-09-15,9,1.2299,0.014250047487577
2014-09-15,9.2,1.2974,0.014250047487577
2014-09-22,0.1,2.1067,3.85568699144151
2014-09-22,1,2.9954,3.85097272958634
2014-09-22,2,4.4316,3.80835292433244
2014-09-22,3,6.0264,3.67743123133229
2014-09-22,4,11.91,1.12415659295237
2014-09-22,5,5.9669,0.188797250703377
2014-09-22,6,2.4439,0.0142668519890267
2014-09-22,7,1.9282,0.0142666618184675
2014-09-22,8,1.5275,0.0142664967641066
2014-09-22,9,1.4878,0.0142666012713103
2014-09-22,9.2,1.4719,0.0142666012713103
2014-09-29,0.1,4.4911,5.31588154021144
2014-09-29,1,6.4946,5.2320531679558
2014-09-29,2,11.6283,5.02437406763439
2014-09-29,3,17.8571,4.51162340875099
2014-09-29,4,15.191,3.24084612397718
2014-09-29,5,10.8507,1.49228650542798
2014-09-29,6,3.0708,0.0847745375096184
2014-09-29,7,2.9319,0.0153114474547119
2014-09-29,8,3.3247,0.015250574769146
2014-09-29,9,3.3604,0.0152508164933526
2014-09-29,9.2,3.6817,0.0152508164933526
2014-10-04,0.1,3.4556,4.65017749140882
2014-10-04,1,5.1258,4.64920604294666
2014-10-04,2,8.514,4.64687736308453
2014-10-04,3,17.7182,3.82138121073992
2014-10-04,4,21.1579,3.10372815560894
2014-10-04,5,9.4026,1.54308504127446
2014-10-04,6,2.2416,0.128738057230465
2014-10-04,7,1.8687,0.0182000028422643
2014-10-04,8,1.7853,0.0144209778040847
2014-10-04,9,1.8806,0.0144211786390966
2014-10-04,9.2,1.7615,0.0144211786390966
2014-10-15,0.1,10.569,4.84538145230995
2014-10-15,1,13.2906,4.84458561175673
2014-10-15,2,13.4811,4.84301878719999
2014-10-15,3,18.0435,4.65422121552086
2014-10-15,4,14.4888,3.70306725313598
2014-10-15,5,13.8223,2.08253448029151
2014-10-15,6,3.8563,1.25125485066801
2014-10-15,7,1.6028,0.685732182320487
2014-10-15,8,1.4441,0.340595648382651
2014-10-15,9,1.5116,0.217910342281843
2014-10-15,9.2,1.5552,0.217910342281843
2014-10-23,0.1,4.3165,4.19325485498316
2014-10-23,1,9.0734,4.19260628838549
2014-10-23,2,10.7634,4.19074575721557
2014-10-23,3,12.5646,4.18246782335123
2014-10-23,4,12.5567,4.17930955794088
2014-10-23,5,10.9618,4.17133604204223
2014-10-23,6,11.7354,4.14698938442876
2014-10-23,7,12.148,3.23004651149771
2014-10-23,8,12.1282,1.75332868282236
2014-10-23,9,12.0092,1.07073916411054
2014-10-23,9.2,12.2591,1.07073916411054
2014-11-10,0.1,5.7884,4.08898056229214
2014-11-10,1,12.4258,4.08470825567968
2014-11-10,2,14.1198,4.06344134869727
2014-11-10,3,14.7109,4.05552023852111
2014-11-10,4,15.3616,4.03556258071828
2014-11-10,5,15.4806,4.03101492349543
2014-11-10,6,15.1632,4.02937060881199
2014-11-10,7,13.5168,4.0292672985033
2014-11-10,8,14.0008,4.02911945605342
2014-11-10,9,14.7903,4.02920417306977
2014-11-10,9.2,14.7189,4.02920417306977
2014-12-10,0.1,0.5356,2.71274419301754
2014-12-10,1,0.5991,2.71239325633589
2014-12-10,2,0.9522,2.71235220208893
2014-12-10,3,1.4005,2.71232909977499
2014-12-10,4,1.4005,2.71234633848308
2014-12-10,5,1.4997,2.71023538414565
2014-12-10,6,1.464,2.70650742281337
2014-12-10,7,1.579,2.46060181758115
2014-12-10,8,1.3807,1.44795909468959
2014-12-10,9,1.5632,0.996477494147014
2014-12-10,9.2,1.46,0.996477494147014
2015-03-16,0.1,1.1744,0.658840617147997
2015-03-16,1,2.4241,0.659114324955099
2015-03-16,2,4.6498,0.65917060480165
2015-03-16,3,4.9989,0.658235334937014
2015-03-16,4,4.5387,0.655963292996774
2015-03-16,5,4.6458,0.573143629448761
2015-03-16,6,4.9473,0.136437745838108
2015-03-16,7,3.8404,0.0432665460940835
2015-03-16,8,4.1499,0.0432159976313941
2015-03-16,9,2.1702,0.0432163543086636
2015-03-16,9.2,2.1702,0.0432163543086636
2015-03-31,0.1,0.8371,0.81973441229393
2015-03-31,1,1.583,0.820356331322902
2015-03-31,2,3.3802,0.819125037285131
2015-03-31,3,6.5263,0.816885789365074
2015-03-31,4,6.5382,0.812076692245816
2015-03-31,5,6.4073,0.805342143515399
2015-03-31,6,6.0859,0.799118725416836
2015-03-31,7,5.8082,0.79561200476842
2015-03-31,8,5.4115,0.795602727745857
2015-03-31,9,4.0943,0.795606757035638
2015-03-31,9.2,3.5944,0.795606757035638
2015-04-07,0.1,0.3531,1.00850101908493
2015-04-07,1,0.484,1.00962731702645
2015-04-07,2,0.7181,1.02833719463856
2015-04-07,3,1.0395,1.02044760139852
2015-04-07,4,1.8528,0.979906859086644
2015-04-07,5,5.963,0.812913143331555
2015-04-07,6,7.1254,0.740318715903366
2015-04-07,7,5.7487,0.711429683092734
2015-04-07,8,5.4313,0.698950594382094
2015-04-07,9,4.8204,0.698935683152487
2015-04-07,9.2,4.5903,0.698935683152487
2015-04-13,0.1,1.0038,1.06955111167405
2015-04-13,1,1.944,1.07019711154516
2015-04-13,2,2.4717,1.07075624950823
2015-04-13,3,2.0273,1.06597614948351
2015-04-13,4,2.9041,1.027679223698
2015-04-13,5,6.1931,0.803588376039112
2015-04-13,6,5.8796,0.679092443401378
2015-04-13,7,4.1102,0.610926071967773
2015-04-13,8,4.3601,0.58875281316511
2015-04-13,9,3.1144,0.588723067248428
2015-04-13,9.2,2.9795,0.588723067248428
2015-04-16,0.1,26.2202,1.04946825140935
2015-04-16,1,26.2758,1.0498753522629
2015-04-16,2,26.6011,1.06088815000734
2015-04-16,3,27.093,1.0835981521129
2015-04-16,4,26.9621,1.0145346531139
2015-04-16,5,27.1129,0.773515209559943
2015-04-16,6,26.9145,0.637868935633196
2015-04-16,7,26.6685,0.567345571318499
2015-04-16,8,25.8513,0.54160605481492
2015-04-16,9,25.4268,0.541570739724988
2015-04-16,9.2,25.4268,0.541570739724988
2015-04-19,0.1,2.4598,1.00518346819867
2015-04-19,1,2.5748,1.02790119613076
2015-04-19,2,4.6934,1.05691981704771
2015-04-19,3,8.3592,1.04560553906973
2015-04-19,4,9.0218,0.994667525831953
2015-04-19,5,6.3637,0.735600630193233
2015-04-19,6,2.6383,0.594617456615687
2015-04-19,7,1.6981,0.524102200673364
2015-04-19,8,1.3648,0.49723680454662
2015-04-19,9,1.0474,0.49719965506921
2015-04-19,9.2,1.0474,0.49719965506921
2015-04-21,0.1,1.0633,0.976031586765087
2015-04-21,1,2.6582,0.976636090126149
2015-04-21,2,4.3562,0.97716052683642
2015-04-21,3,6.4271,0.975880556016365
2015-04-21,4,5.6297,0.966372601277525
2015-04-21,5,7.6292,0.73169504855287
2015-04-21,6,3.7412,0.588548572377683
2015-04-21,7,2.4003,0.508380443008972
2015-04-21,8,1.7576,0.47541501619938
2015-04-21,9,1.4322,0.475368428969207
2015-04-21,9.2,1.3767,0.475368428969207
2015-04-25,0.1,2.3487,0.961444289413874
2015-04-25,1,3.2056,0.961991963821594
2015-04-25,2,4.0626,0.961696756705956
2015-04-25,3,6.8596,0.958053863659504
2015-04-25,4,6.8437,0.953230393674701
2015-04-25,5,5.9153,0.878656487778338
2015-04-25,6,3.1937,0.59539132016664
2015-04-25,7,2.1781,0.490891992395289
2015-04-25,8,2.3646,0.450024474078762
2015-04-25,9,1.8052,0.449965712258893
2015-04-25,9.2,1.9877,0.449965712258893
2015-04-28,0.1,0.6586,0.972743549305282
2015-04-28,1,0.7261,0.973065360889251
2015-04-28,2,1.9202,0.97321569695809
2015-04-28,3,3.2572,0.969104441036419
2015-04-28,4,4.9433,0.956272871940087
2015-04-28,5,5.8598,0.881572675242166
2015-04-28,6,4.737,0.596946174245912
2015-04-28,7,3.1461,0.464070200131693
2015-04-28,8,1.5473,0.418344839420893
2015-04-28,9,1.4084,0.418278534438581
2015-04-28,9.2,1.5235,0.418278534438581
2015-05-01,0.1,2.4598,1.00867153231929
2015-05-01,1,2.9359,1.00898463754505
2015-05-01,2,3.2136,1.00923926209352
2015-05-01,3,3.9039,1.029773707993
2015-05-01,4,6.0066,0.911865348838707
2015-05-01,5,7.8435,0.813570007438599
2015-05-01,6,6.1256,0.584007151977595
2015-05-01,7,2.5828,0.438034936543693
2015-05-01,8,2.1781,0.388554524415177
2015-05-01,9,1.7576,0.388482303448506
2015-05-01,9.2,1.5632,0.388482303448506
2015-05-05,0.1,0.7221,1.00768643115196
2015-05-05,1,0.7856,1.00799983428137
2015-05-05,2,1.1069,1.00825347537198
2015-05-05,3,3.2771,1.09345261552498
2015-05-05,4,4.987,0.853249719800508
2015-05-05,5,5.9312,0.712887461282501
2015-05-05,6,4.3363,0.549340527602196
2015-05-05,7,3.2215,0.408080672150555
2015-05-05,8,2.7692,0.354628126614753
2015-05-05,9,2.5629,0.354549635382999
2015-05-05,9.2,2.8168,0.354549635382999
2015-05-07,0.1,1.8964,0.993824809505326
2015-05-07,1,2.6542,0.994129319754123
2015-05-07,2,2.067,0.994375458690677
2015-05-07,3,4.7093,1.15021614239048
2015-05-07,4,7.1809,0.832001392854692
2015-05-07,5,8.633,0.672862675059877
2015-05-07,6,5.1536,0.49938281334987
2015-05-07,7,4.7886,0.382743789821246
2015-05-07,8,4.6696,0.382741424702137
2015-05-07,9,4.6101,0.382742753747153
2015-05-07,9.2,4.8442,0.382742753747153
2015-05-11,0.1,0.6864,0.944212988799636
2015-05-11,1,0.9125,0.944527017375951
2015-05-11,2,1.3688,0.944778304514295
2015-05-11,3,1.706,1.32778140652743
2015-05-11,4,5.9907,0.824989842015977
2015-05-11,5,10.212,0.6160064902356
2015-05-11,6,5.6257,0.466107368393958
2015-05-11,7,6.2486,0.348200059891715
2015-05-11,8,5.7447,0.348198013400662
2015-05-11,9,5.7209,0.348199163544703
2015-05-11,9.2,5.8717,0.348199163544703
2015-05-14,0.1,2.9041,1.04406711729704
2015-05-14,1,3.0827,1.04457081104874
2015-05-14,2,2.3725,1.0447906846882
2015-05-14,3,2.2495,1.04477705599952
2015-05-14,4,6.9429,0.870648168759585
2015-05-14,5,10.2159,0.606125238608878
2015-05-14,6,7.8752,0.448451892977363
2015-05-14,7,7.8831,0.327547864116247
2015-05-14,8,7.6173,0.327546039449167
2015-05-14,9,7.1849,0.32754706693766
2015-05-14,9.2,7.9268,0.32754706693766
2015-05-18,0.1,0.6983,1.07121238970945
2015-05-18,1,1.0752,1.12200181542053
2015-05-18,2,1.8409,1.19900532117135
2015-05-18,3,2.0194,1.19134298110949
2015-05-18,4,6.5025,0.896747533864475
2015-05-18,5,9.3511,0.569682553395251
2015-05-18,6,8.2362,0.404439449557117
2015-05-18,7,8.4346,0.294986559894753
2015-05-18,8,8.0696,0.294985002234364
2015-05-18,9,8.2997,0.294985879582101
2015-05-18,9.2,7.4824,0.294985879582101
2015-05-21,0.1,2.1464,1.11736178186131
2015-05-21,1,2.2059,1.11773596791661
2015-05-21,2,2.5629,1.11798353868958
2015-05-21,3,2.6939,1.30922734078954
2015-05-21,4,7.4309,0.962785925100401
2015-05-21,5,9.6566,0.558284739769857
2015-05-21,6,8.3077,0.379145711527185
2015-05-21,7,8.4941,0.272877853085941
2015-05-21,8,7.6848,0.272876452857507
2015-05-21,9,7.7324,0.272877240214156
2015-05-21,9.2,7.9268,0.272877240214156
2015-05-25,0.1,1.2616,1.21975410997094
2015-05-25,1,1.4362,1.22007580892109
2015-05-25,2,2.4003,1.22347469252965
2015-05-25,3,2.1067,1.23580829011184
2015-05-25,4,4.3641,1.06421446496988
2015-05-25,5,7.6253,0.559752357088337
2015-05-25,6,7.1968,0.349647951603998
2015-05-25,7,6.9984,0.246434795112518
2015-05-25,8,6.8754,0.24643361365981
2015-05-25,9,7.1413,0.246434279175197
2015-05-25,9.2,7.3634,0.246434279175197
2015-05-28,0.1,0.9006,1.17376264681114
2015-05-28,1,1.2775,1.19414558368308
2015-05-28,2,2.555,1.23460074830553
2015-05-28,3,2.4241,1.27237108437425
2015-05-28,4,4.253,1.16265081195401
2015-05-28,5,7.6372,0.547011356819521
2015-05-28,6,6.9111,0.307973495265311
2015-05-28,7,6.7088,0.307841053075064
2015-05-28,8,6.5382,0.307839767775188
2015-05-28,9,6.3557,0.307840491322325
2015-05-28,9.2,6.3557,0.307840491322325
2015-06-08,0.1,1.3331,1.29266686073342
2015-06-08,1,2.1702,1.29296960615805
2015-06-08,2,3.2096,1.29314801239071
2015-06-08,3,7.4388,1.35596702719501
2015-06-08,4,8.4187,1.40785118504136
2015-06-08,5,3.6381,0.587442011979026
2015-06-08,6,2.2971,0.248090165965523
2015-06-08,7,1.9877,0.247897690095943
2015-06-08,8,1.5037,0.247896842307423
2015-06-08,9,0.9363,0.247897318011544
2015-06-08,9.2,0.7499,0.247897318011544
2015-06-11,0.1,1.0672,1.30325143371656
2015-06-11,1,1.7536,1.3034712426413
2015-06-11,2,3.527,1.30355308732368
2015-06-11,3,4.7727,1.61034659569194
2015-06-11,4,18.0316,1.42121559639296
2015-06-11,5,7.6332,0.615613400941524
2015-06-11,6,3.9198,0.237926213742107
2015-06-11,7,4.1657,0.237713467177631
2015-06-11,8,3.8404,0.237712717311974
2015-06-11,9,2.7613,0.23771313832045
2015-06-11,9.2,3.0271,0.23771313832045
2015-06-15,0.1,0.6467,1.32140977178393
2015-06-15,1,1.5949,1.3214824860803
2015-06-15,2,4.737,1.37285864309702
2015-06-15,3,6.2724,1.88227401377783
2015-06-15,4,28.2872,1.43549634693484
2015-06-15,5,6.0304,0.607621226547586
2015-06-15,6,5.229,0.224173690334462
2015-06-15,7,5.9749,0.223958531233644
2015-06-15,8,4.9671,0.223957896384188
2015-06-15,9,3.8722,0.223958252979506
2015-06-15,9.2,4.4197,0.223958252979506
2015-06-22,0.1,1.3251,1.78578265644419
2015-06-22,1,2.0988,1.78548844524684
2015-06-22,2,11.3506,1.78487002787154
2015-06-22,3,11.7196,2.17979072627111
2015-06-22,4,13.6755,1.40459115612128
2015-06-22,5,10.3191,0.607968664484435
2015-06-22,6,7.046,0.205995945345178
2015-06-22,7,6.9707,0.205769858087086
2015-06-22,8,6.7128,0.205769377854236
2015-06-22,9,6.2684,0.205769647417844
2015-06-22,9.2,5.352,0.205769647417844
2015-06-23,0.1,1.3489,1.95622973565421
2015-06-23,1,2.1107,1.95585953182549
2015-06-23,2,3.2056,1.95512931673206
2015-06-23,3,26.1528,2.22642022743857
2015-06-23,4,13.3184,1.38552122867302
2015-06-23,5,11.426,0.601689061232164
2015-06-23,6,8.0656,0.203494930706425
2015-06-23,7,4.2649,0.203271714142779
2015-06-23,8,4.1856,0.203271254477748
2015-06-23,9,2.5867,0.203271512600485
2015-06-23,9.2,2.1821,0.203271512600485
2015-06-29,0.1,2.0273,2.96902240360067
2015-06-29,1,2.1583,2.96839205040026
2015-06-29,2,2.8526,2.96726068877049
2015-06-29,3,6.0185,2.94039217942051
2015-06-29,4,33.1789,1.12464285470941
2015-06-29,5,13.6596,0.564552988864796
2015-06-29,6,9.5098,0.189777106189294
2015-06-29,7,8.7163,0.189571722978319
2015-06-29,8,8.0696,0.189571524875062
2015-06-29,9,5.959,0.189571636078902
2015-06-29,9.2,5.8439,0.189571636078902
2015-07-02,0.1,1.4679,3.9999614279767
2015-07-02,1,1.9559,3.99920881662456
2015-07-02,2,3.5032,3.99841030164699
2015-07-02,3,6.201,2.88047527413071
2015-07-02,4,127.8914,1.02494529254084
2015-07-02,5,4.0586,0.52409686277629
2015-07-02,6,2.801,0.182199100645582
2015-07-02,7,2.8407,0.182016967855125
2015-07-02,8,2.9914,0.182016750526352
2015-07-02,9,2.0869,0.182016860773914
2015-07-02,9.2,1.9758,0.182016860773914
2015-07-06,0.1,2.551,5.17904884291314
2015-07-06,1,2.801,5.17810506826361
2015-07-06,2,6.082,5.17674973261646
2015-07-06,3,48.3778,2.29488043836799
2015-07-06,4,5.9074,0.84773445220971
2015-07-06,5,3.3128,0.465869224410001
2015-07-06,6,1.214,0.16969426444118
2015-07-06,7,0.6824,0.169534552574643
2015-07-06,8,0.6348,0.169534552574643
2015-07-06,9,0.6586,0.169534552574643
2015-07-06,9.2,0.6983,0.169534552574643
2015-07-09,0.1,1.583,5.48551115350602
2015-07-09,1,2.4598,5.4835855709926
2015-07-09,2,2.9755,5.4814129099195
2015-07-09,3,6.2605,1.95627782034429
2015-07-09,4,6.4589,0.742092493593532
2015-07-09,5,1.7457,0.416746116484499
2015-07-09,6,0.5991,0.15997946378852
2015-07-09,7,0.4444,0.159847412977123
2015-07-09,8,0.3968,0.15984701676914
2015-07-09,9,0.4364,0.159847239124753
2015-07-09,9.2,0.3769,0.159847239124753
2015-07-13,0.1,2.0353,5.51594158339421
2015-07-13,1,3.4278,5.5149195157105
2015-07-13,2,2.1027,5.51330233483731
2015-07-13,3,109.0465,1.71618294820011
2015-07-13,4,1.9837,0.637850087018169
2015-07-13,5,1.2696,0.367971173337697
2015-07-13,6,0.5317,0.146595139217568
2015-07-13,7,0.3214,0.146485673704809
2015-07-13,8,0.2738,0.146485673704809
2015-07-13,9,0.3254,0.146485673704809
