"DateTime","Depth","Observed_PHY_TCHLA","Modeled_PHY_TCHLA"
2013-12-04,1,4.1419,3.6315408387522
2013-12-04,2,11.1602,3.61515088042407
2013-12-04,3,10.6524,3.59249636156127
2013-12-04,4,8.5735,3.57220080608825
2013-12-04,5,8.6965,3.40228089631602
2013-12-04,6,9.9501,3.2635240562144
2013-12-04,7,8.0418,3.26345847172294
2013-12-04,8,12.0489,3.26336916955524
2013-12-04,9,9.1368,3.26342009757688
2013-12-04,9.2,10.7317,3.26342009757688
2014-05-05,0.1,0.4959,1.18928444245892
2014-05-05,1,0.9284,1.18966654735477
2014-05-05,2,2.0115,1.18970311988197
2014-05-05,3,2.0472,1.1896505342942
2014-05-05,4,4.0309,0.92498947212354
2014-05-05,5,3.6024,0.834183961469932
2014-05-05,6,1.4283,0.601523607048148
2014-05-05,7,0.8649,0.601322259490324
2014-05-05,8,0.6308,0.601315177220343
2014-05-05,9,0.5912,0.601319555202043
2014-05-05,9.2,0.5039,0.601319555202043
2014-05-06,0.1,0.5436,1.19368140854614
2014-05-06,1,1.2855,1.1940089122991
2014-05-06,2,1.9758,1.19419294164307
2014-05-06,3,2.3646,1.18211094174357
2014-05-06,4,4.2054,0.907879638722252
2014-05-06,5,4.6379,0.810703024197695
2014-05-06,6,1.71,0.584597971619838
2014-05-06,7,1.2775,0.584402749663527
2014-05-06,8,0.615,0.584395924276981
2014-05-06,9,0.5158,0.584400147152415
2014-05-06,9.2,0.5951,0.584400147152415
2014-05-07,0.1,0.6745,1.21834561236341
2014-05-07,1,0.98,1.21857210378145
2014-05-07,2,1.5235,1.18469226490201
2014-05-07,3,2.2217,1.0713659356496
2014-05-07,4,2.3963,0.881725399918888
2014-05-07,5,5.6813,0.784288442174272
2014-05-07,6,2.5153,0.567285760813779
2014-05-07,7,1.3767,0.567098223945795
2014-05-07,8,1.579,0.567091654341282
2014-05-07,9,1.3331,0.567095720577854
2014-05-07,9.2,1.2537,0.567095720577854
2014-05-08,0.1,0.6229,1.24795519521475
2014-05-08,1,0.8213,1.24813222031435
2014-05-08,2,1.6544,1.14747191410819
2014-05-08,3,2.6026,0.907250608207109
2014-05-08,4,2.5788,0.853308347954269
2014-05-08,5,4.0547,0.759478239948732
2014-05-08,6,1.9559,0.55054577172958
2014-05-08,7,1.9639,0.550365115721609
2014-05-08,8,2.2217,0.550358790065591
2014-05-08,9,1.7496,0.55036270673541
2014-05-08,9.2,1.9996,0.55036270673541
2014-05-09,0.1,0.7776,1.22322938951867
2014-05-09,1,1.0117,1.22340497451637
2014-05-09,2,1.6504,1.15678097311996
2014-05-09,3,2.436,0.838265640688106
2014-05-09,4,3.0708,0.822291642802383
2014-05-09,5,5.6099,0.735734631135238
2014-05-09,6,2.682,0.53429967621226
2014-05-09,7,2.5352,0.5341255532493
2014-05-09,8,2.5907,0.534119473294837
2014-05-09,9,2.6582,0.534123241844991
2014-05-09,9.2,2.4161,0.534123241844991
2014-05-10,0.1,2.6383,1.19612683710792
2014-05-10,1,2.5629,1.19618819295067
2014-05-10,2,2.6502,1.14325677587154
2014-05-10,3,3.3405,0.751510536848629
2014-05-10,4,3.0192,0.786113297571259
2014-05-10,5,4.4316,0.713543604865268
2014-05-10,6,2.7811,0.518703628030836
2014-05-10,7,2.6463,0.518534494120547
2014-05-10,8,2.4796,0.518528621219295
2014-05-10,9,2.3249,0.518532259334572
2014-05-10,9.2,2.5907,0.518532259334572
2014-05-12,0.1,0.7657,1.12855916139781
2014-05-12,1,1.1387,1.12874099500478
2014-05-12,2,1.7695,1.04445506269274
2014-05-12,3,2.7454,0.804744832595894
2014-05-12,4,3.289,0.714523360904708
2014-05-12,5,4.7212,0.669739755791187
2014-05-12,6,3.2334,0.488730755621663
2014-05-12,7,3.289,0.488571521016336
2014-05-12,8,3.0271,0.488566053988379
2014-05-12,9,3.0549,0.488569439345673
2014-05-12,9.2,2.8565,0.488569439345673
2014-05-14,0.1,0.6665,1.10610698666822
2014-05-14,1,1.1307,1.10626789481342
2014-05-14,2,1.4521,1.01789183690237
2014-05-14,3,2.7454,0.807704848377907
2014-05-14,4,3.7412,0.678243406207866
2014-05-14,5,4.4474,0.626271777675501
2014-05-14,6,3.166,0.459570561731563
2014-05-14,7,3.5468,0.459422884169568
2014-05-14,8,3.6698,0.45941780102026
2014-05-14,9,3.3009,0.459420945124045
2014-05-14,9.2,3.7412,0.459420945124045
2014-05-15,0.1,2.793,1.07628801556456
2014-05-15,1,2.6502,1.07638526677746
2014-05-15,2,2.2733,1.01831679366033
2014-05-15,3,2.4161,0.753191227594018
2014-05-15,4,3.7769,0.66002743912955
2014-05-15,5,4.0269,0.606925224905868
2014-05-15,6,3.654,0.44578926953328
2014-05-15,7,4.2332,0.445643778487819
2014-05-15,8,3.7888,0.445638730166065
2014-05-15,9,3.6024,0.445641817513657
2014-05-15,9.2,3.7174,0.445641817513657
2014-05-19,0.1,0.8173,0.969269502311944
2014-05-19,1,1.2537,0.969523236521038
2014-05-19,2,2.5828,0.969660215308893
2014-05-19,3,3.527,0.964709362420237
2014-05-19,4,4.1618,0.614599800908194
2014-05-19,5,4.6061,0.536669224337276
2014-05-19,6,3.3564,0.394908013274622
2014-05-19,7,3.7888,0.394780753391325
2014-05-19,8,3.7412,0.394776535823445
2014-05-19,9,3.4675,0.394779146601547
2014-05-19,9.2,3.3564,0.394779146601547
2014-05-22,0.1,0.9284,1.03168476746352
2014-05-22,1,1.702,1.03174054962545
2014-05-22,2,2.2098,0.977993059803282
2014-05-22,3,3.281,0.710628004115087
2014-05-22,4,4.257,0.573417181541694
2014-05-22,5,3.4159,0.489064342559105
2014-05-22,6,3.0192,0.359614350580011
2014-05-22,7,2.9716,0.359499388962858
2014-05-22,8,2.8565,0.359495666126754
2014-05-22,9,2.9002,0.359497979577263
2014-05-22,9.2,2.9041,0.359497979577263
2014-05-26,0.1,0.5713,1.01493480357934
2014-05-26,1,1.8925,1.01512174894892
2014-05-26,2,2.0432,0.986912134405863
2014-05-26,3,3.9118,0.88664942201407
2014-05-26,4,4.0586,0.537534130248556
2014-05-26,5,3.4913,0.43493880682198
2014-05-26,6,2.7891,0.317286250506229
2014-05-26,7,2.9795,0.317184103047666
2014-05-26,8,2.8407,0.317180995808345
2014-05-26,9,2.5233,0.317182947429268
2014-05-26,9.2,2.674,0.317182947429268
2014-05-28,0.1,0.7618,1.04850878745652
2014-05-28,1,2.1107,1.04862829231646
2014-05-28,2,2.3368,0.992968347322725
2014-05-28,3,4.1261,0.714240807812519
2014-05-28,4,4.9632,0.517552488716502
2014-05-28,5,3.6857,0.409849622208827
2014-05-28,6,2.9319,0.297672622895137
2014-05-28,7,2.7811,0.297576296670336
2014-05-28,8,2.1424,0.297573441023213
2014-05-28,9,2.4161,0.297575238974512
2014-05-28,9.2,2.8605,0.297575238974512
2014-06-02,0.1,1.7893,0.970047973048124
2014-06-02,1,3.8563,0.970183513145044
2014-06-02,2,3.6341,0.9702568169138
2014-06-02,3,4.741,0.710863281244442
2014-06-02,4,7.0103,0.462470757399862
2014-06-02,5,2.3447,0.352895701527681
2014-06-02,6,1.7734,0.253273086435717
2014-06-02,7,1.7179,0.253189088484019
2014-06-02,8,1.7258,0.253186783421222
2014-06-02,9,1.71,0.253188243907109
2014-06-02,9.2,1.7139,0.253188243907109
2014-06-03,0.1,1.5156,0.979589462502192
2014-06-03,1,1.4441,0.979724072797891
2014-06-03,2,2.4241,0.979794388162613
2014-06-03,3,3.3088,0.71071277982216
2014-06-03,4,7.288,0.453781124126368
2014-06-03,5,1.9718,0.34314605072717
2014-06-03,6,1.9599,0.245198517392291
2014-06-03,7,1.9639,0.245116370594032
2014-06-03,8,1.7139,0.245114173233277
2014-06-03,9,1.4481,0.245115569934168
2014-06-03,9.2,1.8806,0.245115569934168
2014-06-04,0.1,1.214,0.990591911494601
2014-06-04,1,1.7774,0.990701594320294
2014-06-04,2,2.3487,0.990750181678541
2014-06-04,3,6.1494,0.70897163487115
2014-06-04,4,6.3279,0.445385877917099
2014-06-04,5,5.0663,0.333873831853922
2014-06-04,6,1.464,0.237365941977923
2014-06-04,7,1.1942,0.237284999749746
2014-06-04,8,1.1664,0.237282882552171
2014-06-04,9,1.1307,0.237284226891009
2014-06-04,9.2,0.8649,0.237284226891009
2014-06-05,0.1,2.1265,0.993333862663357
2014-06-05,1,2.9002,0.993428130413884
2014-06-05,2,2.7653,0.993464651360917
2014-06-05,3,6.5263,0.707688364016526
2014-06-05,4,10.2318,0.439077337306377
2014-06-05,5,1.5156,0.326312439691708
2014-06-05,6,1.2537,0.229854492787753
2014-06-05,7,1.1149,0.229772794640101
2014-06-05,8,0.8768,0.229770712901355
2014-06-05,9,0.9958,0.229772023154452
2014-06-05,9.2,0.8689,0.229772023154452
2014-06-06,0.1,1.6901,0.986710117142281
2014-06-06,1,1.8766,0.986832866109463
2014-06-06,2,2.1226,0.986893038242011
2014-06-06,3,2.7811,0.708109482434344
2014-06-06,4,10.2953,0.432717671496096
2014-06-06,5,1.8171,0.318775713090854
2014-06-06,6,1.6346,0.222575597496039
2014-06-06,7,1.1744,0.222493639539839
2014-06-06,8,0.8689,0.222491611193171
2014-06-06,9,0.9284,0.222492881172234
2014-06-06,9.2,0.738,0.222492881172234
2014-06-09,0.1,0.8014,1.0009793853014
2014-06-09,1,1.2497,1.001071819899
2014-06-09,2,2.5748,1.00109927372679
2014-06-09,3,3.9555,0.705824167461509
2014-06-09,4,10.1168,0.408673479029201
2014-06-09,5,3.65,0.293705549398245
2014-06-09,6,1.2616,0.201818467472516
2014-06-09,7,0.9284,0.20174063111059
2014-06-09,8,0.8094,0.201738861112529
2014-06-09,9,0.6824,0.201739975893942
2014-06-09,9.2,0.6824,0.201739975893942
2014-06-12,0.1,2.0115,0.95585348019685
2014-06-12,1,2.3487,0.955955609195112
2014-06-12,2,2.4598,0.955984408845827
2014-06-12,3,2.9795,0.697360722763182
2014-06-12,4,9.601,0.388885400499552
2014-06-12,5,5.832,0.272035875922953
2014-06-12,6,1.0553,0.182965406845248
2014-06-12,7,0.8252,0.182889158037613
2014-06-12,8,0.6467,0.182887560811374
2014-06-12,9,0.7618,0.182888559362354
2014-06-12,9.2,0.5793,0.182888559362354
2014-06-16,0.1,0.5594,1.03872742890977
2014-06-16,1,1.3648,1.03887790888119
2014-06-16,2,2.6661,1.03897015714117
2014-06-16,3,2.9359,0.939941214487385
2014-06-16,4,6.7842,0.374894742480451
2014-06-16,5,4.011,0.244365442170838
2014-06-16,6,1.464,0.160256166240784
2014-06-16,7,0.9681,0.160184082037761
2014-06-16,8,0.8411,0.160182694836089
2014-06-16,9,0.607,0.160183553868407
2014-06-16,9.2,0.5555,0.160183553868407
2014-06-19,0.1,0.9522,1.09467426380222
2014-06-19,1,1.5037,1.0947421936709
2014-06-19,2,2.7256,1.09473716520241
2014-06-19,3,4.5585,0.895528351063228
2014-06-19,4,7.5856,0.378640329782954
2014-06-19,5,4.1737,0.22573906815019
2014-06-19,6,1.5354,0.144846044181451
2014-06-19,7,1.1307,0.144778812629208
2014-06-19,8,0.7062,0.14477761258294
2014-06-19,9,0.5198,0.144778360793996
2014-06-19,9.2,0.5317,0.144778360793996
2014-06-23,0.1,2.4003,0.963101479259714
2014-06-23,1,2.7772,0.963097817222854
2014-06-23,2,4.6339,0.962992406177555
2014-06-23,3,4.6141,0.83969569721169
2014-06-23,4,9.7438,0.372521913627956
2014-06-23,5,4.0348,0.204964766102318
2014-06-23,6,2.2971,0.126491479539809
2014-06-23,7,1.8329,0.126427936998076
2014-06-23,8,1.1545,0.126426916515868
2014-06-23,9,0.5951,0.126427550502031
2014-06-23,9.2,0.4563,0.126427550502031
2014-06-25,0.1,2.1821,0.951939492800002
2014-06-25,1,2.3685,0.951873961336529
2014-06-25,2,4.6418,0.951697626898997
2014-06-25,3,6.6533,0.82262485990116
2014-06-25,4,8.4624,0.366074108674379
2014-06-25,5,4.0031,0.195713684855136
2014-06-25,6,1.5989,0.118153311007037
2014-06-25,7,1.2696,0.118091405353758
2014-06-25,8,1.1426,0.118090474191914
2014-06-25,9,0.607,0.118091053761831
2014-06-25,9.2,1.2339,0.118091053761831
2014-06-29,0.1,1.3053,1.08068154038351
2014-06-29,1,2.0313,1.08053183832716
2014-06-29,2,3.4397,1.02347545278358
2014-06-29,3,5.717,0.786772753339881
2014-06-29,4,5.8995,0.349250631901049
2014-06-29,5,4.257,0.179182472357149
2014-06-29,6,2.0988,0.103076287685721
2014-06-29,7,1.2101,0.10301729880747
2014-06-29,8,0.7737,0.103016538028194
2014-06-29,9,0.9601,0.103017016463388
2014-06-29,9.2,0.8887,0.103017016463388
2014-06-30,0.1,1.2061,1.12197795419122
2014-06-30,1,1.7258,1.12182814279792
2014-06-30,2,1.952,1.05200581505948
2014-06-30,3,3.6024,0.763881977225675
2014-06-30,4,6.7009,0.342921053707711
2014-06-30,5,4.2967,0.175090471056743
2014-06-30,6,1.4521,0.0996078330277071
2014-06-30,7,1.2735,0.0995496269992406
2014-06-30,8,1.2616,0.099548904231488
2014-06-30,9,1.1387,0.0995493599968399
2014-06-30,9.2,1.2497,0.0995493599968399
2014-07-01,0.1,1.0553,1.14675177523536
2014-07-01,1,1.337,1.14660864169483
2014-07-01,2,1.6346,1.1080732389602
2014-07-01,3,4.1618,0.912636621934412
2014-07-01,4,6.8953,0.33344987021404
2014-07-01,5,3.8404,0.170062953329421
2014-07-01,6,1.8806,0.0962091510325981
2014-07-01,7,1.6266,0.0961524077377173
2014-07-01,8,1.6346,0.0961517191145206
2014-07-01,9,1.6425,0.0961521539495191
2014-07-01,9.2,1.6346,0.0961521539495191
2014-07-02,0.1,0.9205,1.19269410217157
2014-07-02,1,0.9998,1.19254755046363
2014-07-02,2,1.6266,1.1924121360006
2014-07-02,3,3.2017,1.04194552797916
2014-07-02,4,8.6568,0.32309393365327
2014-07-02,5,4.1102,0.165109147522154
2014-07-02,6,1.9599,0.092912405763093
2014-07-02,7,2.1464,0.0928571558971285
2014-07-02,8,1.829,0.0928565000463285
2014-07-02,9,1.8925,0.0928569147833908
2014-07-02,9.2,1.5552,0.0928569147833908
2014-07-07,0.1,1.2656,1.60686279979582
2014-07-07,1,1.3965,1.6065596193561
2014-07-07,2,1.9044,1.60627546791104
2014-07-07,3,2.801,1.19659335235987
2014-07-07,4,3.6817,0.293661122446067
