DateTime,Fsed_ch4,Fsed_ch4.1,Ksed_ch4,RMSE
2020-06-18 08:56:33,21.3971549176346,16.3905081120299,15.1211584516861,9.50488025735803
2020-06-18 08:56:24,10.1447635383473,1,22.8988140638683,9.7453722150194
2020-06-18 08:56:16,17.7643505691781,1,18.2392213570559,9.59689107030988
2020-06-18 08:56:06,31.289186083263,1,14.8333498527145,9.48502766091269
2020-06-18 08:55:58,31.0682254637394,10.4637523802729,18.5604776470331,9.17527217770891
2020-06-18 08:55:49,42.071635701454,1,14.2871738985652,9.40720479865442
2020-06-18 08:55:41,48.14326374537,10.7499656360964,14.5601573177865,9.2787460235353
2020-06-18 08:55:33,53.499619503456,1,15.8371756977839,9.28251349233878
2020-06-18 08:55:25,51.3418304365481,17.3144512068797,14.4015518678841,9.32967021712874
2020-06-18 08:55:16,51.8756365363766,13.3087968687633,14.9664820998475,9.39041343699938
2020-06-18 08:55:06,66.8273746116658,1,14.0385006292328,9.51981882523186
2020-06-18 08:54:56,67.0309682751685,4.23485734598709,15.4974801973757,9.68761562953502
2020-06-18 08:54:47,67.0897185317789,1,12.9718623963547,9.10779971674651
2020-06-18 08:54:36,59.6801773146321,3.12572265642127,20.4663976497627,10.0317371483542
2020-06-18 08:54:29,26.4439892164424,1,19.1548704753894,9.40320536439084
2020-06-18 08:54:21,20.5479298466663,22.458421279283,12.7626909327529,9.58059303130834
2020-06-18 08:54:13,55.1309649927258,1,14.6957766681017,9.21291703033543
2020-06-18 08:54:06,75.2303248793931,6.33248436761762,18.3696261883075,10.7757855137216
2020-06-18 08:53:58,81.592791929076,1,17.2610258333542,10.8593317744724
2020-06-18 08:53:50,45.9191589539914,1,12.6408536353119,9.28412132672815
2020-06-18 08:53:42,86.0922878351154,1,18.4725089175978,10.0857326722401
2020-06-18 08:53:34,72.387578043456,1,15.0571493956901,9.44688452872074
2020-06-18 08:53:27,65.7520382554705,6.31621737227355,12.8960043615112,9.59445240254634
2020-06-18 08:53:18,52.8415966825929,7.11303898899323,16.1679059339779,9.22542444023056
2020-06-18 08:53:10,63.567138740031,1.80426541882526,16.3647047072982,9.80612047479276
2020-06-18 08:53:02,36.9476718345214,1,16.9436348541739,9.40427341965615
2020-06-18 08:52:54,42.5683140280272,20.1501737286857,15.1673919920971,9.60690194854248
2020-06-18 08:52:47,53.3516912940296,18.4854209258296,9.37051887008577,9.45439208043834
2020-06-18 08:52:39,40.6072892778151,1,14.8206621833256,9.45960719356407
2020-06-18 08:52:31,64.7032757464086,10.653092512277,9.92900533404646,9.30802661207002
2020-06-18 08:52:23,65.1972857899301,29.2367553386356,12.2108431377312,9.87120790568846
2020-06-18 08:52:15,5.13460007730009,1,12.3239645453305,10.1082030504601
2020-06-18 08:52:07,24.5959947878739,1,13.1715329853004,9.84932371857014
2020-06-18 08:52:00,19.669704008524,1,10.5008716806504,9.75264835793065
2020-06-18 08:51:50,88.2848524932962,24.0300421703956,12.7233119252801,10.1801661334607
2020-06-18 08:51:42,75.698925770802,1,19.1149652207016,10.5314059720029
2020-06-18 08:51:33,46.5976505947837,13.3045596154833,10.8462914136457,9.31485833117837
2020-06-18 08:51:25,36.4873600287526,1,18.6108816686493,9.32281628027816
2020-06-18 08:51:17,41.5622255769832,82.7755161170527,15.2323798003359,22.8190523314697
2020-06-18 08:51:09,107.647567404141,1,0.001,10.2665742000343
2020-06-18 08:51:01,1,1,7.24963327609435,10.2351766009609
2020-06-18 08:50:53,42.4482127218568,64.0182200520945,3.10401923550281,9.60069550609545
2020-06-18 08:50:45,1,24.7009587660186,3.41849034976896,10.0278804218487
2020-06-18 08:50:37,44.4880449994026,80.0631537336463,0.001,10.2684352352738
2020-06-18 08:50:29,30.0051761256566,1,17.7544098997863,9.2047915305992
2020-06-18 08:50:21,65.5840426925207,1,14.0626622404477,9.10128141297936
2020-06-18 08:50:13,1,39.2216033125666,10.3833471500197,10.3753832567735
2020-06-18 08:50:05,62.0878340856973,1.81835066205391,11.1232561632924,9.14527433560515
2020-06-18 08:49:57,1,1,0.001,10.2698440197705
2020-06-18 08:49:49,75.3116929375627,56.5905727465461,11.6711098498597,12.8900209047325
