"DateTime","Depth","Observed_CAR_dic","Modeled_CAR_dic"
2018-06-18,3.8,76.1687137008474,426.779806211164
2018-06-18,5,81.8813672284109,639.72153637745
2018-06-18,6.2,74.2644958583262,659.30525332421
2018-06-18,8,91.4024564410169,659.305265124304
2018-06-18,9,93.306674283538,659.305262351607
2018-06-25,0.1,62.8391888031991,212.70909852332
2018-06-25,1.6,55.2223174331143,212.505557409198
2018-06-25,3.8,72.360278015805,428.091610981506
2018-06-25,5,87.5940207559745,633.178304067293
2018-06-25,6.2,81.8813672284109,659.712868869923
2018-06-25,8,102.827763496144,659.712877259912
2018-06-25,9,95.2108921260592,659.712874387406
2018-07-02,0.1,68.5518423307626,177.407514393228
2018-07-02,1.6,68.5518423307626,177.428300814186
2018-07-02,3.8,62.8391888031991,428.770908114523
2018-07-02,5,70.4560601732838,629.335095789873
2018-07-02,8,106.636199181186,660.252101635322
2018-07-02,9,100.923545653623,660.252098705033
2018-07-09,0.1,72.360278015805,167.465980004237
2018-07-09,1.6,72.360278015805,167.234577109999
2018-07-09,3.8,68.5518423307626,371.547873900648
2018-07-09,5,99.0193278111016,627.16298501906
2018-07-09,6.2,100.923545653623,660.862984674741
2018-07-09,8,104.731981338665,660.862993513217
2018-07-09,9,99.0193278111016,660.862990558345
2018-07-16,0.1,83.7855850709321,137.057774438284
2018-07-16,1.6,76.1687137008474,137.560441643554
2018-07-16,3.8,95.2108921260592,315.765844612217
2018-07-16,5,100.923545653623,624.628717467378
2018-07-16,6.2,114.253070551271,661.578987961337
2018-07-16,8,104.731981338665,661.578996523449
2018-07-16,9,108.540417023708,661.57899360949
2018-07-23,0.1,72.360278015805,99.5355797708752
2018-07-23,1.6,74.2644958583262,99.4386047315418
2018-07-23,3.8,85.6898029134533,314.052895059829
2018-07-23,5,99.0193278111016,614.625283571994
2018-07-23,6.2,104.731981338665,662.213420173546
2018-07-23,8,108.540417023708,662.213428706267
2018-07-23,9,97.1151099685804,662.213425768955
2018-07-30,0.1,74.2644958583262,58.1529049095214
2018-07-30,1.6,74.2644958583262,57.8391549856155
2018-07-30,3.8,85.6898029134533,316.258272014662
2018-07-30,5,104.731981338665,608.354102647779
2018-07-30,6.2,114.253070551271,663.038478945923
2018-07-30,8,112.34885270875,663.038486889268
2018-07-30,9,106.636199181186,663.038484146379
2018-08-06,0.1,62.8391888031991,51.443477945463
2018-08-06,1.6,72.360278015805,51.9240408903039
2018-08-06,3.8,91.4024564410169,222.535057000593
2018-08-06,5,116.157288393792,600.01687530267
2018-08-06,6.2,112.34885270875,663.839081060159
2018-08-06,8,119.965724078835,663.839087647038
2018-08-06,9,139.007902504046,663.839085363874
2018-08-13,0.1,74.2644958583262,3.48039664295075
2018-08-13,1.6,72.360278015805,3.80704995910239
2018-08-13,3.8,110.444634866229,229.348073500563
2018-08-13,5,114.253070551271,596.936802910032
2018-08-13,6.2,119.965724078835,664.991959739314
2018-08-13,8,112.34885270875,664.991963362741
2018-08-13,9,123.774159763877,664.991962115299
2018-08-20,0.1,78.0729315433686,0
2018-08-20,1.6,78.0729315433686,0
2018-08-20,3.8,85.6898029134533,238.280415363267
2018-08-20,5,114.253070551271,593.67476834425
2018-08-20,6.2,125.678377606398,666.615610824257
2018-08-20,8,137.103684661525,666.615610955008
2018-08-20,9,133.295248976483,666.61561091068
2018-08-27,0.1,78.0729315433686,5.24832527037531
2018-08-27,1.6,59.0307531181567,5.55778103447141
2018-08-27,3.8,95.2108921260592,164.200183876432
2018-08-27,5,110.444634866229,583.454217700392
2018-08-27,6.2,112.34885270875,667.199596797308
2018-08-27,8,131.391031133962,667.199596809965
2018-08-27,9,150.433209559174,667.199596805858
2018-09-03,1.6,81.8813672284109,0
2018-09-03,3.8,87.5940207559745,169.176644387658
2018-09-03,5,106.636199181186,582.805424588362
2018-09-03,6.2,118.061506236313,668.296833322681
2018-09-03,8,129.486813291441,668.296821817108
2018-09-03,9,129.486813291441,668.296821791709
2018-09-10,0.1,79.9771493858897,4.47329917602705
2018-09-10,1.6,79.9771493858897,4.66072142387781
2018-09-10,3.8,95.2108921260592,180.118987313254
2018-09-10,5,114.253070551271,574.462132870995
2018-09-10,6.2,123.774159763877,669.341096083494
2018-09-10,8,142.816338189089,669.341075968939
2018-09-10,9,139.007902504046,669.341075965238
2018-09-17,0.1,81.8813672284109,118.318907710691
2018-09-17,1.6,79.9771493858897,116.232490582607
2018-09-17,3.8,81.8813672284109,116.569956421164
2018-09-17,5,108.540417023708,381.22528844002
2018-09-17,6.2,116.157288393792,656.692405434263
2018-09-17,8,121.869941921356,665.046830960249
2018-09-17,9,133.295248976483,665.04683059746
2018-09-24,0.1,81.8813672284109,114.065224351308
2018-09-24,1.6,79.9771493858897,113.566296677259
2018-09-24,3.8,81.8813672284109,118.190939129562
2018-09-24,5,108.540417023708,381.545475613958
2018-09-24,6.2,129.486813291441,649.468307097744
2018-09-24,8,139.007902504046,666.611164920469
2018-09-24,9,123.774159763877,666.61116477967
2018-10-01,0.1,79.9771493858897,107.599521315307
2018-10-01,1.6,81.8813672284109,107.257737662384
2018-10-01,3.8,89.4982385984957,119.265085509079
2018-10-01,5,119.965724078835,399.948681473716
2018-10-01,6.2,125.678377606398,639.700754013735
2018-10-01,8,131.391031133962,668.557236192698
2018-10-01,9,125.678377606398,668.557236172347
2018-10-08,0.1,85.6898029134533,98.6145432058408
2018-10-08,1.6,81.8813672284109,98.8203556628686
2018-10-08,3.8,93.306674283538,123.334561306596
2018-10-08,5,116.157288393792,401.831820311376
2018-10-08,6.2,139.007902504046,637.567276126542
2018-10-08,8,144.72055603161,670.785630773762
2018-10-08,9,140.912120346568,670.785630761893
2018-10-15,0.1,79.9771493858897,140.295844774343
2018-10-15,1.6,79.9771493858897,140.113334619804
2018-10-15,3.8,85.6898029134533,140.384397134949
2018-10-15,5,81.8813672284109,246.687669432792
2018-10-15,6.2,100.923545653623,606.135258967936
2018-10-15,8,119.965724078835,669.856182651845
2018-10-15,9,142.816338189089,669.856180617098
2018-10-20,5,83.7855850709321,180.13555765701
2018-10-20,9,150.433209559174,651.661323704425
2018-10-22,0.1,85.6898029134533,210.650850498172
2018-10-22,1.6,81.8813672284109,208.838356876127
2018-10-22,3.8,83.7855850709321,209.230178246189
2018-10-22,5,81.8813672284109,209.164165011253
2018-10-22,6.2,83.7855850709321,209.061002410158
2018-10-22,8,95.2108921260592,157.907502000748
2018-10-22,9,146.624773874131,157.907496963636
2018-10-29,0.1,83.7855850709321,237.410240693744
2018-10-29,1.6,81.8813672284109,231.964469177748
2018-10-29,3.8,83.7855850709321,231.514661221888
2018-10-29,5,81.8813672284109,231.218253848039
2018-10-29,6.2,81.8813672284109,231.063912193534
2018-10-29,8,81.8813672284109,204.906071054814
2018-10-29,9,83.7855850709321,176.149186752056
2018-11-19,0.1,74.2644958583262,320.856220281851
2018-11-19,1.6,74.2644958583262,319.915899336327
2018-11-19,3.8,74.2644958583262,320.032680851583
2018-11-19,5,76.1687137008474,320.034186604162
2018-11-19,6.2,81.8813672284109,320.034202282953
2018-11-19,8,79.9771493858897,320.034211307606
2018-11-19,9,76.1687137008474,320.034208119328
2018-12-17,0.1,70.4560601732838,319.178019663173
2018-12-17,1.6,70.4560601732838,314.154000421491
2018-12-17,3.8,72.360278015805,302.06861615556
2018-12-17,6.2,70.4560601732838,287.776863904291
2018-12-17,8,70.4560601732838,165.91854400799
2018-12-17,9,72.360278015805,104.855584634172
