"DateTime","Depth","Observed_CAR_dic","Modeled_CAR_dic"
2018-01-15,0.1,114.253070551271,496.577496367365
2018-01-15,1.6,114.253070551271,495.825307710962
2018-01-15,3.8,110.444634866229,495.823257365818
2018-01-15,5,110.444634866229,495.844972713055
2018-01-15,6.2,116.157288393792,495.856519527683
2018-01-15,8,112.34885270875,495.85991540547
2018-01-15,9,106.636199181186,495.860156386957
2018-02-19,0.1,83.7855850709321,379.657046124512
2018-02-19,1.6,79.9771493858897,379.075914247078
2018-02-19,3.8,91.4024564410169,378.987489373124
2018-02-19,5,83.7855850709321,378.953168540788
2018-02-19,6.2,83.7855850709321,378.900254588113
2018-02-19,8,83.7855850709321,342.893824520261
2018-02-19,9,87.5940207559745,331.619021793188
2018-03-19,1.6,81.8813672284109,423.996602045936
2018-03-19,3.8,85.6898029134533,423.49376893622
2018-03-19,6.2,85.6898029134533,423.52253194426
2018-03-19,8,79.9771493858897,424.031395793387
2018-03-19,9,81.8813672284109,424.035068321439
2018-04-04,0.1,78.0729315433686,530.42092539689
2018-04-04,1.6,76.1687137008474,524.659319650292
2018-04-04,3.8,81.8813672284109,508.71408385017
2018-04-04,5,83.7855850709321,483.754159783504
2018-04-04,6.2,81.8813672284109,480.59596540963
2018-04-04,8,83.7855850709321,480.596938573509
2018-04-04,9,79.9771493858897,480.596984016888
2018-04-10,0.1,78.0729315433686,576.131835355962
2018-04-10,5,79.9771493858897,572.955311187184
2018-04-10,9,79.9771493858897,395.594414843421
2018-04-23,0.1,74.2644958583262,679.093887264716
2018-04-23,1.6,76.1687137008474,676.38322989718
2018-04-23,3.8,79.9771493858897,676.772398728981
2018-04-23,5,83.7855850709321,676.732683382889
2018-04-23,6.2,76.1687137008474,673.228920127518
2018-04-23,8,78.0729315433686,601.428394206532
2018-04-23,9,79.9771493858897,601.428405967725
2018-04-30,0.1,70.4560601732838,613.924271084229
2018-04-30,1.6,72.360278015805,611.338083703294
2018-04-30,3.8,72.360278015805,642.84849912797
2018-04-30,5,76.1687137008474,666.080012948473
2018-04-30,6.2,76.1687137008474,666.84531438358
2018-04-30,8,81.8813672284109,647.04485616601
2018-04-30,9,79.9771493858897,647.044854567575
2018-05-07,0.1,70.4560601732838,580.632625193794
2018-05-07,1.6,74.2644958583262,580.092864249944
2018-05-07,3.8,74.2644958583262,625.850519471927
2018-05-07,5,78.0729315433686,656.265539419211
2018-05-07,6.2,70.4560601732838,662.365477193903
2018-05-07,8,85.6898029134533,654.643117243275
2018-05-07,9,81.8813672284109,654.643115568966
2018-05-14,0.1,74.2644958583262,562.649255247423
2018-05-14,1.6,76.1687137008474,562.350332743901
2018-05-14,3.8,74.2644958583262,623.750847190532
2018-05-14,5,79.9771493858897,653.526317047489
2018-05-14,6.2,83.7855850709321,660.309052751835
2018-05-14,8,81.8813672284109,656.625639046872
2018-05-14,9,79.9771493858897,656.625638566414
2018-05-21,0.1,64.7434066457203,439.733016456138
2018-05-21,1.6,59.0307531181567,438.887073305453
2018-05-21,3.8,66.6476244882415,618.982278692556
2018-05-21,5,74.2644958583262,651.357113926803
2018-05-21,6.2,81.8813672284109,659.926138735189
2018-05-21,8,83.7855850709321,659.98414555169
2018-05-21,9,83.7855850709321,659.984142819822
2018-05-28,0.1,59.0307531181567,341.515237467093
2018-05-28,1.6,59.0307531181567,341.008321871052
2018-05-28,3.8,68.5518423307626,612.263016151346
2018-05-28,5,83.7855850709321,650.990267795107
2018-05-28,6.2,83.7855850709321,659.160696639192
2018-05-28,8,83.7855850709321,659.201849896451
2018-05-28,9,83.7855850709321,659.201847089563
2018-06-04,0.1,62.8391888031991,279.143795074021
2018-06-04,1.6,64.7434066457203,278.001805459495
2018-06-04,3.8,74.2644958583262,604.941084992262
2018-06-04,5,74.2644958583262,651.192192878505
2018-06-04,6.2,95.2108921260592,658.58702135209
2018-06-04,8,81.8813672284109,658.587029510796
2018-06-04,9,89.4982385984957,658.587026694221
2018-06-11,0.1,64.7434066457203,277.162149510223
2018-06-11,1.6,62.8391888031991,276.924297640967
2018-06-11,3.8,79.9771493858897,426.845073897144
2018-06-11,5,91.4024564410169,645.293607257241
2018-06-11,6.2,93.306674283538,658.89008143919
2018-06-11,8,87.5940207559745,658.890089787865
2018-06-11,9,99.0193278111016,658.89008697327
2018-06-18,0.1,62.8391888031991,259.509416963547
2018-06-18,1.6,62.8391888031991,259.454907181308
