DateTime,f_an,Rdom_minerl,Rdomr_minerl,RMSE
2021-02-05 18:41:07,0.62525869859817,0.0834080099064162,1e-04,52.3714614383919
2021-02-05 18:40:56,0.62525869859817,0.0834080099064162,1e-04,52.3714614383919
2021-02-05 18:40:46,0.646957224723389,0.0858924405985705,1e-04,52.5222571281737
2021-02-05 18:40:35,0.674935845615162,0.0837110073494331,0.000103266084472116,52.5339160789138
2021-02-05 18:40:24,0.693800632313635,0.0758782109545335,0.000109214660900185,52.6001908289467
2021-02-05 18:40:14,0.72801796960573,0.075296922228218,1e-04,52.6147201404844
2021-02-05 18:40:03,0.694557111942269,0.0769402254376876,0.000130041783445012,52.7054298824406
2021-02-05 18:39:52,0.62525869859817,0.0834080099064162,1e-04,52.3714614383919
2021-02-05 18:39:42,0.683181945005563,0.0803519533488324,0.000108100759053959,52.466632858941
2021-02-05 18:39:31,0.682662845462774,0.0808457555407699,1e-04,52.4785127555287
2021-02-05 18:39:20,0.589752510643445,0.0802576793363995,1e-04,52.4475857748978
2021-02-05 18:39:09,0.688580445635625,0.0808194404684899,1e-04,52.804531022906
2021-02-05 18:38:59,0.674318276569245,0.0806638781122368,0.000102997884715454,52.4381577073068
2021-02-05 18:38:48,0.678114495423897,0.078685325057307,0.000103237225337063,52.2296729134353
2021-02-05 18:38:38,0.671555050227942,0.0823352451943997,1e-04,52.5773830904709
2021-02-05 18:38:27,0.699096413453595,0.0814447118878588,1e-04,52.2016443410371
2021-02-05 18:38:16,0.655646947850028,0.0810038964020575,0.000101170612466735,52.1537828241604
2021-02-05 18:38:06,0.636795572254153,0.0779072725176656,0.000116920090991034,52.604532933895
2021-02-05 18:37:55,0.639983278933041,0.0756563220633798,1e-04,52.7763210759979
2021-02-05 18:37:45,0.654207382186465,0.0774098612059377,0.000102951933573334,52.634993997833
2021-02-05 18:37:34,0.600677500242603,0.0793061115497798,1e-04,52.1643163775895
2021-02-05 18:37:23,0.605882983759778,0.0780790748876874,0.000133446706300336,52.9136036457175
2021-02-05 18:37:13,0.654894879164265,0.077003682576099,0.000124718340245173,52.6420031064679
