DateTime,Ksed_oxy,Fsed_oxy,RMSE
2020-07-03 01:25:07,17.0694813679323,-4.50095470461108,206.944803322958
2020-07-03 01:24:57,17.0694813679323,-4.50095470461108,206.944803322958
2020-07-03 01:24:47,17.0694813679323,-4.50095470461108,206.944803322958
2020-07-03 01:24:36,18.0436727221386,-5.38839729009739,261.254128077086
2020-07-03 01:24:26,21.6785056539506,-6.009895525384,262.286244152941
2020-07-03 01:24:16,6.43957277148636,-2.29059067697622,237.335036307044
2020-07-03 01:24:05,13.1347645656556,-4.24346704217342,240.22942822081
2020-07-03 01:23:55,3.64975712593154,-1.63472326734664,220.049014673669
2020-07-03 01:23:45,15.1757613932085,-4.80955688208038,232.969012604072
2020-07-03 01:23:34,15.0028625632468,-3.90804669324161,240.011309041789
2020-07-03 01:23:24,12.381744250192,-3.95113816447865,266.979047275349
2020-07-03 01:23:14,7.75051213818267,-2.81227503089571,234.606385249955
2020-07-03 01:23:03,2.89603978987627,-1.31175822074066,235.226286544568
2020-07-03 01:22:53,6.7707513373642,-1.92618083789888,233.276707361665
2020-07-03 01:22:42,13.3871779927252,-3.88296417001092,216.738246136631
2020-07-03 01:22:32,11.6609829499491,-3.9167976338924,251.105433535121
2020-07-03 01:22:22,12.7380298750732,-3.54512602412009,240.812489772683
2020-07-03 01:22:12,8.5054997881609,-2.82453087973056,241.369579654501
2020-07-03 01:22:01,5.48711163124633,-1.89136619433086,250.557566748873
2020-07-03 01:21:51,3.91865443083816,-1.88108892025632,232.421495509707
2020-07-03 01:21:40,5.77205794667227,-1.88168658870241,236.302525279925
2020-07-03 01:21:30,6.99451266236952,-1.92884775837679,255.0571262714
2020-07-03 01:21:19,7.45310437945046,-3.21985654422951,245.222331237175
2020-07-03 01:21:09,6.30487319442399,-3.00619376154728,238.828699235941
2020-07-03 01:20:59,7.3600833629871,-2.47996167651822,235.677083730383
2020-07-03 01:20:49,1.7131082755337,-1,239.751699291393
2020-07-03 01:20:38,1,-1,203.639920148407
2020-07-03 01:20:28,7.67139289220731,-3.39287209031387,236.525115940497
2020-07-03 01:20:18,4.83269740863836,-2.33997733876701,194.341410694809
2020-07-03 01:20:07,4.66463677613434,-1.86193091806174,241.224946388939
2020-07-03 01:19:57,2.80584919532561,-1.02501454541362,249.791937542512
2020-07-03 01:19:47,3.49090707902229,-1.47316542800044,192.547929698822
2020-07-03 01:19:36,1.84313809772944,-1,248.58160375142
2020-07-03 01:19:26,7.11840428417667,-2.47293237836804,233.173991466113
2020-07-03 01:19:16,4.31978859771288,-1.26971192093342,232.710842227158
2020-07-03 01:19:05,1,-1,203.639920148407
2020-07-03 01:18:55,1,-1,203.639920148407
2020-07-03 01:18:45,4.6582689120477,-1.93461267835016,186.015217159061
2020-07-03 01:18:34,3.9640373065461,-1,236.870354566765
2020-07-03 01:18:24,9.82042603156654,-4.19012040410379,235.076870883075
2020-07-03 01:18:14,1,-1,203.639920148407
2020-07-03 01:18:04,1,-1,203.639920148407
2020-07-03 01:17:53,1,-2.03690613983145,231.623145994896
2020-07-03 01:17:43,13.7896268458799,-4.98551152397945,227.692482725387
2020-07-03 01:17:33,4.84145089195952,-3.89901796818889,237.945433880929
2020-07-03 01:17:22,15.1230129353096,-5.92111953232797,238.328612437984
2020-07-03 01:17:12,1,-1,203.639920148407
2020-07-03 01:17:02,1,-1,203.639920148407
2020-07-03 01:16:52,1,-1,203.639920148407
2020-07-03 01:16:41,18.5279485822049,-5.51854156165985,238.322978976214
2020-07-03 01:16:31,4.73825251470442,-5.93166353901,243.536335652037
