"DateTime","Depth","Observed_OGM_docr","Modeled_OGM_docr"
2014-11-10,0.1,179.85012489592,177.219686138769
2014-11-10,5,172.356369691923,177.219707798454
2014-11-10,9,254.787676935887,177.219708312377
2015-03-31,1.6,157.36885928393,157.305142416035
2015-03-31,3.8,157.36885928393,157.305148188886
2015-03-31,8,307.243963363863,157.305157172125
2015-03-31,9,142.381348875937,157.305157172125
2015-04-07,1.6,127.393838467943,155.43584404989
2015-04-07,3.8,157.36885928393,155.812960867706
2015-04-07,5,134.88759367194,156.523277013454
2015-04-07,6.2,127.393838467943,156.84616435416
2015-04-07,9,142.381348875937,156.974360673923
2015-04-13,0.1,127.393838467943,153.156393655993
2015-04-13,1.6,149.875104079933,153.156694547873
2015-04-13,3.8,142.381348875937,155.226880199625
2015-04-13,5,142.381348875937,156.299165624736
2015-04-13,6.2,142.381348875937,156.651096531641
2015-04-13,8,127.393838467943,156.891461780347
2015-04-13,9,127.393838467943,156.891461780347
2015-04-21,0.1,164.862614487927,147.792789180489
2015-04-21,1.6,149.875104079933,147.795704828053
2015-04-21,3.8,134.88759367194,153.281443417578
2015-04-21,5,134.88759367194,156.015379418666
2015-04-21,6.2,142.381348875937,156.489976641317
2015-04-21,8,127.393838467943,156.777592669066
2015-04-21,9,134.88759367194,156.777592669066
2015-04-28,0.1,142.381348875937,152.550442781678
2015-04-28,1.6,142.381348875937,152.550479593132
2015-04-28,3.8,157.36885928393,152.552291821446
2015-04-28,5,142.381348875937,153.059635606982
2015-04-28,6.2,172.356369691923,155.389521717853
2015-04-28,8,179.85012489592,156.586962382411
2015-04-28,9,127.393838467943,156.586962382411
2015-05-05,0.1,142.381348875937,161.082416497892
2015-05-05,1.6,172.356369691923,161.081364764832
2015-05-05,3.8,164.862614487927,153.347150437976
2015-05-05,5,224.8126561199,153.621853691824
2015-05-05,6.2,157.36885928393,154.974729824978
2015-05-05,8,164.862614487927,156.422838832142
2015-05-05,9,157.36885928393,156.422838832142
2015-05-11,0.1,142.381348875937,161.122948231442
2015-05-11,1.6,179.85012489592,161.12186796203
2015-05-11,3.8,157.36885928393,153.457736589866
2015-05-11,6.2,172.356369691923,155.254039481529
2015-05-18,0.1,149.875104079933,155.329456937715
2015-05-18,1.6,254.787676935887,156.953543051167
2015-05-18,3.8,157.36885928393,154.298338289849
2015-05-18,6.2,284.762697751873,155.12735544666
2015-05-18,8,157.36885928393,155.788793140251
2015-05-18,9,232.306411323897,155.788793140251
2015-05-25,0.1,172.356369691923,152.05200539063
2015-05-25,1.6,164.862614487927,152.052141091334
2015-05-25,3.8,142.381348875937,153.597963803785
2015-05-25,5,149.875104079933,153.628603642005
2015-05-25,6.2,134.88759367194,155.053910716494
2015-05-25,8,149.875104079933,155.713447373952
2015-05-25,9,134.88759367194,155.713447373952
2015-06-01,0.1,142.381348875937,147.736873473658
2015-06-01,1.6,164.862614487927,147.737156229292
2015-06-01,3.8,157.36885928393,153.111431775518
2015-06-01,5,149.875104079933,153.846350077292
2015-06-01,6.2,142.381348875937,154.730125576854
2015-06-01,8,142.381348875937,154.730125576854
2015-06-01,9,134.88759367194,154.730125576854
2015-06-08,0.1,172.356369691923,140.650092731103
2015-06-08,1.6,172.356369691923,140.650753146387
2015-06-08,6.2,179.85012489592,154.670091291186
2015-06-08,8,149.875104079933,154.670091291186
2015-06-15,0.1,164.862614487927,139.932391521319
2015-06-15,5,149.875104079933,153.572927727608
2015-06-15,6.2,164.862614487927,154.604733211207
2015-06-15,8,157.36885928393,154.604733211207
2015-06-15,9,164.862614487927,154.604733211207
2015-06-22,0.1,217.318900915903,140.090017175801
2015-06-22,1.6,232.306411323897,140.090329832925
2015-06-22,5,247.29392173189,153.270457007696
2015-06-22,9,157.36885928393,154.536092302184
2015-06-29,0.1,187.343880099917,139.289348177114
2015-06-29,1.6,187.343880099917,139.291229174951
2015-06-29,5,322.231473771857,152.865776199674
2015-06-29,8,172.356369691923,154.46071425293
2015-06-29,9,164.862614487927,154.46071425293
2015-07-06,0.1,217.318900915903,139.657655332169
2015-07-06,1.6,217.318900915903,139.657664549178
2015-07-06,3.8,194.837635303913,146.678089139462
2015-07-06,6.2,179.85012489592,154.388040115839
2015-07-06,8,284.762697751873,154.388040115839
2015-07-06,9,172.356369691923,154.388040115839
2015-07-13,1.6,307.243963363863,147.84417753853
2015-07-13,3.8,217.318900915903,146.076873989414
2015-07-13,5,187.343880099917,152.082548663815
2015-07-13,8,149.875104079933,154.306783839134
2015-07-13,9,187.343880099917,154.306783839134
2015-07-20,0.1,247.29392173189,162.662164954996
2015-07-20,1.6,224.8126561199,162.661907122521
2015-07-20,3.8,209.825145711907,150.041771769201
2015-07-20,5,164.862614487927,151.805530372439
2015-07-20,6.2,164.862614487927,154.222478911623
2015-07-20,8,149.875104079933,154.222478911623
2015-07-20,9,217.318900915903,154.222478911623
2015-07-27,0.1,232.306411323897,160.39446457171
2015-07-27,1.6,209.825145711907,160.323180140328
2015-07-27,3.8,224.8126561199,150.67960474243
2015-07-27,5,157.36885928393,151.718566567962
2015-07-27,6.2,142.381348875937,154.144170220154
2015-07-27,8,194.837635303913,154.144170220154
2015-07-27,9,157.36885928393,154.144170220154
2015-08-03,0.1,224.8126561199,157.954360050208
2015-08-03,1.6,232.306411323897,157.918852825313
2015-08-03,3.8,269.77518734388,150.682792410988
2015-08-03,5,194.837635303913,151.674500783345
2015-08-03,6.2,194.837635303913,154.065643779772
2015-08-03,8,187.343880099917,154.065643779772
2015-08-03,9,157.36885928393,154.065643779772
2015-08-10,0.1,239.800166527893,155.561155988678
2015-08-10,1.6,239.800166527893,155.642533496447
2015-08-10,5,179.85012489592,151.631477183361
2015-08-10,8,172.356369691923,153.984062795949
2015-08-10,9,254.787676935887,153.984062795949
2015-08-17,0.1,239.800166527893,151.156355065127
2015-08-17,3.8,262.281432139883,150.190181981563
2015-08-17,5,224.8126561199,151.435219776782
2015-08-17,6.2,239.800166527893,153.899750625233
2015-08-17,9,172.356369691923,153.899750625233
2015-08-24,0.1,247.29392173189,148.799525250792
2015-08-24,1.6,262.281432139883,148.799503839829
2015-08-24,3.8,232.306411323897,149.858391474125
2015-08-24,5,187.343880099917,151.346981541533
2015-08-24,6.2,179.85012489592,153.818156974978
2015-08-24,8,172.356369691923,153.818156974978
2015-08-24,9,149.875104079933,153.818156974978
2015-08-31,0.1,299.750208159867,147.329204460297
2015-08-31,1.6,277.268942547877,147.329212760557
2015-08-31,3.8,232.306411323897,149.509962543167
2015-08-31,5,179.85012489592,151.36129338389
2015-08-31,8,179.85012489592,153.729998406649
2015-08-31,9,149.875104079933,153.729998406649
2015-09-07,0.1,269.77518734388,144.978780256986
2015-09-07,1.6,269.77518734388,144.978816034807
2015-09-07,3.8,254.787676935887,148.872859323462
2015-09-07,5,209.825145711907,151.251747932592
2015-09-07,6.2,179.85012489592,153.643897641293
2015-09-07,8,187.343880099917,153.643897641293
2015-09-07,9,187.343880099917,153.643897641293
2015-09-14,1.6,262.281432139883,143.645390908939
2015-09-14,3.8,307.243963363863,146.74331086926
2015-09-14,5,194.837635303913,151.136525594484
2015-09-14,6.2,172.356369691923,153.539590932446
2015-09-14,8,172.356369691923,153.539590932446
2015-09-14,9,172.356369691923,153.539590932446
2015-09-21,0.1,329.725228975853,142.611052852277
2015-09-21,1.6,277.268942547877,142.611037688032
2015-09-21,3.8,329.725228975853,144.173759674997
2015-09-21,5,359.70024979184,150.812970455445
2015-09-21,9,179.85012489592,153.44311272345
2016-01-11,0.1,149.875104079933,141.802234641022
2016-01-11,1.6,142.381348875937,141.802234641028
2016-01-11,3.8,149.875104079933,141.802234655497
2016-01-11,5,142.381348875937,141.80223477319
2016-01-11,6.2,134.88759367194,141.802234872012
2016-01-11,8,142.381348875937,141.802235481402
2016-01-11,9,134.88759367194,141.802235481402
2016-02-05,0.1,134.88759367194,159.017243152855
2016-02-05,1.6,112.40632805995,159.017249418293
2016-02-05,3.8,119.900083263947,159.022576263287
2016-02-05,5,127.393838467943,159.022809268921
2016-02-05,6.2,127.393838467943,159.98552508002
2016-02-05,8,112.40632805995,167.800275659519
2016-02-05,9,112.40632805995,167.800275659519
2016-03-30,0.1,164.862614487927,148.084769796218
2016-03-30,1.6,149.875104079933,148.085406896538
2016-03-30,3.8,157.36885928393,149.721545368472
2016-03-30,5,134.88759367194,154.122779235972
2016-03-30,6.2,127.393838467943,153.27328088519
2016-03-30,8,142.381348875937,152.10116517164
2016-03-30,9,127.393838467943,152.10116517164
2016-04-11,0.1,119.900083263947,154.72937523514
2016-04-11,1.6,127.393838467943,154.729548641077
2016-04-11,3.8,112.40632805995,154.730379517078
2016-04-11,5,112.40632805995,154.732267322934
2016-04-11,6.2,119.900083263947,154.736507709022
2016-04-11,8,119.900083263947,154.754096152286
2016-04-11,9,119.900083263947,154.754096152286
2016-04-18,0.1,112.40632805995,151.182889896049
2016-04-18,1.6,104.912572855953,151.182939347373
2016-04-18,3.8,119.900083263947,153.967859147966
2016-04-18,5,119.900083263947,154.583374676322
2016-04-18,6.2,119.900083263947,154.626991888915
2016-04-18,8,112.40632805995,154.64699555774
2016-04-18,9,112.40632805995,154.64699555774
2016-04-25,0.1,119.900083263947,145.64385144652
2016-04-25,1.6,134.88759367194,145.645224595998
2016-04-25,3.8,127.393838467943,152.271742317228
2016-04-25,5,127.393838467943,154.533665662498
2016-04-25,6.2,119.900083263947,154.533665662498
2016-04-25,8,127.393838467943,154.533665662498
2016-04-25,9,127.393838467943,154.533665662498
2016-05-02,0.1,127.393838467943,139.975961613709
2016-05-02,1.6,127.393838467943,139.667207038341
2016-05-02,3.8,119.900083263947,150.226024808877
2016-05-02,5,127.393838467943,154.466462258749
2016-05-02,6.2,127.393838467943,154.466462258749
2016-05-02,8,127.393838467943,154.466462258749
2016-05-02,9,112.40632805995,154.466462258749
2016-05-09,0.1,142.381348875937,140.681070691835
2016-05-09,1.6,134.88759367194,140.680335020087
2016-05-09,3.8,134.88759367194,147.466547017972
2016-05-09,5,127.393838467943,153.690263945715
2016-05-09,6.2,134.88759367194,154.392929040505
2016-05-09,8,134.88759367194,154.392929040505
2016-05-09,9,127.393838467943,154.392929040505
2016-05-16,0.1,112.40632805995,142.956656730096
2016-05-16,1.6,112.40632805995,142.958224339178
2016-05-16,3.8,127.393838467943,145.129218944202
2016-05-16,5,104.912572855953,152.142358378665
2016-05-16,6.2,97.4188176519567,154.272818458174
2016-05-16,8,112.40632805995,154.272818458174
2016-05-16,9,97.4188176519567,154.272818458174
2016-05-23,0.1,127.393838467943,143.164045985843
2016-05-23,1.6,112.40632805995,143.164307712683
2016-05-23,3.8,127.393838467943,145.284408751187
2016-05-23,5,112.40632805995,151.323466104646
2016-05-23,8,89.92506244796,154.163699524416
2016-05-23,9,112.40632805995,154.163699524416
2016-05-30,0.1,119.900083263947,142.909811546785
2016-05-30,1.6,112.40632805995,142.909827158504
2016-05-30,3.8,119.900083263947,145.254322772257
2016-05-30,5,127.393838467943,150.99937741995
2016-05-30,6.2,97.4188176519567,154.083278628176
2016-05-30,8,119.900083263947,154.083278628176
2016-05-30,9,104.912572855953,154.083278628176
2016-05-31,0.1,134.88759367194,142.531621483273
2016-05-31,1.6,134.88759367194,142.531647140012
2016-05-31,3.8,134.88759367194,145.235155558645
2016-05-31,5,119.900083263947,150.971332988424
2016-05-31,6.2,119.900083263947,154.074749068195
2016-05-31,8,112.40632805995,154.074749068195
2016-05-31,9,119.900083263947,154.074749068195
2016-06-02,0.1,172.356369691923,141.156464789008
2016-06-02,1.6,127.393838467943,141.156484380383
2016-06-02,3.8,142.381348875937,145.221078110161
2016-06-02,5,164.862614487927,150.942565564434
2016-06-02,6.2,104.912572855953,154.057329631026
2016-06-02,8,119.900083263947,154.057329631026
2016-06-02,9,119.900083263947,154.057329631026
2016-06-03,6,112.40632805995,154.048520185426
2016-06-06,0.1,142.381348875937,137.055931807399
2016-06-06,1.6,127.393838467943,137.057506604977
2016-06-06,3.8,119.900083263947,145.126875879682
2016-06-06,5,127.393838467943,150.815890530581
2016-06-06,6.2,119.900083263947,154.015430185323
2016-06-06,8,112.40632805995,154.015430185323
2016-06-06,9,112.40632805995,154.015430185323
2016-06-07,5,119.900083263947,150.762795033243
2016-06-13,0.1,157.36885928393,135.890989732428
2016-06-13,1.6,142.381348875937,135.891389507268
2016-06-13,3.8,149.875104079933,139.860856346758
2016-06-13,5,134.88759367194,149.840831856995
2016-06-13,6.2,112.40632805995,153.862099231292
2016-06-13,8,97.4188176519567,153.862099231292
2016-06-13,9,119.900083263947,153.862099231292
2016-06-20,0.1,157.36885928393,131.409730988329
2016-06-20,1.6,142.381348875937,131.409939569481
2016-06-20,3.8,164.862614487927,139.653433442727
2016-06-20,5,127.393838467943,149.137055529178
2016-06-20,6.2,112.40632805995,153.792739714069
2016-06-20,8,97.4188176519567,153.792739714069
2016-06-20,9,104.912572855953,153.792739714069
2016-06-27,0.1,149.875104079933,128.970616269549
2016-06-27,1.6,149.875104079933,128.970738897138
2016-06-27,3.8,157.36885928393,135.963055755968
2016-06-27,5,119.900083263947,148.321647156044
2016-06-27,6.2,134.88759367194,153.723935109411
2016-06-27,8,119.900083263947,153.723935109411
2016-06-27,9,127.393838467943,153.723935109411
2016-06-28,0.1,127.393838467943,128.83724108032
2016-06-28,1.6,157.36885928393,128.837366684889
2016-06-28,3.8,119.900083263947,135.945164674289
2016-06-28,5,127.393838467943,148.250618431917
2016-06-28,6.2,112.40632805995,153.714448253806
2016-06-28,8,89.92506244796,153.714448253806
2016-06-28,9,112.40632805995,153.714448253806
2016-06-30,0.1,134.88759367194,128.823169922944
2016-06-30,1.6,134.88759367194,128.823403873108
2016-06-30,3.8,142.381348875937,135.948089778073
2016-06-30,5,119.900083263947,148.138339860301
2016-06-30,6.2,97.4188176519567,153.695404799215
2016-06-30,8,104.912572855953,153.695404799215
2016-06-30,9,104.912572855953,153.695404799215
2016-07-05,0.1,149.875104079933,127.173819093229
2016-07-05,1.6,127.393838467943,127.174587028555
2016-07-05,3.8,134.88759367194,135.793265253536
2016-07-05,5,127.393838467943,147.753762522483
2016-07-05,6.2,112.40632805995,153.646081428605
2016-07-05,8,119.900083263947,153.646081428605
2016-07-05,9,112.40632805995,153.646081428605
2016-07-11,0.1,149.875104079933,126.801264558936
2016-07-11,1.6,142.381348875937,126.801372180529
2016-07-11,3.8,127.393838467943,135.769712822197
2016-07-11,5,119.900083263947,147.080002654587
2016-07-11,5.5,134.88759367194,149.953628417186
2016-07-11,6.2,142.381348875937,153.574217144806
2016-07-11,8,97.4188176519567,153.574217144806
2016-07-11,9,134.88759367194,153.574217144806
2016-07-18,0.1,142.381348875937,126.110047074205
2016-07-18,1.6,157.36885928393,126.110282067461
2016-07-18,3.8,119.900083263947,135.681463568049
2016-07-18,5,127.393838467943,146.750906826474
2016-07-18,6.2,142.381348875937,153.501095326456
2016-07-18,8,104.912572855953,153.501095326456
2016-07-18,9,134.88759367194,153.501095326456
2016-07-21,5.5,104.912572855953,149.458510639923
2016-07-25,0.1,127.393838467943,127.128424699732
2016-07-25,1.6,164.862614487927,127.128392399471
2016-07-25,3.8,149.875104079933,131.559651453693
2016-07-25,5,134.88759367194,146.491727285414
2016-07-25,5.2,112.40632805995,147.62473679622
2016-07-25,5.5,119.900083263947,149.324251062428
2016-07-25,6.2,187.343880099917,153.427499608817
2016-07-25,8,89.92506244796,153.427499608817
2016-07-25,9,127.393838467943,153.427499608817
2016-07-27,0.1,149.875104079933,126.617087333674
2016-07-27,1.6,119.900083263947,126.617070188861
2016-07-27,3.8,134.88759367194,131.524772709812
2016-07-27,5,142.381348875937,146.350005347079
2016-07-27,5.5,149.875104079933,149.196722856096
2016-07-27,6.2,112.40632805995,153.405357701123
2016-07-27,8,104.912572855953,153.405357701123
2016-07-27,9,134.88759367194,153.405357701123
2016-07-28,6.2,112.40632805995,153.394806768587
2016-08-01,0.1,157.36885928393,123.352384581448
2016-08-01,1.6,157.36885928393,123.352425839097
2016-08-01,3.8,179.85012489592,131.184504802692
2016-08-01,5,142.381348875937,145.901774361442
2016-08-01,5.8,127.393838467943,150.931776260749
2016-08-01,6.2,157.36885928393,153.34910777707
2016-08-01,8,119.900083263947,153.34910777707
2016-08-01,9,127.393838467943,153.34910777707
2016-08-08,0.1,157.36885928393,120.018246862379
2016-08-08,1.6,224.8126561199,120.018424940706
2016-08-08,3.8,307.243963363863,131.066019481948
2016-08-08,5,187.343880099917,145.504675408903
2016-08-08,6.2,149.875104079933,153.270398749817
2016-08-08,8,119.900083263947,153.270398749817
2016-08-08,9,149.875104079933,153.270398749817
2016-08-15,0.1,164.862614487927,121.537972541898
2016-08-15,1.6,149.875104079933,121.538231256375
2016-08-15,3.8,127.393838467943,131.04907908374
2016-08-15,5,134.88759367194,144.945005484537
2016-08-15,5.5,149.875104079933,147.888807989459
2016-08-15,6.2,164.862614487927,153.181063723679
2016-08-15,8,247.29392173189,153.181063723679
2016-08-15,9,127.393838467943,153.181063723679
2016-08-26,0.1,164.862614487927,123.53703849121
2016-08-26,1.6,164.862614487927,123.537021502603
2016-08-26,3.8,217.318900915903,128.466484404791
2016-08-26,5,254.787676935887,144.191559140375
2016-08-26,8,337.21898417985,153.040437611014
2016-09-02,0.1,164.862614487927,123.060248678582
2016-09-02,1.6,164.862614487927,123.060222436238
2016-09-02,3.8,157.36885928393,128.379505663927
2016-09-02,5,179.85012489592,143.732714407232
2016-09-02,8,134.88759367194,152.952209854481
2016-09-02,9,104.912572855953,152.952209854481
2016-09-09,1.6,172.356369691923,123.262183587653
2016-09-09,5,254.787676935887,142.5262231879
2016-09-09,6.2,254.787676935887,152.809452709976
2016-09-09,8,134.88759367194,152.809452709976
2016-09-09,9,209.825145711907,152.809452709976
2016-09-20,0.1,202.33139050791,123.511070491802
2016-09-20,1.6,187.343880099917,123.511248102083
2016-09-20,3.8,172.356369691923,129.381925166029
2016-09-20,5,239.800166527893,141.250451346364
2016-09-20,6.2,217.318900915903,152.612415717108
2016-09-20,8,202.33139050791,152.612415717108
2016-09-20,9,194.837635303913,152.612415717108
2016-09-30,0.1,239.800166527893,135.445272589039
2016-09-30,1.6,254.787676935887,135.450323044889
2016-09-30,3.8,224.8126561199,143.545109560829
2016-09-30,5,367.194004995837,140.597425138797
2016-09-30,8,464.612822647794,152.41745487393
2016-09-30,9,104.912572855953,152.41745487393
2016-10-05,0.1,224.8126561199,160.632753466237
2016-10-05,5,262.281432139883,173.384284089646
2016-10-05,9,157.36885928393,152.314538689253
2016-10-07,0.1,269.77518734388,168.022865262422
2016-10-07,1.6,224.8126561199,168.022971858293
2016-10-07,3.8,194.837635303913,168.033515194927
2016-10-07,5,209.825145711907,172.747591930429
2016-10-07,6.2,194.837635303913,150.970975141063
2016-10-07,8,194.837635303913,152.2535160114
2016-10-07,9,224.8126561199,152.2535160114
2016-10-14,0.1,224.8126561199,180.604748049037
2016-10-14,1.6,217.318900915903,180.604772415788
2016-10-14,3.8,269.77518734388,180.602841184274
2016-10-14,5,202.33139050791,180.026609733626
2016-10-14,6.2,239.800166527893,160.242691251809
2016-10-14,8,209.825145711907,152.255087769453
2016-10-14,9,217.318900915903,152.255087769453
2016-11-04,0.1,179.85012489592,191.446755068753
2016-11-04,1.6,187.343880099917,191.443501398101
2016-11-04,3.8,194.837635303913,182.910034420607
2016-11-04,6.2,202.33139050791,186.979783472782
2016-11-04,8,194.837635303913,186.97126243344
2016-11-04,9,194.837635303913,186.97126243344
2016-12-02,0.1,194.837635303913,193.319788461315
2016-12-02,1.6,194.837635303913,193.31978845765
2016-12-02,3.8,194.837635303913,193.319314720702
2016-12-02,5,194.837635303913,193.319130082089
2016-12-02,6.2,179.85012489592,193.319130082089
2016-12-02,8,179.85012489592,190.096894629648
2016-12-02,9,172.356369691923,187.862731627151
2017-02-06,0.1,142.381348875937,173.288403056149
2017-02-06,1.6,164.862614487927,173.288403056149
2017-02-06,3.8,149.875104079933,173.288404758196
2017-02-06,5,149.875104079933,173.288405496066
2017-02-06,6.2,134.88759367194,173.288405496066
2017-02-06,8,142.381348875937,173.303542886711
2017-02-06,9,127.393838467943,173.317738628665
2017-02-27,0.1,142.381348875937,171.262124289532
2017-02-27,1.6,224.8126561199,171.262126443201
2017-02-27,3.8,172.356369691923,171.26226285038
2017-02-27,5,142.381348875937,171.262254616376
2017-02-27,6.2,164.862614487927,171.365125072507
2017-02-27,8,134.88759367194,171.018246294573
2017-02-27,9,164.862614487927,170.583610326418
2017-03-13,0.1,172.356369691923,169.455428568515
2017-03-13,1.6,172.356369691923,169.455433011025
2017-03-13,3.8,142.381348875937,169.455436413436
2017-03-13,5,172.356369691923,169.455436639984
2017-03-13,6.2,164.862614487927,169.455436825601
2017-03-13,8,164.862614487927,169.455437220783
2017-03-13,9,164.862614487927,169.455437220783
2017-03-27,0.1,172.356369691923,167.101172885295
2017-03-27,1.6,164.862614487927,167.103498233428
2017-03-27,3.8,164.862614487927,167.366832126234
2017-03-27,5,157.36885928393,167.552802974857
2017-03-27,6.2,157.36885928393,167.717832829981
2017-03-27,8,172.356369691923,167.717832829981
2017-03-27,9,149.875104079933,167.717832829981
2017-04-10,0.1,179.85012489592,162.802401275346
2017-04-10,1.6,187.343880099917,162.802401499207
2017-04-10,3.8,194.837635303913,162.808471748574
2017-04-10,5,172.356369691923,162.821616473396
2017-04-10,6.2,172.356369691923,162.824005839373
2017-04-10,8,179.85012489592,163.885874484301
2017-04-10,9,164.862614487927,165.049091622937
2017-04-17,0.1,239.800166527893,161.841155190785
2017-04-17,1.6,187.343880099917,161.841174075528
2017-04-17,3.8,187.343880099917,162.679991780586
2017-04-17,5,179.85012489592,162.760758504481
2017-04-17,6.2,194.837635303913,162.792064385476
2017-04-17,8,172.356369691923,163.477493808929
2017-04-17,9,164.862614487927,164.114240651316
2017-04-24,0.1,164.862614487927,159.884973288573
2017-04-24,1.6,172.356369691923,159.885719157824
2017-04-24,3.8,179.85012489592,161.286491718252
2017-04-24,5,179.85012489592,162.65972648708
2017-04-24,6.2,157.36885928393,162.754717883598
2017-04-24,8,157.36885928393,163.182828303373
2017-04-24,9,149.875104079933,163.554492021524
2017-05-01,0.1,217.318900915903,176.04463626225
2017-05-05,0.1,179.85012489592,173.956815928611
2017-05-05,1.6,209.825145711907,173.954775598574
2017-05-05,3.8,202.33139050791,171.268563491154
2017-05-05,5,187.343880099917,164.328071057142
2017-05-05,6.2,179.85012489592,162.841725591021
2017-05-05,8,164.862614487927,162.809027067036
2017-05-05,9,164.862614487927,162.809027067036
2017-05-08,0.1,202.33139050791,175.094964920626
2017-05-08,1.6,209.825145711907,175.094952620103
2017-05-08,3.8,194.837635303913,175.087048048286
2017-05-08,5,277.268942547877,169.739043903082
2017-05-08,6.2,172.356369691923,163.457172969992
2017-05-08,8,157.36885928393,162.795597322343
2017-05-08,9,187.343880099917,162.795597322343
2017-05-15,0.1,194.837635303913,178.721741748162
2017-05-15,1.6,202.33139050791,178.720539305346
2017-05-15,3.8,172.356369691923,175.781306287879
2017-05-15,5,164.862614487927,171.313941758801
2017-05-15,6.2,209.825145711907,164.828485793959
2017-05-15,8,187.343880099917,162.812602363037
2017-05-15,9,172.356369691923,162.812602363037
2017-05-22,0.1,157.36885928393,179.729072316779
2017-05-22,1.6,157.36885928393,179.728858909463
2017-05-22,3.8,187.343880099917,175.788459219175
2017-05-22,5,172.356369691923,171.294281922398
2017-05-22,6.2,157.36885928393,166.160809516871
2017-05-22,8,172.356369691923,162.956881188448
2017-05-22,9,164.862614487927,162.956881188448
2017-05-29,0.1,179.85012489592,177.346226558731
2017-05-29,1.6,164.862614487927,177.345711188157
2017-05-29,3.8,179.85012489592,174.045198000925
2017-05-29,5,157.36885928393,171.302271235914
2017-05-29,6.2,187.343880099917,167.141477391661
2017-05-29,8,277.268942547877,163.199877519872
2017-05-29,9,164.862614487927,163.199877519872
2017-05-30,0.1,202.33139050791,178.797983407999
2017-05-30,1.6,164.862614487927,178.79740547728
2017-05-30,3.8,194.837635303913,174.036277649559
