DateTime,Kpom_hydrol,Kdom_minerl,RMSE
2021-02-18 22:06:39,88.0410770551735,96.3626089432576,52.2247399586001
2021-02-18 22:06:28,88.0410770551735,96.3626089432576,52.2247399586001
2021-02-18 22:06:17,90.7130343505168,100,52.4537919908815
2021-02-18 22:06:06,88.0159219960764,93.1170879142216,52.6195345178797
2021-02-18 22:05:56,88.0410770551735,96.3626089432576,52.2247399586001
2021-02-18 22:05:45,85.4445352730992,94.2770886906774,52.4061494222433
2021-02-18 22:05:35,89.1279917417966,96.9632868887,52.5246386605018
2021-02-18 22:05:24,90.5644402437905,99.254263024086,52.4615527889195
2021-02-18 22:05:14,93.9615833209667,99.9878668934544,52.4137465366778
2021-02-18 22:05:03,90.2966191058,95.59255737961,52.5021003412784
2021-02-18 22:04:52,84.9187940960951,91.3486328619643,52.2178552791794
2021-02-18 22:04:42,90.8967314966333,99.2726538164916,52.1002561983796
2021-02-18 22:04:31,86.9636558211503,93.0318115091231,52.4474338055495
2021-02-18 22:04:20,88.4327876568244,93.9310625817519,52.5045661545215
2021-02-18 22:04:07,85.4362239765626,92.2608591650069,52.3541658622763
2021-02-18 22:03:56,89.4642036764136,96.1735245658162,52.2856248043816
2021-02-18 22:03:46,88.3683526440437,95.7535867344204,52.2241398209921
2021-02-18 22:03:36,86.0920385941847,93.3498367902243,52.3811241188384
2021-02-18 22:03:25,86.0206101802101,91.7301025142133,52.3941673141694
2021-02-18 22:03:15,87.0105157818647,95.249212510383,52.4872733517561
2021-02-18 22:03:04,87.3730786408725,92.6993305842506,52.4458500021358
2021-02-18 22:02:53,91.0748910191826,97.1932011887779,52.5511494414982
2021-02-18 22:02:43,86.1098064351371,92.0721221140458,52.5593522884894
2021-02-18 22:02:32,89.2728649540579,94.0104309095759,52.2762449198324
2021-02-18 22:02:21,84.915059597861,92.99550176775,52.1592520330021
2021-02-18 22:02:10,86.0843944012139,92.2875031069846,52.0808129443174
2021-02-18 22:01:58,87.1691734412334,92.1892367405583,52.415097502576
2021-02-18 22:01:47,87.6132064130679,93.8816338571696,52.3170726044913
2021-02-18 22:01:36,91.4950744626354,95.9358058824155,52.4467403959275
2021-02-18 22:01:24,90.0851863195087,93.9762837804191,52.6159483210646
2021-02-18 22:01:14,87.1798447824081,95.3938627282218,52.4666631858912
2021-02-18 22:01:03,86.7826858930406,94.6226686849121,52.6403093239376
2021-02-18 22:00:53,85.8729627353428,91.5258590149332,52.6066812621503
2021-02-18 22:00:42,86.3585848032016,93.6283909486533,52.096749920873
2021-02-18 22:00:31,92.6084669737579,95.7010947564823,52.5728178774864
2021-02-18 22:00:21,91.5927744186869,96.0420202662377,52.1662928658105
2021-02-18 22:00:10,87.3295171531887,92.9162319809512,52.2992677907828
2021-02-18 21:59:58,85.8856673259402,95.1394762686275,52.6956740802352
2021-02-18 21:59:48,91.8228487532673,97.278575284566,52.54494626536
2021-02-18 21:59:37,88.3363611608068,95.1039726073484,52.4519212274447
2021-02-18 21:59:26,91.7802092791541,100,52.3779640904269
2021-02-18 21:59:15,86.8281251543605,91.8521651432043,52.1299736539287
2021-02-18 21:59:05,92.665984844332,97.4308633479361,52.1671621324896
2021-02-18 21:58:54,89.5145458836333,96.9070973564478,52.152585307837
2021-02-18 21:58:44,93.832396354472,97.6915356707145,52.1261054746886
2021-02-18 21:58:34,88.6703141650785,96.9376156832097,52.1499609497029
2021-02-18 21:58:23,88.0449403553842,95.3396351192271,52.0165395679349
2021-02-18 21:58:12,91.6438264719717,95.4792830727603,52.5509211683716
2021-02-18 21:58:02,89.7360105852517,95.2239183925249,51.9600197951033
2021-02-18 21:57:51,93.6460300322472,99.2215841381885,52.4566738644942
2021-02-18 21:57:40,92.1368087011948,96.7798143542227,52.1570048772852
2021-02-18 21:57:30,90.2913566160903,95.1259489099678,52.1248661304723
2021-02-18 21:57:19,91.6942154951686,97.1051695946034,52.6396331867805
2021-02-18 21:57:09,92.1660671539821,95.4946272084508,52.1838165972663
2021-02-18 21:56:58,92.4520128432369,100,52.063934438736
2021-02-18 21:56:48,93.9755941245449,98.5400172485657,52.3104408951861
2021-02-18 21:56:37,95.9954771236195,100,52.3786428898001
2021-02-18 21:56:27,92.6992562016853,98.7577905274145,52.2677351719097
2021-02-18 21:56:16,89.1121947002587,91.2499732374955,52.4233214820302
2021-02-18 21:56:05,92.6808692410864,97.3083626235573,52.6120252434606
2021-02-18 21:55:54,90.6397692751295,95.8564159826987,52.5425749805486
