"DateTime","Depth","Observed_OXY_oxy","Modeled_OXY_oxy"
2013-08-01,2,233.203125,290.485820053235
2013-08-01,3,240.444375,172.666699512686
2013-08-01,4,302.9271875,24.1880734377407
2013-08-01,5,260.8825,11.0650299282919
2013-08-01,6,215.358125,40.4539831238183
2013-08-01,7,184.9175,40.3667547164682
2013-08-01,8,143.3621875,40.1661302740192
2013-08-01,9,133.5725,40.279576200356
2013-08-01,9.2,132.9646875,40.279576200356
2013-08-05,1,244.0625,290.448411535035
2013-08-05,2,354.0625,290.121229597411
2013-08-05,3,337.8125,133.867991910621
2013-08-05,4,68.4375,2.36249753628353
2013-08-05,5,77.8125,11.5459259089214
2013-08-05,6,144.0625,41.1196513220623
2013-08-05,7,148.75,41.0293063170475
2013-08-05,8,150.625,40.8267805242887
2013-08-05,9,150.625,40.9414870631143
2013-08-05,9.2,150.625,40.9414870631143
2013-08-08,0.1,183.15375,283.090284207301
2013-08-08,1,192.636875,284.338219774509
2013-08-08,2,197.4884375,284.279217169789
2013-08-08,3,210.585625,123.248018199384
2013-08-08,4,253.6678125,0
2013-08-08,5,261.13,11.9930304414314
2013-08-08,6,200.303125,43.646658668134
2013-08-08,7,168.690625,43.5550984838159
2013-08-08,8,155.120625,43.3455510719626
2013-08-08,9,132.821875,43.4640792431504
2013-08-08,9.2,132.821875,43.4640792431504
2013-08-12,0.1,168.6109375,282.845641145629
2013-08-12,1,164.79875,282.198235023617
2013-08-12,2,159.76,280.99960386506
2013-08-12,3,191.016875,171.882275213914
2013-08-12,4,199.293125,0
2013-08-12,5,183.0459375,11.7327482270412
2013-08-12,6,188.0384375,46.1394740847843
2013-08-12,7,223.5534375,46.0491690818455
2013-08-12,8,224.219375,45.8272615377299
2013-08-12,9,215.2484375,45.9522640050003
2013-08-12,9.2,215.2484375,45.9522640050003
2013-08-15,1,261.5625,279.615476567799
2013-08-15,2,255.625,279.012362822767
2013-08-15,3,350.625,148.498602676376
2013-08-15,4,132.8125,0
2013-08-15,5,94.6875,12.1980629011699
2013-08-15,6,183.4375,47.4244216332039
2013-08-15,7,186.25,47.3320789499673
2013-08-15,8,185.625,47.1074605153493
2013-08-15,9,184.0625,47.2340656326017
2013-08-15,9.2,184.0625,47.2340656326017
2013-08-28,0.1,253.770625,283.141894339828
2013-08-28,1,255.3896875,283.767672360037
2013-08-28,2,271.94,283.928349090116
2013-08-28,3,141.9590625,193.193131408327
2013-08-28,4,38.1003125,2.05537916782956
2013-08-28,5,225.9246875,20.338427928638
2013-08-28,6,228.9840625,48.9906015187888
2013-08-28,7,230.9759375,48.8918718303488
2013-08-28,8,231.2534375,48.6600076332285
2013-08-28,9,231.626875,48.790949948079
2013-08-28,9.2,231.2675,48.790949948079
2013-09-18,0.1,244.371875,279.048501153306
2013-09-18,1,243.750625,278.26903818651
2013-09-18,2,244.4546875,276.979189958954
2013-09-18,3,243.1175,276.727458453926
2013-09-18,4,130.605625,254.963743937039
2013-09-18,5,311.1728125,10.2195193641557
2013-09-18,6,317.63,42.4004350773274
2013-09-18,7,318.0571875,42.2916594971585
2013-09-18,8,318.93125,42.0770157922223
2013-09-18,9,319.003125,42.1996390214517
2013-09-18,9.2,319.8278125,42.1996390214517
2013-09-25,0.1,256.3228125,297.621263449704
2013-09-25,1,254.7565625,297.480853699713
2013-09-25,2,246.4178125,297.068165764547
2013-09-25,3,200.8996875,277.693503443378
2013-09-25,4,196.285625,186.46471323426
2013-09-25,5,334.47375,13.778195249742
2013-09-25,6,339.6209375,39.5494148876464
2013-09-25,7,341.1003125,39.374442948079
2013-09-25,8,341.6084375,39.201473280734
2013-09-25,9,344.1421875,39.3016095969772
2013-09-25,9.2,342.5775,39.3016095969772
2013-10-16,0.1,269.6084375,298.908220264256
2013-10-16,1,269.1128125,298.043770138308
2013-10-16,2,261.26625,296.700455885443
2013-10-16,3,235.4840625,294.046404003351
2013-10-16,4,184.5265625,277.13596563488
2013-10-16,5,291.7046875,174.574127993246
2013-10-16,6,242.1625,8.45843442248526
2013-10-16,7,241.7978125,9.40818374197174
2013-10-16,8,240.98375,14.0399131967635
2013-10-16,9,238.880625,14.0728950716829
2013-10-16,9.2,239.0090625,14.0728950716829
2013-10-22,1,288.125,304.234884511605
2013-10-22,8,288.75,282.657795824271
2013-10-22,9,289.0625,282.808229561111
2013-10-22,9.2,288.75,282.808229561111
2013-10-23,0.1,263.525625,305.15950307731
2013-10-23,1,263.5071875,304.024179722731
2013-10-23,2,263.9634375,303.503686971688
2013-10-23,3,264.458125,303.283400067714
2013-10-23,4,242.941875,303.196333243992
2013-10-23,5,274.954375,184.831866857713
2013-10-23,6,301.108125,48.6154032950614
2013-10-23,7,301.1184375,202.052858220734
2013-10-23,8,302.484375,317.170746929471
2013-10-23,9,300.0825,317.254045258776
2013-10-23,9.2,300.0990625,317.254045258776
2013-10-30,0.1,287.7640625,338.597195691887
2013-10-30,1,284.12875,338.505519899233
2013-10-30,2,277.105,335.867008242159
2013-10-30,3,273.2871875,334.197247091609
2013-10-30,4,279.1403125,326.455954375342
2013-10-30,5,281.705625,319.8452324012
2013-10-30,6,281.5140625,337.408571595768
2013-10-30,7,280.6453125,368.619916179102
2013-10-30,8,280.211875,368.378282876144
2013-10-30,9,277.42875,368.518848419773
2013-10-30,9.2,278.0434375,368.518848419773
2013-11-06,0.1,205.025,327.449428171844
2013-11-06,1,227.2528125,327.010048532433
2013-11-06,2,253.5978125,326.118262500541
2013-11-06,3,256.678125,325.79370421565
2013-11-06,4,257.9859375,325.679830270891
2013-11-06,5,257.1859375,324.137107970759
2013-11-06,6,257.249375,322.054151899396
2013-11-06,7,259.8975,322.402915730005
2013-11-06,8,259.2490625,322.655396353569
2013-11-06,9,256.990625,322.778313224359
2013-11-06,9.2,256.0096875,322.778313224359
2013-11-20,0.1,302.4275,348.79597335511
2013-11-20,1,302.51375,348.304024111883
2013-11-20,2,300.6759375,348.11524425628
2013-11-20,3,300.3609375,347.995324514623
2013-11-20,4,300.9646875,347.891068162302
2013-11-20,5,300.4528125,347.757113420203
2013-11-20,6,299.89125,347.491905432107
2013-11-20,7,299.5434375,347.192493917655
2013-11-20,8,301.234375,346.377736056741
2013-11-20,9,302.06625,346.459457700774
2013-11-20,9.2,301.704375,346.459457700774
2013-12-04,0.1,364.743125,386.73729123343
2013-12-04,1,365.189375,386.771988704745
2013-12-04,2,359.195,386.597060558031
2013-12-04,3,354.0078125,386.12296422938
2013-12-04,4,349.5078125,385.762060479583
2013-12-04,5,347.1025,383.013424034763
2013-12-04,6,347.60625,380.79615684295
2013-12-04,7,346.9265625,380.71629948266
2013-12-04,8,345.1209375,380.604830878918
2013-12-04,9,345.016875,380.668417169343
2013-12-04,9.2,344.58,380.668417169343
2014-05-05,0.1,272.0959375,315.02073529011
2014-05-05,1,289.10625,314.795340922353
2014-05-05,2,285.6571875,314.651186369091
2014-05-05,3,288.6028125,314.590580309198
2014-05-05,4,287.5303125,306.460684374489
2014-05-05,5,238.6303125,294.536331212404
2014-05-05,6,204.2315625,231.634454189773
2014-05-05,7,188.601875,231.553730215832
2014-05-05,8,168.529375,231.477167009918
2014-05-05,9,164.6596875,231.524495073661
2014-05-05,9.2,158.44125,231.524495073661
2014-05-06,0.1,296.0534375,313.121458850607
2014-05-06,1,298.235625,313.101631231392
2014-05-06,2,288.398125,313.067189055748
2014-05-06,3,301.3584375,312.874514657443
2014-05-06,4,282.8296875,304.643095968107
2014-05-06,5,215.075,291.882482486887
2014-05-06,6,196.8753125,226.756820006852
2014-05-06,7,187.130625,226.675923933925
2014-05-06,8,156.8503125,226.59945317487
2014-05-06,9,154.5609375,226.646765000835
2014-05-06,9.2,168.2540625,226.646765000835
2014-05-07,0.1,281.7675,311.746281615401
2014-05-07,1,298.3890625,311.771377665206
2014-05-07,2,295.9553125,311.56796675832
2014-05-07,3,285.1675,310.698248122053
2014-05-07,4,293.9275,302.983048834407
2014-05-07,5,246.1571875,288.760398415385
2014-05-07,6,214.6340625,227.146960835068
2014-05-07,7,215.23,227.065923943793
2014-05-07,8,214.384375,226.989435742484
2014-05-07,9,214.9340625,227.03677699048
2014-05-07,9.2,212.6571875,227.03677699048
2014-05-08,0.1,272.9128125,308.519196883164
2014-05-08,1,297.6775,308.640868828967
2014-05-08,2,302.4953125,308.530827755413
2014-05-08,3,287.9709375,307.583455642144
2014-05-08,4,285.84375,301.212339840575
2014-05-08,5,242.265,285.737459289482
2014-05-08,6,234.5825,233.046634412978
2014-05-08,7,233.0640625,232.96536410575
2014-05-08,8,232.1346875,232.88876153153
2014-05-08,9,231.6975,232.936190987659
2014-05-08,9.2,230.385625,232.936190987659
2014-05-09,0.1,265.9921875,303.743445362395
2014-05-09,1,305.2025,303.879969806695
2014-05-09,2,303.765,303.989994591461
2014-05-09,3,293.5975,304.553883470604
2014-05-09,4,284.9678125,299.284798503289
2014-05-09,5,236.3384375,282.729808715033
2014-05-09,6,245.32125,238.928050420131
2014-05-09,7,244.7484375,238.846465894606
2014-05-09,8,244.765625,238.769881582555
2014-05-09,9,244.9234375,238.817350873221
2014-05-09,9.2,244.7828125,238.817350873221
2014-05-10,0.1,266.858125,297.224142736614
2014-05-10,1,303.37625,297.353721693353
2014-05-10,2,305.36375,298.102492096782
2014-05-10,3,288.11625,301.283391096742
2014-05-10,4,267.0584375,297.072997422452
2014-05-10,5,251.423125,280.014671208504
2014-05-10,6,256.536875,244.806461523308
2014-05-10,7,256.74,244.724698384657
2014-05-10,8,256.3909375,244.647763092412
2014-05-10,9,255.43625,244.695420568078
2014-05-10,9.2,256.6628125,244.695420568078
2014-05-12,0.1,271.1178125,290.858687396976
2014-05-12,1,298.8140625,290.847437222046
2014-05-12,2,313.5221875,291.736455511409
2014-05-12,3,289.6403125,293.915655178929
2014-05-12,4,284.9359375,292.405764390425
2014-05-12,5,233.2075,274.473584416653
2014-05-12,6,240.45875,242.76516365596
2014-05-12,7,239.6721875,242.683103410233
2014-05-12,8,240.1721875,242.605785513125
2014-05-12,9,238.63375,242.653662872105
2014-05-12,9.2,239.033125,242.653662872105
2014-05-14,0.1,297.6259375,287.386386278118
2014-05-14,1,317.0853125,287.497818305527
2014-05-14,2,321.7428125,287.976820307017
2014-05-14,3,292.8090625,288.738058262934
2014-05-14,4,270.6928125,288.073254861231
2014-05-14,5,231.985,267.799835270866
2014-05-14,6,232.055,235.984149270291
2014-05-14,7,231.365,235.90196412356
2014-05-14,8,231.189375,235.824192835298
2014-05-14,9,230.3496875,235.872296105509
2014-05-14,9.2,230.5296875,235.872296105509
2014-05-15,0.1,286.0715625,281.526550953096
2014-05-15,1,306.569375,281.502151776838
2014-05-15,2,322.146875,281.852223674011
2014-05-15,3,295.49875,286.168026172355
2014-05-15,4,261.8165625,285.576433010817
2014-05-15,5,240.329375,265.104301887032
2014-05-15,6,242.3890625,235.399237243136
2014-05-15,7,242.9065625,235.318005734425
2014-05-15,8,241.97875,235.237603074518
2014-05-15,9,241.40375,235.286762658231
2014-05-15,9.2,241.32875,235.286762658231
2014-05-19,0.1,275.5215625,294.636110270651
2014-05-19,1,281.6996875,294.559657573599
2014-05-19,2,280.5703125,294.504447545911
2014-05-19,3,274.699375,294.379348488586
2014-05-19,4,250.0828125,274.629770289713
2014-05-19,5,250.8046875,254.117411137843
2014-05-19,6,260.975,244.023325530346
2014-05-19,7,260.5940625,243.939752384509
2014-05-19,8,260.6528125,243.86092373905
2014-05-19,9,260.0896875,243.909719910028
2014-05-19,9.2,260.3671875,243.909719910028
2014-05-22,0.1,275.1271875,294.736671036401
2014-05-22,1,280.8375,294.846791884911
2014-05-22,2,280.131875,293.963297679693
2014-05-22,3,271.0890625,289.055875631612
2014-05-22,4,235.7278125,268.903448344416
2014-05-22,5,272.2725,244.830316202512
2014-05-22,6,271.860625,250.102173254731
2014-05-22,7,272.26625,250.017423594895
2014-05-22,8,271.9078125,249.938634859762
2014-05-22,9,272.8953125,249.987594955533
2014-05-22,9.2,271.6621875,249.987594955533
2014-05-26,0.1,266.1903125,285.852052090954
2014-05-26,1,284.44625,285.818408238651
2014-05-26,2,280.2628125,285.445335188
2014-05-26,3,259.40875,283.829453018913
2014-05-26,4,215.6871875,260.205668988656
2014-05-26,5,283.023125,232.687046344776
2014-05-26,6,282.83125,257.758444795472
2014-05-26,7,280.4109375,257.671426805382
2014-05-26,8,283.95875,257.593684963786
2014-05-26,9,283.4453125,257.642512255508
2014-05-26,9.2,284.5428125,257.642512255508
2014-05-28,0.1,263.6959375,282.511793615695
2014-05-28,1,241.718125,282.569344742319
2014-05-28,2,248.4865625,282.127864633893
2014-05-28,3,229.394375,278.633219693634
2014-05-28,4,220.4771875,255.541693245222
2014-05-28,5,289.440625,226.040518574344
2014-05-28,6,198.636875,261.434374972618
2014-05-28,7,288.6653125,261.346517657755
2014-05-28,8,287.74125,261.268706534782
2014-05-28,9,285.690625,261.31769646282
2014-05-28,9.2,209.145625,261.31769646282
2014-06-02,0.1,279.9428125,274.104974620105
2014-06-02,1,293.7303125,273.992518510686
2014-06-02,2,292.8503125,273.875903929253
2014-06-02,3,243.3140625,265.678834478487
2014-06-02,4,208.595625,242.443080414052
2014-06-02,5,296.006875,208.527726489826
2014-06-02,6,297.5365625,270.118761031825
2014-06-02,7,297.996875,270.028628544361
2014-06-02,8,297.866875,269.950616585506
2014-06-02,9,296.7628125,270.000045140617
2014-06-02,9.2,296.2515625,270.000045140617
2014-06-03,0.1,255.958125,275.240054350282
2014-06-03,1,291.5740625,275.096948483093
2014-06-03,2,296.0578125,274.953924029177
2014-06-03,3,226.6803125,263.12974852716
2014-06-03,4,190.0971875,239.580407821126
2014-06-03,5,298.07,205.245931948242
2014-06-03,6,298.5303125,271.720547417921
2014-06-03,7,299.9740625,271.629752116304
2014-06-03,8,297.32625,271.552048423789
2014-06-03,9,288.10875,271.601438842477
2014-06-03,9.2,300.779375,271.601438842477
2014-06-04,0.1,260.92875,275.840322847932
2014-06-04,1,287.8884375,275.717710607531
2014-06-04,2,288.5925,275.589649141043
2014-06-04,3,219.54375,260.587294772455
2014-06-04,4,195.074375,236.765490062275
2014-06-04,5,268.0740625,202.115290489112
2014-06-04,6,293.1021875,273.280868636359
2014-06-04,7,279.30625,273.18979689754
2014-06-04,8,278.3378125,273.111542706679
2014-06-04,9,241.31125,273.161227239671
2014-06-04,9.2,224.715,273.161227239671
2014-06-05,0.1,286.5125,274.728326922438
2014-06-05,1,285.7796875,274.700496212991
2014-06-05,2,287.139375,274.651671058081
2014-06-05,3,221.830625,257.938893432744
2014-06-05,4,169.1953125,233.923994166889
2014-06-05,5,282.4121875,199.730936197052
2014-06-05,6,285.5165625,270.990865324674
2014-06-05,7,279.1403125,270.900257041739
2014-06-05,8,264.7321875,270.819873270061
2014-06-05,9,221.8540625,270.870458137472
2014-06-05,9.2,153.489375,270.870458137472
2014-06-06,0.1,251.403125,272.744858626533
2014-06-06,1,265.2696875,272.740563816954
2014-06-06,2,281.6515625,272.710205511849
2014-06-06,3,215.7059375,255.041141045453
2014-06-06,4,191.276875,230.89506203746
2014-06-06,5,287.5659375,197.118835764604
2014-06-06,6,282.93625,264.9532442969
2014-06-06,7,268.44875,264.862817284975
2014-06-06,8,246.6221875,264.781086782414
2014-06-06,9,197.005625,264.832259103038
2014-06-06,9.2,190.1146875,264.832259103038
2014-06-09,0.1,257.57875,270.504916298391
2014-06-09,1,259.9825,270.488835033823
2014-06-09,2,260.1271875,270.441339667572
2014-06-09,3,205.88375,246.353896450059
2014-06-09,4,184.50875,221.218874389739
2014-06-09,5,236.706875,186.946125164812
2014-06-09,6,260.725625,246.971336606021
2014-06-09,7,230.3434375,246.879488960497
2014-06-09,8,204.705,246.798236841913
2014-06-09,9,118.205,246.849409225308
2014-06-09,9.2,85.0271875,246.849409225308
2014-06-12,0.1,277.4746875,264.186137315582
2014-06-12,1,275.228125,264.188848510825
2014-06-12,2,269.890625,264.145219545532
2014-06-12,3,207.4721875,236.894259480767
2014-06-12,4,184.8609375,211.136215436044
2014-06-12,5,239.8521875,176.995435394524
2014-06-12,6,255.7425,228.784743507265
2014-06-12,7,241.9259375,228.692797181443
2014-06-12,8,207.0540625,228.609163152637
2014-06-12,9,125.0434375,228.661439060206
2014-06-12,9.2,106.613125,228.661439060206
2014-06-16,0.1,258.7475,264.781889418274
2014-06-16,1,277.4253125,264.664031766079
2014-06-16,2,293.8171875,264.547077306801
2014-06-16,3,194.749375,261.172510386603
2014-06-16,4,181.5765625,198.549633787412
2014-06-16,5,227.7628125,162.034942877412
2014-06-16,6,220.9775,204.455194478488
2014-06-16,7,238.5584375,204.363240255935
2014-06-16,8,183.6921875,204.276617603149
2014-06-16,9,43.0209375,204.330258521135
2014-06-16,9.2,13.9690625,204.330258521135
2014-06-19,0.1,265.908125,262.239805124014
2014-06-19,1,294.2546875,262.370489070871
2014-06-19,2,300.1340625,262.414382745835
2014-06-19,3,201.0284375,251.684261840713
2014-06-19,4,158.7925,189.699288031387
2014-06-19,5,198.1421875,149.432747481661
2014-06-19,6,211.87,186.137851562638
2014-06-19,7,213.024375,186.044518366116
2014-06-19,8,130.4240625,185.95883442032
2014-06-19,9,53.193125,186.012257798287
2014-06-19,9.2,22.5696875,186.012257798287
2014-06-23,0.1,255.585,257.731227436924
2014-06-23,1,286.8771875,257.684358914283
2014-06-23,2,303.290625,257.594414044548
2014-06-23,3,211.10875,236.376597968734
2014-06-23,4,148.244375,176.386236026129
2014-06-23,5,183.623125,132.453396469199
2014-06-23,6,160.6546875,161.47129795433
2014-06-23,7,178.8184375,161.377616297845
2014-06-23,8,118.2253125,161.29041625879
2014-06-23,9,29.610625,161.344585651121
2014-06-23,9.2,13.1,161.344585651121
2014-06-25,0.1,255.419375,257.276572332376
2014-06-25,1,278.7253125,257.224938046618
2014-06-25,2,324.3475,257.109028768168
2014-06-25,3,202.261875,228.328640084992
2014-06-25,4,147.03125,168.713342902791
2014-06-25,5,162.7571875,123.665954407658
2014-06-25,6,148.4915625,149.066348904553
2014-06-25,7,171.1425,148.972162910164
2014-06-25,8,82.3925,148.885131849982
2014-06-25,9,7.3203125,148.93930205017
2014-06-25,9.2,6.00625,148.93930205017
2014-06-29,0.1,253.5696875,258.728760552191
2014-06-29,1,260.3015625,258.688941079801
2014-06-29,2,311.6471875,249.347107809112
2014-06-29,3,205.89125,210.679315187998
2014-06-29,4,122.324375,152.221197884389
2014-06-29,5,160.2121875,105.768039327904
2014-06-29,6,150.068125,124.129574678129
2014-06-29,7,126.2971875,124.034002844682
2014-06-29,8,84.323125,123.949003545465
2014-06-29,9,82.0053125,124.002459125197
2014-06-29,9.2,63.8625,124.002459125197
2014-06-30,0.1,255.8309375,259.184030810903
2014-06-30,1,272.1340625,259.128961831154
2014-06-30,2,318.5421875,248.765895146637
2014-06-30,3,199.37125,206.207554917026
2014-06-30,4,121.60125,148.05325851308
2014-06-30,5,154.28375,101.233255651652
2014-06-30,6,135.644375,121.606728279278
2014-06-30,7,134.3296875,121.510650917553
2014-06-30,8,132.7540625,121.426032267458
2014-06-30,9,132.60375,121.479391800831
2014-06-30,9.2,132.2096875,121.479391800831
2014-07-01,0.1,253.1296875,256.910035302614
2014-07-01,1,267.786875,256.710480885627
2014-07-01,2,320.82375,251.057699617484
2014-07-01,3,201.22,227.538110145779
2014-07-01,4,126.050625,143.959108242455
2014-07-01,5,135.283125,96.2688608059182
2014-07-01,6,142.41625,122.809438728434
2014-07-01,7,141.359375,122.712802610168
2014-07-01,8,141.2775,122.628116966679
2014-07-01,9,140.7828125,122.681592438166
2014-07-01,9.2,140.61625,122.681592438166
2014-07-02,0.1,255.889375,255.206817962301
2014-07-02,1,265.0440625,255.02177625263
2014-07-02,2,307.918125,254.776768112808
2014-07-02,3,207.9790625,249.605731708204
2014-07-02,4,132.6059375,139.964407045548
2014-07-02,5,134.29875,91.1303929527758
2014-07-02,6,146.363125,123.978679110372
2014-07-02,7,146.6015625,123.881479842414
2014-07-02,8,145.17625,123.796742617507
2014-07-02,9,145.8953125,123.850327838127
2014-07-02,9.2,144.5390625,123.850327838127
2014-07-07,0.1,248.331875,263.065177151689
2014-07-07,1,247.2928125,262.923174829618
2014-07-07,2,253.4065625,262.648485674517
2014-07-07,3,204.5228125,251.207520583364
2014-07-07,4,141.1425,123.513540581999
2014-07-07,5,156.6284375,67.2174443280603
2014-07-07,6,163.9965625,129.091092774248
2014-07-07,7,163.799375,128.993223661048
2014-07-07,8,163.538125,128.902940535174
2014-07-07,9,164.020625,128.959161809478
2014-07-07,9.2,164.30875,128.959161809478
2014-07-09,0.1,243.6384375,262.711792601886
2014-07-09,1,251.4175,262.709133718507
2014-07-09,2,244.70375,262.489876156771
2014-07-09,3,171.760625,250.980524014254
2014-07-09,4,142.6603125,119.13580774447
2014-07-09,5,169.0115625,58.8293958667531
2014-07-09,6,170.689375,130.65681477237
2014-07-09,7,168.769375,130.556977139508
2014-07-09,8,168.513125,130.467574336859
2014-07-09,9,170.405,130.523695323321
2014-07-09,9.2,170.3096875,130.523695323321
2014-07-14,0.1,246.179375,262.66980682587
2014-07-14,1,256.9446875,263.036136972245
2014-07-14,2,258.6590625,263.015228792949
2014-07-14,3,151.4553125,239.472379941634
2014-07-14,4,122.954375,97.7895514796876
2014-07-14,5,158.3440625,31.8129682620172
2014-07-14,6,185.3775,134.390159712575
2014-07-14,7,185.9271875,134.288173533926
2014-07-14,8,185.876875,134.196995412769
2014-07-14,9,185.6003125,134.254256573159
2014-07-14,9.2,185.7446875,134.254256573159
2014-07-16,0.1,248.35125,260.229230950084
2014-07-16,1,247.3090625,260.266931388094
2014-07-16,2,246.4634375,260.025889645781
2014-07-16,3,183.380625,227.475734832837
2014-07-16,4,118.83125,89.1636661585274
2014-07-16,5,162.4728125,21.5727629857319
2014-07-16,6,192.166875,135.467951930066
2014-07-16,7,193.7975,135.364877987082
2014-07-16,8,193.2215625,135.273131197255
2014-07-16,9,193.2971875,135.33081872735
2014-07-16,9.2,193.67125,135.33081872735
2014-07-21,0.1,257.8278125,269.65143345737
2014-07-21,1,256.873125,269.328453384128
2014-07-21,2,236.6021875,266.555435100143
2014-07-21,3,201.78125,257.140033522346
2014-07-21,4,111.52,64.0948111501235
2014-07-21,5,161.7484375,2.18455517777868
2014-07-21,6,200.496875,138.005541325018
2014-07-21,7,202.3753125,137.898885099596
2014-07-21,8,201.805,137.808202025749
2014-07-21,9,201.5328125,137.86595257039
2014-07-21,9.2,201.7246875,137.86595257039
2014-07-23,0.1,254.9278125,267.082065865299
2014-07-23,1,250.335,267.490288852543
2014-07-23,2,238.82375,266.633174331331
2014-07-23,3,210.8925,260.47222529273
2014-07-23,4,113.2721875,56.772417796947
2014-07-23,5,194.94625,0
2014-07-23,6,201.8196875,138.773216349777
2014-07-23,7,202.168125,138.665368581589
2014-07-23,8,202.8384375,138.574366197926
2014-07-23,9,202.589375,138.632445092622
2014-07-23,9.2,202.8490625,138.632445092622
2014-07-28,0.1,245.524375,261.899354066192
2014-07-28,1,246.1040625,261.38618573739
2014-07-28,2,229.7728125,260.747051789786
2014-07-28,3,174.0034375,245.936335013847
2014-07-28,4,80.306875,45.1517259210709
2014-07-28,5,204.2696875,0.248506022818146
2014-07-28,6,207.5990625,139.628130164608
2014-07-28,7,208.6321875,139.517997863849
2014-07-28,8,208.618125,139.423776259258
2014-07-28,9,208.435625,139.483675272005
2014-07-28,9.2,208.828125,139.483675272005
2014-07-30,0.1,243.94875,265.413006623981
2014-07-30,1,243.5921875,265.235305768876
2014-07-30,2,216.93,264.847166110178
2014-07-30,3,169.118125,264.655496078038
2014-07-30,4,78.16125,43.8709159309164
2014-07-30,5,177.545,0
2014-07-30,6,205.8865625,139.16686526493
2014-07-30,7,207.3721875,139.053865095725
2014-07-30,8,207.764375,138.961892937754
2014-07-30,9,207.0928125,139.021203954491
2014-07-30,9.2,207.1834375,139.021203954491
2014-08-02,0.1,250.09875,267.323300520347
2014-08-02,1,248.81125,268.087088782453
2014-08-02,2,232.1371875,268.602155663656
2014-08-02,3,197.708125,265.767194782722
2014-08-02,4,71.2415625,35.2135612603996
2014-08-02,5,154.110625,0
2014-08-02,6,200.05125,120.583413518933
2014-08-02,7,171.589375,120.471399916744
2014-08-02,8,167.8790625,120.378623407259
2014-08-02,9,131.7959375,120.438138158637
2014-08-02,9.2,56.2678125,120.438138158637
2014-08-04,0.1,256.28625,271.327873641818
2014-08-04,1,251.655625,271.297527462689
2014-08-04,2,238.55125,270.118261143176
2014-08-04,3,179.719375,263.038111965423
2014-08-04,4,60.3228125,28.6718791055808
2014-08-04,5,132.0703125,0
2014-08-04,6,190.411875,105.827869352931
2014-08-04,7,179.933125,105.716516776773
2014-08-04,8,90.774375,105.624941077443
2014-08-04,9,7.6471875,105.683818683505
2014-08-04,9.2,6.573125,105.683818683505
2014-08-06,0.1,254.3740625,268.118656534205
2014-08-06,1,249.911875,268.496373335144
2014-08-06,2,240.935625,269.207096445637
2014-08-06,3,170.0609375,263.258558188619
2014-08-06,4,96.5553125,22.0682305114243
2014-08-06,5,129.9928125,0
2014-08-06,6,183.4378125,91.2300457296894
2014-08-06,7,161.1084375,91.1194773366345
2014-08-06,8,66.9375,91.0301652253505
2014-08-06,9,10.0134375,91.0878840416026
2014-08-06,9.2,6.9478125,91.0878840416026
2014-08-09,0.1,240.65875,263.634526005484
2014-08-09,1,241.036875,263.508085131323
2014-08-09,2,226.615,261.505923873393
2014-08-09,3,147.66875,245.316833931566
2014-08-09,4,51.69125,13.5699864480569
2014-08-09,5,120.075,0
2014-08-09,6,153.133125,69.6996076330905
2014-08-09,7,77.6128125,69.5944733301845
2014-08-09,8,15.931875,69.5033088817696
2014-08-09,9,5.2453125,69.5610410189234
2014-08-09,9.2,4.866875,69.5610410189234
2014-08-10,0.1,232.4940625,262.480415392887
2014-08-10,1,224.4021875,262.363443558929
2014-08-10,2,192.339375,262.075106434423
2014-08-10,3,150.2165625,239.389385026121
2014-08-10,4,59.0375,9.38922288131771
2014-08-10,5,136.223125,0
2014-08-10,6,75.1390625,62.7193928137262
2014-08-10,7,88.4671875,62.6192505338187
2014-08-10,8,5.6521875,62.5224075213375
2014-08-10,9,3.626875,62.5819712525379
2014-08-10,9.2,3.4696875,62.5819712525379
2014-08-11,0.1,235.809375,263.788842215162
2014-08-11,1,234.1884375,263.688458312114
2014-08-11,2,171.805,263.407994077039
2014-08-11,3,118.68125,232.621182728588
2014-08-11,4,33.48625,5.73497232574195
2014-08-11,5,109.4153125,0
2014-08-11,6,83.719375,55.8400455520464
2014-08-11,7,76.85625,55.7426066649341
2014-08-11,8,5.735625,55.6459672270865
2014-08-11,9,4.7840625,55.7050238051318
2014-08-11,9.2,4.613125,55.7050238051318
2014-08-13,0.1,252.570625,262.805549475589
2014-08-13,1,252.549375,261.991621820531
2014-08-13,2,226.8803125,256.475602316172
2014-08-13,3,146.0115625,241.727278838908
2014-08-13,4,34.2509375,3.71013388618313
2014-08-13,5,98.461875,0
2014-08-13,6,97.3915625,42.4764497424332
2014-08-13,7,14.4646875,42.384144811988
2014-08-13,8,6.0578125,42.2927015939329
2014-08-13,9,4.8246875,42.3486010673972
2014-08-13,9.2,4.714375,42.3486010673972
2014-08-18,0.1,257.3740625,271.257064246971
2014-08-18,1,271.995,271.043719233343
2014-08-18,2,252.069375,270.678454670606
2014-08-18,3,98.246875,270.106570179826
2014-08-18,4,10.33,9.19987219557476
2014-08-18,5,92.7140625,0
2014-08-18,6,47.3696875,14.0035804636009
2014-08-18,7,6.2709375,13.9400991288196
2014-08-18,8,4.26875,13.8821634585805
2014-08-18,9,3.7121875,13.9183455220808
2014-08-18,9.2,3.7446875,13.9183455220808
2014-08-19,0.1,260.9490625,271.296029689881
2014-08-19,1,247.665,271.109593906551
