DateTime,sw_factor,lw_factor,coef_mix_hyp,ch,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_mean,sed_temp_mean.1,sed_temp_peak_doy,sed_temp_peak_doy.1,RMSE
2020-06-04 13:37:51,1.04085853652268,1.20759862315744,0.544740153694816,0.00135788417149869,4.55758538554133,6.27133523267055,9.4121345308814,8.19301869190745,274.858592581481,271.808015251028,1.85337639510481
