"DateTime","Depth","Observed_PHS_frp","Modeled_PHS_frp"
2014-04-21,0.1,0.0315884571565756,0.0545870930564799
2014-04-21,9,0.0315884571565756,0.0473322842076148
2014-04-28,0.1,0.0315884571565756,0.0595225001640709
2014-04-28,9,0.0421179428754341,0.0485098766332835
2014-05-05,0.1,0.0315884571565756,0.0604542013565475
2014-05-05,5,0.0421179428754341,0.0637076199791587
2014-05-05,9,0.021058971437717,0.0499409691781249
2014-05-12,0.1,0.021058971437717,0.0520684259169498
2014-05-12,9,0.0105294857188585,0.0511100763114765
2014-05-19,0.1,0.0315884571565756,0.0451060542262618
2014-05-19,5,0.0315884571565756,0.0734719694392776
2014-05-19,9,0.0421179428754341,0.0523184975824183
2014-05-26,0.1,0.0526474285942926,0.0474151446129105
2014-05-26,5,0.0315884571565756,0.0781290830617107
2014-05-26,9,0.0315884571565756,0.0535219786132553
2014-06-02,0.1,0.0421179428754341,0.0497782458852396
2014-06-02,9,0.0315884571565756,0.0546618096494981
2014-06-09,0.1,0.0526474285942926,0.058735865280087
2014-06-09,5,0.0631769143131511,0.0903332471253341
2014-06-09,9,0.0315884571565756,0.0560248734780047
2014-06-16,0.1,0.0526474285942926,0.0708816985647066
2014-06-16,9,0.0421179428754341,0.0574981400434352
2014-06-23,0.1,0.0526474285942926,0.0687220074693755
2014-06-23,9,0.0947653714697267,0.0590163036758953
2014-06-29,0.1,0.0737064000320096,0.0660516826685084
2014-06-29,5,0.0947653714697267,0.114042531745846
2014-06-29,9,0.0947653714697267,0.0605834259330303
2014-06-30,0.1,0.0842358857508682,0.06573674105111
2014-06-30,5,0.0631769143131511,0.115357442811834
2014-06-30,9,0.0421179428754341,0.0608702683635668
2014-07-07,0.1,0.0842358857508682,0.0743163781842849
2014-07-07,5,0.0737064000320096,0.12570838113893
2014-07-07,9,0.0737064000320096,0.0628095778183545
2014-07-14,0.1,0.0737064000320096,0.0736259415231042
2014-07-14,5,0.0737064000320096,0.135955685805426
2014-07-14,9,0.0631769143131511,0.0649347289339613
2014-07-21,0.1,0.136883314345161,0.074721462554476
2014-07-21,9,0.0526474285942926,0.0670026779955674
2014-07-28,0.1,0.0631769143131511,0.0699900693491657
2014-07-28,5,0.0421179428754341,0.158319309027177
2014-07-28,9,0.0421179428754341,0.0691897481873257
2014-08-04,0.1,0.0526474285942926,0.0746584348785316
2014-08-04,5,0.0526474285942926,0.169534494197661
2014-08-04,9,0.0631769143131511,0.0717366480032284
2014-08-11,0.1,0.0421179428754341,0.0748001259944281
2014-08-11,5,0.0421179428754341,0.184767523112583
2014-08-11,9,0.0526474285942926,0.0748443650180712
2014-08-18,0.1,0.0737064000320096,0.0819892740133157
2014-08-18,5,0.0947653714697267,0.197209982833363
2014-08-18,9,0.157942285782878,0.081549797831192
2014-08-25,0.1,0.0631769143131511,0.0773343289177929
2014-08-25,5,0.0526474285942926,0.212401417241304
2014-08-25,9,0.0526474285942926,0.0893535348894004
2014-09-03,0.1,0.0631769143131511,0.0913343559488276
2014-09-03,5,0.0526474285942926,0.22787249811061
2014-09-03,9,0.0526474285942926,0.0960580715822044
2014-09-08,0.1,0.0631769143131511,0.0945482628829101
2014-09-08,5,0.0526474285942926,0.23756115401822
2014-09-08,9,0.0421179428754341,0.0990613743185074
2014-09-15,0.1,0.0315884571565756,0.0921569166699604
2014-09-15,5,0.0631769143131511,0.238619402121436
2014-09-15,9,0.0526474285942926,0.103165191507512
2014-09-22,0.1,0.0631769143131511,0.0993324521534563
2014-09-22,5,0.0526474285942926,0.198330457950777
2014-09-22,9,0.0526474285942926,0.107666407943903
2014-09-29,0.1,0.0631769143131511,0.0987011566378407
2014-09-29,5,0.0421179428754341,0.155658546703639
2014-09-29,9,0.0737064000320096,0.112623634835983
2014-10-06,0.1,0.0526474285942926,0.101071368356259
2014-10-06,5,0.021058971437717,0.102338819452589
2014-10-06,9,0.0315884571565756,0.108927693297196
2014-10-15,0.1,0.0421179428754341,0.089641559000039
2014-10-15,5,0.0526474285942926,0.0909052597632901
2014-10-15,9,0.0315884571565756,0.106266372843027
2014-10-23,0.1,0.0421179428754341,0.0843123416712578
2014-10-23,5,0.0526474285942926,0.0846188182627916
2014-10-23,9,0.0631769143131511,0.0745084664971727
2014-11-10,0.1,0.0421179428754341,0.0704455904798167
2014-11-10,5,0.0315884571565756,0.0707662981680207
2014-11-10,9,0.0526474285942926,0.0707268545702426
2015-03-31,1.6,0.0737064000320096,0.0412869803571467
2015-03-31,3.8,0.0737064000320096,0.0412996672698995
2015-03-31,8,0.0421179428754341,0.041292952487719
2015-03-31,9,0.0421179428754341,0.04129222414015
2015-04-07,1.6,0.0631769143131511,0.045453276216881
2015-04-07,3.8,0.0737064000320096,0.0454156038595629
2015-04-07,5,0.0631769143131511,0.0435363251107431
2015-04-07,6.2,0.0526474285942926,0.0428388518459439
2015-04-07,9,0.0526474285942926,0.0426443089448734
2015-04-13,0.1,0.0737064000320096,0.0494886621483812
2015-04-13,1.6,0.0737064000320096,0.0495073201026995
2015-04-13,3.8,0.0631769143131511,0.0472826345465469
2015-04-13,5,0.0631769143131511,0.044682559830318
2015-04-13,6.2,0.0526474285942926,0.0436497445252447
2015-04-13,8,0.0526474285942926,0.0433310939481128
2015-04-13,9,0.0421179428754341,0.043330166577723
2015-04-21,0.1,0.0526474285942926,0.0547552405894869
2015-04-21,1.6,0.0631769143131511,0.0547741454212782
2015-04-21,3.8,0.0526474285942926,0.0507292185226504
2015-04-21,5,0.0421179428754341,0.0460851139368242
2015-04-21,6.2,0.0315884571565756,0.0446066246835285
2015-04-21,8,0.0526474285942926,0.0442923170387884
2015-04-21,9,0.0631769143131511,0.0442912359480596
2015-04-28,0.1,0.0631769143131511,0.0564306395507364
2015-04-28,1.6,0.0947653714697267,0.0564417489199762
2015-04-28,3.8,0.0737064000320096,0.0564360154335635
2015-04-28,5,0.0526474285942926,0.0546944767049514
2015-04-28,6.2,0.0737064000320096,0.0474385321178577
2015-04-28,8,0.0526474285942926,0.0453060043842919
2015-04-28,9,0.0526474285942926,0.0453048295406793
2015-05-05,0.1,0.0842358857508682,0.0583793094001237
2015-05-05,1.6,0.0631769143131511,0.0583946445650271
2015-05-05,3.8,0.0947653714697267,0.0581506646669614
2015-05-05,5,0.0631769143131511,0.0550458833623093
2015-05-05,6.2,0.0947653714697267,0.0496680637790269
2015-05-05,8,0.0631769143131511,0.0464899378150828
2015-05-05,9,0.0526474285942926,0.046488584722722
2015-05-11,0.1,0.0737064000320096,0.0636355669430187
2015-05-11,1.6,0.0842358857508682,0.0636560410705419
2015-05-11,3.8,0.0842358857508682,0.0600809870478285
2015-05-11,6.2,0.0526474285942926,0.0497527947524316
2015-05-18,0.1,0.0631769143131511,0.0671830862320593
2015-05-18,1.6,0.0737064000320096,0.0684826596554829
2015-05-18,3.8,0.0526474285942926,0.0611735701908407
2015-05-18,6.2,0.0421179428754341,0.0509312499434638
2015-05-18,8,0.0737064000320096,0.0488993508022982
2015-05-18,9,0.0737064000320096,0.048897822638953
2015-05-25,0.1,0.0526474285942926,0.0719000187076577
2015-05-25,1.6,0.0526474285942926,0.0719158249770959
2015-05-25,3.8,0.0631769143131511,0.0624647663050071
2015-05-25,5,0.0315884571565756,0.0571432641949415
2015-05-25,6.2,0.0526474285942926,0.0518731123645846
2015-05-25,8,0.0526474285942926,0.0498802403702
2015-05-25,9,0.0315884571565756,0.0498786564820966
2015-06-01,0.1,0.0737064000320096,0.0745793287818623
2015-06-01,1.6,0.0737064000320096,0.0746005987088756
2015-06-01,3.8,0.0737064000320096,0.064223479147474
2015-06-01,5,0.0737064000320096,0.0571000333126016
2015-06-01,6.2,0.0631769143131511,0.0535588012150719
2015-06-01,8,0.105294857188585,0.0535635927406389
2015-06-01,9,0.189530742939453,0.0535618783778385
2015-06-08,0.1,0.0842358857508682,0.0757842577111812
2015-06-08,1.6,0.0631769143131511,0.0758122939951588
2015-06-08,6.2,0.0526474285942926,0.0545274149201843
2015-06-08,8,0.0526474285942926,0.0545331607943676
2015-06-15,0.1,0.0737064000320096,0.0784112476083766
2015-06-15,5,0.0631769143131511,0.0591781982175532
2015-06-15,6.2,0.0631769143131511,0.055660103777125
2015-06-15,8,0.0631769143131511,0.0556666276330035
2015-06-15,9,0.0526474285942926,0.0556641542974201
2015-06-22,0.1,0.0737064000320096,0.0746811598971696
2015-06-22,1.6,0.0737064000320096,0.0747447852571816
2015-06-22,5,0.0737064000320096,0.0607156428932694
2015-06-22,9,0.0737064000320096,0.0569276318318217
2015-06-29,0.1,0.0631769143131511,0.0697896139645775
2015-06-29,1.6,0.0631769143131511,0.0698975549723313
2015-06-29,5,0.0842358857508682,0.0627230876588487
2015-06-29,8,0.0631769143131511,0.0583373275678135
2015-06-29,9,0.0737064000320096,0.0583342072771592
2015-07-06,0.1,0.0526474285942926,0.0503947603748382
2015-07-06,1.6,0.0737064000320096,0.050771177153752
2015-07-06,3.8,0.0631769143131511,0.0738276024523889
2015-07-06,6.2,0.0631769143131511,0.0597927907170387
2015-07-06,8,0.0526474285942926,0.0598014092375495
2015-07-06,9,0.0631769143131511,0.0597980610632988
2015-07-13,1.6,0.105294857188585,0.0375970464809349
2015-07-13,3.8,0.0631769143131511,0.0791347315549039
2015-07-13,5,0.0631769143131511,0.0665329810881668
2015-07-13,8,0.0315884571565756,0.0613400587262518
2015-07-13,9,0.0315884571565756,0.0613365034255063
2015-07-20,0.1,0.0842358857508682,0.0456221793072234
2015-07-20,1.6,0.0842358857508682,0.0459947800466842
2015-07-20,3.8,0.0947653714697267,0.0729986389669111
2015-07-20,5,0.0421179428754341,0.068312699969962
2015-07-20,6.2,0.0631769143131511,0.0629533695433359
2015-07-20,8,0.0526474285942926,0.0629631900397996
2015-07-20,9,0.147412800064019,0.0629594495808403
2015-07-27,0.1,0.0631769143131511,0.043462134460328
2015-07-27,3.8,0.0631769143131511,0.071765875043658
2015-07-27,5,0.0421179428754341,0.069915869242727
2015-07-27,6.2,0.0631769143131511,0.0647108226254205
2015-07-27,8,0.0421179428754341,0.0647217810434846
2015-07-27,9,0.0421179428754341,0.0647176818942579
2015-08-03,0.1,0.0737064000320096,0.0445557901264097
2015-08-03,1.6,0.0737064000320096,0.047455935661582
2015-08-03,3.8,0.179001257220595,0.0724053782525989
2015-08-03,5,0.0526474285942926,0.0716314348654421
2015-08-03,6.2,0.0526474285942926,0.0666890624673198
2015-08-03,8,0.0526474285942926,0.0667021115104257
2015-08-03,9,0.0421179428754341,0.0666973108603896
2015-08-10,0.1,0.0631769143131511,0.0463694479623761
2015-08-10,1.6,0.0737064000320096,0.0488678154344882
2015-08-10,5,0.0631769143131511,0.0736633496305613
2015-08-10,8,0.0526474285942926,0.0690801720687453
2015-08-10,9,0.0526474285942926,0.0690743730060389
2015-08-17,0.1,0.105294857188585,0.0492903933653475
2015-08-17,3.8,0.189530742939453,0.0748377135141141
2015-08-17,5,0.115824342907444,0.0762536955062016
2015-08-17,6.2,0.0526474285942926,0.0718129132054398
2015-08-17,9,0.0526474285942926,0.0718245556335338
2015-08-24,0.1,0.0842358857508682,0.0569943533716075
2015-08-24,1.6,0.0421179428754341,0.0573135815742879
2015-08-24,3.8,0.0737064000320096,0.0759960560817432
2015-08-24,5,0.252707657252604,0.0789312810838362
2015-08-24,6.2,0.0421179428754341,0.0749389673958568
2015-08-24,8,0.0631769143131511,0.0749607839311793
2015-08-24,9,0.0421179428754341,0.074952581081538
2015-08-31,0.1,0.0842358857508682,0.0596661922940352
2015-08-31,1.6,0.189530742939453,0.0599043286110069
2015-08-31,3.8,0.200060228658312,0.0781238307227873
2015-08-31,5,0.0737064000320096,0.0818025358911677
2015-08-31,8,0.0526474285942926,0.078613963373831
2015-08-31,9,0.0737064000320096,0.0786045229059275
