DateTime,Ksed_oxy,Rdom_minerl,Rdomr_minerl,Rcpom_bdown,Fsed_oxy,Fsed_oxy.1,RMSE
6/17/20 22:20,2.266061346,0.003533884,0.041235331,0.008880422,-29.51365066,-8.822480547,71.70762509
6/17/20 22:06,2.181339326,0.004307018,0.042748902,0.009121527,-29.48996296,-9.291300632,71.83191787
6/17/20 22:02,2.249881542,0.003733911,0.043837771,0.009331432,-29.50072954,-9.250644786,71.84795653
6/17/20 21:22,2.142409315,0.00184285,0.054817684,0.013340232,-28.86184501,-8.585046704,72.22044997
6/17/20 22:00,2.229141316,0.004375555,0.042114375,0.009326332,-29.79664377,-9.996389223,72.3475473
6/17/20 22:18,2.37256957,0.003626205,0.039818466,0.008929259,-29.50476362,-9.070224181,72.38602318
6/17/20 22:15,2.210503672,0.003560237,0.041316371,0.008545374,-29.58756317,-9.326701052,72.48093713
6/17/20 22:21,2.318564509,0.003071898,0.041015057,0.00871651,-29.4261399,-8.77229064,72.52041924
6/17/20 21:38,2.397030127,0.002508633,0.0440618,0.011487029,-29.32171335,-8.559690572,72.54935507
6/17/20 21:51,1.929509928,0.004673589,0.043901941,0.009755417,-30.47055031,-8.173465004,72.55868246
6/17/20 21:45,2.223063729,0.002353827,0.05282842,0.008980581,-30.98691481,-10.02333456,72.57340888
6/17/20 22:21,2.328594394,0.003585634,0.041896784,0.009065887,-29.57239781,-9.110562079,72.58324609
6/17/20 21:39,2.424649891,0.002856662,0.043986086,0.009389961,-29.21243068,-8.536288509,72.62844592
6/17/20 22:09,2.110125642,0.003796097,0.04151497,0.008451654,-29.79866485,-9.437367687,72.67789921
6/17/20 22:02,2.336525347,0.004947427,0.045670289,0.008081834,-29.83615463,-11.35719807,72.69079846
6/17/20 21:58,2.178261078,0.004821597,0.038801568,0.008409394,-29.39353233,-8.950867675,72.71383696
6/17/20 21:52,1.76180595,0.003673223,0.047568292,0.007727332,-31.0476686,-10.31346979,72.79993378
6/17/20 21:46,1.669809487,0.002064345,0.049299795,0.010728499,-30.64520214,-11.01645556,72.87241355
6/17/20 22:08,2.183307652,0.002815995,0.043222371,0.009236187,-29.53595039,-9.649283613,72.87297465
6/17/20 22:04,2.1322531,0.002791386,0.043520845,0.009629587,-29.7059863,-8.724134571,72.91050751
6/17/20 22:19,2.266525954,0.00398553,0.039854525,0.009039588,-29.64447677,-8.848980893,72.93425288
6/17/20 21:34,2.729581771,0.003424056,0.048701079,0.014081759,-29.64959347,-8.502362819,72.94699289
6/17/20 21:37,2.497701246,0.002860012,0.048015345,0.010516631,-28.20404135,-9.816477591,72.99022978
6/17/20 21:34,1.933418527,0.003710391,0.049766416,0.015367,-29.58039898,-8.222351157,72.99101478
6/17/20 22:05,2.446452835,0.004684288,0.040033151,0.008503864,-29.3899583,-9.863452005,73.06708353
6/17/20 22:12,2.249494354,0.004439507,0.03988879,0.008798227,-29.54598878,-9.864783967,73.08876358
6/17/20 22:22,2.369742431,0.002952436,0.041123112,0.008912003,-29.32509624,-8.583371084,73.11176728
6/17/20 22:18,2.190655885,0.003689316,0.040681253,0.008591898,-29.6515019,-9.31234587,73.15323834
6/17/20 22:19,2.329908717,0.003479288,0.041259399,0.008994212,-29.48248096,-9.061952972,73.17471025
6/17/20 21:18,1.907585927,0.00334858,0.055474031,0.014663191,-29.88544789,-9.211822035,73.18791608
6/17/20 22:19,2.284511501,0.003635441,0.040239321,0.009231904,-29.66702653,-8.594426571,73.26184321
6/17/20 21:36,2.500217503,0.004076411,0.044576379,0.011693217,-30.45210534,-9.62063271,73.2703517
6/17/20 22:11,2.263860423,0.00356808,0.042041095,0.008958575,-29.57567568,-9.585159781,73.284639
6/17/20 22:20,2.378680285,0.004185995,0.039376387,0.008600024,-29.72857749,-9.514758488,73.29462102
6/17/20 22:03,2.263470544,0.003188891,0.044167713,0.008480412,-29.24851093,-10.57765791,73.32593396
6/17/20 21:41,1.658915784,0.0038195,0.053020608,0.010465662,-31.27345105,-10.17867368,73.3306496
6/17/20 21:16,2.163234958,0.002282291,0.051476138,0.012662799,-29.58435146,-9.284587317,73.33522015
6/17/20 21:41,1.57960303,0.003679931,0.04976061,0.008778689,-30.40066425,-9.1753689,73.33709258
6/17/20 21:09,3.234667002,0.007046629,0.039705433,0.009934463,-32.55320046,-11.06819083,73.35383423
6/17/20 22:09,2.336969291,0.003454873,0.043888153,0.009761817,-29.62545427,-10.00108098,73.35594244
6/17/20 22:16,2.242894291,0.003930403,0.04018219,0.008603382,-29.80569869,-9.520648414,73.35614404
6/17/20 21:50,2.519186977,0.002988584,0.049295501,0.011255581,-29.3486172,-9.53738953,73.375838
6/17/20 22:03,2.170740242,0.003985744,0.040594851,0.00892613,-29.80024563,-9.654295657,73.37671035
6/17/20 21:35,2.131709815,0.002848026,0.049959547,0.012857762,-29.44618175,-8.663980755,73.38497861
6/17/20 21:45,1.853044303,0.003481148,0.049972664,0.013429886,-30.64981222,-8.133271697,73.42272892
6/17/20 22:03,2.08418968,0.005562379,0.041484997,0.009294906,-29.81110177,-9.666314567,73.42406223
6/17/20 21:50,1.722939722,0.00404937,0.045383224,0.008861098,-30.4506202,-10.47497718,73.4331541
6/17/20 21:40,1.962643699,0.004912439,0.049496852,0.012047453,-30.3798643,-8.71440972,73.43779679
6/17/20 22:03,2.130101015,0.004145247,0.04414081,0.008941673,-29.5389444,-10.10719532,73.48795268
6/17/20 22:08,2.100826585,0.004047549,0.041008664,0.008885096,-30.33092202,-8.858022946,73.50668505
6/17/20 21:23,1.91031311,0.002162233,0.056154371,0.013017385,-29.59013576,-8.441784281,73.53600282
6/17/20 21:44,2.148902247,0.002336033,0.048929719,0.009457884,-30.35277585,-9.201855082,73.54321247
6/17/20 21:28,1.752119261,0.004438333,0.044121546,0.015278066,-32.0672507,-6.870301637,73.54811352
6/17/20 21:52,2.416188546,0.003920659,0.0467463,0.008814664,-29.99806037,-10.07017003,73.56595755
6/17/20 21:40,2.022899744,0.003354134,0.045290189,0.010900638,-32.07912522,-8.14011343,73.58435624
6/17/20 22:10,2.238537236,0.003987936,0.041317816,0.008682189,-29.98531045,-9.889667444,73.59832606
6/17/20 21:29,1.161974881,0.002516864,0.050632138,0.016794003,-30.03269985,-4.404036948,73.60577999
6/17/20 22:07,2.094394026,0.002959298,0.040975396,0.009020351,-29.54900544,-8.812256988,73.6486985
6/17/20 22:18,2.278683375,0.004067072,0.039340045,0.008424648,-29.62889392,-9.314469226,73.6846466
6/17/20 21:16,2.543361767,0.002402597,0.050367765,0.014650349,-29.97901613,-9.745638779,73.70117075
6/17/20 21:22,1.833420819,0.002284319,0.055279131,0.015469849,-28.70017178,-6.578040043,73.70842428
6/17/20 21:30,2.016116692,0.007201914,0.04263004,0.018804677,-30.93806323,-8.126391732,73.71932884
6/17/20 21:40,2.081792113,0.003139888,0.044609244,0.008191432,-30.33226101,-8.54400901,73.73471018
6/17/20 21:37,1.704973138,0.002581926,0.050686502,0.013861054,-30.27564045,-6.824914655,73.73989772
