Rnitrif,Knitrif,theta_nitrif,Rnh4o2,Rnh4no2,Ranammox,Kanmx_amm,Rdnra,Kdnra_oxy,Fsed_amm,Ksed_amm,theta_sed_amm
12733.7807856422,5703.81259940254,4894.18636231343,0,0,-675.460099929407,-5085.09909732343,-383.065309723965,-4707.00938191507,3969.34474882563,-2701.59092055937,562.192490814191
11250.8785492748,-448.979590725311,2498.3076680707,0,0,888.953227420043,-92.9049649298443,312.54846797106,-144.756238152182,88.2922584352,-1026.93662414783,-620.079027320038
10934.1415721941,-513.627608701155,76.2956779121405,0,0,-593.144673039059,5344.79827423731,680.915918797606,-5624.69945900196,-1081.6812444283,844.65505161536,-666.031200858213
