Rdom_minerl,Rpom_hydrol,theta_minerl,theta_hydrol,Kdom_minerl,Kpom_hydrol,Fsed_doc
6862547.054628,0,533414.942387198,0,-201232.142803378,0,-424635.296871893
7470501.96331391,0,-313920.48057504,0,382735.732161125,0,271929.865524388
8195180.90352474,0,-114077.621036308,0,524011.236535293,0,-866990.098616956
