DateTime,Kpom_hydrol,Kdom_minerl,RMSE
2/19/21 10:58,2.756790382,1,7.134372087
2/19/21 9:01,40.36908929,1,7.142386365
2/19/21 10:14,9.918289669,1,7.187992376
2/19/21 11:08,1.140257413,1,7.230607982
2/19/21 10:11,9.10277469,1,7.414527532
2/19/21 9:51,5.075684301,1,7.43285976
2/19/21 8:55,29.31592417,1,7.451849374
2/19/21 9:30,14.32616141,1,7.472922153
2/19/21 9:01,9.548964459,1,7.479607146
2/19/21 10:14,12.22207584,1,7.508470436
2/19/21 8:55,48.49125795,1,7.527450598
2/19/21 9:08,21.27462105,1,7.539207981
2/19/21 9:53,8.731952418,1,7.559300205
2/19/21 11:01,2.88644476,1,7.571856762
2/19/21 9:09,29.01732655,1,7.578516893
2/19/21 9:34,1.172676368,1,7.610127626
2/19/21 9:14,31.21346552,1,7.619932511
2/19/21 9:07,29.91456744,1,7.698645934
2/19/21 10:06,13.48759643,1,7.702337995
2/19/21 9:13,18.99182538,1,7.715566023
2/19/21 9:28,23.55626134,1,7.726813799
2/19/21 9:59,8.191412114,1,7.736661513
2/19/21 10:34,4.456983087,1,7.745981889
2/19/21 9:37,1.052430396,1,7.763383999
2/19/21 10:00,20.86111728,1,7.773400448
2/19/21 9:32,4.019640768,1,7.800668331
2/19/21 10:26,2.826648963,1,7.800882898
2/19/21 8:56,11.63678225,1,7.814500366
2/19/21 11:38,1.427578332,1,7.829078812
2/19/21 8:57,50.74859506,1,7.833342769
2/19/21 11:42,1,1,7.855027637
2/19/21 11:41,1,1,7.855027637
2/19/21 11:40,1,1,7.855027637
2/19/21 11:40,1,1,7.855027637
2/19/21 11:18,1,1,7.855027637
2/19/21 11:16,1,1,7.855027637
2/19/21 11:13,1,1,7.855027637
2/19/21 11:11,1,1,7.855027637
2/19/21 11:10,1,1,7.855027637
2/19/21 11:08,1,1,7.855027637
2/19/21 11:07,1,1,7.855027637
2/19/21 11:05,1,1,7.855027637
2/19/21 11:00,1,1,7.855027637
2/19/21 10:40,1,1,7.855027637
2/19/21 10:39,1,1,7.855027637
2/19/21 10:38,1,1,7.855027637
2/19/21 10:36,1,1,7.855027637
2/19/21 10:32,1,1,7.855027637
2/19/21 10:30,1,1,7.855027637
2/19/21 10:03,1,1,7.855027637
