"year","Fnet_A_TN","Fnet_O_TN","Fnet_A_TP","Fnet_O_TP","Fnet_A_TOC","Fnet_O_TOC","Fnet_A_DOC","Fnet_O_DOC","Fnet_A_DIN","Fnet_O_DIN","Fnet_A_NO3","Fnet_O_NO3","Fnet_A_FRP","Fnet_O_FRP","Fnet_A_NH4","Fnet_O_NH4"
2013,530.340986883153,102.115844589435,-88.9983174788532,-90.1057726042878,-4.05933086675985,-12.0164759586317,3.34431331163679,-5.34305992678137,6291.34543174712,989.443573108346,-91.5399584384833,71.1171517359353,105.084101101765,10.4988990844043,14324.4992349935,2145.19946304059
2014,653.864368268012,128.104496542232,-77.0117744633597,-80.1493218360852,-1.87611902920094,-10.4203267549599,5.19980748587316,-3.93468876021476,7890.31197820752,1457.93441198172,-32.5666163288059,360.065018142613,260.258251003142,37.9276770001684,11119.1992144198,1905.35972974941
2015,501.389916515162,53.2124752082585,-84.8870471783793,-89.2591622339598,7.14156087191814,-3.66681725888295,13.6573348372241,1.88191744053313,6856.13267425614,922.145985728969,-82.1099496188092,25.2476911543759,157.792768908627,-14.8393557702047,37599.4683721419,4896.30008378332
2016,318.320671808443,23.2627078107087,-89.5825494524693,-88.5468712999705,-13.1412323781761,-21.1403918611733,-7.22769138511213,-15.967588475149,4446.97487132375,652.247762120097,-87.1873941678809,37.4813251092545,79.0253581457682,12.3309183587461,11748.9169461687,1642.28487366693
2017,472.434560889462,92.560818254168,-94.058967715234,-95.7902320853368,-8.19229666314176,-12.3861952217685,-0.832694960749757,-5.47609755576806,5064.39705855856,1032.459552167,-96.2016801595975,-10.842939206546,12.4728686769826,-51.7413502929638,26337.9479496814,5333.26838633408
2018,577.970720778919,104.33148671728,-87.5998648496067,-92.1881697040834,-17.9401775357692,-22.0139737285658,-11.7044839561438,-15.7866918434482,8579.33709189979,1571.7993591361,-80.6227500130215,43.5340995229429,71.3910839814288,-34.3340145586869,30640.099672993,5464.96949718742
2019,528.085404546359,120.688439913956,-92.1360350458007,-94.478209380831,26.9158924991936,17.9392855499609,37.3265928212531,27.3431638839699,11369.4315280587,2006.34729969761,-94.945751686872,173.34402092146,33.0215168175573,-52.4667748284086,29854.4544113605,4961.85955531803
