"DateTime","Depth","TOT_tp"
2013-05-16,0.1,0.306013927094331
2013-05-16,0.8,0.307905151182533
2013-05-16,1.6,0.309259441391491
2013-05-16,2.8,0.311546298253474
2013-05-16,3.8,0.319534002755424
2013-05-16,5,0.32813197337767
2013-05-16,6.2,0.331117060277935
2013-05-16,8,0.331161899797093
2013-05-16,9,0.331161962488725
2013-05-17,0.1,0.287879872298026
2013-05-17,0.8,0.28895844383513
2013-05-17,1.6,0.291604931546786
2013-05-17,2.8,0.310070827621215
2013-05-17,3.8,0.317141712295913
2013-05-17,5,0.32414433245063
2013-05-17,6.2,0.329215267008466
2013-05-17,8,0.329310785165065
2013-05-17,9,0.329310845852317
2013-05-18,0.1,0.264034965526792
2013-05-18,0.8,0.270406051642393
2013-05-18,1.6,0.286083111066686
2013-05-18,2.8,0.301430676479405
2013-05-18,3.8,0.314047484557726
2013-05-18,5,0.321914174700729
2013-05-18,6.2,0.32693991097557
2013-05-18,8,0.327052179242293
2013-05-18,9,0.327052238093173
2013-05-19,0.1,0.253321345718686
2013-05-19,0.8,0.259696109357766
2013-05-19,1.6,0.275491041060633
2013-05-19,2.8,0.292162395437432
2013-05-19,3.8,0.309129422384552
2013-05-19,5,0.318744287516936
2013-05-19,6.2,0.324145479148753
2013-05-19,8,0.324284559625431
2013-05-19,9,0.324284616864316
2013-05-20,0.1,0.254448569275849
2013-05-20,0.8,0.258331903111468
2013-05-20,1.6,0.267863224690976
2013-05-20,2.8,0.282149183977956
2013-05-20,3.8,0.302486263653333
2013-05-20,5,0.3146270772201
2013-05-20,6.2,0.320728469418267
2013-05-20,8,0.320896448888657
2013-05-20,9,0.320896503688772
2013-05-21,0.1,0.249691596433885
2013-05-21,0.8,0.249897119776273
2013-05-21,1.6,0.252108943589225
2013-05-21,2.8,0.321639628745765
2013-05-21,3.8,0.30235125468668
2013-05-21,5,0.309775133772885
2013-05-21,6.2,0.316527201487003
2013-05-21,8,0.316730355729327
2013-05-21,9,0.316730408627562
2013-05-22,0.1,0.255449769787567
2013-05-22,0.8,0.256088702482519
2013-05-22,1.6,0.256983102147682
2013-05-22,2.8,0.286517706660214
2013-05-22,3.8,0.308110292673238
2013-05-22,5,0.309517458588743
2013-05-22,6.2,0.312565728518892
2013-05-22,8,0.312707877990769
2013-05-22,9,0.312707929034929
2013-05-23,0.1,0.252236162547423
2013-05-23,0.8,0.252780225876438
2013-05-23,1.6,0.253149000878157
2013-05-23,2.8,0.265840552830134
2013-05-23,3.8,0.293508276731973
2013-05-23,5,0.306800707793823
2013-05-23,6.2,0.309590479775377
2013-05-23,8,0.309736292223757
2013-05-23,9,0.309736341535217
2013-05-24,0.1,0.251477205688846
2013-05-24,0.8,0.251955766107666
2013-05-24,1.6,0.252331687783873
2013-05-24,2.8,0.260904130370515
2013-05-24,3.8,0.27963701100199
2013-05-24,5,0.298043843959206
2013-05-24,6.2,0.304944328868359
2013-05-24,8,0.305184230937563
2013-05-24,9,0.305184278242808
2013-05-25,0.1,0.253059000680218
2013-05-25,0.8,0.253406387582265
2013-05-25,1.6,0.253750012187227
2013-05-25,2.8,0.254074757199348
2013-05-25,3.8,0.26837244277211
2013-05-25,5,0.287529630387125
2013-05-25,6.2,0.297602272671023
2013-05-25,8,0.297903400235015
2013-05-25,9,0.297903445431043
2013-05-26,0.1,0.253367476723282
2013-05-26,0.8,0.25368440134409
2013-05-26,1.6,0.253986787162036
2013-05-26,2.8,0.254193708070894
2013-05-26,3.8,0.263210243482299
2013-05-26,5,0.279030332211638
2013-05-26,6.2,0.289693100764492
2013-05-26,8,0.29001481611354
2013-05-26,9,0.29001485941107
2013-05-27,0.1,0.253665921535609
2013-05-27,0.8,0.25395799633962
2013-05-27,1.6,0.254229950641242
2013-05-27,2.8,0.254373710210937
2013-05-27,3.8,0.260550468197926
2013-05-27,5,0.272744390980093
2013-05-27,6.2,0.282107178111343
2013-05-27,8,0.282420405832764
2013-05-27,9,0.282420447400024
2013-05-28,0.1,0.254148763546637
2013-05-28,0.8,0.254429067183473
2013-05-28,1.6,0.254699328874564
2013-05-28,2.8,0.254790204969833
2013-05-28,3.8,0.259199379378996
2013-05-28,5,0.267946218251104
2013-05-28,6.2,0.274906169454956
2013-05-28,8,0.275183970651445
2013-05-28,9,0.275184010619812
2013-05-29,0.1,0.250662276148117
2013-05-29,0.8,0.250753568054903
2013-05-29,1.6,0.250977963081398
2013-05-29,2.8,0.270970313598654
2013-05-29,3.8,0.264412369437682
2013-05-29,5,0.265451412068991
2013-05-29,6.2,0.268804978477124
2013-05-29,8,0.269022412562665
2013-05-29,9,0.269022451036664
2013-05-30,0.1,0.254013596471456
2013-05-30,0.8,0.25443215015669
2013-05-30,1.6,0.255472599395547
2013-05-30,2.8,0.256103621989741
2013-05-30,3.8,0.264385792095813
2013-05-30,5,0.265898853743831
2013-05-30,6.2,0.264769034438865
2013-05-30,8,0.264905067305566
2013-05-30,9,0.26490510430402
2013-05-31,0.1,0.248387098677379
2013-05-31,0.8,0.250145282472169
2013-05-31,1.6,0.254406892731516
2013-05-31,2.8,0.273600364772559
2013-05-31,3.8,0.26769755297762
2013-05-31,5,0.265692477953858
2013-05-31,6.2,0.262037415910535
2013-05-31,8,0.262136091498112
2013-05-31,9,0.262136126986781
2013-06-01,0.1,0.249699547465846
2013-06-01,0.8,0.249756702266046
2013-06-01,1.6,0.249895278576996
2013-06-01,2.8,0.280920910871795
2013-06-01,3.8,0.27388831558863
2013-06-01,5,0.267903640180522
2013-06-01,6.2,0.260554348959276
2013-06-01,8,0.260591499084046
2013-06-01,9,0.26059153316684
2013-06-02,0.1,0.256174819914877
2013-06-02,0.8,0.256437903040014
2013-06-02,1.6,0.257090767406757
2013-06-02,2.8,0.257950982982642
2013-06-02,3.8,0.270310245996776
2013-06-02,5,0.270144661210267
2013-06-02,6.2,0.260722360593711
2013-06-02,8,0.260722812295531
2013-06-02,9,0.26072284504963
2013-06-03,0.1,0.251644147352993
