"time","B_oxy","B_DOCr","B_DOC","B_NO3","B_NH4","B_PO4","B_TN","B_TP","B_TOC","B_DOCall","B_totalN","B_totalP","B_totalC","B_DIN","B_TN_TP","B_DIN_PO4","B_TOC_TN","B_DOC_DIN","B_DOC_NH4","B_DOC_NO3","B_TOC_TP","B_DOC_PO4","year","DOY"
2013-07-15,0.0999506243675105,149.614531521443,47.9802584693759,0,18.5336421848869,0.117867542803956,29.096501695296,1.99123927733429,201.24877309409,197.594789990819,29.1480139656926,1.99145391179428,201.678042014061,18.5336421848869,14.6122578167743,157.241270531219,6.91659688857458,10.6614117192759,2.5888197252724,Inf,101.067096950551,1676.41392439537,2013,196
2013-07-16,0.0960542171708837,149.610983091164,48.3427263179628,0,19.3635634387145,0.121060568417051,29.9580263288033,1.94704421337978,201.624083483633,197.953709409126,30.0077297271121,1.94725131087273,202.038278469541,19.3635634387145,15.3864129653228,159.949384774136,6.73021918302345,10.2230000193739,2.49658212296342,Inf,103.553931697136,1635.16256364484,2013,197
2013-07-17,0.050908048464992,149.607500441062,48.7068391673404,0,20.1971360403531,0.124259399004728,30.8152664616274,1.84041451973639,201.908897145267,198.314339608402,30.8631995656409,1.84061424100312,202.308339678713,20.1971360403531,16.7436553728348,162.540107244399,6.55223596384258,9.81893369496436,2.41157157480278,Inf,109.708380900074,1595.97053580515,2013,198
2013-07-18,0.025040210787951,149.604521565721,49.0807095073407,0,21.0424614973592,0.12745923115908,31.6924088693216,1.70373835045303,202.175473051883,198.685231073062,31.7385660809119,1.70393067216799,202.560116481801,21.0424614973592,18.6016877890284,165.091702703717,6.37930281303386,9.44210975973493,2.33246046397662,Inf,118.665799239727,1558.81397735002,2013,199
2013-07-19,0.0314152623137597,149.601582159162,49.4556302608911,0,21.8909330088052,0.130670161985079,32.5948453997354,1.59150700565826,202.494634016206,199.057212420053,32.6392717269315,1.59169211535492,202.864853409507,21.8909330088052,20.4804913103438,167.528169218194,6.21247413610526,9.09313515052039,2.25918329935954,Inf,127.23452256024,1523.35628422029,2013,200
2013-07-20,0.0810477481438081,149.596911081986,49.798447679565,0,22.7090055897067,0.133935854812302,33.4713188081427,1.49667108522242,202.794711403633,199.395358761551,33.5142224709238,1.49684985048401,203.152241926809,22.7090055897067,22.3638440928178,169.551354426573,6.05876071289724,8.78045311028198,2.1928942455383,Inf,135.497179978924,1488.73771732733,2013,201
2013-07-21,0.0164271114930621,149.592325544612,50.1436255425512,0,23.5315748761202,0.137198232545255,34.3380913737511,1.37155211163194,203.039123467555,199.735951087163,34.3795068021156,1.3717246759168,203.384252037259,23.5315748761202,25.0359363545391,171.515145928416,5.91294144038428,8.48799760061341,2.13090818640604,Inf,148.036025569578,1455.82014710926,2013,202
2013-07-22,0.0162889480690259,149.589538304403,50.5231867852098,0,24.3917048434719,0.140434794634732,35.2527221132932,1.26377417300956,203.342892940712,200.112725089613,35.2925288876845,1.26394003456953,203.67461606064,24.3917048434719,27.8947954992164,173.687047479324,5.76814727348487,8.20413031289899,2.07132658866736,Inf,160.901288603223,1424.95117118305,2013,203
2013-07-23,0.0603830990905946,149.585048151812,50.8706619940736,0,25.2203847778403,0.143723325292191,36.1441472243502,1.1869307517618,203.665626078242,200.455710145886,36.1825397581741,1.18709072065273,203.985563860109,25.2203847778403,30.4517741837089,175.478717365932,5.63481619345091,7.94816224699374,2.01704543535635,Inf,171.590150289673,1394.73331651878,2013,204
2013-07-24,0.0148172685912467,149.579854817906,51.2055188439844,0,26.0380280252928,0.147030097795316,37.0172526292398,1.11671523183055,203.967718476174,200.785373661891,37.0543390463711,1.1168697585686,204.276771952268,26.0380280252928,33.1483368132805,177.093183067463,5.51007176353925,7.71123579200591,1.96656669983781,Inf,182.649714683146,1365.60729179007,2013,205
2013-07-25,0.0182671609461797,149.575908545837,51.564646889117,0,26.8834465442854,0.150322876324612,37.9140648485505,1.06887933298901,204.303338145643,201.140555434954,37.9497785476149,1.06902814006845,204.600952304512,26.8834465442854,35.4708559501546,178.838026530523,5.38858966881398,7.48194823545458,1.91808170147283,Inf,191.137887916992,1338.05685703222,2013,206
2013-07-26,0.004070648541852,149.573172096286,51.9473440159209,0,27.7563061972258,0.153597349687594,38.8205560989234,1.01580959898917,204.635605845351,201.520516112207,38.8548346541526,1.01595242630263,204.921260472261,27.7563061972258,38.2163706048393,180.708236526737,5.27132082610806,7.26035066338723,1.87155105030197,Inf,201.450750267553,1312.00516494643,2013,207
2013-07-27,0.058491895369544,149.568627255986,52.2949889161999,0,28.5931302437158,0.156920642362964,39.6905005686506,0.982252129364376,204.951148368242,201.863616172186,39.7235401666314,0.982389794355963,205.226478351415,28.5931302437158,40.4076503192054,182.213951033789,5.1637330200396,7.05986418596303,1.82893542856132,Inf,208.654318215495,1286.40574708627,2013,208
2013-07-28,0.0087886162514849,149.563424123556,52.6305404219983,0,29.4191533612375,0.160262040882526,40.5404735938366,0.949132511795471,205.248315055859,202.193964545554,40.5723784419654,0.949265448662675,205.514188790266,29.4191533612375,42.7131860830963,183.569067255309,5.06280013184313,6.87286823189018,1.78898895477203,Inf,216.24832413294,1261.64601069672,2013,209
2013-07-29,0.00355180957087499,149.559517558797,52.9917855341039,0,30.2754402085969,0.163589465996987,41.4062446008134,0.901462328411166,205.549964653037,202.551303092901,41.4369433428246,0.901590239836213,205.805787503131,30.2754402085969,45.9323072033328,185.069619391963,4.96422620874435,6.69028432608505,1.75032254424682,Inf,228.018363246882,1238.16837385258,2013,210
