"year","max_B_TN_TP","max_B_DIN_PO4","max_B_TOC_TN","max_B_DOC_DIN","max_B_DOC_NH4","max_B_DOC_NO3","max_B_TOC_TP","max_B_DOC_PO4","max_B_TOC","max_B_TN","max_B_TP","max_B_DIN","max_B_DOC","max_B_NH4","max_B_NO3","max_B_PO4"
2013,102.32689766695,262.159780080754,6.91659688857458,10.6614117192759,2.5888197252724,Inf,317.554267135115,1676.41392439537,225.911280959761,92.2941742067682,1.99123927733429,81.3596216618055,222.406932346321,81.3596216618055,0,0.310343644767874
2014,115.212299234828,268.946136505028,6.09106584328453,7.90097173277116,1.21244867866079,Inf,311.954056478389,1655.22805538995,203.589684405139,77.1862941155397,1.36325997554967,70.0297471166131,200.48559661487,70.0297471166131,0.0029006459489789,0.265185034476719
2015,159.80085896922,275.208735598799,6.00448826238728,7.75501814469019,1.20471062860852,Inf,453.889011980062,1836.17684355334,203.901625805323,84.2452327282127,0.968318938214042,76.7652051089171,201.450122562538,76.7652051089171,0.00583999516050605,0.291549208510288
2016,149.159145786794,253.738556568511,5.36140725581884,6.94349218470617,1.17088288696545,Inf,338.254595900419,1405.00963425476,194.327964604592,94.574851376411,1.31414554384033,86.2529591340986,190.75422555255,86.2529589405981,2.00204563836274e-07,0.347349861141622
2017,194.339060489079,325.139956499384,6.42277026010325,8.70172965880236,1.1904352740078,Inf,945.45566685546,2247.69270591508,229.189375284112,84.9674548939835,0.708441899349298,75.9839958285135,226.686938829216,75.9839958285135,0.00335350342295483,0.233696272357892
2018,226.014374392541,263.945594632296,8.29197572263385,11.238164292927,1.45103342570077,Inf,1409.69448278464,2535.79101869632,290.847613244158,82.0104877176554,1.02769206888186,72.2905073119852,287.360518310344,72.2905073119852,0.015235882512803,0.278234796671842
2019,212.045859300506,294.786642165944,5.39010028204183,8.00265961998165,1.13809037915283,Inf,996.111926535347,2294.5514089773,267.642720528604,108.331284516508,0.650632297516526,92.8773437318426,264.940055804875,92.8773435126924,2.20205640774626e-07,0.359615954369876
