"year","Fnet_A_TN","Fnet_O_TN","Fnet_A_TP","Fnet_O_TP","Fnet_A_TOC","Fnet_O_TOC","Fnet_A_DOC","Fnet_O_DOC","Fnet_A_DIN","Fnet_O_DIN","Fnet_A_NO3","Fnet_O_NO3","Fnet_A_FRP","Fnet_O_FRP","Fnet_A_NH4","Fnet_O_NH4"
2013,256.304327426252,62.4215151184567,-86.2908593171232,-87.1602635711146,-4.14127880607282,-9.0147984680409,-0.843167381541704,-5.00825997001854,3519.75515875715,609.427176815325,-77.772753020522,-2.11440305037622,35.0847735099185,-4.45333348767744,7966.27821366077,1365.28892426771
2014,232.050188949006,59.0660712850393,-81.0614632215998,-81.7193888440558,-8.02147951722928,-11.3907951652135,-2.95597504727153,-6.45771126005047,3085.5551526156,741.132216491862,-46.6241899383757,88.3758484283603,74.5312732752108,0.700225804442322,4470.36032571483,1029.73012114784
2015,88.1150506395228,13.4876299087176,-75.6514534519946,-75.7550468550498,-6.07984478878222,-8.0461614589251,-2.53058443276585,-4.4270043257661,1228.71008684704,253.844760995432,-73.7950265509909,-44.20134542056,16.1232574428965,-11.7932795224499,2365.74859478402,514.027923924869
2016,110.072071021593,14.3674050999611,-80.1378381275603,-77.8171342248653,-11.9254443834187,-14.2697208605104,-7.27202421136308,-9.23557534745339,2471.57987577126,500.918190538855,-66.4284873689554,-20.0779139364165,26.6012019008299,11.8223704432216,5932.22446154439,1211.31078590858
2017,51.2818848588615,8.77245752099891,-90.4405416568427,-90.3893504692192,-25.7417926606807,-23.9507390949749,-21.7420769116704,-20.3928618159394,1322.10918523586,459.250189153161,-86.8429184005619,-64.6442811413134,-32.8339484519925,-39.9590702907293,3226.51627063699,1167.37102495463
2018,58.7129574369788,3.48972975691416,-77.2126722942738,-78.4199922024936,-24.0891553548817,-25.5496673175214,-20.9890941671245,-22.1090241648369,902.775602153216,247.628616686603,-57.3566540167047,-40.5083401469779,6.24140524855837,-20.9405857932562,1450.04901754257,411.866090693831
2019,31.4840420110522,2.64138170515021,-81.1815424045199,-82.3085957989139,-8.22593253821667,-9.4082171733484,-3.02334556122352,-4.05840142243059,1012.39549010614,283.684758101077,-62.7054360470036,-44.8483949367138,-2.99381496734902,-26.8864785194523,2224.77100562272,654.166766895983
