"DateTime","weir_runoff_m3s","wetland_runoff_m3s"
2013-05-15,0,0
2013-05-16,0,0
2013-05-17,0.00104599576438802,0.00219699496458333
2013-05-18,0.00318744016468099,0.00669485501770833
2013-05-19,0.00427791114433594,0.00898526510625
2013-05-20,0.00351460978248698,0.00738203753541667
2013-05-21,0.00137814303844401,0.00289463248229167
2013-05-22,0.00474989809970703,0.009976619946875
2013-05-23,0.00547151663219401,0.0114922974822917
2013-05-24,0.000723399157486979,0.00151941753541667
2013-05-25,1.780625e-06,3.74e-06
2013-05-26,0,0
2013-05-27,0,0
2013-05-28,0,0
2013-05-29,0,0
2013-05-30,0,0
2013-05-31,0,0
2013-06-01,5.147625e-05,0.00010812
2013-06-02,0.00311661976787109,0.006546104840625
2013-06-03,0.00320577242412109,0.006733359840625
2013-06-04,0.00014062890625,0.000295375
2013-06-05,3.9113046875e-05,8.21525e-05
2013-06-06,0.00834101405406901,0.0175193499822917
2013-06-07,0.00974309438343099,0.0204642600177083
2013-06-08,0.00238615893154297,0.005011855053125
2013-06-09,0.00189851049404297,0.003987605053125
2013-06-10,0.00218438172718099,0.00458804501770833
2013-06-11,0.00183491384498698,0.00385402753541667
2013-06-12,0.000760691119042969,0.001597745053125
2013-06-13,0.00133917167434896,0.00281277757083333
2013-06-14,0.00118255761184896,0.00248382757083333
2013-06-15,0,0
2013-06-16,8.8120703125e-05,0.0001850875
2013-06-17,0.000444164765625,0.0009329175
2013-06-18,0.00232932058902995,0.00489247258854167
2013-06-19,0.00379803270683594,0.00797733510625
2013-06-20,0.00182475618030599,0.00383269251770833
2013-06-21,0.0001460921875,0.00030685
2013-06-22,0.000148702421875,0.0003123325
2013-06-23,2.610234375e-06,5.4825e-06
2013-06-24,0.00026725561656901,0.000561339982291667
2013-06-25,0.00026725561656901,0.000561339982291667
2013-06-26,0.00214927504440104,0.00451430742916667
2013-06-27,0.00223842770065104,0.00470156242916667
2013-06-28,0.00013269703125,0.000278715
2013-06-29,0.000835740407486979,0.00175537753541667
2013-06-30,0.00206841854934896,0.00434447757083333
2013-07-01,0.00137759673561198,0.00289348503541667
2013-07-02,0.0110471797021159,0.0232033426947917
2013-07-03,0.020807149469987,0.0437030475354167
2013-07-04,0.0191360124033203,0.04019301446875
2013-07-05,0.00942875318232422,0.019804022128125
2013-07-06,0.0003115284375,0.00065433
2013-07-07,0.00140545942783203,0.002952007446875
2013-07-08,0.00125117231845703,0.002627944946875
2013-07-09,3.1565625e-06,6.63e-06
2013-07-10,0.00838223127360026,0.0176059220572917
2013-07-11,0.00941932397200521,0.0197842171458333
2013-07-12,0.00110797371402995,0.00232717258854167
2013-07-13,0.00165183318626302,0.00346948746458333
2013-07-14,0.00192817405406901,0.00404990998229167
2013-07-15,0.00039374071155599,0.000827007517708333
2013-07-16,0.000826554001236979,0.00173608253541667
2013-07-17,0.000783191735611979,0.00164500503541667
2013-07-18,3.1565625e-06,6.63e-06
2013-07-19,4.7490078125e-05,9.97475e-05
2013-07-20,4.8299453125e-05,0.0001014475
2013-07-21,0.00010509734375,0.000220745
2013-07-22,0.000783292907486979,0.00164521753541667
2013-07-23,0.000725503532486979,0.00152383753541667
2013-07-24,4.649859375e-05,9.7665e-05
2013-07-25,0.000164242421875,0.0003449725
2013-07-26,0.000164242421875,0.0003449725
2013-07-27,0.00250622971279297,0.005264050053125
2013-07-28,0.00250622971279297,0.005264050053125
2013-07-29,0,0
2013-07-30,0,0
2013-07-31,0.00013763421875,0.000289085
2013-08-01,0.00151276232688802,0.00317738496458333
2013-08-02,0.00137512810813802,0.00288829996458333
2013-08-03,1.0521875e-06,2.21e-06
2013-08-04,1.0521875e-06,2.21e-06
2013-08-05,0,0
2013-08-06,0.00222800704811198,0.00467967503541667
2013-08-07,0.00245728275966797,0.005161242553125
2013-08-08,0.00393538363590495,0.00826582508854167
2013-08-09,0.00486377719593099,0.0102158100177083
2013-08-10,0.00115912614658203,0.002434612446875
2013-08-11,0.00129671994716797,0.002723612553125
2013-08-12,0.00157134088466797,0.003300422553125
2013-08-13,0.00113955953968099,0.00239351501770833
2013-08-14,0.00086348172718099,0.00181364501770833
2013-08-15,0,0
2013-08-16,0,0
2013-08-17,0.00486351410690104,0.0102152574291667
2013-08-18,0.00534830949752604,0.0112335149291667
2013-08-19,0.001644022734375,0.0034530825
2013-08-20,0.00115922734375,0.002434825
2013-08-21,0.000812106640625,0.0017057375
2013-08-22,0.000883898203125,0.0018565275
2013-08-23,0.0003099096875,0.00065093
2013-08-24,0.000238118125,0.00050014
2013-08-25,0,0
2013-08-26,0,0
2013-08-27,0,0
2013-08-28,0.00033629532093099,0.000706350017708333
2013-08-29,0.000803567734375,0.0016878025
2013-08-30,0.00046727241344401,0.000981452482291667
2013-08-31,0.000979262795638021,0.00205682996458333
2013-09-01,0.00103383490501302,0.00217145246458333
2013-09-02,5.4572109375e-05,0.0001146225
2013-09-03,0,0
2013-09-04,1.323328125e-05,2.7795e-05
2013-09-05,1.323328125e-05,2.7795e-05
2013-09-06,0,0
2013-09-07,0,0
2013-09-08,0,0
2013-09-09,0,0
2013-09-10,7.4158984375e-05,0.0001557625
2013-09-11,0.000270796640625,0.0005687775
2013-09-12,0.00022189015625,0.000466055
2013-09-13,2.52525e-05,5.304e-05
2013-09-14,0,0
2013-09-15,0,0
2013-09-16,1.800859375e-06,3.7825e-06
2013-09-17,1.800859375e-06,3.7825e-06
2013-09-18,0,0
2013-09-19,0,0
2013-09-20,0.00283234716839193,0.00594902262395833
2013-09-21,0.00503018472965495,0.0105653300885417
2013-09-22,0.00219992170188802,0.00462068496458333
2013-09-23,2.084140625e-06,4.3775e-06
2013-09-24,0,0
2013-09-25,4.6033203125e-05,9.66875e-05
2013-09-26,4.60534375e-05,9.673e-05
2013-09-27,2.0234375e-08,4.25e-08
2013-09-28,0,0
2013-09-29,0,0
2013-09-30,0,0
2013-10-01,0,0
2013-10-02,0,0
2013-10-03,0,0
2013-10-04,0,0
2013-10-05,0,0
2013-10-06,0,0
2013-10-07,0.00862508442783203,0.018116007446875
2013-10-08,0.00865159145908203,0.018171682446875
2013-10-09,7.296515625e-05,0.000153255
2013-10-10,0.00081526319469401,0.00171236748229167
2013-10-11,0.000768805069694011,0.00161478748229167
2013-10-12,0.000551123671875,0.0011575725
2013-10-13,0.00064406015625,0.001352775
2013-10-14,0.00178829384498698,0.00375610753541667
2013-10-15,0.00174948431373698,0.00367459253541667
2013-10-16,5.64134375e-05,0.00011849
2013-10-17,0.00027555171875,0.000578765
2013-10-18,0.000273265234375,0.0005739625
2013-10-19,0,0
2013-10-20,0,0
2013-10-21,0,0
2013-10-22,0,0
2013-10-23,0.0001156596875,0.00024293
2013-10-24,0.0001156596875,0.00024293
2013-10-25,2.428125e-07,5.1e-07
2013-10-26,3.84453125e-07,8.075e-07
2013-10-27,1.41640625e-07,2.975e-07
2013-10-28,0,0
2013-10-29,4.997890625e-06,1.04975e-05
2013-10-30,0.000111309296875,0.0002337925
2013-10-31,0.000107100546875,0.0002249525
2013-11-01,0.0002239540625,0.00047039
2013-11-02,0.000223448203125,0.0004693275
2013-11-03,2.8328125e-07,5.95e-07
2013-11-04,0,0
2013-11-05,0,0
2013-11-06,0,0
2013-11-07,0,0
2013-11-08,0,0
2013-11-09,0,0
2013-11-10,0,0
2013-11-11,0,0
2013-11-12,0,0
2013-11-13,0,0
2013-11-14,0,0
2013-11-15,0.001701973984375,0.0035748025
2013-11-16,0.002308600546875,0.0048489525
2013-11-17,0.001402100546875,0.0029449525
2013-11-18,0.00105797453125,0.002222155
2013-11-19,0.000262500546875,0.0005513525
2013-11-20,0,0
2013-11-21,0,0
2013-11-22,1.347609375e-05,2.8305e-05
2013-11-23,1.347609375e-05,2.8305e-05
2013-11-24,0,0
2013-11-25,7.97234375e-06,1.6745e-05
2013-11-26,0.0268187229721031,0.0563296729607107
2013-11-27,0.0289485300984622,0.0608030902454187
2013-11-28,0.00231597396913608,0.00486443953362945
2013-11-29,0.000499156080844894,0.00104842049412981
2013-11-30,0.000501557751997371,0.00105346493083618
2013-12-01,0.000899076489042389,0.00188840776076857
2013-12-02,0.00185160674472665,0.00388908907000501
2013-12-03,0.0025818096158302,0.00542279703093293
2013-12-04,0.00144868318996652,0.00304279403606867
2013-12-05,3.597671875e-05,7.5565e-05
2013-12-06,0.003841394921875,0.0080684125
2013-12-07,0.00447806953125,0.009405675
2013-12-08,0.000672651328125,0.0014128275
2013-12-09,0.000711227768247541,0.00149385291863576
2013-12-10,0.010791026307658,0.0226653216655057
2013-12-11,0.0103712857121252,0.0217837043528808
2013-12-12,0.000345499279716628,0.000725681884810215
2013-12-13,0.000440536892563054,0.000925297565846723
2013-12-14,0.00628940300862985,0.0132101746590527
2013-12-15,0.00784467636050541,0.016476849189633
2013-12-16,0.00255703513679861,0.00537076105953067
2013-12-17,0.0031293189435626,0.0065727780127338
2013-12-18,0.00307215943860979,0.00645272098302596
2013-12-19,0.00132467492195451,0.0027823287936033
2013-12-20,0.000766597427545421,0.00161015058140814
2013-12-21,0,0
2013-12-22,0.002020463046875,0.0042437525
2013-12-23,0.00632219,0.01327904
2013-12-24,0.004301726953125,0.0090352875
2013-12-25,0,0
2013-12-26,0,0
2013-12-27,0,0
2013-12-28,0.000160741875,0.00033762
2013-12-29,0.005224191875,0.01097282
2013-12-30,0.00506345,0.0106352
2013-12-31,0,0
2014-01-01,0,0
2014-01-02,0.000315069453125,0.0006617675
2014-01-03,0.000315069453125,0.0006617675
2014-01-04,0,0
2014-01-05,0.00111929143229167,0.00235094416666667
2014-01-06,0.00132456916666667,0.00278210666666667
2014-01-07,0.000205277734375,0.0004311625
2014-01-08,0,0
2014-01-09,0,0
2014-01-10,0.00778638209558803,0.0163544087258683
2014-01-11,0.0115114303645833,0.0241784483333333
2014-01-12,0.00372504826899531,0.00782403960746505
2014-01-13,9.489921875e-06,1.99325e-05
2014-01-14,0.00070721164905599,0.00148541751770833
2014-01-15,0.00071002422718099,0.00149132501770833
2014-01-16,1.23025e-05,2.584e-05
2014-01-17,0.000123692734375,0.0002598025
2014-01-18,0.000123692734375,0.0002598025
2014-01-19,0,0
2014-01-20,0,0
2014-01-21,0.00044333515625,0.000931175
2014-01-22,0.00044333515625,0.000931175
2014-01-23,0,0
2014-01-24,0,0
2014-01-25,0,0
2014-01-26,2.56302083333333e-06,5.38333333333333e-06
2014-01-27,8.58611979166667e-05,0.000180341666666667
2014-01-28,8.32981770833333e-05,0.000174958333333333
2014-01-29,0,0
2014-01-30,0,0
2014-01-31,0.000578352640953394,0.0012147638481801
2014-02-01,0.00106304661458333,0.00223280833333333
2014-02-02,0.00048469397362994,0.00101804448515323
2014-02-03,0.008537712421875,0.0179324925
2014-02-04,0.008988453359375,0.0188792225
2014-02-05,0.00078222046875,0.001642965
2014-02-06,0.00033147953125,0.000696235
2014-02-07,0,0
2014-02-08,5.97588541666667e-06,1.25516666666667e-05
2014-02-09,5.97588541666667e-06,1.25516666666667e-05
2014-02-10,0,0
2014-02-11,0,0
2014-02-12,0,0
2014-02-13,0.0069640386326991,0.014627169946673
2014-02-14,0.00772575991107618,0.0162270787321446
2014-02-15,0.00170491010412679,0.00358096948511573
2014-02-16,0.00115740806389319,0.00243100380987604
2014-02-17,0.000345105787849388,0.000724855399961648
2014-02-18,0.00102181080979937,0.00214619722212687
2014-02-19,0.00611880772056082,0.0128518586872011
2014-02-20,0.00797106873391309,0.0167423219739333
2014-02-21,0.013587345209309,0.0285386710187803
2014-02-22,0.0121885529045442,0.0256006671045252
2014-02-23,0.0030245642703097,0.00635275275308292
2014-02-24,0.00467265280840383,0.00981437501070148
2014-02-25,0.00335407175241597,0.00704484568847215
2014-02-26,0.000448342902396963,0.000941693200401342
2014-02-27,0.000605180478355179,0.00127111266496223
2014-02-28,0.00057506849929222,0.00120786588268327
2014-03-01,0.000440775229340055,0.000925798165100347
2014-03-02,0.00223439283521397,0.00469308765388571
2014-03-03,0.00612288820544199,0.0128604292809283
2014-03-04,0.00430106948140872,0.00903390655554574
2014-03-05,0.000259539583333333,0.000545133333333333
2014-03-06,0.00023110002379961,0.000485399277787597
2014-03-07,0.00137958011523556,0.00289765089840982
2014-03-08,0.00271066854228547,0.00569345052897025
2014-03-09,0.00153584259309777,0.00322586243492351
2014-03-10,0.000204754166047864,0.000430062804363082
2014-03-11,0,0
2014-03-12,6.3596640625e-05,0.0001335775
2014-03-13,6.3596640625e-05,0.0001335775
2014-03-14,0,0
2014-03-15,0,0
2014-03-16,0.001848794609375,0.0038831825
2014-03-17,0.002098446328125,0.0044075475
2014-03-18,0.000748974345730206,0.0015731353053175
2014-03-19,0.00205204127400732,0.00431007896934355
2014-03-20,0.00199675614906146,0.00419395886134917
2014-03-21,0.00044403750203435,0.000932650197323114
2014-03-22,0,0
2014-03-23,0.000296069375,0.00062186
2014-03-24,0.000296069375,0.00062186
2014-03-25,0.00282308541303954,0.005929569361751
2014-03-26,0.00292891408682772,0.00615185043719798
2014-03-27,0.00163534358647875,0.00343485293839552
2014-03-28,0.00184654005379729,0.00387844706280202
2014-03-29,0.00281416959423171,0.00591084269985348
2014-03-30,0.00290593953125,0.006103595
2014-03-31,0.000408795078125,0.0008586275
2014-04-01,0,0
2014-04-02,1.5317421875e-05,3.21725e-05
2014-04-03,0.0005928671875,0.00124525
2014-04-04,0.00079298515625,0.001665575
2014-04-05,0.000215435390625,0.0004524975
2014-04-06,0,0
2014-04-07,0.005443714609375,0.0114339025
2014-04-08,0.005443714609375,0.0114339025
2014-04-09,0,0
2014-04-10,0,0
2014-04-11,0,0
2014-04-12,0,0
2014-04-13,0,0
2014-04-14,0.000201352265625,0.0004229175
2014-04-15,0.00525725484375,0.011042265
2014-04-16,0.005055902578125,0.0106193475
2014-04-17,0,0
2014-04-18,0,0
2014-04-19,0,0
2014-04-20,0,0
2014-04-21,0,0
2014-04-22,0,0
2014-04-23,0,0
2014-04-24,0,0
2014-04-25,0.001069771171875,0.0022469325
2014-04-26,0.001069771171875,0.0022469325
2014-04-27,0,0
2014-04-28,0.00227828946155599,0.00478528751770833
2014-04-29,0.00812232094593099,0.0170600100177083
2014-04-30,0.0063743946875,0.01338869
2014-05-01,0.000587302734375,0.0012335625
2014-05-02,5.693953125e-05,0.000119595
2014-05-03,0,0
2014-05-04,0,0
2014-05-05,0.00028914921875,0.000607325
2014-05-06,0.000292852109375,0.0006151025
2014-05-07,3.702890625e-06,7.7775e-06
2014-05-08,0,0
