time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,PHS_frp_ads,CAR_dic,CAR_ch4,SIL_rsi
2013-05-27,0.0082,21.6553,0,258.6396,0.1554,1.0506,0.0253,23.8068,214.2614,23.8068,11.3647,2.2729,0.9743,2.2734,0.0253,98.666,3.5762,126.3866
2013-05-28,0.0081,21.8082,0,257.8723,0.1504,1.0786,0.0255,23.7906,214.1152,23.7906,11.3363,2.2673,0.9912,2.3128,0.0255,98.6847,3.7279,126.3866
2013-05-29,0.0081,21.961,0,257.1091,0.1454,1.1065,0.0258,23.7743,213.969,23.7743,11.3079,2.2616,1.0081,2.3523,0.0258,98.7034,3.8796,126.3866
2013-05-30,0.0076,22.1139,0,256.3499,0.1404,1.1344,0.026,23.7581,213.8228,23.7581,11.2796,2.2559,1.025,2.3917,0.026,98.722,4.1704,126.3866
2013-05-31,0.0083,22.4279,0,254.8029,0.1354,1.1623,0.0263,23.7418,213.6766,23.7418,11.2512,2.2502,1.0221,2.3849,0.0263,98.7407,4.4613,126.3866
2013-06-01,0.008,22.7418,0,253.2722,0.1303,1.1902,0.0265,23.7256,213.5305,23.7256,11.2228,2.2446,1.0192,2.3781,0.0265,98.7593,6.3063,126.3866
2013-06-02,0.0149,23.0558,0,251.7576,0.1253,1.2181,0.0268,23.7094,213.3843,23.7094,11.1944,2.2389,1.0163,2.3713,0.0268,98.778,6.2941,126.3866
2013-06-03,0.0138,23.3697,0,250.2589,0.1203,1.246,0.0271,23.6931,213.2381,23.6931,11.1661,2.2332,1.0134,2.3646,0.0271,98.7966,6.2819,126.3866
2013-06-04,0.0079,23.6837,0,248.7757,0.1153,1.2739,0.0273,23.6769,213.0919,23.6769,11.1377,2.2275,1.0105,2.3578,0.0273,98.8153,6.2697,126.3866
2013-06-05,0.0072,22.821,0,252.8887,0.1103,1.3018,0.0276,23.6606,212.9457,23.6606,11.1093,2.2219,1.0076,2.351,0.0276,98.834,6.2575,126.3866
2013-06-06,0.0461,21.9583,0,257.1228,0.1053,1.3297,0.0278,23.6444,212.7995,23.6444,11.081,2.2162,1.0047,2.3442,0.0278,98.8526,5.9888,126.3866
2013-06-07,0.0414,22.195,0,255.9485,0.1003,1.3576,0.0281,23.6281,212.6533,23.6281,11.0526,2.2105,1.0018,2.3374,0.0281,98.8713,5.7201,126.3866
2013-06-08,0.0228,22.4318,0,254.7836,0.0953,1.3855,0.0284,23.6119,212.5072,23.6119,11.0242,2.2048,0.9988,2.3306,0.0284,98.8899,5.6957,126.3866
2013-06-09,0.0171,22.6685,0,253.6281,0.0902,1.4134,0.0286,23.5957,212.361,23.5957,10.9959,2.1992,0.9959,2.3239,0.0286,98.9086,5.656,126.3866
2013-06-10,0.0187,22.9053,0,252.4817,0.0852,1.4413,0.0289,23.5794,212.2148,23.5794,10.9675,2.1935,0.993,2.3171,0.0289,98.9273,5.6164,126.3866
2013-06-11,0.0193,23.142,0,251.3444,0.0802,1.4692,0.0291,23.5632,212.0686,23.5632,10.9391,2.1878,0.9901,2.3103,0.0291,98.9459,5.7318,126.3866
2013-06-12,0.0146,23.3788,0,250.2161,0.0752,1.4971,0.0294,23.5469,211.9224,23.5469,10.9108,2.1822,0.9872,2.3035,0.0294,98.9646,5.3068,126.3866
2013-06-13,0.0147,23.6155,0,249.0966,0.0702,1.5251,0.0296,23.5307,211.7762,23.5307,10.8824,2.1765,0.9843,2.2967,0.0296,98.9832,5.0137,126.3866
2013-06-14,0.0123,23.5204,0,249.5455,0.0652,1.553,0.0299,23.5144,211.63,23.5144,10.854,2.1708,0.997,2.3263,0.0299,99.0019,4.7206,126.3866
2013-06-15,0.0092,23.4252,0,249.9957,0.0602,1.5809,0.0302,23.4982,211.4838,23.4982,10.8256,2.1651,1.0096,2.3558,0.0302,99.0205,4.5573,126.3866
2013-06-16,0.0088,23.3301,0,250.4474,0.0551,1.6088,0.0304,23.482,211.3377,23.482,10.7973,2.1595,1.0223,2.3853,0.0304,99.0392,4.6048,126.3866
2013-06-17,0.0094,23.2349,0,250.9005,0.0501,1.6367,0.0307,23.4657,211.1915,23.4657,10.7689,2.1538,1.0349,2.4149,0.0307,99.0579,4.6523,126.3866
2013-06-18,0.0137,23.1398,0,251.3551,0.0451,1.6646,0.0309,23.4495,211.0453,23.4495,10.7405,2.1481,1.0476,2.4444,0.0309,99.0765,4.4078,126.3866
2013-06-19,0.0145,23.0446,0,251.8111,0.0401,1.6925,0.0312,23.4332,210.8991,23.4332,10.7122,2.1424,1.0603,2.4739,0.0312,99.0952,4.6124,126.3866
2013-06-20,0.0107,22.9495,0,252.2686,0.0351,1.7204,0.0314,23.417,210.7529,23.417,10.6838,2.1368,1.0729,2.5035,0.0314,99.1138,4.8169,126.3866
2013-06-21,0.0076,23.5784,0,249.2717,0.0301,1.7483,0.0317,23.4007,210.6067,23.4007,10.6554,2.1311,1.0856,2.533,0.0317,99.1325,4.9759,126.3866
2013-06-22,0.0075,24.2072,0,246.3365,0.0251,1.7762,0.032,23.3845,210.4605,23.3845,10.6271,2.1254,1.0982,2.5625,0.032,99.1511,4.9433,126.3866
2013-06-23,0.0071,24.8361,0,243.4611,0.0201,1.8041,0.0322,23.3683,210.3143,23.3683,10.5987,2.1197,1.1109,2.592,0.0322,99.1698,4.5926,126.3866
2013-06-24,0.0072,25.4649,0,240.6433,0.015,1.832,0.0325,23.352,210.1682,23.352,10.5703,2.1141,1.1235,2.6216,0.0325,99.1885,4.242,126.3866
2013-06-25,0.0071,26.0938,0,237.8814,0.01,1.8599,0.0327,23.3358,210.022,23.3358,10.542,2.1084,1.1362,2.6511,0.0327,99.2071,4.1066,126.3866
2013-06-26,0.0123,25.7529,0,239.3718,0.005,1.8878,0.033,23.3195,209.8758,23.3195,10.5136,2.1027,1.1488,2.6806,0.033,99.2258,3.9712,126.3866
2013-06-27,0.0108,25.412,0,240.8784,0,1.9157,0.0333,23.3033,209.7296,23.3033,10.4852,2.097,1.1615,2.7102,0.0333,99.2444,3.8694,126.3866
2013-06-28,0.0071,25.1847,0,241.8918,0.0616,1.7017,0.0318,23.287,209.5834,23.287,10.603,2.1206,1.2916,3.0138,0.0318,99.2631,3.7677,126.3866
2013-06-29,0.0078,24.9575,0,242.9127,0.1232,1.4877,0.0303,23.2708,209.4372,23.2708,10.7207,2.1441,1.4218,3.3175,0.0303,99.2818,3.7306,126.3866
2013-06-30,0.0097,24.7302,0,243.9411,0.1848,1.2737,0.0288,23.2546,209.291,23.2546,10.8384,2.1677,1.5519,3.6211,0.0288,99.3004,3.7925,126.3866
2013-07-01,0.0084,24.5029,0,244.9771,0.2464,1.0596,0.0273,23.2383,209.1449,23.2383,10.9562,2.1912,1.682,3.9248,0.0273,99.3191,3.8544,126.3866
2013-07-02,0.0404,24.2757,0,246.0207,0.308,0.8456,0.0259,23.2221,208.9987,23.2221,11.0739,2.2148,1.8122,4.2284,0.0259,99.3377,3.9162,126.3866
2013-07-03,0.0789,24.0484,0,247.0721,0.3695,0.6316,0.0244,23.2058,208.8525,23.2058,11.1917,2.2383,1.9423,4.5321,0.0244,99.3564,3.9781,126.3866
2013-07-04,0.0839,23.9306,0,247.6201,0.3657,0.6342,0.0241,23.1896,208.7063,23.1896,11.1834,2.2367,1.8713,4.3664,0.0241,99.375,4.04,126.3866
2013-07-05,0.0482,23.8128,0,248.1702,0.3619,0.6368,0.0238,23.1733,208.5601,23.1733,11.1751,2.235,1.8003,4.2007,0.0238,99.3937,4.1018,126.3866
2013-07-06,0.022,23.695,0,248.7225,0.358,0.6395,0.0236,23.1571,208.4139,23.1571,11.1668,2.2334,1.7293,4.035,0.0236,99.4124,4.1637,126.3866
2013-07-07,0.0196,23.5772,0,249.2769,0.3542,0.6421,0.0233,23.1409,208.2677,23.1409,11.1586,2.2317,1.6583,3.8693,0.0233,99.431,4.4268,126.3866
2013-07-08,0.0171,23.4595,0,249.8335,0.3503,0.6447,0.023,23.1246,208.1215,23.1246,11.1503,2.2301,1.5873,3.7036,0.023,99.4497,4.69,126.3866
2013-07-09,0.0129,23.3417,0,250.3922,0.3465,0.6474,0.0227,23.1084,207.9754,23.1084,11.142,2.2284,1.5162,3.5379,0.0227,99.4683,4.793,126.3866
2013-07-10,0.0569,23.2239,0,250.9532,0.3426,0.65,0.0224,23.0921,207.8292,23.0921,11.1337,2.2267,1.4452,3.3722,0.0224,99.487,4.896,126.3866
2013-07-11,0.0576,23.1061,0,251.5164,0.3388,0.6526,0.0222,23.0759,207.683,23.0759,11.1255,2.2251,1.3742,3.2065,0.0222,99.5056,5.0226,126.3866
2013-07-12,0.0358,23.2395,0,250.8788,0.3827,0.9473,0.0225,23.0596,207.5368,23.0596,10.8339,2.1668,1.2765,2.9785,0.0225,99.5243,5.1492,126.3866
2013-07-13,0.0278,23.3728,0,250.2441,0.4267,1.2421,0.0228,23.0434,207.3906,23.0434,10.5423,2.1085,1.1788,2.7505,0.0228,99.543,4.8516,126.3866
2013-07-14,0.0274,23.5062,0,249.6123,0.4707,1.5368,0.0231,23.0272,207.2444,23.0272,10.2508,2.0502,1.0811,2.5225,0.0231,99.5616,4.5997,126.3866
2013-07-15,0.0207,23.6396,0,248.9831,0.5147,1.8315,0.0234,23.0109,207.0982,23.0109,9.9592,1.9918,0.9833,2.2945,0.0234,99.5803,4.3478,126.3866
2013-07-16,0.0183,24.6754,0,244.1904,0.5587,2.1263,0.0238,22.9947,206.952,22.9947,9.6677,1.9335,1.0526,2.456,0.0238,99.5989,4.2642,126.3866
2013-07-17,0.0165,25.7111,0,239.5555,0.6027,2.421,0.0241,22.9784,206.8059,22.9784,9.3761,1.8752,1.1218,2.6176,0.0241,99.6176,4.1805,126.3866
2013-07-18,0.0145,26.7469,0,235.07,0.6467,2.7157,0.0244,22.9622,206.6597,22.9622,9.0845,1.8169,1.191,2.7791,0.0244,99.6363,4.1405,126.3866
2013-07-19,0.0136,26.4782,0,236.2197,0.6115,2.5022,0.0247,22.9459,206.5135,22.9459,9.2825,1.8565,1.2603,2.9406,0.0247,99.6549,4.1005,126.3866
2013-07-20,0.0129,26.2095,0,237.3791,0.5763,2.2887,0.025,22.9297,206.3673,22.9297,9.4805,1.8961,1.3309,3.1055,0.025,99.6736,4.8189,126.3866
2013-07-21,0.0129,25.9408,0,238.5483,0.5411,2.0751,0.0253,22.9135,206.2211,22.9135,9.6785,1.9357,1.4016,3.2703,0.0253,99.6922,5.5012,126.3866
2013-07-22,0.0133,25.6721,0,239.7274,0.5059,1.8616,0.0257,22.8972,206.0749,22.8972,9.8764,1.9753,1.4722,3.4352,0.0257,99.7109,6.1835,126.3866
2013-07-23,0.0126,25.6189,0,239.9622,0.4707,1.6481,0.026,22.881,205.9287,22.881,10.0744,2.0149,1.5429,3.6,0.026,99.7295,6.8658,126.3866
2013-07-24,0.0108,25.5656,0,240.1974,0.4355,1.4346,0.0263,22.8647,205.7825,22.8647,10.2724,2.0545,1.6135,3.7648,0.0263,99.7482,7.5481,126.3866
2013-07-25,0.0101,25.5124,0,240.433,0.4003,1.221,0.0266,22.8485,205.6364,22.8485,10.4704,2.0941,1.6842,3.9297,0.0266,99.7669,8.1449,126.3866
2013-07-26,0.0097,25.2414,0,241.6387,0.3003,1.2631,0.0272,22.8322,205.4902,22.8322,10.5094,2.1019,1.6331,3.8105,0.0272,99.7855,7.7692,126.3866
2013-07-27,0.0141,24.9703,0,242.8549,0.2002,1.3052,0.0277,22.816,205.344,22.816,10.5484,2.1097,1.582,3.6912,0.0277,99.8042,7.3936,126.3866
2013-07-28,0.0137,24.6992,0,244.0817,0.1001,1.3473,0.0283,22.7998,205.1978,22.7998,10.5875,2.1175,1.5309,3.572,0.0283,99.8228,7.0179,126.3866
2013-07-29,0.0088,24.4282,0,245.3194,0,1.3894,0.0288,22.7835,205.0516,22.7835,10.6265,2.1253,1.4798,3.4528,0.0288,99.8415,6.6423,126.3866
2013-07-30,0.0082,24.0495,0,247.067,0.0719,1.3193,0.0288,22.7673,204.9054,22.7673,10.6158,2.1232,1.7316,4.0404,0.0288,99.8601,6.0934,126.3866
2013-07-31,0.0082,23.6708,0,248.8364,0.1437,1.2491,0.0288,22.751,204.7592,22.751,10.6051,2.121,1.9834,4.628,0.0288,99.8788,5.5445,126.3866
2013-08-01,0.0109,23.2921,0,250.6281,0.2156,1.1789,0.0288,22.7348,204.6131,22.7348,10.5944,2.1189,2.2353,5.2156,0.0288,99.8975,5.0584,126.3866
2013-08-02,0.0099,23.3275,0,250.4598,0.2926,1.2526,0.0294,22.7185,204.4669,22.7185,10.4596,2.0919,1.9316,4.5071,0.0294,99.9161,4.5723,126.3866
2013-08-03,0.0074,23.3628,0,250.2917,0.3695,1.3263,0.0299,22.7023,204.3207,22.7023,10.3247,2.0649,1.628,3.7986,0.0299,99.9348,4.5307,126.3866
2013-08-04,0.0072,23.3982,0,250.1238,0.4465,1.4,0.0305,22.6861,204.1745,22.6861,10.1899,2.038,1.3243,3.0901,0.0305,99.9534,4.4893,126.3866
2013-08-05,0.0065,23.4336,0,249.956,0.5235,1.4736,0.031,22.6698,204.0283,22.6698,10.055,2.011,1.0207,2.3816,0.031,99.9721,4.4479,126.3866
2013-08-06,0.0105,23.469,0,249.7885,0.4209,1.4456,0.0325,22.6536,203.8821,22.6536,10.1546,2.0309,1.2589,2.9374,0.0325,99.9907,4.503,126.3866
2013-08-07,0.0108,23.5043,0,249.6212,0.3182,1.4175,0.034,22.6373,203.7359,22.6373,10.2543,2.0509,1.4971,3.4931,0.034,100.0094,4.5573,126.3866
2013-08-08,0.0184,23.5397,0,249.4541,0.2156,1.3894,0.0355,22.6211,203.5897,22.6211,10.3539,2.0708,1.7353,4.0489,0.0355,100.0281,4.6096,126.3866
2013-08-09,0.0171,24.4136,0,245.3865,0.2669,1.4315,0.0355,22.6048,203.4436,22.6048,10.2668,2.0534,1.5577,3.6346,0.0355,100.0467,4.6618,126.3866
2013-08-10,0.0095,25.2874,0,241.4329,0.3182,1.4736,0.0355,22.5886,203.2974,22.5886,10.1796,2.0359,1.3801,3.2203,0.0355,100.0654,4.9188,126.3866
2013-08-11,0.0105,26.1613,0,237.588,0.3695,1.5158,0.0355,22.5724,203.1512,22.5724,10.0925,2.0185,1.2026,2.806,0.0355,100.084,5.1866,126.3866
2013-08-12,0.0105,27.0352,0,233.8469,0.4209,1.5579,0.0355,22.5561,203.005,22.5561,10.0053,2.0011,1.025,2.3917,0.0355,100.1027,5.4544,126.3866
2013-08-13,0.0094,26.8245,0,234.7399,0.4722,1.6,0.0355,22.5399,202.8588,22.5399,9.9182,1.9836,1.1722,2.735,0.0355,100.1214,6.0616,126.3866
2013-08-14,0.008,26.6137,0,235.6386,0.5235,1.6421,0.0355,22.5236,202.7126,22.5236,9.831,1.9662,1.3193,3.0784,0.0355,100.14,6.7224,126.3866
2013-08-15,0.0059,26.403,0,236.5433,0.2464,1.3052,0.0333,22.5074,202.5664,22.5074,10.3334,2.0667,1.4671,3.4232,0.0333,100.1587,7.3833,126.3866
2013-08-16,0.0058,26.1923,0,237.4539,0.3285,1.3052,0.0329,22.4911,202.4202,22.4911,10.2557,2.0511,1.4328,3.3432,0.0329,100.1773,8.0441,126.3866
2013-08-17,0.0134,25.9815,0,238.3705,0.4106,1.3052,0.0325,22.4749,202.2741,22.4749,10.1779,2.0356,1.3985,3.2631,0.0325,100.196,8.3426,126.3866
2013-08-18,0.0196,25.7708,0,239.2932,0.4927,1.3052,0.0321,22.4587,202.1279,22.4587,10.1002,2.02,1.3642,3.183,0.0321,100.2146,8.7048,126.3866
2013-08-19,0.0107,25.56,0,240.2221,0.5749,1.3052,0.0318,22.4424,201.9817,22.4424,10.0225,2.0045,1.3298,3.103,0.0318,100.2333,9.067,126.3866
2013-08-20,0.0088,25.3493,0,241.1572,0.657,1.3052,0.0314,22.4262,201.8355,22.4262,9.9448,1.989,1.2955,3.0229,0.0314,100.252,7.9472,126.3866
2013-08-21,0.0077,25.1386,0,242.0986,0.7391,1.3052,0.031,22.4099,201.6893,22.4099,9.867,1.9734,1.2612,2.9428,0.031,100.2706,6.8274,126.3866
2013-08-22,0.0078,24.9278,0,243.0464,0.7105,1.3323,0.0317,22.3937,201.5431,22.3937,9.859,1.9718,1.2566,2.932,0.0317,100.2893,5.7076,126.3866
2013-08-23,0.0064,24.7171,0,244.0007,0.6819,1.3594,0.0323,22.3774,201.3969,22.3774,9.851,1.9702,1.2519,2.9212,0.0323,100.3079,5.8102,126.3866
2013-08-24,0.006,24.5063,0,244.9614,0.6533,1.3864,0.0329,22.3612,201.2508,22.3612,9.843,1.9686,1.2473,2.9104,0.0329,100.3266,5.9129,126.3866
2013-08-25,0.0051,24.2956,0,245.9288,0.6247,1.4135,0.0336,22.345,201.1046,22.345,9.835,1.967,1.2427,2.8995,0.0336,100.3452,6.0156,126.3866
2013-08-26,0.0049,24.0849,0,246.9028,0.5961,1.4406,0.0342,22.3287,200.9584,22.3287,9.827,1.9654,1.238,2.8887,0.0342,100.3639,6.1182,126.3866
2013-08-27,0.0052,23.8741,0,247.8836,0.5675,1.4676,0.0348,22.3125,200.8122,22.3125,9.8189,1.9638,1.2334,2.8779,0.0348,100.3826,6.2209,126.3866
2013-08-28,0.006,23.6634,0,248.8712,0.5389,1.4947,0.0355,22.2962,200.666,22.2962,9.8109,1.9622,1.2287,2.8671,0.0355,100.4012,6.4592,126.3866
2013-08-29,0.0065,23.5045,0,249.6202,0.5103,1.5218,0.0361,22.28,200.5198,22.28,9.8029,1.9606,1.2241,2.8563,0.0361,100.4199,6.835,126.3866
2013-08-30,0.0054,23.3457,0,250.3732,0.4817,1.5488,0.0367,22.2637,200.3736,22.2637,9.7949,1.959,1.2195,2.8454,0.0367,100.4385,7.2108,126.3866
2013-08-31,0.0067,23.1868,0,251.1302,0.4531,1.5759,0.0374,22.2475,200.2274,22.2475,9.7869,1.9574,1.2148,2.8346,0.0374,100.4572,7.5866,126.3866
2013-09-01,0.0066,23.028,0,251.8912,0.4245,1.603,0.038,22.2313,200.0813,22.2313,9.7789,1.9558,1.2102,2.8238,0.038,100.4759,7.8095,126.3866
2013-09-02,0.0048,22.8691,0,252.6563,0.3959,1.63,0.0386,22.215,199.9351,22.215,9.7708,1.9542,1.2056,2.813,0.0386,100.4945,8.0324,126.3866
2013-09-03,0.0045,22.7102,0,253.4255,0.3673,1.6571,0.0393,22.1988,199.7889,22.1988,9.7628,1.9526,1.2009,2.8022,0.0393,100.5132,7.8687,126.3866
2013-09-04,0.004,22.5514,0,254.1988,0.3388,1.6842,0.0399,22.1825,199.6427,22.1825,9.7548,1.951,1.1963,2.7913,0.0399,100.5318,7.9618,126.3866
2013-09-05,0.004,22.3925,0,254.9763,0.3212,1.5218,0.0386,22.1663,199.4965,22.1663,9.8955,1.9791,1.3018,3.0375,0.0386,100.5505,8.055,126.3866
2013-09-06,0.0036,22.2336,0,255.7579,0.3036,1.3594,0.0374,22.15,199.3503,22.15,10.0362,2.0072,1.4073,3.2836,0.0374,100.5691,8.1481,126.3866
2013-09-07,0.0036,22.0748,0,256.5438,0.286,1.197,0.0361,22.1338,199.2041,22.1338,10.1769,2.0354,1.5127,3.5297,0.0361,100.5878,8.2413,126.3866
2013-09-08,0.0038,21.9159,0,257.334,0.2684,1.0346,0.0348,22.1175,199.0579,22.1175,10.3176,2.0635,1.6182,3.7758,0.0348,100.6065,8.3955,126.3866
2013-09-09,0.0036,21.7571,0,258.1285,0.2508,0.8722,0.0336,22.1013,198.9118,22.1013,10.4583,2.0917,1.7237,4.022,0.0336,100.6251,8.5497,126.3866
2013-09-10,0.0074,21.5982,0,258.9274,0.2332,0.7098,0.0323,22.0851,198.7656,22.0851,10.5991,2.1198,1.8292,4.2681,0.0323,100.6438,8.7039,126.3866
2013-09-11,0.0142,21.4393,0,259.7306,0.2156,0.5474,0.031,22.0688,198.6194,22.0688,10.7398,2.148,1.9347,4.5142,0.031,100.6624,8.8666,126.3866
2013-09-12,0.0131,21.2805,0,260.5382,0.2156,0.5233,0.0298,22.0526,198.4732,22.0526,10.7505,2.1501,1.8223,4.2519,0.0298,100.6811,9.2084,126.3866
2013-09-13,0.0123,21.1216,0,261.3503,0.2156,0.4992,0.0285,22.0363,198.327,22.0363,10.7613,2.1523,1.7099,3.9897,0.0285,100.6997,9.5502,126.3866
2013-09-14,0.0119,20.9627,0,262.1669,0.2156,0.4752,0.0272,22.0201,198.1808,22.0201,10.772,2.1544,1.5975,3.7274,0.0272,100.7184,9.892,126.3866
2013-09-15,0.0118,20.8039,0,262.9881,0.2156,0.4511,0.026,22.0038,198.0346,22.0038,10.7828,2.1566,1.4851,3.4651,0.026,100.7371,10.3974,126.3866
2013-09-16,0.012,20.645,0,263.8138,0.2156,0.4271,0.0247,21.9876,197.8885,21.9876,10.7936,2.1587,1.3727,3.2029,0.0247,100.7557,10.9028,126.3866
2013-09-17,0.0117,20.4862,0,264.6441,0.2156,0.403,0.0234,21.9714,197.7423,21.9714,10.8043,2.1609,1.2602,2.9406,0.0234,100.7744,11.4082,126.3866
2013-09-18,0.0114,20.3273,0,265.4791,0.2156,0.3789,0.0222,21.9551,197.5961,21.9551,10.8151,2.163,1.1478,2.6783,0.0222,100.793,10.6051,126.3866
2013-09-19,0.0114,20.2131,0,266.0822,0.231,0.3895,0.0222,21.9389,197.4499,21.9389,10.7842,2.1568,1.1717,2.734,0.0222,100.8117,9.7715,126.3866
2013-09-20,0.0168,20.0989,0,266.6877,0.2464,0.4,0.0222,21.9226,197.3037,21.9226,10.7533,2.1507,1.1955,2.7896,0.0222,100.8304,8.9379,126.3866
2013-09-21,0.0219,19.9847,0,267.2957,0.2618,0.4105,0.0222,21.9064,197.1575,21.9064,10.7224,2.1445,1.2194,2.8453,0.0222,100.849,8.1042,126.3866
2013-09-22,0.0165,19.8706,0,267.9061,0.2772,0.421,0.0222,21.8901,197.0113,21.8901,10.6915,2.1383,1.2432,2.9009,0.0222,100.8677,7.4072,126.3866
2013-09-23,0.012,19.7564,0,268.519,0.2926,0.4316,0.0222,21.8739,196.8651,21.8739,10.6606,2.1321,1.2671,2.9566,0.0222,100.8863,6.7102,126.3866
2013-09-24,0.0116,19.6422,0,269.1345,0.308,0.4421,0.0222,21.8577,196.719,21.8577,10.6297,2.1259,1.2909,3.0122,0.0222,100.905,6.0132,126.3866
2013-09-25,0.0116,19.528,0,269.7524,0.3234,0.4526,0.0222,21.8414,196.5728,21.8414,10.5988,2.1198,1.3148,3.0679,0.0222,100.9236,6.7403,126.3866
2013-09-26,0.0117,19.4347,0,270.259,0.3388,0.4631,0.0222,21.8252,196.4266,21.8252,10.5679,2.1136,1.3127,3.063,0.0222,100.9423,7.4577,126.3866
2013-09-27,0.0115,19.3415,0,270.7672,0.3542,0.4737,0.0222,21.8089,196.2804,21.8089,10.537,2.1074,1.3106,3.0581,0.0222,100.961,8.175,126.3866
2013-09-28,0.011,19.2482,0,271.2771,0.3695,0.4842,0.0222,21.7927,196.1342,21.7927,10.5061,2.1012,1.3086,3.0533,0.0222,100.9796,8.8924,126.3866
2013-09-29,0.0112,19.155,0,271.7888,0.3947,0.4765,0.0222,21.7764,195.988,21.7764,10.4822,2.0964,1.3065,3.0484,0.0222,100.9983,9.7584,126.3866
2013-09-30,0.0107,19.0617,0,272.3022,0.4199,0.4689,0.0222,21.7602,195.8418,21.7602,10.4583,2.0917,1.3044,3.0436,0.0222,101.0169,10.6244,126.3866
2013-10-01,0.0107,18.9685,0,272.8173,0.4451,0.4612,0.0222,21.744,195.6956,21.744,10.4344,2.0869,1.3023,3.0387,0.0222,101.0356,11.4904,126.3866
2013-10-02,0.0107,18.8752,0,273.3341,0.4703,0.4536,0.0222,21.7277,195.5495,21.7277,10.4105,2.0821,1.3002,3.0339,0.0222,101.0542,10.5376,126.3866
2013-10-03,0.0104,18.782,0,273.8527,0.4955,0.4459,0.0222,21.7115,195.4033,21.7115,10.3866,2.0773,1.2981,3.029,0.0222,101.0729,9.6043,126.3866
2013-10-04,0.0104,18.6887,0,274.3731,0.5207,0.4383,0.0222,21.6952,195.2571,21.6952,10.3627,2.0725,1.2961,3.0242,0.0222,101.0916,8.671,126.3866
2013-10-05,0.0104,18.5955,0,274.8952,0.5459,0.4306,0.0222,21.679,195.1109,21.679,10.3388,2.0678,1.294,3.0193,0.0222,101.1102,7.7376,126.3866
2013-10-06,0.0099,18.5022,0,275.4191,0.5711,0.423,0.0222,21.6627,194.9647,21.6627,10.3149,2.063,1.2919,3.0144,0.0222,101.1289,6.8043,126.3866
2013-10-07,0.0301,18.409,0,275.9448,0.5963,0.4153,0.0222,21.6465,194.8185,21.6465,10.2909,2.0582,1.2898,3.0096,0.0222,101.1475,5.871,126.3866
2013-10-08,0.0246,18.3157,0,276.4723,0.6215,0.4076,0.0222,21.6303,194.6723,21.6303,10.267,2.0534,1.2877,3.0047,0.0222,101.1662,4.9377,126.3866
2013-10-09,0.0107,18.2225,0,277.0016,0.6467,0.4,0.0222,21.614,194.5262,21.614,10.2431,2.0486,1.2857,2.9999,0.0222,101.1849,4.8169,126.3866
