time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,PHS_frp_ads,CAR_dic,CAR_ch4,SIL_rsi
2015-03-28,0,5.7091,0,0,1.1308,0.1452,0.0442,340.7258,34.0726,6.8533,1.3707,0.1179,0.2751,0.0442,97.4786,0.1322,82.0653
2015-03-29,0,5.8175,0,0,1.0126,0.1452,0.0435,340.9446,34.0945,6.813,1.3626,0.118,0.2753,0.0435,97.4931,0.1322,82.0653
2015-03-30,0,5.9258,0,0,0.8943,0.1452,0.0428,341.1634,34.1163,6.7727,1.3545,0.1181,0.2755,0.0428,97.5075,0.1323,82.0653
2015-03-31,0,6.0342,0,0,0.7761,0.1452,0.0421,341.3822,34.1382,6.7323,1.3465,0.1181,0.2757,0.0421,97.522,0.0239,82.0653
2015-04-01,0,6.1133,0,0,0.7761,0.1313,0.0451,326.0104,32.601,6.5653,1.3131,0.1154,0.2693,0.0451,97.5365,0.0236,82.0653
2015-04-02,0,6.1924,0,0,0.7761,0.1175,0.0481,310.6386,31.0639,6.3982,1.2796,0.1127,0.263,0.0481,97.551,0.0234,82.0653
2015-04-03,0,6.2715,0,0,0.7761,0.1037,0.0511,295.2668,29.5267,6.2312,1.2462,0.11,0.2567,0.0511,97.5655,0.0231,82.0653
2015-04-04,0,6.3506,0,0,0.7761,0.0899,0.0542,279.895,27.9895,6.0641,1.2128,0.1073,0.2504,0.0542,97.58,0.0228,82.0653
2015-04-05,0,6.4297,0,0,0.7761,0.076,0.0572,264.5232,26.4523,5.8971,1.1794,0.1046,0.2441,0.0572,97.5945,0.0226,82.0653
2015-04-06,0,6.5088,0,0,0.7761,0.0622,0.0602,249.1513,24.9151,5.73,1.146,0.1019,0.2378,0.0602,97.609,0.0223,82.0653
2015-04-07,0,6.5879,0,0,0.7761,0.0484,0.0632,233.7795,23.378,5.563,1.1126,0.0992,0.2315,0.0632,97.6235,0.0221,82.0653
2015-04-08,0,6.6337,0,0,0.9516,0.0511,0.0614,218.4077,21.8408,5.7765,1.1553,0.1059,0.2471,0.0614,97.638,0.0279,82.0653
2015-04-09,0,6.6795,0,0,1.1271,0.0538,0.0597,203.0359,20.3036,5.9901,1.198,0.1125,0.2626,0.0597,97.6525,0.0338,82.0653
2015-04-10,0,6.7253,0,0,1.3027,0.0565,0.0579,187.6641,18.7664,6.2037,1.2407,0.1192,0.2782,0.0579,97.667,0.0396,82.0653
2015-04-11,0,6.7712,0,0,1.4782,0.0591,0.0562,172.2923,17.2292,6.4173,1.2835,0.1259,0.2937,0.0562,97.6815,0.0455,82.0653
2015-04-12,0,6.817,0,0,1.6537,0.0618,0.0544,156.9205,15.6921,6.6309,1.3262,0.1325,0.3092,0.0544,97.696,0.0513,82.0653
2015-04-13,0,6.8628,0,0,1.8293,0.0645,0.0526,141.5487,14.1549,6.8445,1.3689,0.1392,0.3248,0.0526,97.7105,0.0572,82.0653
2015-04-14,0,6.8762,0,0,1.9956,0.0753,0.0702,141.5487,14.1549,7.0243,1.4049,0.1259,0.2937,0.0702,97.725,0.0677,82.0653
2015-04-15,0,6.8896,0,0,2.1619,0.086,0.0877,141.5487,14.1549,7.2041,1.4408,0.1125,0.2625,0.0877,97.7394,0.0782,82.0653
2015-04-16,0,6.903,0,0,2.3282,0.0968,0.1053,141.5487,14.1549,7.384,1.4768,0.0992,0.2314,0.1053,97.7539,0.0887,82.0653
2015-04-17,0,6.9279,0,0,2.1988,0.086,0.0772,141.5487,14.1549,7.4214,1.4843,0.1044,0.2435,0.0772,97.7684,0.0992,82.0653
2015-04-18,0,6.9528,0,0,2.0695,0.0753,0.0491,141.5487,14.1549,7.4587,1.4917,0.1096,0.2557,0.0491,97.7829,0.1097,82.0653
2015-04-19,0,6.9776,0,0,1.9401,0.0645,0.0211,141.5487,14.1549,7.4961,1.4992,0.1148,0.2678,0.0211,97.7974,0.1202,82.0653
2015-04-20,0,6.9967,0,0,2.7439,0.0887,0.0369,141.5487,14.1549,8.6812,1.7362,0.1105,0.2579,0.0369,97.8119,0.1307,82.0653
2015-04-21,0,7.0157,0,0,3.5477,0.1129,0.0526,141.5487,14.1549,9.8662,1.9732,0.1063,0.2479,0.0526,97.8264,0.1412,82.0653
2015-04-22,0,7.0883,0,0,3.2705,0.1129,0.05,149.8751,14.9875,8.8844,1.7769,0.1196,0.2792,0.05,97.8409,0.1242,82.0653
2015-04-23,0,7.161,0,0,2.9933,0.1129,0.0474,158.2015,15.8201,7.9025,1.5805,0.133,0.3104,0.0474,97.8554,0.1072,82.0653
2015-04-24,0,7.2336,0,0,2.7162,0.1129,0.0448,166.5279,16.6528,6.9207,1.3841,0.1464,0.3416,0.0448,97.8699,0.0902,82.0653
2015-04-25,0,7.3062,0,0,2.439,0.1129,0.0421,174.8543,17.4854,5.9389,1.1878,0.1598,0.3728,0.0421,97.8844,0.0732,82.0653
2015-04-26,0,7.2853,0,0,2.3097,0.0968,0.0456,183.1807,18.3181,8.2922,1.6584,0.1807,0.4216,0.0456,97.8989,0.0561,82.0653
2015-04-27,0,7.2644,0,0,2.1803,0.0806,0.0491,191.5071,19.1507,10.6456,2.1291,0.2016,0.4704,0.0491,97.9134,0.0391,82.0653
2015-04-28,0,7.2435,0,0,2.051,0.0645,0.0526,199.8335,19.9833,12.999,2.5998,0.2225,0.5192,0.0526,97.9279,0.0221,82.0653
2015-04-29,0,7.2765,0,0,2.476,0.086,0.0491,197.4545,19.7455,11.0991,2.2198,0.1893,0.4418,0.0491,97.9424,0.0264,82.0653
2015-04-30,0,7.3095,0,0,2.901,0.1075,0.0456,195.0755,19.5076,9.1993,1.8399,0.1562,0.3644,0.0456,97.9568,0.0307,82.0653
2015-05-01,0,7.3426,0,0,3.3259,0.129,0.0421,192.6966,19.2697,7.2994,1.4599,0.123,0.287,0.0421,97.9713,0.035,82.0653
2015-05-02,0,7.3945,0,0,3.3259,0.125,0.0474,190.3176,19.0318,7.407,1.4814,0.119,0.2776,0.0474,97.9858,0.0392,82.0653
2015-05-03,0,7.4465,0,0,3.3259,0.121,0.0526,187.9386,18.7939,7.5145,1.5029,0.115,0.2683,0.0526,98.0003,0.0435,82.0653
2015-05-04,0,7.4984,0,0,3.3259,0.1169,0.0579,185.5597,18.556,7.622,1.5244,0.111,0.2589,0.0579,98.0148,0.0478,82.0653
2015-05-05,0.0151,7.5504,0,358.5,3.3259,0.1129,0.0632,183.1807,18.3181,7.7295,1.5459,0.107,0.2496,0.0632,98.0293,0.0521,82.0653
2015-05-06,0.0151,7.7156,0,358.5,3.1298,0.1092,0.064,180.4052,18.0405,9.3643,1.8729,0.1358,0.3168,0.064,98.0438,0.0555,82.0653
2015-05-07,0.0151,7.8807,0,358.5,2.9337,0.1055,0.0648,177.6298,17.763,10.9992,2.1998,0.1646,0.3841,0.0648,98.0583,0.059,82.0653
2015-05-08,0.0151,7.9583,0,358.5,2.7375,0.1017,0.0656,174.8543,17.4854,12.634,2.5268,0.1934,0.4513,0.0656,98.0728,0.0624,82.0653
2015-05-09,0.0151,8.0359,0,358.5,2.5414,0.098,0.0664,172.0788,17.2079,14.2688,2.8538,0.2222,0.5186,0.0664,98.0873,0.0659,82.0653
2015-05-10,0.0151,8.1135,0,358.5,2.3452,0.0943,0.0672,169.3034,16.9303,15.9036,3.1807,0.2511,0.5858,0.0672,98.1018,0.0693,82.0653
2015-05-11,0.0151,8.1911,0,179.25,2.1491,0.0906,0.068,166.5279,16.6528,17.5384,3.5077,0.2799,0.6531,0.068,98.1163,0.0728,82.0653
2015-05-12,0.0151,8.2584,0,179.25,1.9529,0.0868,0.0688,167.7174,16.7717,17.1947,3.4389,0.2839,0.6625,0.0688,98.1308,0.0687,82.0653
2015-05-13,0.0151,8.3257,0,179.25,1.7568,0.0831,0.0697,168.9069,16.8907,16.8511,3.3702,0.288,0.6719,0.0697,98.1453,0.0646,82.0653
2015-05-14,0.0151,8.393,0,179.25,1.5606,0.0794,0.0705,170.0963,17.0096,16.5075,3.3015,0.292,0.6814,0.0705,98.1598,0.0605,82.0653
2015-05-15,0.0151,8.443,0,179.25,1.3645,0.0757,0.0713,171.2858,17.1286,16.1638,3.2328,0.2961,0.6908,0.0713,98.1742,0.0564,82.0653
2015-05-16,0.0151,8.493,0,179.25,1.1683,0.072,0.0721,172.4753,17.2475,15.8202,3.164,0.3001,0.7003,0.0721,98.1887,0.0523,82.0653
2015-05-17,0.0151,8.543,0,179.25,0.9722,0.0682,0.0729,173.6648,17.3665,15.4765,3.0953,0.3042,0.7097,0.0729,98.2032,0.0482,82.0653
2015-05-18,0.0151,8.593,0,298.75,0.7761,0.0645,0.0737,174.8543,17.4854,15.1329,3.0266,0.3082,0.7192,0.0737,98.2177,0.0441,82.0653
2015-05-19,0.0151,8.6461,0,298.75,0.7285,0.0645,0.0707,173.6648,17.3665,14.8153,2.9631,0.3021,0.7048,0.0707,98.2322,0.0435,82.0653
2015-05-20,0.0151,8.6993,0,298.75,0.681,0.0645,0.0677,172.4753,17.2475,14.4978,2.8996,0.2959,0.6904,0.0677,98.2467,0.0429,82.0653
2015-05-21,0.0151,8.7524,0,298.75,0.6335,0.0645,0.0647,171.2858,17.1286,14.1802,2.836,0.2897,0.6761,0.0647,98.2612,0.0423,82.0653
2015-05-22,0.0151,8.8012,0,298.75,0.586,0.0645,0.0617,170.0963,17.0096,13.8627,2.7725,0.2836,0.6617,0.0617,98.2757,0.0418,82.0653
2015-05-23,0.0151,8.85,0,298.75,0.5385,0.0645,0.0587,168.9069,16.8907,13.5451,2.709,0.2774,0.6473,0.0587,98.2902,0.0412,82.0653
2015-05-24,0.0151,8.8988,0,298.75,0.491,0.0645,0.0557,167.7174,16.7717,13.2276,2.6455,0.2713,0.633,0.0557,98.3047,0.0406,82.0653
2015-05-25,0.0151,8.9476,0,298.75,0.4435,0.0645,0.0526,166.5279,16.6528,12.91,2.582,0.2651,0.6186,0.0526,98.3192,0.04,82.0653
2015-05-26,0.0151,9.0076,0,298.75,0.4118,0.0599,0.0602,165.3384,16.5338,12.5831,2.5166,0.2479,0.5785,0.0602,98.3337,0.0459,82.0653
2015-05-27,0.0151,9.0676,0,298.75,0.3801,0.0553,0.0677,164.1489,16.4149,12.2562,2.4512,0.2307,0.5383,0.0677,98.3482,0.0517,82.0653
2015-05-28,0.0151,9.1275,0,298.75,0.3484,0.0507,0.0752,162.9594,16.2959,11.9293,2.3859,0.2135,0.4982,0.0752,98.3627,0.0576,82.0653
2015-05-29,0.0151,9.1318,0,298.75,0.3168,0.0461,0.0827,161.77,16.177,11.6024,2.3205,0.1963,0.4581,0.0827,98.3772,0.0635,82.0653
2015-05-30,0.0151,9.1361,0,298.75,0.2851,0.0415,0.0903,160.5805,16.058,11.2755,2.2551,0.1791,0.4179,0.0903,98.3916,0.0693,82.0653
2015-05-31,0.0151,9.1404,0,298.75,0.2534,0.0369,0.0978,159.391,15.9391,10.9486,2.1897,0.1619,0.3778,0.0978,98.4061,0.0752,82.0653
2015-06-01,0.0151,9.1447,0,149.38,0.2217,0.0323,0.1053,158.2015,15.8201,10.6217,2.1243,0.1447,0.3377,0.1053,98.4206,0.081,82.0653
2015-06-02,0,9.149,0,0,0.7761,0.0369,0.0978,159.391,15.9391,10.428,2.0856,0.1579,0.3684,0.0978,98.4351,0.1003,82.0653
2015-06-03,0,9.1533,0,0,1.3304,0.0415,0.0903,160.5805,16.058,10.2343,2.0469,0.1711,0.3992,0.0903,98.4496,0.1196,82.0653
2015-06-04,0,9.1576,0,0,1.8847,0.0461,0.0827,161.77,16.177,10.0407,2.0081,0.1843,0.43,0.0827,98.4641,0.1389,82.0653
2015-06-05,0,9.1619,0,0,2.439,0.0507,0.0752,162.9594,16.2959,9.847,1.9694,0.1975,0.4608,0.0752,98.4786,0.1582,82.0653
2015-06-06,0,9.1662,0,0,2.9933,0.0553,0.0677,164.1489,16.4149,9.6533,1.9307,0.2107,0.4915,0.0677,98.4931,0.1775,82.0653
2015-06-07,0,9.1705,0,0,3.5477,0.0599,0.0602,165.3384,16.5338,9.4597,1.8919,0.2238,0.5223,0.0602,98.5076,0.1968,82.0653
2015-06-08,0.0151,9.1748,0,149.38,4.102,0.0645,0.0526,166.5279,16.6528,9.266,1.8532,0.237,0.5531,0.0526,98.5221,0.2161,82.0653
2015-06-09,0.0151,9.318,0,298.75,3.5556,0.0599,0.0542,167.7174,16.7717,9.4956,1.8991,0.2234,0.5213,0.0542,98.5366,0.203,82.0653
2015-06-10,0.0151,9.4613,0,298.75,3.0092,0.0553,0.0557,168.9069,16.8907,9.7252,1.945,0.2098,0.4896,0.0557,98.5511,0.1899,82.0653
2015-06-11,0.0151,9.6045,0,298.75,2.4628,0.0507,0.0572,170.0963,17.0096,9.9548,1.991,0.1962,0.4579,0.0572,98.5656,0.1769,82.0653
2015-06-12,0.0151,9.6904,0,298.75,1.9164,0.0461,0.0587,171.2858,17.1286,10.1843,2.0369,0.1826,0.4262,0.0587,98.5801,0.1638,82.0653
2015-06-13,0.0151,9.7763,0,298.75,1.37,0.0415,0.0602,172.4753,17.2475,10.4139,2.0828,0.169,0.3944,0.0602,98.5946,0.1507,82.0653
2015-06-14,0.0151,9.8622,0,298.75,0.8236,0.0369,0.0617,173.6648,17.3665,10.6435,2.1287,0.1554,0.3627,0.0617,98.6091,0.1377,82.0653
2015-06-15,0.0151,9.9481,0,298.75,0.2772,0.0323,0.0632,174.8543,17.4854,10.8731,2.1746,0.1418,0.331,0.0632,98.6235,0.1246,82.0653
2015-06-16,0.0151,10.0044,0,298.75,0.3009,0.0323,0.0617,176.0438,17.6044,10.7343,2.1469,0.1484,0.3462,0.0617,98.638,0.1455,82.0653
2015-06-17,0.0151,10.0607,0,298.75,0.3247,0.0323,0.0602,177.2333,17.7233,10.5954,2.1191,0.1549,0.3615,0.0602,98.6525,0.1663,82.0653
2015-06-18,0.0151,10.117,0,298.75,0.3484,0.0323,0.0587,178.4227,17.8423,10.4566,2.0913,0.1615,0.3768,0.0587,98.667,0.1872,82.0653
2015-06-19,0.0151,10.1733,0,298.75,0.3722,0.0323,0.0572,179.6122,17.9612,10.3177,2.0635,0.168,0.392,0.0572,98.6815,0.2081,82.0653
2015-06-20,0.0151,10.2296,0,298.75,0.3959,0.0323,0.0557,180.8017,18.0802,10.1789,2.0358,0.1745,0.4073,0.0557,98.696,0.229,82.0653
2015-06-21,0.0151,10.2859,0,298.75,0.4197,0.0323,0.0542,181.9912,18.1991,10.04,2.008,0.1811,0.4225,0.0542,98.7105,0.2498,82.0653
2015-06-22,0.0151,10.3422,0,298.75,0.4435,0.0323,0.0526,183.1807,18.3181,9.9012,1.9802,0.1876,0.4378,0.0526,98.725,0.2707,82.0653
2015-06-23,0.0164,10.4371,0,441.09,0.4593,0.0369,0.0542,184.3702,18.437,10.2838,2.0568,0.1847,0.4309,0.0542,98.7395,0.2446,82.0653
2015-06-24,0.0164,10.623,0,441.09,0.4751,0.0415,0.0557,185.5597,18.556,10.6664,2.1333,0.1817,0.4241,0.0557,98.754,0.2185,82.0653
2015-06-25,0.0076,10.809,0,951.82,0.491,0.0461,0.0572,186.7491,18.6749,11.0491,2.2098,0.1788,0.4172,0.0572,98.7685,0.1924,82.0653
2015-06-26,0.0076,10.995,0,951.82,0.5068,0.0507,0.0587,187.9386,18.7939,11.4317,2.2863,0.1759,0.4103,0.0587,98.783,0.1663,82.0653
2015-06-27,0.0076,11.1809,0,951.82,0.5226,0.0553,0.0602,189.1281,18.9128,11.8143,2.3629,0.1729,0.4035,0.0602,98.7975,0.1402,82.0653
2015-06-28,0.0076,11.3669,0,951.82,0.5385,0.0599,0.0617,190.3176,19.0318,12.1969,2.4394,0.17,0.3966,0.0617,98.812,0.1141,82.0653
2015-06-29,0.0076,11.5529,0,951.82,0.5543,0.0645,0.0632,191.5071,19.1507,12.5795,2.5159,0.167,0.3897,0.0632,98.8265,0.088,82.0653
2015-06-30,0.0164,11.6867,0,496.22,1.2195,0.0645,0.0617,209.3494,20.9349,11.9572,2.3914,0.1584,0.3695,0.0617,98.8409,0.0767,82.0653
2015-07-01,0.0164,11.8206,0,496.22,1.8847,0.0645,0.0602,227.1916,22.7192,11.3348,2.267,0.1497,0.3492,0.0602,98.8554,0.0653,82.0653
2015-07-02,0.0164,11.9544,0,496.22,2.5499,0.0645,0.0587,245.0339,24.5034,10.7125,2.1425,0.141,0.329,0.0587,98.8699,0.0539,82.0653
2015-07-03,0.0164,12.0386,0,496.22,3.2151,0.0645,0.0572,262.8762,26.2876,10.0901,2.018,0.1323,0.3087,0.0572,98.8844,0.0425,82.0653
2015-07-04,0.0164,12.1229,0,496.22,3.8803,0.0645,0.0557,280.7184,28.0718,9.4678,1.8936,0.1236,0.2885,0.0557,98.8989,0.0312,82.0653
2015-07-05,0.0164,12.2071,0,496.22,4.5455,0.0645,0.0542,298.5607,29.8561,8.8454,1.7691,0.1149,0.2682,0.0542,98.9134,0.0198,82.0653
2015-07-06,0.0164,12.2914,0,496.22,5.2106,0.0645,0.0526,316.403,31.6403,8.2231,1.6446,0.1063,0.2479,0.0526,98.9279,0.0084,82.0653
2015-07-07,0.0164,12.3733,0,496.22,5.9471,0.0645,0.0496,294.9923,29.4992,7.5498,1.51,0.1012,0.2362,0.0496,98.9424,0.0295,82.0653
2015-07-08,0.0164,12.4552,0,496.22,6.6836,0.0645,0.0466,273.5815,27.3582,6.8766,1.3753,0.0962,0.2244,0.0466,98.9569,0.0506,82.0653
2015-07-09,0.0164,12.5371,0,496.22,7.42,0.0645,0.0436,252.1708,25.2171,6.2034,1.2407,0.0911,0.2126,0.0436,98.9714,0.0718,82.0653
2015-07-10,0.0164,12.6071,0,496.22,8.1565,0.0645,0.0406,230.7601,23.076,5.5301,1.106,0.0861,0.2008,0.0406,98.9859,0.0929,82.0653
2015-07-11,0.0164,12.677,0,496.22,8.8929,0.0645,0.0376,209.3494,20.9349,4.8569,0.9714,0.081,0.189,0.0376,99.0004,0.114,82.0653
2015-07-12,0.0164,12.747,0,496.22,9.6294,0.0645,0.0346,187.9386,18.7939,4.1836,0.8367,0.076,0.1773,0.0346,99.0149,0.1351,82.0653
2015-07-13,0.0164,12.817,0,496.22,10.3659,0.0645,0.0316,166.5279,16.6528,3.5104,0.7021,0.0709,0.1655,0.0316,99.0294,0.1562,82.0653
2015-07-14,0.0164,12.878,0,496.22,11.1657,0.0714,0.0346,166.5279,16.6528,4.2837,0.8567,0.0815,0.1902,0.0346,99.0439,0.1425,82.0653
2015-07-15,0.0164,12.939,0,496.22,11.9655,0.0783,0.0376,166.5279,16.6528,5.057,1.0114,0.0921,0.2149,0.0376,99.0583,0.1289,82.0653
2015-07-16,0.0141,13,0,543.81,12.7653,0.0853,0.0406,166.5279,16.6528,5.8303,1.1661,0.1027,0.2396,0.0406,99.0728,0.1152,82.0653
2015-07-17,0.0141,13.0388,0,511.83,13.5651,0.0922,0.0436,166.5279,16.6528,6.6036,1.3207,0.1133,0.2643,0.0436,99.0873,0.1015,82.0653
2015-07-18,0.0141,13.0777,0,511.83,14.3649,0.0991,0.0466,166.5279,16.6528,7.377,1.4754,0.1238,0.289,0.0466,99.1018,0.0879,82.0653
2015-07-19,0.0141,13.1165,0,511.83,15.1647,0.106,0.0496,166.5279,16.6528,8.1503,1.6301,0.1344,0.3137,0.0496,99.1163,0.0742,82.0653
2015-07-20,0.0141,13.1553,0,511.83,15.9645,0.1129,0.0526,166.5279,16.6528,8.9236,1.7847,0.145,0.3383,0.0526,99.1308,0.0605,82.0653
2015-07-21,0.0141,13.2071,0,511.83,15.9962,0.1175,0.0511,173.6648,17.3665,9.2505,1.8501,0.147,0.343,0.0511,99.1453,0.1176,82.0653
2015-07-22,0.0141,13.2589,0,511.83,16.0279,0.1221,0.0496,180.8017,18.0802,9.5774,1.9155,0.149,0.3476,0.0496,99.1598,0.1746,82.0653
2015-07-23,0.0141,13.3107,0,511.83,16.0596,0.1267,0.0481,187.9386,18.7939,9.9043,1.9809,0.1509,0.3522,0.0481,99.1743,0.2317,82.0653
2015-07-24,0.0141,13.3598,0,511.83,16.0912,0.1313,0.0466,195.0755,19.5076,10.2312,2.0462,0.1529,0.3568,0.0466,99.1888,0.2887,82.0653
2015-07-25,0.0141,13.4089,0,511.83,16.1229,0.1359,0.0451,202.2124,20.2212,10.5581,2.1116,0.1549,0.3614,0.0451,99.2033,0.3458,82.0653
2015-07-26,0.0141,13.458,0,511.83,16.1546,0.1406,0.0436,209.3494,20.9349,10.885,2.177,0.1568,0.366,0.0436,99.2178,0.4028,82.0653
2015-07-27,0.0141,13.5071,0,447.85,16.1863,0.1452,0.0421,216.4863,21.6486,11.2119,2.2424,0.1588,0.3706,0.0421,99.2323,0.4599,82.0653
2015-07-28,0.0141,13.5247,0,383.87,17.0732,0.1452,0.0436,215.2968,21.5297,11.8257,2.3651,0.1571,0.3666,0.0436,99.2468,0.3948,82.0653
2015-07-29,0.0141,13.5423,0,383.87,17.9601,0.1452,0.0451,214.1073,21.4107,12.4395,2.4879,0.1554,0.3627,0.0451,99.2613,0.3296,82.0653
2015-07-30,0.0141,13.5599,0,383.87,18.847,0.1452,0.0466,212.9178,21.2918,13.0533,2.6107,0.1537,0.3587,0.0466,99.2758,0.2645,82.0653
2015-07-31,0.0141,13.5714,0,383.87,19.7339,0.1452,0.0481,211.7283,21.1728,13.6671,2.7334,0.152,0.3547,0.0481,99.2902,0.1994,82.0653
2015-08-01,0.0141,13.5828,0,383.87,20.6208,0.1452,0.0496,210.5388,21.0539,14.2809,2.8562,0.1503,0.3508,0.0496,99.3047,0.1343,82.0653
2015-08-02,0.0141,13.5943,0,383.87,21.5078,0.1452,0.0511,209.3494,20.9349,14.8947,2.9789,0.1486,0.3468,0.0511,99.3192,0.0691,82.0653
2015-08-03,0.0141,13.6058,0,383.87,22.3947,0.1452,0.0526,208.1599,20.816,15.5085,3.1017,0.1469,0.3429,0.0526,99.3337,0.004,82.0653
2015-08-04,0.0141,13.6117,0,383.87,23.5746,0.1521,0.0526,205.7809,20.5781,15.0798,3.016,0.1432,0.3342,0.0526,99.3482,0.1274,82.0653
2015-08-05,0.0141,13.6177,0,383.87,24.7545,0.159,0.0526,203.4019,20.3402,14.6512,2.9302,0.1395,0.3254,0.0526,99.3627,0.2509,82.0653
2015-08-06,0.0141,13.6237,0,383.87,25.9344,0.1659,0.0526,201.023,20.1023,14.2225,2.8445,0.1357,0.3167,0.0526,99.3772,0.3743,82.0653
2015-08-07,0.0141,13.6297,0,383.87,27.1143,0.1728,0.0526,198.644,19.8644,13.7939,2.7588,0.132,0.308,0.0526,99.3917,0.4977,82.0653
2015-08-08,0.0141,13.6356,0,511.83,28.2943,0.1797,0.0526,196.265,19.6265,13.3652,2.673,0.1283,0.2993,0.0526,99.4062,0.6212,82.0653
2015-08-09,0.0141,13.6537,0,511.83,29.4742,0.1866,0.0526,193.886,19.3886,12.9366,2.5873,0.1245,0.2906,0.0526,99.4207,0.7446,82.0653
2015-08-10,0.0141,13.6717,0,511.83,30.6541,0.1935,0.0526,191.5071,19.1507,12.5079,2.5016,0.1208,0.2818,0.0526,99.4352,0.868,82.0653
2015-08-11,0.0141,13.6898,0,511.83,29.878,0.1912,0.0534,190.3176,19.0318,13.2246,2.6449,0.1174,0.2739,0.0534,99.4497,1.1019,82.0653
2015-08-12,0.0141,13.7078,0,511.83,29.102,0.1889,0.0542,189.1281,18.9128,13.9412,2.7882,0.114,0.2659,0.0542,99.4642,1.3359,82.0653
2015-08-13,0.0141,13.7259,0,511.83,28.3259,0.1866,0.0549,187.9386,18.7939,14.6579,2.9316,0.1106,0.258,0.0549,99.4787,1.5698,82.0653
2015-08-14,0.0141,13.7439,0,511.83,27.5499,0.1843,0.0557,186.7491,18.6749,15.3745,3.0749,0.1072,0.25,0.0557,99.4932,1.8037,82.0653
2015-08-15,0.0141,13.7619,0,511.83,26.7738,0.182,0.0564,185.5597,18.556,16.0912,3.2182,0.1037,0.2421,0.0564,99.5076,2.0376,82.0653
2015-08-16,0.0141,13.78,0,511.83,25.9978,0.1797,0.0572,184.3702,18.437,16.8079,3.3616,0.1003,0.2341,0.0572,99.5221,2.2715,82.0653
2015-08-17,0.0141,13.798,0,511.83,25.2217,0.1774,0.0579,183.1807,18.3181,17.5245,3.5049,0.0969,0.2262,0.0579,99.5366,2.5054,82.0653
2015-08-18,0.0141,13.8161,0,511.83,24.4457,0.1751,0.0587,184.3702,18.437,18.0167,3.6033,0.1051,0.2453,0.0587,99.5511,2.6585,82.0653
2015-08-19,0.0141,13.8341,0,511.83,23.6696,0.1728,0.0594,185.5597,18.556,18.5089,3.7018,0.1134,0.2645,0.0594,99.5656,2.8115,82.0653
2015-08-20,0.0141,13.8522,0,511.83,22.8936,0.1705,0.0602,186.7491,18.6749,19.001,3.8002,0.1216,0.2837,0.0602,99.5801,2.9646,82.0653
2015-08-21,0.0141,13.8702,0,511.83,22.1175,0.1682,0.0609,187.9386,18.7939,19.4932,3.8986,0.1298,0.3029,0.0609,99.5946,3.1177,82.0653
2015-08-22,0.0141,13.8883,0,511.83,21.3415,0.1659,0.0617,189.1281,18.9128,19.9854,3.9971,0.138,0.322,0.0617,99.6091,3.2707,82.0653
2015-08-23,0.0141,13.9063,0,511.83,20.5654,0.1636,0.0624,190.3176,19.0318,20.4775,4.0955,0.1462,0.3412,0.0624,99.6236,3.4238,82.0653
2015-08-24,0.0141,13.9243,0,511.83,19.7894,0.1613,0.0632,191.5071,19.1507,20.9697,4.1939,0.1544,0.3604,0.0632,99.6381,3.5769,82.0653
2015-08-25,0.0141,13.9424,0,511.83,23.9785,0.1843,0.0617,192.6966,19.2697,20.9893,4.1979,0.1499,0.3498,0.0617,99.6526,3.0691,82.0653
2015-08-26,0.0141,13.9604,0,511.83,28.1676,0.2074,0.0602,193.886,19.3886,21.009,4.2018,0.1454,0.3392,0.0602,99.6671,2.5613,82.0653
2015-08-27,0.0141,13.9785,0,511.83,32.3567,0.2304,0.0587,195.0755,19.5076,21.0286,4.2057,0.1408,0.3286,0.0587,99.6816,2.0535,82.0653
2015-08-28,0.0141,13.9965,0,511.83,36.5458,0.2535,0.0572,196.265,19.6265,21.0483,4.2097,0.1363,0.3181,0.0572,99.6961,1.5457,82.0653
2015-08-29,0.0141,14.0146,0,511.83,40.7349,0.2765,0.0557,197.4545,19.7455,21.0679,4.2136,0.1318,0.3075,0.0557,99.7106,1.0379,82.0653
2015-08-30,0.0141,14.0326,0,511.83,44.924,0.2995,0.0542,198.644,19.8644,21.0875,4.2175,0.1273,0.2969,0.0542,99.725,0.5301,82.0653
2015-08-31,0.0141,14.0507,0,511.83,49.1131,0.3226,0.0526,199.8335,19.9833,21.1072,4.2214,0.1227,0.2864,0.0526,99.7395,0.0223,82.0653
2015-09-01,0.0141,14.0768,0,511.83,48.1153,0.3479,0.0542,201.023,20.1023,20.466,4.0932,0.1307,0.305,0.0542,99.754,1.3049,82.0653
2015-09-02,0.0141,14.1029,0,511.83,47.1175,0.3733,0.0557,202.2124,20.2212,19.8249,3.965,0.1387,0.3236,0.0557,99.7685,2.5875,82.0653
2015-09-03,0.0141,14.129,0,511.83,46.1197,0.3986,0.0572,203.4019,20.3402,19.1837,3.8367,0.1467,0.3423,0.0572,99.783,3.8702,82.0653
2015-09-04,0.0141,14.1551,0,511.83,45.122,0.424,0.0587,204.5914,20.4591,18.5425,3.7085,0.1547,0.3609,0.0587,99.7975,5.1528,82.0653
2015-09-05,0.0141,14.1812,0,511.83,44.1242,0.4493,0.0602,205.7809,20.5781,17.9014,3.5803,0.1627,0.3796,0.0602,99.812,6.4354,82.0653
