time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,PHS_frp_ads,CAR_dic,CAR_ch4,SIL_rsi
2013-05-31,0.0151,9.249,0,597.51,2.2283,0.1628,0.0566,195.0078,19.5008,11.1918,2.2384,0.2832,0.6608,0.0566,87.8259,0.1134,82.0653
2013-06-01,0.0151,9.3046,0,597.51,2.2237,0.1669,0.0568,195.2266,19.5227,11.1798,2.236,0.2907,0.6783,0.0568,87.8404,0.1235,82.0653
2013-06-02,0.0151,9.3602,0,597.51,2.2192,0.171,0.0571,195.4454,19.5445,11.1678,2.2336,0.2983,0.6959,0.0571,87.8549,0.1373,82.0653
2013-06-03,0.0151,9.4159,0,597.51,2.2147,0.1752,0.0573,195.6642,19.5664,11.1559,2.2312,0.3058,0.7135,0.0573,87.8694,0.1511,82.0653
2013-06-04,0.0151,9.4715,0,597.51,2.2102,0.1793,0.0575,195.883,19.5883,11.1439,2.2288,0.3133,0.7311,0.0575,87.8839,0.1421,82.0653
2013-06-05,0.0151,9.5294,0,597.51,2.2057,0.1834,0.0578,196.1018,19.6102,11.1319,2.2264,0.3209,0.7487,0.0578,87.8984,0.1335,82.0653
2013-06-06,0.0151,9.5872,0,597.51,2.2012,0.1875,0.058,196.3206,19.6321,11.12,2.224,0.3284,0.7663,0.058,87.9129,0.125,82.0653
2013-06-07,0.0151,9.6278,0,597.51,2.1967,0.1917,0.0583,196.5394,19.6539,11.108,2.2216,0.3043,0.7099,0.0583,87.9274,0.1165,82.0653
2013-06-08,0.0151,9.6685,0,597.51,2.1922,0.1958,0.0585,196.7582,19.6758,11.096,2.2192,0.2801,0.6536,0.0585,87.9419,0.1099,82.0653
2013-06-09,0.0151,9.7091,0,597.51,2.1876,0.1999,0.0588,196.977,19.6977,11.0841,2.2168,0.256,0.5972,0.0588,87.9564,0.0968,82.0653
2013-06-10,0.0151,9.7497,0,597.51,2.1831,0.2041,0.059,197.1958,19.7196,11.0721,2.2144,0.2318,0.5409,0.059,87.9709,0.0837,82.0653
2013-06-11,0.0151,9.7903,0,597.51,2.1786,0.2082,0.0593,197.4146,19.7415,11.0601,2.212,0.2076,0.4845,0.0593,87.9853,0.0862,82.0653
2013-06-12,0.0151,9.8309,0,597.51,2.1741,0.2123,0.0595,197.6334,19.7633,11.0482,2.2096,0.1835,0.4282,0.0595,87.9998,0.0893,82.0653
2013-06-13,0.0151,9.8716,0,597.51,2.1696,0.2164,0.0597,197.8522,19.7852,11.0362,2.2072,0.1593,0.3718,0.0597,88.0143,0.0932,82.0653
2013-06-14,0,9.899,0,0,2.1651,0.2206,0.06,198.071,19.8071,11.0242,2.2048,0.1869,0.4362,0.06,88.0288,0.0971,82.0653
2013-06-15,0,9.9265,0,0,2.1606,0.2247,0.0602,198.2897,19.829,11.0122,2.2024,0.2145,0.5006,0.0602,88.0433,0.104,82.0653
2013-06-16,0,9.954,0,0,2.1561,0.2288,0.0605,198.5085,19.8509,11.0003,2.2001,0.2422,0.565,0.0605,88.0578,0.1176,82.0653
2013-06-17,0.0151,9.9814,0,597.51,2.1515,0.2329,0.0607,198.7273,19.8727,10.9883,2.1977,0.2698,0.6294,0.0607,88.0723,0.1313,82.0653
2013-06-18,0.0151,10.0089,0,597.51,2.147,0.2371,0.061,198.9461,19.8946,10.9763,2.1953,0.2974,0.6938,0.061,88.0868,0.1373,82.0653
2013-06-19,0.0151,10.0364,0,597.51,2.1425,0.2412,0.0612,199.1649,19.9165,10.9644,2.1929,0.325,0.7582,0.0612,88.1013,0.1474,82.0653
2013-06-20,0.0151,10.0639,0,597.51,2.138,0.2453,0.0615,199.3837,19.9384,10.9524,2.1905,0.3526,0.8227,0.0615,88.1158,0.1574,82.0653
2013-06-21,0,10.0637,0,0,2.1335,0.2494,0.0617,199.6025,19.9603,10.9404,2.1881,0.3986,0.93,0.0617,88.1303,0.1702,82.0653
2013-06-22,0,10.0635,0,0,2.129,0.2536,0.062,199.8213,19.9821,10.9285,2.1857,0.4446,1.0374,0.062,88.1448,0.1812,82.0653
2013-06-23,0,10.0634,0,0,2.1245,0.2577,0.0622,200.0401,20.004,10.9165,2.1833,0.4906,1.1447,0.0622,88.1593,0.1827,82.0653
2013-06-24,0,10.0632,0,0,2.12,0.2618,0.0624,200.2589,20.0259,10.9045,2.1809,0.5366,1.2521,0.0624,88.1738,0.1843,82.0653
2013-06-25,0,10.063,0,0,2.1155,0.2659,0.0627,200.4777,20.0478,10.8926,2.1785,0.5826,1.3594,0.0627,88.1883,0.1866,82.0653
2013-06-26,0,10.0517,0,0,2.1109,0.2701,0.0629,200.6965,20.0696,10.8806,2.1761,0.6286,1.4668,0.0629,88.2027,0.1836,82.0653
2013-06-27,0,10.0405,0,0,2.1064,0.2742,0.0632,200.9153,20.0915,10.8686,2.1737,0.6746,1.5741,0.0632,88.2172,0.1755,82.0653
2013-06-28,0,10.0383,0,0,2.1434,0.2715,0.0562,201.1341,20.1134,10.8278,2.1656,0.6181,1.4423,0.0562,88.2317,0.1675,82.0653
2013-06-29,0,10.0361,0,0,2.1803,0.2688,0.0491,201.3529,20.1353,10.7869,2.1574,0.5616,1.3105,0.0491,88.2462,0.1738,82.0653
2013-06-30,0,10.0339,0,0,2.2173,0.2661,0.0421,201.5717,20.1572,10.7461,2.1492,0.5051,1.1786,0.0421,88.2607,0.1581,82.0653
2013-07-01,0,10.0318,0,0,2.2542,0.2634,0.0351,201.7905,20.179,10.7052,2.141,0.4486,1.0468,0.0351,88.2752,0.1424,82.0653
2013-07-02,0,10.0296,0,0,2.2912,0.2608,0.0281,202.0093,20.2009,10.6644,2.1329,0.3921,0.915,0.0281,88.2897,0.1581,82.0653
2013-07-03,0,10.0274,0,0,2.3282,0.2581,0.0211,202.2281,20.2228,10.6236,2.1247,0.3356,0.7831,0.0211,88.3042,0.1712,82.0653
2013-07-04,0,10.082,0,0,3.2567,0.2802,0.0224,202.4469,20.2447,9.819,1.9638,0.3213,0.7497,0.0224,88.3187,0.1842,82.0653
2013-07-05,0,10.1367,0,0,4.1851,0.3024,0.0237,202.6657,20.2666,9.0145,1.8029,0.307,0.7163,0.0237,88.3332,0.1973,82.0653
2013-07-06,0,10.1913,0,0,5.1136,0.3246,0.025,202.8845,20.2884,8.21,1.642,0.2927,0.6829,0.025,88.3477,0.2104,82.0653
2013-07-07,0,10.2459,0,0,6.0421,0.3468,0.0263,203.1033,20.3103,7.4055,1.4811,0.2783,0.6495,0.0263,88.3622,0.2291,82.0653
2013-07-08,0,10.3005,0,0,6.9706,0.369,0.0276,203.322,20.3322,6.601,1.3202,0.264,0.6161,0.0276,88.3767,0.2477,82.0653
2013-07-09,0,10.3551,0,0,7.8991,0.3911,0.029,203.5408,20.3541,5.7965,1.1593,0.2497,0.5827,0.029,88.3912,0.221,82.0653
2013-07-10,0,10.4098,0,0,8.8276,0.4133,0.0303,203.7596,20.376,4.992,0.9984,0.2354,0.5492,0.0303,88.4057,0.1982,82.0653
2013-07-11,0,10.4644,0,0,9.7561,0.4355,0.0316,203.9784,20.3978,4.1874,0.8375,0.2211,0.5158,0.0316,88.4201,0.1765,82.0653
2013-07-12,0,10.5088,0,0,9.472,0.5363,0.0329,204.1972,20.4197,4.3279,0.8656,0.2141,0.4996,0.0329,88.4346,0.1548,82.0653
2013-07-13,0,10.5533,0,0,9.1879,0.6371,0.0342,204.416,20.4416,4.4683,0.8937,0.2072,0.4835,0.0342,88.4491,0.1519,82.0653
2013-07-14,0,10.5978,0,0,8.9038,0.7379,0.0355,204.6348,20.4635,4.6088,0.9218,0.2003,0.4673,0.0355,88.4636,0.1422,82.0653
2013-07-15,0,10.6422,0,0,8.6197,0.8387,0.0369,204.8536,20.4854,4.7492,0.9498,0.1933,0.4511,0.0369,88.4781,0.1324,82.0653
2013-07-16,0,10.694,0,0,8.3356,0.9395,0.0382,205.0724,20.5072,4.8897,0.9779,0.2661,0.6208,0.0382,88.4926,0.1494,82.0653
2013-07-17,0,10.7457,0,0,8.0516,1.0403,0.0395,205.2912,20.5291,5.0301,1.006,0.3388,0.7906,0.0395,88.5071,0.1633,82.0653
2013-07-18,0,10.7975,0,0,7.7675,1.1411,0.0408,205.51,20.551,5.1706,1.0341,0.4116,0.9603,0.0408,88.5216,0.183,82.0653
2013-07-19,0,10.7193,0,0,7.4834,1.2419,0.0421,205.7288,20.5729,5.311,1.0622,0.4843,1.13,0.0421,88.5361,0.2026,82.0653
2013-07-20,0,10.6411,0,0,6.5133,1.0753,0.0526,205.9476,20.5948,6.246,1.2492,0.4388,1.024,0.0526,88.5506,0.1873,82.0653
2013-07-21,0,10.563,0,0,5.5432,0.9086,0.0632,206.1664,20.6166,7.181,1.4362,0.3934,0.9179,0.0632,88.5651,0.1861,82.0653
2013-07-22,0,10.4848,0,0,4.5732,0.7419,0.0737,206.3852,20.6385,8.116,1.6232,0.3479,0.8118,0.0737,88.5796,0.1849,82.0653
2013-07-23,0,10.5328,0,0,3.6031,0.5753,0.0842,206.604,20.6604,9.051,1.8102,0.5379,1.255,0.0842,88.5941,0.1838,82.0653
2013-07-24,0,10.5808,0,0,2.633,0.4086,0.0948,206.8228,20.6823,9.986,1.9972,0.7278,1.6982,0.0948,88.6086,0.1854,82.0653
2013-07-25,0,10.6288,0,0,1.663,0.2419,0.1053,207.0416,20.7042,10.9209,2.1842,0.9177,2.1413,0.1053,88.6231,0.192,82.0653
2013-07-26,0,10.6802,0,0,3.4368,0.2863,0.0895,207.2604,20.726,9.3935,1.8787,0.7389,1.7241,0.0895,88.6375,0.2,82.0653
2013-07-27,0,10.7315,0,0,5.2106,0.3306,0.0737,207.4792,20.7479,7.866,1.5732,0.5601,1.3068,0.0737,88.652,0.208,82.0653
2013-07-28,0,10.7829,0,0,6.9845,0.375,0.0579,207.698,20.7698,6.3386,1.2677,0.3812,0.8896,0.0579,88.6665,0.1915,82.0653
2013-07-29,0,10.8342,0,0,8.7583,0.4194,0.0421,207.9168,20.7917,4.8111,0.9622,0.2024,0.4723,0.0421,88.681,0.2002,82.0653
2013-07-30,0,10.8015,0,0,22.8197,0.3387,0.0421,208.1356,20.8136,-6.8517,-1.3703,0.3035,0.7081,0.0421,88.6955,0.2151,82.0653
2013-07-31,0,10.7687,0,0,36.881,0.2581,0.0421,208.3544,20.8354,-18.5146,-3.7029,0.4045,0.9439,0.0421,88.71,0.2819,82.0653
2013-08-01,0.0151,10.7359,0,597.51,50.9424,0.1774,0.0421,208.5731,20.8573,-30.1775,-6.0355,0.5056,1.1798,0.0421,88.7245,0.3307,82.0653
2013-08-02,0.0151,10.8201,0,597.51,39.5233,0.1694,0.0369,208.7919,20.8792,-20.6672,-4.1334,0.483,1.1269,0.0369,88.739,0.3794,82.0653
2013-08-03,0.0151,10.9043,0,597.51,28.1042,0.1613,0.0316,209.0107,20.9011,-11.1568,-2.2314,0.4603,1.0741,0.0316,88.7535,0.489,82.0653
2013-08-04,0.0151,10.9885,0,597.51,16.6851,0.1532,0.0263,209.2295,20.923,-1.6465,-0.3293,0.4377,1.0213,0.0263,88.768,0.6364,82.0653
2013-08-05,0.0151,11.0727,0,597.51,5.2661,0.1452,0.0211,209.4483,20.9448,7.8638,1.5728,0.4151,0.9685,0.0211,88.7825,0.7838,82.0653
2013-08-06,0.0151,11.1569,0,597.51,5.4508,0.1398,0.0281,209.6671,20.9667,7.702,1.5404,0.3581,0.8355,0.0281,88.797,0.9086,82.0653
2013-08-07,0.0151,11.2411,0,597.51,5.6356,0.1344,0.0351,209.8859,20.9886,7.5402,1.508,0.3011,0.7025,0.0351,88.8115,0.9297,82.0653
2013-08-08,0.0151,11.3253,0,597.51,5.8204,0.129,0.0421,210.1047,21.0105,7.3784,1.4757,0.2441,0.5695,0.0421,88.826,0.9607,82.0653
2013-08-09,0.0151,11.9499,0,597.51,6.153,0.1371,0.0395,210.3235,21.0324,7.0823,1.4165,0.2192,0.5114,0.0395,88.8405,0.9917,82.0653
2013-08-10,0.0151,12.5745,0,597.51,6.4856,0.1452,0.0369,210.5423,21.0542,6.7861,1.3572,0.1943,0.4534,0.0369,88.855,1.2459,82.0653
2013-08-11,0.0151,13.1992,0,597.51,6.8182,0.1532,0.0342,210.7611,21.0761,6.4899,1.298,0.1694,0.3953,0.0342,88.8694,1.5221,82.0653
2013-08-12,0.0151,13.8238,0,597.51,7.1508,0.1613,0.0316,210.9799,21.098,6.1938,1.2388,0.1445,0.3373,0.0316,88.8839,1.7983,82.0653
2013-08-13,0.0151,13.7224,0,597.51,7.6681,0.1505,0.0246,211.1987,21.1199,5.7593,1.1519,0.1586,0.3701,0.0246,88.8984,2.1144,82.0653
2013-08-14,0.0151,13.6209,0,597.51,8.1855,0.1398,0.0175,211.4175,21.1417,5.3248,1.065,0.1726,0.4028,0.0175,88.9129,2.6549,82.0653
2013-08-15,0.0151,13.5195,0,597.51,8.7029,0.129,0.0105,211.6363,21.1636,4.8903,0.9781,0.1867,0.4356,0.0105,88.9274,3.1954,82.0653
2013-08-16,0.0151,13.4181,0,597.51,8.7583,0.1371,0.0158,211.8551,21.1855,4.8251,0.965,0.2021,0.4715,0.0158,88.9419,3.7359,82.0653
2013-08-17,0.0151,13.3166,0,597.51,8.8137,0.1452,0.0211,212.0739,21.2074,4.7599,0.952,0.2174,0.5074,0.0211,88.9564,3.7462,82.0653
2013-08-18,0.0151,13.2152,0,597.51,8.8692,0.1532,0.0263,212.2927,21.2293,4.6947,0.9389,0.2328,0.5432,0.0263,88.9709,3.7402,82.0653
2013-08-19,0.0151,13.1138,0,597.51,8.9246,0.1613,0.0316,212.5115,21.2511,4.6295,0.9259,0.2482,0.5791,0.0316,88.9854,3.7343,82.0653
2013-08-20,0.0151,13.0124,0,597.51,8.98,0.1694,0.0369,212.7303,21.273,4.5643,0.9129,0.2636,0.615,0.0369,88.9999,3.8565,82.0653
2013-08-21,0.0151,12.9109,0,597.51,9.0355,0.1774,0.0421,212.9491,21.2949,4.4991,0.8998,0.2789,0.6509,0.0421,89.0144,4.4603,82.0653
2013-08-22,0.0151,12.8095,0,597.51,9.3364,0.1751,0.0376,213.1679,21.3168,4.238,0.8476,0.2689,0.6275,0.0376,89.0289,5.0641,82.0653
2013-08-23,0.0151,12.7081,0,597.51,9.6373,0.1728,0.0331,213.3867,21.3387,3.9768,0.7954,0.2589,0.6042,0.0331,89.0434,5.6638,82.0653
2013-08-24,0.0151,12.6067,0,597.51,9.9382,0.1705,0.0286,213.6055,21.3605,3.7157,0.7431,0.249,0.5809,0.0286,89.0579,6.2634,82.0653
2013-08-25,0.0151,12.5052,0,597.51,10.2392,0.1682,0.0241,213.8242,21.3824,3.4546,0.6909,0.239,0.5576,0.0241,89.0724,6.7309,82.0653
2013-08-26,0.0151,12.4038,0,597.51,10.5401,0.1659,0.0196,214.043,21.4043,3.1934,0.6387,0.229,0.5343,0.0196,89.0868,7.1984,82.0653
2013-08-27,0.0151,12.3024,0,597.51,10.841,0.1636,0.015,214.2618,21.4262,2.9323,0.5865,0.219,0.5109,0.015,89.1013,7.6659,82.0653
2013-08-28,0.0151,12.2009,0,597.51,11.1419,0.1613,0.0105,214.4806,21.4481,2.6712,0.5342,0.209,0.4876,0.0105,89.1158,8.1185,82.0653
2013-08-29,0.0151,12.2355,0,597.51,11.1973,0.1751,0.015,214.6994,21.4699,2.6012,0.5202,0.2026,0.4728,0.015,89.1303,9.0761,82.0653
2013-08-30,0.0151,12.2701,0,597.51,11.2528,0.1889,0.0196,214.9182,21.4918,2.5312,0.5062,0.1963,0.4581,0.0196,89.1448,10.0337,82.0653
2013-08-31,0.0151,12.3047,0,597.51,11.3082,0.2028,0.0241,215.137,21.5137,2.4612,0.4922,0.19,0.4433,0.0241,89.1593,10.9913,82.0653
2013-09-01,0.0151,12.3393,0,597.51,11.3636,0.2166,0.0286,215.3558,21.5356,2.3912,0.4782,0.1836,0.4285,0.0286,89.1738,12.307,82.0653
2013-09-02,0.0151,12.3738,0,597.51,11.4191,0.2304,0.0331,215.5746,21.5575,2.3211,0.4642,0.1773,0.4137,0.0331,89.1883,13.6227,82.0653
2013-09-03,0.0151,12.4084,0,597.51,11.4745,0.2442,0.0376,215.7934,21.5793,2.2511,0.4502,0.171,0.3989,0.0376,89.2028,13.7456,82.0653
2013-09-04,0.0151,12.443,0,597.51,11.5299,0.2581,0.0421,216.0122,21.6012,2.1811,0.4362,0.1646,0.3841,0.0421,89.2173,13.0537,82.0653
2013-09-05,0.0151,12.4776,0,597.51,11.4824,0.2558,0.0421,216.231,21.6231,2.2104,0.4421,0.1947,0.4542,0.0421,89.2318,12.3613,82.0653
2013-09-06,0.0151,12.5121,0,597.51,11.4349,0.2535,0.0421,216.4498,21.645,2.2396,0.4479,0.2247,0.5243,0.0421,89.2463,11.669,82.0653
2013-09-07,0.0151,12.5467,0,597.51,11.3874,0.2512,0.0421,216.6686,21.6669,2.2688,0.4538,0.2547,0.5943,0.0421,89.2608,10.9766,82.0653
2013-09-08,0.0151,12.5813,0,597.51,11.3399,0.2488,0.0421,216.8874,21.6887,2.298,0.4596,0.2847,0.6644,0.0421,89.2753,9.772,82.0653
2013-09-09,0.0151,12.6159,0,597.51,11.2924,0.2465,0.0421,217.1062,21.7106,2.3273,0.4655,0.3148,0.7345,0.0421,89.2898,8.5674,82.0653
2013-09-10,0.0151,12.6505,0,597.51,11.2449,0.2442,0.0421,217.325,21.7325,2.3565,0.4713,0.3448,0.8046,0.0421,89.3042,7.3629,82.0653
2013-09-11,0.0151,12.685,0,597.51,11.1973,0.2419,0.0421,217.5438,21.7544,2.3857,0.4771,0.3748,0.8746,0.0421,89.3187,7.8339,82.0653
2013-09-12,0.0151,12.7196,0,597.51,11.3399,0.2442,0.0421,217.7626,21.7763,2.2527,0.4505,0.3431,0.8007,0.0421,89.3332,8.8453,82.0653
2013-09-13,0.0151,12.7542,0,597.51,11.4824,0.2465,0.0421,217.9814,21.7981,2.1197,0.4239,0.3115,0.7267,0.0421,89.3477,9.8567,82.0653
2013-09-14,0.0151,12.7888,0,597.51,11.625,0.2488,0.0421,218.2002,21.82,1.9867,0.3973,0.2798,0.6528,0.0421,89.3622,10.868,82.0653
2013-09-15,0.0151,12.8233,0,597.51,11.7675,0.2512,0.0421,218.419,21.8419,1.8537,0.3707,0.2481,0.5788,0.0421,89.3767,12.3129,82.0653
2013-09-16,0.0151,12.8579,0,597.51,11.91,0.2535,0.0421,218.6378,21.8638,1.7207,0.3441,0.2164,0.5049,0.0421,89.3912,13.7577,82.0653
2013-09-17,0.0151,12.8925,0,597.51,12.0526,0.2558,0.0421,218.8565,21.8857,1.5877,0.3175,0.1847,0.431,0.0421,89.4057,15.2025,82.0653
2013-09-18,0.0151,12.9271,0,597.51,12.1951,0.2581,0.0421,219.0753,21.9075,1.4548,0.291,0.153,0.357,0.0421,89.4202,14.0768,82.0653
2013-09-19,0.0151,12.9566,0,597.51,12.6861,0.2627,0.0361,219.2941,21.9294,1.0295,0.2059,0.1573,0.367,0.0361,89.4347,12.9505,82.0653
2013-09-20,0.0151,12.9862,0,597.51,13.1771,0.2673,0.0301,219.5129,21.9513,0.6042,0.1208,0.1616,0.3771,0.0301,89.4492,11.8241,82.0653
2013-09-21,0.0151,13.0158,0,597.51,13.668,0.2719,0.0241,219.7317,21.9732,0.1789,0.0358,0.1659,0.3871,0.0241,89.4637,10.6978,82.0653
2013-09-22,0.0151,13.0453,0,597.51,14.159,0.2765,0.0181,219.9505,21.9951,-0.2463,-0.0493,0.1702,0.3971,0.0181,89.4782,8.9386,82.0653
2013-09-23,0.0151,13.0749,0,597.51,14.65,0.2811,0.012,220.1693,22.0169,-0.6716,-0.1343,0.1745,0.4071,0.012,89.4927,7.1793,82.0653
2013-09-24,0.0151,13.1044,0,597.51,15.141,0.2857,0.006,220.3881,22.0388,-1.0969,-0.2194,0.1788,0.4172,0.006,89.5072,5.4201,82.0653
2013-09-25,0.0151,13.134,0,597.51,15.6319,0.2903,0,220.6069,22.0607,-1.5222,-0.3044,0.1831,0.4272,0,89.5217,6.7727,82.0653
2013-09-26,0.0151,13.1372,0,597.51,16.1387,0.3099,0.0038,220.8257,22.0826,-1.9731,-0.3946,0.1911,0.4459,0.0038,89.5361,8.1268,82.0653
2013-09-27,0.0151,13.1404,0,597.51,16.6455,0.3295,0.0075,221.0445,22.1045,-2.4241,-0.4848,0.1991,0.4645,0.0075,89.5506,9.4808,82.0653
2013-09-28,0.0151,13.1436,0,597.51,17.1524,0.3491,0.0113,221.2633,22.1263,-2.875,-0.575,0.2071,0.4832,0.0113,89.5651,10.8348,82.0653
2013-09-29,0.0151,13.1468,0,597.51,17.6592,0.3687,0.015,221.4821,22.1482,-3.326,-0.6652,0.2151,0.5019,0.015,89.5796,12.3677,82.0653
2013-09-30,0.0151,13.15,0,597.51,18.166,0.3882,0.0188,221.7009,22.1701,-3.7769,-0.7554,0.2231,0.5206,0.0188,89.5941,13.9005,82.0653
2013-10-01,0.0151,13.1531,0,597.51,18.6728,0.4078,0.0226,221.9197,22.192,-4.2279,-0.8456,0.2311,0.5393,0.0226,89.6086,15.4334,82.0653
2013-10-02,0.0151,13.1563,0,597.51,19.1796,0.4274,0.0263,222.1385,22.2138,-4.6788,-0.9358,0.2391,0.5579,0.0263,89.6231,15.9223,82.0653
2013-10-03,0.0151,13.1595,0,597.51,19.6864,0.447,0.0301,222.3573,22.2357,-5.1298,-1.026,0.2471,0.5766,0.0301,89.6376,16.4125,82.0653
2013-10-04,0,13.1627,0,0,20.1932,0.4666,0.0338,222.5761,22.2576,-5.5807,-1.1161,0.2551,0.5953,0.0338,89.6521,16.9028,82.0653
2013-10-05,0,13.1659,0,0,20.7,0.4862,0.0376,222.7949,22.2795,-6.0317,-1.2063,0.2631,0.614,0.0376,89.6666,17.393,82.0653
2013-10-06,0,13.1691,0,0,21.2068,0.5058,0.0414,223.0137,22.3014,-6.4826,-1.2965,0.2711,0.6327,0.0414,89.6811,17.8838,82.0653
2013-10-07,0,13.1723,0,0,21.7137,0.5253,0.0451,223.2325,22.3232,-6.9336,-1.3867,0.2791,0.6513,0.0451,89.6956,18.3746,82.0653
2013-10-08,0,13.1755,0,0,22.2205,0.5449,0.0489,223.4513,22.3451,-7.3846,-1.4769,0.2871,0.67,0.0489,89.7101,18.8654,82.0653
2013-10-09,0,13.1787,0,0,22.7273,0.5645,0.0526,223.6701,22.367,-7.8355,-1.5671,0.2952,0.6887,0.0526,89.7246,18.6204,82.0653
2013-10-10,0,13.1819,0,0,23.4558,0.553,0.0526,223.8889,22.3889,-8.4453,-1.6891,0.2756,0.6432,0.0526,89.7391,18.3711,82.0653
2013-10-11,0,13.185,0,0,24.1844,0.5415,0.0526,224.1076,22.4108,-9.0551,-1.811,0.2561,0.5976,0.0526,89.7535,18.1219,82.0653
2013-10-12,0,13.1882,0,0,24.9129,0.53,0.0526,224.3264,22.4326,-9.6649,-1.933,0.2366,0.5521,0.0526,89.768,17.8616,82.0653
2013-10-13,0,13.1914,0,0,25.6414,0.5184,0.0526,224.5452,22.4545,-10.2747,-2.0549,0.2171,0.5066,0.0526,89.7825,17.6013,82.0653
2013-10-14,0,13.1946,0,0,26.37,0.5069,0.0526,224.764,22.4764,-10.8845,-2.1769,0.1976,0.461,0.0526,89.797,17.341,82.0653
2013-10-15,0.0151,13.1978,0,597.51,27.0985,0.4954,0.0526,224.9828,22.4983,-11.4943,-2.2989,0.1781,0.4155,0.0526,89.8115,17.0807,82.0653
2013-10-16,0.0151,13.201,0,597.51,27.8271,0.4839,0.0526,225.2016,22.5202,-12.1041,-2.4208,0.1586,0.37,0.0526,89.826,15.6289,82.0653
2013-10-17,0.0151,13.2498,0,597.51,27.7003,0.5069,0.0526,225.4204,22.542,-12.0301,-2.406,0.1525,0.3558,0.0526,89.8405,14.1841,82.0653
2013-10-18,0.0151,13.2986,0,597.51,27.5736,0.53,0.0526,225.6392,22.5639,-11.956,-2.3912,0.1464,0.3416,0.0526,89.855,12.7392,82.0653
2013-10-19,0.0151,13.3474,0,597.51,27.4469,0.553,0.0526,225.858,22.5858,-11.8819,-2.3764,0.1403,0.3274,0.0526,89.8695,11.2944,82.0653
2013-10-20,0.0151,13.3962,0,597.51,27.3202,0.576,0.0526,226.0768,22.6077,-11.8078,-2.3616,0.1342,0.3132,0.0526,89.884,9.8486,82.0653
2013-10-21,0.0151,13.445,0,597.51,27.1935,0.5991,0.0526,226.2956,22.6296,-11.7337,-2.3467,0.1281,0.299,0.0526,89.8985,8.4028,82.0653
2013-10-22,0.0151,13.4938,0,597.51,27.0668,0.6221,0.0526,226.5144,22.6514,-11.6596,-2.3319,0.122,0.2847,0.0526,89.913,6.957,82.0653
